mix_design,rubber_content_pct,applied_stress_level,applied_stress_MPa,specimen_number,temperature_C,total_strain_microstrain,thermal_strain_component,load_strain_component,LITS_component,heating_rate_C_min
RC-10,10,0.2,7.38,1,66.8,949.4,613.5,350.5,0.0,5.0
RC-10,10,0.2,7.38,1,74.1,1036.0,715.8,353.9,0.0,5.0
RC-10,10,0.2,7.38,1,81.4,1199.1,818.0,357.4,0.0,5.0
RC-10,10,0.2,7.38,1,88.7,1272.5,920.3,361.0,0.0,5.0
RC-10,10,0.2,7.38,1,96.0,1382.7,1022.5,364.6,0.0,5.0
RC-10,10,0.2,7.38,1,103.3,1490.8,1124.8,368.3,3.1,5.0
RC-10,10,0.2,7.38,1,110.6,1599.8,1227.0,372.1,9.3,5.0
RC-10,10,0.2,7.38,1,117.9,1708.4,1329.3,375.9,14.7,5.0
RC-10,10,0.2,7.38,1,125.3,1816.1,1431.5,379.8,19.6,5.0
RC-10,10,0.2,7.38,1,132.6,1942.7,1533.8,383.9,24.1,5.0
RC-10,10,0.2,7.38,1,139.9,2046.1,1636.1,388.0,28.1,5.0
RC-10,10,0.2,7.38,1,147.2,2173.3,1738.3,392.2,31.9,5.0
RC-10,10,0.2,7.38,1,154.5,2279.6,1840.6,396.4,35.4,5.0
RC-10,10,0.2,7.38,1,161.8,2368.3,1942.8,400.8,38.6,5.0
RC-10,10,0.2,7.38,1,169.1,2493.6,2045.1,405.3,41.7,5.0
RC-10,10,0.2,7.38,1,176.4,2595.4,2147.3,409.9,44.5,5.0
RC-10,10,0.2,7.38,1,183.7,2696.5,2249.6,414.6,47.2,5.0
RC-10,10,0.2,7.38,1,191.0,2831.3,2351.8,419.4,49.8,5.0
RC-10,10,0.2,7.38,1,198.3,2928.7,2454.1,424.3,52.2,5.0
RC-10,10,0.2,7.38,1,205.6,3034.0,2556.3,429.3,54.5,5.0
RC-10,10,0.2,7.38,1,212.9,3136.9,2658.6,434.4,56.7,5.0
RC-10,10,0.2,7.38,1,220.2,3243.9,2760.8,439.7,58.8,5.0
RC-10,10,0.2,7.38,1,227.5,3398.8,2863.1,445.1,60.8,5.0
RC-10,10,0.2,7.38,1,234.8,3483.7,2965.3,450.6,62.8,5.0
RC-10,10,0.2,7.38,1,242.1,3572.1,3067.6,456.3,64.6,5.0
RC-10,10,0.2,7.38,1,249.4,3702.6,3169.8,462.1,66.4,5.0
RC-10,10,0.2,7.38,1,256.7,3824.2,3272.1,468.0,68.1,5.0
RC-10,10,0.2,7.38,1,264.0,3920.8,3374.4,474.1,69.8,5.0
RC-10,10,0.2,7.38,1,271.3,4049.0,3476.6,480.4,71.4,5.0
RC-10,10,0.2,7.38,1,278.6,4115.6,3578.9,486.9,73.0,5.0
RC-10,10,0.2,7.38,1,285.9,4219.2,3681.1,493.5,74.5,5.0
RC-10,10,0.2,7.38,1,293.2,4363.5,3783.4,500.3,75.9,5.0
RC-10,10,0.2,7.38,1,300.5,4474.4,3885.6,507.3,77.4,5.0
RC-10,10,0.2,7.38,1,307.8,4531.0,3987.9,514.5,78.7,5.0
RC-10,10,0.2,7.38,1,315.2,4682.7,4090.1,521.9,80.1,5.0
RC-10,10,0.2,7.38,1,322.5,4788.1,4192.4,529.5,81.4,5.0
RC-10,10,0.2,7.38,1,329.8,4893.7,4294.6,537.3,82.7,5.0
RC-10,10,0.2,7.38,1,337.1,5011.0,4396.9,545.4,83.9,5.0
RC-10,10,0.2,7.38,1,344.4,5146.9,4499.1,553.7,85.1,5.0
RC-10,10,0.2,7.38,1,351.7,5234.7,4601.4,562.3,86.3,5.0
RC-10,10,0.2,7.38,1,359.0,5347.5,4703.6,571.2,87.4,5.0
RC-10,10,0.2,7.38,1,366.3,5450.5,4805.9,580.3,88.5,5.0
RC-10,10,0.2,7.38,1,373.6,5606.6,4908.2,589.7,89.6,5.0
RC-10,10,0.2,7.38,1,380.9,5707.1,5010.4,599.5,90.7,5.0
RC-10,10,0.2,7.38,1,388.2,5776.6,5112.7,609.5,91.8,5.0
RC-10,10,0.2,7.38,1,395.5,5912.9,5214.9,620.0,92.8,5.0
RC-10,10,0.2,7.38,1,402.8,6085.3,5317.3,666.3,93.8,5.0
RC-10,10,0.2,7.38,1,410.1,6211.1,5420.8,676.3,94.8,5.0
RC-10,10,0.2,7.38,1,417.4,6320.7,5525.9,686.5,95.7,5.0
RC-10,10,0.2,7.38,1,424.7,6420.8,5632.5,697.0,96.7,5.0
RC-10,10,0.2,7.38,1,432.0,6517.1,5740.5,707.9,97.6,5.0
RC-10,10,0.2,7.38,1,439.3,6680.8,5850.1,719.1,98.5,5.0
RC-10,10,0.2,7.38,1,446.6,6786.8,5961.1,730.7,99.4,5.0
RC-10,10,0.2,7.38,1,453.9,6917.6,6073.6,742.7,100.3,5.0
RC-10,10,0.2,7.38,1,461.2,7041.2,6187.7,755.0,101.1,5.0
RC-10,10,0.2,7.38,1,468.5,7152.7,6303.2,767.8,102.0,5.0
RC-10,10,0.2,7.38,1,475.8,7309.5,6420.2,781.1,102.8,5.0
RC-10,10,0.2,7.38,1,483.1,7440.5,6538.7,794.7,103.6,5.0
RC-10,10,0.2,7.38,1,490.4,7565.7,6658.7,808.9,104.4,5.0
RC-10,10,0.2,7.38,1,497.7,7716.1,6780.2,823.6,105.2,5.0
RC-10,10,0.2,7.38,1,505.1,7827.4,6903.2,838.8,106.0,5.0
RC-10,10,0.2,7.38,1,512.4,7985.1,7027.7,854.6,106.8,5.0
RC-10,10,0.2,7.38,1,519.7,8132.6,7153.7,871.0,107.5,5.0
RC-10,10,0.2,7.38,1,527.0,8251.5,7281.1,888.1,108.3,5.0
RC-10,10,0.2,7.38,1,534.3,8424.1,7410.1,905.8,109.0,5.0
RC-10,10,0.2,7.38,1,541.6,8585.6,7540.6,924.3,109.7,5.0
RC-10,10,0.2,7.38,1,548.9,8721.9,7672.5,943.5,110.4,5.0
RC-10,10,0.2,7.38,1,556.2,8880.1,7806.0,963.6,111.1,5.0
RC-10,10,0.2,7.38,1,563.5,9045.6,7940.9,984.5,111.8,5.0
RC-10,10,0.2,7.38,1,570.8,9190.3,8077.3,1006.3,112.5,5.0
RC-10,10,0.2,7.38,1,578.1,9353.1,8215.3,1029.1,113.1,5.0
RC-10,10,0.2,7.38,1,585.4,9503.9,8354.7,1053.0,113.8,5.0
RC-10,10,0.2,7.38,1,592.7,9687.9,8495.6,1078.1,114.5,5.0
RC-10,10,0.2,7.38,1,600.0,9852.4,8638.0,1104.3,115.1,5.0
RC-10,10,0.2,7.38,2,23.0,338.8,0.0,331.3,0.0,5.0
RC-10,10,0.2,7.38,2,30.3,445.1,102.3,334.3,0.0,5.0
RC-10,10,0.2,7.38,2,37.6,553.8,204.5,337.5,0.0,5.0
RC-10,10,0.2,7.38,2,44.9,639.8,306.8,340.6,0.0,5.0
RC-10,10,0.2,7.38,2,52.2,720.2,409.0,343.9,0.0,5.0
RC-10,10,0.2,7.38,2,59.5,869.5,511.3,347.1,0.0,5.0
RC-10,10,0.2,7.38,2,66.8,970.5,613.5,350.5,0.0,5.0
RC-10,10,0.2,7.38,2,74.1,1060.2,715.8,353.9,0.0,5.0
RC-10,10,0.2,7.38,2,81.4,1183.7,818.0,357.4,0.0,5.0
RC-10,10,0.2,7.38,2,88.7,1259.5,920.3,361.0,0.0,5.0
RC-10,10,0.2,7.38,2,96.0,1402.6,1022.5,364.6,0.0,5.0
RC-10,10,0.2,7.38,2,103.3,1491.2,1124.8,368.3,3.1,5.0
RC-10,10,0.2,7.38,2,110.6,1595.9,1227.0,372.1,9.3,5.0
RC-10,10,0.2,7.38,2,117.9,1710.6,1329.3,375.9,14.7,5.0
RC-10,10,0.2,7.38,2,125.3,1827.5,1431.5,379.8,19.6,5.0
RC-10,10,0.2,7.38,2,132.6,1941.6,1533.8,383.9,24.1,5.0
RC-10,10,0.2,7.38,2,139.9,2052.9,1636.1,388.0,28.1,5.0
RC-10,10,0.2,7.38,2,147.2,2155.9,1738.3,392.2,31.9,5.0
RC-10,10,0.2,7.38,2,154.5,2275.4,1840.6,396.4,35.4,5.0
RC-10,10,0.2,7.38,2,161.8,2382.4,1942.8,400.8,38.6,5.0
RC-10,10,0.2,7.38,2,169.1,2482.3,2045.1,405.3,41.7,5.0
RC-10,10,0.2,7.38,2,176.4,2589.7,2147.3,409.9,44.5,5.0
RC-10,10,0.2,7.38,2,183.7,2720.5,2249.6,414.6,47.2,5.0
RC-10,10,0.2,7.38,2,191.0,2828.8,2351.8,419.4,49.8,5.0
RC-10,10,0.2,7.38,2,198.3,2931.4,2454.1,424.3,52.2,5.0
RC-10,10,0.2,7.38,2,205.6,3054.0,2556.3,429.3,54.5,5.0
RC-10,10,0.2,7.38,2,212.9,3120.3,2658.6,434.4,56.7,5.0
RC-10,10,0.2,7.38,2,220.2,3250.8,2760.8,439.7,58.8,5.0
RC-10,10,0.2,7.38,2,227.5,3351.6,2863.1,445.1,60.8,5.0
RC-10,10,0.2,7.38,2,234.8,3512.5,2965.3,450.6,62.8,5.0
RC-10,10,0.2,7.38,2,242.1,3599.2,3067.6,456.3,64.6,5.0
RC-10,10,0.2,7.38,2,249.4,3697.1,3169.8,462.1,66.4,5.0
RC-10,10,0.2,7.38,2,256.7,3820.0,3272.1,468.0,68.1,5.0
RC-10,10,0.2,7.38,2,264.0,3935.0,3374.4,474.1,69.8,5.0
RC-10,10,0.2,7.38,2,271.3,4045.0,3476.6,480.4,71.4,5.0
RC-10,10,0.2,7.38,2,278.6,4152.5,3578.9,486.9,73.0,5.0
RC-10,10,0.2,7.38,2,285.9,4245.1,3681.1,493.5,74.5,5.0
RC-10,10,0.2,7.38,2,293.2,4352.1,3783.4,500.3,75.9,5.0
RC-10,10,0.2,7.38,2,300.5,4455.8,3885.6,507.3,77.4,5.0
RC-10,10,0.2,7.38,2,307.8,4588.6,3987.9,514.5,78.7,5.0
RC-10,10,0.2,7.38,2,315.2,4689.7,4090.1,521.9,80.1,5.0
RC-10,10,0.2,7.38,2,322.5,4797.0,4192.4,529.5,81.4,5.0
RC-10,10,0.2,7.38,2,329.8,4907.6,4294.6,537.3,82.7,5.0
RC-10,10,0.2,7.38,2,337.1,5047.9,4396.9,545.4,83.9,5.0
RC-10,10,0.2,7.38,2,344.4,5152.3,4499.1,553.7,85.1,5.0
RC-10,10,0.2,7.38,2,351.7,5277.4,4601.4,562.3,86.3,5.0
RC-10,10,0.2,7.38,2,359.0,5370.2,4703.6,571.2,87.4,5.0
RC-10,10,0.2,7.38,2,366.3,5475.6,4805.9,580.3,88.5,5.0
RC-10,10,0.2,7.38,2,373.6,5587.1,4908.2,589.7,89.6,5.0
RC-10,10,0.2,7.38,2,380.9,5685.3,5010.4,599.5,90.7,5.0
RC-10,10,0.2,7.38,2,388.2,5795.0,5112.7,609.5,91.8,5.0
RC-10,10,0.2,7.38,2,395.5,5935.3,5214.9,620.0,92.8,5.0
RC-10,10,0.2,7.38,2,402.8,6063.4,5317.3,666.3,93.8,5.0
RC-10,10,0.2,7.38,2,410.1,6195.0,5420.8,676.3,94.8,5.0
RC-10,10,0.2,7.38,2,417.4,6324.9,5525.9,686.5,95.7,5.0
RC-10,10,0.2,7.38,2,424.7,6416.2,5632.5,697.0,96.7,5.0
RC-10,10,0.2,7.38,2,432.0,6576.2,5740.5,707.9,97.6,5.0
RC-10,10,0.2,7.38,2,439.3,6652.9,5850.1,719.1,98.5,5.0
RC-10,10,0.2,7.38,2,446.6,6806.1,5961.1,730.7,99.4,5.0
RC-10,10,0.2,7.38,2,453.9,6923.0,6073.6,742.7,100.3,5.0
RC-10,10,0.2,7.38,2,461.2,7061.8,6187.7,755.0,101.1,5.0
RC-10,10,0.2,7.38,2,468.5,7156.3,6303.2,767.8,102.0,5.0
RC-10,10,0.2,7.38,2,475.8,7338.7,6420.2,781.1,102.8,5.0
RC-10,10,0.2,7.38,2,483.1,7434.4,6538.7,794.7,103.6,5.0
RC-10,10,0.2,7.38,2,490.4,7582.2,6658.7,808.9,104.4,5.0
RC-10,10,0.2,7.38,2,497.7,7730.7,6780.2,823.6,105.2,5.0
RC-10,10,0.2,7.38,2,505.1,7839.0,6903.2,838.8,106.0,5.0
RC-10,10,0.2,7.38,2,512.4,8001.5,7027.7,854.6,106.8,5.0
RC-10,10,0.2,7.38,2,519.7,8120.7,7153.7,871.0,107.5,5.0
RC-10,10,0.2,7.38,2,527.0,8298.5,7281.1,888.1,108.3,5.0
RC-10,10,0.2,7.38,2,534.3,8413.5,7410.1,905.8,109.0,5.0
RC-10,10,0.2,7.38,2,541.6,8575.1,7540.6,924.3,109.7,5.0
RC-10,10,0.2,7.38,2,548.9,8731.0,7672.5,943.5,110.4,5.0
RC-10,10,0.2,7.38,2,556.2,8892.4,7806.0,963.6,111.1,5.0
RC-10,10,0.2,7.38,2,563.5,9066.7,7940.9,984.5,111.8,5.0
RC-10,10,0.2,7.38,2,570.8,9189.3,8077.3,1006.3,112.5,5.0
RC-10,10,0.2,7.38,2,578.1,9374.6,8215.3,1029.1,113.1,5.0
RC-10,10,0.2,7.38,2,585.4,9551.1,8354.7,1053.0,113.8,5.0
RC-10,10,0.2,7.38,2,592.7,9690.6,8495.6,1078.1,114.5,5.0
RC-10,10,0.2,7.38,2,600.0,9849.2,8638.0,1104.3,115.1,5.0
RC-10,10,0.4,14.76,1,23.0,636.6,0.0,662.6,0.0,5.0
RC-10,10,0.4,14.76,1,30.3,799.2,102.3,668.7,0.0,5.0
RC-10,10,0.4,14.76,1,37.6,875.8,204.5,674.9,0.0,5.0
RC-10,10,0.4,14.76,1,44.9,973.0,306.8,681.2,0.0,5.0
RC-10,10,0.4,14.76,1,52.2,1076.3,409.0,687.7,0.0,5.0
RC-10,10,0.4,14.76,1,59.5,1190.5,511.3,694.3,0.0,5.0
RC-10,10,0.4,14.76,1,66.8,1328.3,613.5,701.0,0.0,5.0
RC-10,10,0.4,14.76,1,74.1,1439.5,715.8,707.8,0.0,5.0
RC-10,10,0.4,14.76,1,81.4,1542.6,818.0,714.8,0.0,5.0
RC-10,10,0.4,14.76,1,88.7,1644.2,920.3,721.9,0.0,5.0
RC-10,10,0.4,14.76,1,96.0,1733.0,1022.5,729.2,0.0,5.0
RC-10,10,0.4,14.76,1,103.3,1856.6,1124.8,736.6,6.2,5.0
RC-10,10,0.4,14.76,1,110.6,1973.1,1227.0,744.1,18.5,5.0
RC-10,10,0.4,14.76,1,117.9,2119.2,1329.3,751.8,29.4,5.0
RC-10,10,0.4,14.76,1,125.3,2214.5,1431.5,759.7,39.2,5.0
RC-10,10,0.4,14.76,1,132.6,2339.0,1533.8,767.7,48.1,5.0
RC-10,10,0.4,14.76,1,139.9,2465.5,1636.1,775.9,56.3,5.0
RC-10,10,0.4,14.76,1,147.2,2561.4,1738.3,784.3,63.8,5.0
RC-10,10,0.4,14.76,1,154.5,2704.9,1840.6,792.9,70.7,5.0
RC-10,10,0.4,14.76,1,161.8,2820.1,1942.8,801.6,77.2,5.0
RC-10,10,0.4,14.76,1,169.1,2956.7,2045.1,810.6,83.3,5.0
RC-10,10,0.4,14.76,1,176.4,3043.8,2147.3,819.8,89.0,5.0
RC-10,10,0.4,14.76,1,183.7,3153.6,2249.6,829.1,94.4,5.0
RC-10,10,0.4,14.76,1,191.0,3284.4,2351.8,838.7,99.5,5.0
RC-10,10,0.4,14.76,1,198.3,3390.5,2454.1,848.5,104.4,5.0
RC-10,10,0.4,14.76,1,205.6,3524.4,2556.3,858.5,109.0,5.0
RC-10,10,0.4,14.76,1,212.9,3612.9,2658.6,868.8,113.4,5.0
RC-10,10,0.4,14.76,1,220.2,3748.7,2760.8,879.4,117.6,5.0
RC-10,10,0.4,14.76,1,227.5,3860.9,2863.1,890.1,121.6,5.0
RC-10,10,0.4,14.76,1,234.8,4000.6,2965.3,901.2,125.5,5.0
RC-10,10,0.4,14.76,1,242.1,4097.2,3067.6,912.5,129.2,5.0
RC-10,10,0.4,14.76,1,249.4,4200.8,3169.8,924.1,132.8,5.0
RC-10,10,0.4,14.76,1,256.7,4341.4,3272.1,936.1,136.3,5.0
RC-10,10,0.4,14.76,1,264.0,4467.0,3374.4,948.3,139.6,5.0
RC-10,10,0.4,14.76,1,271.3,4576.2,3476.6,960.8,142.8,5.0
RC-10,10,0.4,14.76,1,278.6,4689.4,3578.9,973.7,145.9,5.0
RC-10,10,0.4,14.76,1,285.9,4807.0,3681.1,987.0,148.9,5.0
RC-10,10,0.4,14.76,1,293.2,4937.5,3783.4,1000.6,151.9,5.0
RC-10,10,0.4,14.76,1,300.5,5041.6,3885.6,1014.6,154.7,5.0
RC-10,10,0.4,14.76,1,307.8,5169.4,3987.9,1029.0,157.5,5.0
RC-10,10,0.4,14.76,1,315.2,5305.3,4090.1,1043.8,160.2,5.0
RC-10,10,0.4,14.76,1,322.5,5394.6,4192.4,1059.0,162.8,5.0
RC-10,10,0.4,14.76,1,329.8,5534.0,4294.6,1074.7,165.3,5.0
RC-10,10,0.4,14.76,1,337.1,5628.7,4396.9,1090.8,167.8,5.0
RC-10,10,0.4,14.76,1,344.4,5780.2,4499.1,1107.5,170.2,5.0
RC-10,10,0.4,14.76,1,351.7,5883.9,4601.4,1124.6,172.5,5.0
RC-10,10,0.4,14.76,1,359.0,6036.1,4703.6,1142.3,174.8,5.0
RC-10,10,0.4,14.76,1,366.3,6121.4,4805.9,1160.6,177.1,5.0
RC-10,10,0.4,14.76,1,373.6,6273.5,4908.2,1179.5,179.3,5.0
RC-10,10,0.4,14.76,1,380.9,6409.1,5010.4,1198.9,181.4,5.0
RC-10,10,0.4,14.76,1,388.2,6499.8,5112.7,1219.1,183.5,5.0
RC-10,10,0.4,14.76,1,395.5,6627.5,5214.9,1239.9,185.6,5.0
RC-10,10,0.4,14.76,1,402.8,6823.3,5317.3,1332.6,187.6,5.0
RC-10,10,0.4,14.76,1,410.1,6955.6,5420.8,1352.5,189.5,5.0
RC-10,10,0.4,14.76,1,417.4,7098.1,5525.9,1373.0,191.5,5.0
RC-10,10,0.4,14.76,1,424.7,7211.4,5632.5,1394.1,193.4,5.0
RC-10,10,0.4,14.76,1,432.0,7334.7,5740.5,1415.8,195.2,5.0
RC-10,10,0.4,14.76,1,439.3,7455.1,5850.1,1438.3,197.0,5.0
RC-10,10,0.4,14.76,1,446.6,7645.4,5961.1,1461.4,198.8,5.0
RC-10,10,0.4,14.76,1,453.9,7784.8,6073.6,1485.4,200.6,5.0
RC-10,10,0.4,14.76,1,461.2,7908.5,6187.7,1510.1,202.3,5.0
RC-10,10,0.4,14.76,1,468.5,8030.7,6303.2,1535.7,204.0,5.0
RC-10,10,0.4,14.76,1,475.8,8199.2,6420.2,1562.1,205.6,5.0
RC-10,10,0.4,14.76,1,483.1,8349.7,6538.7,1589.5,207.3,5.0
RC-10,10,0.4,14.76,1,490.4,8481.6,6658.7,1617.8,208.9,5.0
RC-10,10,0.4,14.76,1,497.7,8638.5,6780.2,1647.2,210.5,5.0
RC-10,10,0.4,14.76,1,505.1,8811.3,6903.2,1677.7,212.0,5.0
RC-10,10,0.4,14.76,1,512.4,8925.9,7027.7,1709.3,213.5,5.0
RC-10,10,0.4,14.76,1,519.7,9125.8,7153.7,1742.1,215.0,5.0
RC-10,10,0.4,14.76,1,527.0,9269.2,7281.1,1776.2,216.5,5.0
RC-10,10,0.4,14.76,1,534.3,9423.1,7410.1,1811.7,218.0,5.0
RC-10,10,0.4,14.76,1,541.6,9593.1,7540.6,1848.6,219.4,5.0
RC-10,10,0.4,14.76,1,548.9,9767.4,7672.5,1887.0,220.8,5.0
RC-10,10,0.4,14.76,1,556.2,9937.2,7806.0,1927.1,222.2,5.0
RC-10,10,0.4,14.76,1,563.5,10160.0,7940.9,1969.0,223.6,5.0
RC-10,10,0.4,14.76,1,570.8,10322.3,8077.3,2012.6,225.0,5.0
RC-10,10,0.4,14.76,1,578.1,10515.8,8215.3,2058.3,226.3,5.0
RC-10,10,0.4,14.76,1,585.4,10696.8,8354.7,2106.1,227.6,5.0
RC-10,10,0.4,14.76,1,592.7,10881.6,8495.6,2156.1,228.9,5.0
RC-10,10,0.4,14.76,1,600.0,11077.9,8638.0,2208.6,230.2,5.0
RC-10,10,0.4,14.76,2,23.0,656.6,0.0,662.6,0.0,5.0
RC-10,10,0.4,14.76,2,30.3,766.2,102.3,668.7,0.0,5.0
RC-10,10,0.4,14.76,2,37.6,858.3,204.5,674.9,0.0,5.0
RC-10,10,0.4,14.76,2,44.9,1004.2,306.8,681.2,0.0,5.0
RC-10,10,0.4,14.76,2,52.2,1069.5,409.0,687.7,0.0,5.0
RC-10,10,0.4,14.76,2,59.5,1189.7,511.3,694.3,0.0,5.0
RC-10,10,0.4,14.76,2,66.8,1344.7,613.5,701.0,0.0,5.0
RC-10,10,0.4,14.76,2,74.1,1425.6,715.8,707.8,0.0,5.0
RC-10,10,0.4,14.76,2,81.4,1535.5,818.0,714.8,0.0,5.0
RC-10,10,0.4,14.76,2,88.7,1651.7,920.3,721.9,0.0,5.0
RC-10,10,0.4,14.76,2,96.0,1728.6,1022.5,729.2,0.0,5.0
RC-10,10,0.4,14.76,2,103.3,1846.6,1124.8,736.6,6.2,5.0
RC-10,10,0.4,14.76,2,110.6,1983.0,1227.0,744.1,18.5,5.0
RC-10,10,0.4,14.76,2,117.9,2097.0,1329.3,751.8,29.4,5.0
RC-10,10,0.4,14.76,2,125.3,2229.4,1431.5,759.7,39.2,5.0
RC-10,10,0.4,14.76,2,132.6,2356.9,1533.8,767.7,48.1,5.0
RC-10,10,0.4,14.76,2,139.9,2489.1,1636.1,775.9,56.3,5.0
RC-10,10,0.4,14.76,2,147.2,2598.6,1738.3,784.3,63.8,5.0
RC-10,10,0.4,14.76,2,154.5,2689.3,1840.6,792.9,70.7,5.0
RC-10,10,0.4,14.76,2,161.8,2816.1,1942.8,801.6,77.2,5.0
RC-10,10,0.4,14.76,2,169.1,2929.3,2045.1,810.6,83.3,5.0
RC-10,10,0.4,14.76,2,176.4,3040.8,2147.3,819.8,89.0,5.0
RC-10,10,0.4,14.76,2,183.7,3154.4,2249.6,829.1,94.4,5.0
RC-10,10,0.4,14.76,2,191.0,3315.0,2351.8,838.7,99.5,5.0
RC-10,10,0.4,14.76,2,198.3,3407.1,2454.1,848.5,104.4,5.0
RC-10,10,0.4,14.76,2,205.6,3520.5,2556.3,858.5,109.0,5.0
RC-10,10,0.4,14.76,2,212.9,3648.1,2658.6,868.8,113.4,5.0
RC-10,10,0.4,14.76,2,220.2,3765.8,2760.8,879.4,117.6,5.0
RC-10,10,0.4,14.76,2,227.5,3891.6,2863.1,890.1,121.6,5.0
RC-10,10,0.4,14.76,2,234.8,3980.9,2965.3,901.2,125.5,5.0
RC-10,10,0.4,14.76,2,242.1,4115.4,3067.6,912.5,129.2,5.0
RC-10,10,0.4,14.76,2,249.4,4213.1,3169.8,924.1,132.8,5.0
RC-10,10,0.4,14.76,2,256.7,4341.6,3272.1,936.1,136.3,5.0
RC-10,10,0.4,14.76,2,264.0,4463.1,3374.4,948.3,139.6,5.0
RC-10,10,0.4,14.76,2,271.3,4582.6,3476.6,960.8,142.8,5.0
RC-10,10,0.4,14.76,2,278.6,4700.2,3578.9,973.7,145.9,5.0
RC-10,10,0.4,14.76,2,285.9,4829.1,3681.1,987.0,148.9,5.0
RC-10,10,0.4,14.76,2,293.2,4926.9,3783.4,1000.6,151.9,5.0
RC-10,10,0.4,14.76,2,300.5,5057.6,3885.6,1014.6,154.7,5.0
RC-10,10,0.4,14.76,2,307.8,5162.9,3987.9,1029.0,157.5,5.0
RC-10,10,0.4,14.76,2,315.2,5337.9,4090.1,1043.8,160.2,5.0
RC-10,10,0.4,14.76,2,322.5,5400.4,4192.4,1059.0,162.8,5.0
RC-10,10,0.4,14.76,2,329.8,5524.1,4294.6,1074.7,165.3,5.0
RC-10,10,0.4,14.76,2,337.1,5668.7,4396.9,1090.8,167.8,5.0
RC-10,10,0.4,14.76,2,344.4,5770.4,4499.1,1107.5,170.2,5.0
RC-10,10,0.4,14.76,2,351.7,5911.8,4601.4,1124.6,172.5,5.0
RC-10,10,0.4,14.76,2,359.0,6023.1,4703.6,1142.3,174.8,5.0
RC-10,10,0.4,14.76,2,366.3,6137.5,4805.9,1160.6,177.1,5.0
RC-10,10,0.4,14.76,2,373.6,6255.6,4908.2,1179.5,179.3,5.0
RC-10,10,0.4,14.76,2,380.9,6378.9,5010.4,1198.9,181.4,5.0
RC-10,10,0.4,14.76,2,388.2,6509.4,5112.7,1219.1,183.5,5.0
RC-10,10,0.4,14.76,2,395.5,6637.8,5214.9,1239.9,185.6,5.0
RC-10,10,0.4,14.76,2,402.8,6825.0,5317.3,1332.6,187.6,5.0
RC-10,10,0.4,14.76,2,410.1,6961.2,5420.8,1352.5,189.5,5.0
RC-10,10,0.4,14.76,2,417.4,7073.9,5525.9,1373.0,191.5,5.0
RC-10,10,0.4,14.76,2,424.7,7231.2,5632.5,1394.1,193.4,5.0
RC-10,10,0.4,14.76,2,432.0,7365.8,5740.5,1415.8,195.2,5.0
RC-10,10,0.4,14.76,2,439.3,7474.8,5850.1,1438.3,197.0,5.0
RC-10,10,0.4,14.76,2,446.6,7610.0,5961.1,1461.4,198.8,5.0
RC-10,10,0.4,14.76,2,453.9,7762.3,6073.6,1485.4,200.6,5.0
RC-10,10,0.4,14.76,2,461.2,7919.0,6187.7,1510.1,202.3,5.0
RC-10,10,0.4,14.76,2,468.5,8065.1,6303.2,1535.7,204.0,5.0
RC-10,10,0.4,14.76,2,475.8,8166.9,6420.2,1562.1,205.6,5.0
RC-10,10,0.4,14.76,2,483.1,8350.6,6538.7,1589.5,207.3,5.0
RC-10,10,0.4,14.76,2,490.4,8484.5,6658.7,1617.8,208.9,5.0
RC-10,10,0.4,14.76,2,497.7,8637.2,6780.2,1647.2,210.5,5.0
RC-10,10,0.4,14.76,2,505.1,8800.4,6903.2,1677.7,212.0,5.0
RC-10,10,0.4,14.76,2,512.4,8943.3,7027.7,1709.3,213.5,5.0
RC-10,10,0.4,14.76,2,519.7,9127.2,7153.7,1742.1,215.0,5.0
RC-10,10,0.4,14.76,2,527.0,9295.2,7281.1,1776.2,216.5,5.0
RC-10,10,0.4,14.76,2,534.3,9461.7,7410.1,1811.7,218.0,5.0
RC-10,10,0.4,14.76,2,541.6,9580.9,7540.6,1848.6,219.4,5.0
RC-10,10,0.4,14.76,2,548.9,9776.9,7672.5,1887.0,220.8,5.0
RC-10,10,0.4,14.76,2,556.2,9926.3,7806.0,1927.1,222.2,5.0
RC-10,10,0.4,14.76,2,563.5,10122.0,7940.9,1969.0,223.6,5.0
RC-10,10,0.4,14.76,2,570.8,10279.0,8077.3,2012.6,225.0,5.0
RC-10,10,0.4,14.76,2,578.1,10506.6,8215.3,2058.3,226.3,5.0
RC-10,10,0.4,14.76,2,585.4,10691.7,8354.7,2106.1,227.6,5.0
RC-10,10,0.4,14.76,2,592.7,10874.2,8495.6,2156.1,228.9,5.0
RC-10,10,0.4,14.76,2,600.0,11065.0,8638.0,2208.6,230.2,5.0
RC-15,15,0.0,0.0,1,23.0,4.7,0.0,0.0,0.0,5.0
RC-15,15,0.0,0.0,1,30.3,98.0,113.2,0.0,0.0,5.0
RC-15,15,0.0,0.0,1,37.6,210.2,226.4,0.0,0.0,5.0
RC-15,15,0.0,0.0,1,44.9,321.6,339.6,0.0,0.0,5.0
RC-15,15,0.0,0.0,1,52.2,449.8,452.8,0.0,0.0,5.0
RC-15,15,0.0,0.0,1,59.5,557.3,566.0,0.0,0.0,5.0
RC-15,15,0.0,0.0,1,66.8,673.5,679.3,0.0,0.0,5.0
RC-15,15,0.0,0.0,1,74.1,800.3,792.5,0.0,0.0,5.0
