mix_design,rubber_content_pct,specimen_number,temperature_C,thermal_strain_microstrain,instantaneous_CTE_per_C
RC-20-SF,20,1,509.6,8558.2,18.86
RC-20-SF,20,1,517.5,8722.8,19.0
RC-20-SF,20,1,525.3,8878.4,19.13
RC-20-SF,20,1,533.2,9055.0,19.26
RC-20-SF,20,1,541.0,9201.3,19.4
RC-20-SF,20,1,548.8,9384.0,19.53
RC-20-SF,20,1,556.7,9559.2,19.66
RC-20-SF,20,1,564.5,9755.9,19.8
RC-20-SF,20,1,572.4,9929.1,19.93
RC-20-SF,20,1,580.2,10105.7,20.06
RC-20-SF,20,1,588.1,10290.1,20.2
RC-20-SF,20,1,595.9,10488.4,20.33
RC-20-SF,20,1,603.8,10658.5,20.46
RC-20-SF,20,1,611.6,10836.7,20.6
RC-20-SF,20,1,619.5,11052.4,20.73
RC-20-SF,20,1,627.3,11237.2,20.86
RC-20-SF,20,1,635.2,11440.8,21.0
RC-20-SF,20,1,643.0,11628.8,21.13
RC-20-SF,20,1,650.9,11820.9,21.26
RC-20-SF,20,1,658.7,12035.4,21.4
RC-20-SF,20,1,666.6,12235.7,21.53
RC-20-SF,20,1,674.4,12443.7,21.67
RC-20-SF,20,1,682.3,12666.4,21.8
RC-20-SF,20,1,690.1,12849.7,21.93
RC-20-SF,20,1,698.0,13076.1,22.07
RC-20-SF,20,1,705.8,13279.7,22.2
RC-20-SF,20,1,713.7,13478.7,22.33
RC-20-SF,20,1,721.5,13722.9,22.47
RC-20-SF,20,1,729.4,13944.6,22.6
RC-20-SF,20,1,737.2,14173.5,22.73
RC-20-SF,20,1,745.1,14390.2,22.87
RC-20-SF,20,1,752.9,14604.6,23.0
RC-20-SF,20,1,760.8,14840.5,23.13
RC-20-SF,20,1,768.6,15093.3,23.27
RC-20-SF,20,1,776.5,15305.2,23.4
RC-20-SF,20,1,784.3,15564.9,23.53
RC-20-SF,20,1,792.2,15797.1,23.67
RC-20-SF,20,1,800.0,16023.1,23.8
RC-20-SF,20,2,23.0,-7.3,17.0
RC-20-SF,20,2,30.8,143.9,17.0
RC-20-SF,20,2,38.7,264.4,17.0
RC-20-SF,20,2,46.5,384.8,17.0
RC-20-SF,20,2,54.4,539.3,17.0
RC-20-SF,20,2,62.2,671.3,17.0
RC-20-SF,20,2,70.1,811.9,17.0
RC-20-SF,20,2,77.9,937.5,17.0
RC-20-SF,20,2,85.8,1061.9,17.0
RC-20-SF,20,2,93.6,1213.5,17.0
RC-20-SF,20,2,101.5,1347.9,17.0
RC-20-SF,20,2,109.3,1470.0,17.0
RC-20-SF,20,2,117.2,1601.7,17.0
RC-20-SF,20,2,125.0,1721.3,17.0
RC-20-SF,20,2,132.9,1861.9,17.0
RC-20-SF,20,2,140.7,2009.0,17.0
RC-20-SF,20,2,148.6,2129.2,17.0
RC-20-SF,20,2,156.4,2253.6,17.0
RC-20-SF,20,2,164.3,2436.6,17.0
RC-20-SF,20,2,172.1,2520.4,17.0
RC-20-SF,20,2,180.0,2691.1,17.0
RC-20-SF,20,2,187.8,2798.8,17.0
RC-20-SF,20,2,195.7,2934.5,17.0
RC-20-SF,20,2,203.5,3063.8,17.0
RC-20-SF,20,2,211.4,3215.4,17.0
RC-20-SF,20,2,219.2,3330.0,17.0
RC-20-SF,20,2,227.1,3462.6,17.0
RC-20-SF,20,2,234.9,3633.5,17.0
RC-20-SF,20,2,242.8,3745.6,17.0
RC-20-SF,20,2,250.6,3897.2,17.0
RC-20-SF,20,2,258.5,4014.9,17.0
RC-20-SF,20,2,266.3,4168.7,17.0
RC-20-SF,20,2,274.2,4314.1,17.0
RC-20-SF,20,2,282.0,4427.7,17.0
RC-20-SF,20,2,289.8,4549.1,17.0
RC-20-SF,20,2,297.7,4720.8,17.0
RC-20-SF,20,2,305.5,4848.6,17.0
RC-20-SF,20,2,313.4,4969.9,17.0
RC-20-SF,20,2,321.2,5107.6,17.0
RC-20-SF,20,2,329.1,5233.9,17.0
RC-20-SF,20,2,336.9,5394.3,17.0
RC-20-SF,20,2,344.8,5509.8,17.0
RC-20-SF,20,2,352.6,5636.0,17.0
RC-20-SF,20,2,360.5,5787.2,17.0
RC-20-SF,20,2,368.3,5911.4,17.0
RC-20-SF,20,2,376.2,6044.6,17.0
RC-20-SF,20,2,384.0,6185.4,17.0
RC-20-SF,20,2,391.9,6325.4,17.0
RC-20-SF,20,2,399.7,6445.4,17.0
RC-20-SF,20,2,407.6,6608.8,17.13
RC-20-SF,20,2,415.4,6739.5,17.26
RC-20-SF,20,2,423.3,6868.9,17.4
RC-20-SF,20,2,431.1,7005.4,17.53
RC-20-SF,20,2,439.0,7157.4,17.66
RC-20-SF,20,2,446.8,7313.3,17.8
RC-20-SF,20,2,454.7,7459.9,17.93
RC-20-SF,20,2,462.5,7613.2,18.06
RC-20-SF,20,2,470.4,7750.0,18.2
RC-20-SF,20,2,478.2,7879.9,18.33
RC-20-SF,20,2,486.1,8078.0,18.46
RC-20-SF,20,2,493.9,8222.3,18.6
RC-20-SF,20,2,501.8,8391.1,18.73
RC-20-SF,20,2,509.6,8563.7,18.86
RC-20-SF,20,2,517.5,8736.0,19.0
RC-20-SF,20,2,525.3,8871.9,19.13
RC-20-SF,20,2,533.2,9048.6,19.26
RC-20-SF,20,2,541.0,9231.8,19.4
RC-20-SF,20,2,548.8,9382.7,19.53
RC-20-SF,20,2,556.7,9560.4,19.66
RC-20-SF,20,2,564.5,9737.5,19.8
RC-20-SF,20,2,572.4,9922.3,19.93
RC-20-SF,20,2,580.2,10101.7,20.06
RC-20-SF,20,2,588.1,10281.3,20.2
RC-20-SF,20,2,595.9,10463.0,20.33
RC-20-SF,20,2,603.8,10668.4,20.46
RC-20-SF,20,2,611.6,10863.2,20.6
RC-20-SF,20,2,619.5,11056.4,20.73
RC-20-SF,20,2,627.3,11230.6,20.86
RC-20-SF,20,2,635.2,11439.8,21.0
RC-20-SF,20,2,643.0,11631.6,21.13
RC-20-SF,20,2,650.9,11823.5,21.26
RC-20-SF,20,2,658.7,12038.7,21.4
RC-20-SF,20,2,666.6,12229.4,21.53
RC-20-SF,20,2,674.4,12438.1,21.67
RC-20-SF,20,2,682.3,12636.5,21.8
RC-20-SF,20,2,690.1,12856.1,21.93
RC-20-SF,20,2,698.0,13075.8,22.07
RC-20-SF,20,2,705.8,13303.6,22.2
RC-20-SF,20,2,713.7,13501.1,22.33
RC-20-SF,20,2,721.5,13713.0,22.47
RC-20-SF,20,2,729.4,13959.3,22.6
RC-20-SF,20,2,737.2,14162.3,22.73
RC-20-SF,20,2,745.1,14374.9,22.87
RC-20-SF,20,2,752.9,14620.9,23.0
RC-20-SF,20,2,760.8,14845.5,23.13
RC-20-SF,20,2,768.6,15103.1,23.27
RC-20-SF,20,2,776.5,15318.3,23.4
RC-20-SF,20,2,784.3,15547.6,23.53
RC-20-SF,20,2,792.2,15777.4,23.67
RC-20-SF,20,2,800.0,16029.6,23.8
RC-20-SF,20,3,23.0,14.6,17.0
RC-20-SF,20,3,30.8,136.5,17.0
RC-20-SF,20,3,38.7,258.4,17.0
RC-20-SF,20,3,46.5,405.7,17.0
RC-20-SF,20,3,54.4,533.2,17.0
RC-20-SF,20,3,62.2,671.6,17.0
RC-20-SF,20,3,70.1,797.0,17.0
RC-20-SF,20,3,77.9,930.2,17.0
RC-20-SF,20,3,85.8,1063.2,17.0
RC-20-SF,20,3,93.6,1210.2,17.0
RC-20-SF,20,3,101.5,1330.6,17.0
RC-20-SF,20,3,109.3,1463.1,17.0
RC-20-SF,20,3,117.2,1591.7,17.0
RC-20-SF,20,3,125.0,1739.1,17.0
RC-20-SF,20,3,132.9,1871.1,17.0
RC-20-SF,20,3,140.7,1996.9,17.0
RC-20-SF,20,3,148.6,2127.7,17.0
RC-20-SF,20,3,156.4,2287.0,17.0
RC-20-SF,20,3,164.3,2382.8,17.0
RC-20-SF,20,3,172.1,2540.0,17.0
RC-20-SF,20,3,180.0,2681.4,17.0
RC-20-SF,20,3,187.8,2768.0,17.0
RC-20-SF,20,3,195.7,2943.3,17.0
RC-20-SF,20,3,203.5,3068.3,17.0
RC-20-SF,20,3,211.4,3210.1,17.0
RC-20-SF,20,3,219.2,3341.2,17.0
RC-20-SF,20,3,227.1,3491.8,17.0
RC-20-SF,20,3,234.9,3621.1,17.0
RC-20-SF,20,3,242.8,3755.0,17.0
RC-20-SF,20,3,250.6,3880.8,17.0
RC-20-SF,20,3,258.5,4044.6,17.0
RC-20-SF,20,3,266.3,4161.7,17.0
RC-20-SF,20,3,274.2,4320.2,17.0
RC-20-SF,20,3,282.0,4452.2,17.0
RC-20-SF,20,3,289.8,4550.7,17.0
RC-20-SF,20,3,297.7,4697.4,17.0
RC-20-SF,20,3,305.5,4828.9,17.0
RC-20-SF,20,3,313.4,4974.1,17.0
RC-20-SF,20,3,321.2,5111.7,17.0
RC-20-SF,20,3,329.1,5247.3,17.0
RC-20-SF,20,3,336.9,5390.6,17.0
RC-20-SF,20,3,344.8,5530.1,17.0
RC-20-SF,20,3,352.6,5659.8,17.0
RC-20-SF,20,3,360.5,5779.5,17.0
RC-20-SF,20,3,368.3,5912.2,17.0
RC-20-SF,20,3,376.2,6054.9,17.0
RC-20-SF,20,3,384.0,6194.0,17.0
RC-20-SF,20,3,391.9,6322.7,17.0
RC-20-SF,20,3,399.7,6445.8,17.0
RC-20-SF,20,3,407.6,6601.8,17.13
RC-20-SF,20,3,415.4,6728.8,17.26
RC-20-SF,20,3,423.3,6868.3,17.4
RC-20-SF,20,3,431.1,7013.8,17.53
RC-20-SF,20,3,439.0,7155.9,17.66
RC-20-SF,20,3,446.8,7300.7,17.8
RC-20-SF,20,3,454.7,7439.6,17.93
RC-20-SF,20,3,462.5,7601.5,18.06
RC-20-SF,20,3,470.4,7761.8,18.2
RC-20-SF,20,3,478.2,7911.8,18.33
RC-20-SF,20,3,486.1,8075.0,18.46
RC-20-SF,20,3,493.9,8216.6,18.6
RC-20-SF,20,3,501.8,8371.7,18.73
RC-20-SF,20,3,509.6,8544.6,18.86
RC-20-SF,20,3,517.5,8705.6,19.0
RC-20-SF,20,3,525.3,8873.3,19.13
RC-20-SF,20,3,533.2,9049.4,19.26
RC-20-SF,20,3,541.0,9213.1,19.4
RC-20-SF,20,3,548.8,9378.6,19.53
RC-20-SF,20,3,556.7,9560.6,19.66
RC-20-SF,20,3,564.5,9746.7,19.8
RC-20-SF,20,3,572.4,9929.3,19.93
RC-20-SF,20,3,580.2,10110.5,20.06
RC-20-SF,20,3,588.1,10291.5,20.2
RC-20-SF,20,3,595.9,10471.0,20.33
RC-20-SF,20,3,603.8,10664.3,20.46
RC-20-SF,20,3,611.6,10849.4,20.6
RC-20-SF,20,3,619.5,11042.7,20.73
RC-20-SF,20,3,627.3,11226.0,20.86
RC-20-SF,20,3,635.2,11431.7,21.0
RC-20-SF,20,3,643.0,11633.0,21.13
RC-20-SF,20,3,650.9,11832.7,21.26
RC-20-SF,20,3,658.7,12018.5,21.4
RC-20-SF,20,3,666.6,12236.5,21.53
RC-20-SF,20,3,674.4,12427.4,21.67
RC-20-SF,20,3,682.3,12652.0,21.8
RC-20-SF,20,3,690.1,12853.7,21.93
RC-20-SF,20,3,698.0,13090.3,22.07
RC-20-SF,20,3,705.8,13289.1,22.2
RC-20-SF,20,3,713.7,13512.6,22.33
RC-20-SF,20,3,721.5,13744.5,22.47
RC-20-SF,20,3,729.4,13936.2,22.6
RC-20-SF,20,3,737.2,14171.7,22.73
RC-20-SF,20,3,745.1,14380.5,22.87
RC-20-SF,20,3,752.9,14623.0,23.0
RC-20-SF,20,3,760.8,14866.4,23.13
RC-20-SF,20,3,768.6,15073.8,23.27
RC-20-SF,20,3,776.5,15304.7,23.4
RC-20-SF,20,3,784.3,15548.1,23.53
RC-20-SF,20,3,792.2,15807.1,23.67
RC-20-SF,20,3,800.0,16034.0,23.8
RC-25-SF,25,1,23.0,-9.0,18.5
RC-25-SF,25,1,30.8,159.7,18.5
RC-25-SF,25,1,38.7,273.8,18.5
RC-25-SF,25,1,46.5,457.0,18.5
RC-25-SF,25,1,54.4,589.4,18.5
RC-25-SF,25,1,62.2,743.6,18.5
RC-25-SF,25,1,70.1,854.7,18.5
RC-25-SF,25,1,77.9,1018.1,18.5
RC-25-SF,25,1,85.8,1160.2,18.5
RC-25-SF,25,1,93.6,1296.7,18.5
RC-25-SF,25,1,101.5,1439.0,18.5
RC-25-SF,25,1,109.3,1602.2,18.5
RC-25-SF,25,1,117.2,1748.3,18.5
RC-25-SF,25,1,125.0,1900.6,18.5
RC-25-SF,25,1,132.9,2027.7,18.5
RC-25-SF,25,1,140.7,2176.5,18.5
RC-25-SF,25,1,148.6,2309.3,18.5
RC-25-SF,25,1,156.4,2483.8,18.5
RC-25-SF,25,1,164.3,2614.2,18.5
RC-25-SF,25,1,172.1,2766.0,18.5
RC-25-SF,25,1,180.0,2911.5,18.5
RC-25-SF,25,1,187.8,3063.7,18.5
RC-25-SF,25,1,195.7,3186.0,18.5
RC-25-SF,25,1,203.5,3348.2,18.5
RC-25-SF,25,1,211.4,3489.9,18.5
RC-25-SF,25,1,219.2,3659.8,18.5
RC-25-SF,25,1,227.1,3778.8,18.5
RC-25-SF,25,1,234.9,3947.0,18.5
RC-25-SF,25,1,242.8,4086.8,18.5
RC-25-SF,25,1,250.6,4234.2,18.5
RC-25-SF,25,1,258.5,4379.5,18.5
RC-25-SF,25,1,266.3,4540.0,18.5
RC-25-SF,25,1,274.2,4676.7,18.5
RC-25-SF,25,1,282.0,4806.2,18.5
RC-25-SF,25,1,289.8,4980.9,18.5
RC-25-SF,25,1,297.7,5126.3,18.5
RC-25-SF,25,1,305.5,5269.0,18.5
RC-25-SF,25,1,313.4,5398.9,18.5
RC-25-SF,25,1,321.2,5547.5,18.5
RC-25-SF,25,1,329.1,5685.4,18.5
RC-25-SF,25,1,336.9,5855.6,18.5
RC-25-SF,25,1,344.8,5984.3,18.5
RC-25-SF,25,1,352.6,6127.4,18.5
RC-25-SF,25,1,360.5,6304.1,18.5
RC-25-SF,25,1,368.3,6445.7,18.5
RC-25-SF,25,1,376.2,6581.3,18.5
RC-25-SF,25,1,384.0,6729.9,18.5
RC-25-SF,25,1,391.9,6853.7,18.5
RC-25-SF,25,1,399.7,7033.5,18.5
RC-25-SF,25,1,407.6,7165.0,18.64
RC-25-SF,25,1,415.4,7325.0,18.79
RC-25-SF,25,1,423.3,7448.8,18.93
RC-25-SF,25,1,431.1,7637.8,19.08
RC-25-SF,25,1,439.0,7777.0,19.22
RC-25-SF,25,1,446.8,7929.6,19.37
RC-25-SF,25,1,454.7,8101.0,19.51
RC-25-SF,25,1,462.5,8261.8,19.66
RC-25-SF,25,1,470.4,8444.0,19.8
RC-25-SF,25,1,478.2,8596.9,19.95
RC-25-SF,25,1,486.1,8784.8,20.09
RC-25-SF,25,1,493.9,8946.8,20.24
RC-25-SF,25,1,501.8,9127.1,20.38
RC-25-SF,25,1,509.6,9294.9,20.53
RC-25-SF,25,1,517.5,9486.8,20.67
RC-25-SF,25,1,525.3,9643.9,20.82
RC-25-SF,25,1,533.2,9840.2,20.96
RC-25-SF,25,1,541.0,10021.0,21.11
RC-25-SF,25,1,548.8,10227.1,21.25
RC-25-SF,25,1,556.7,10418.6,21.4
RC-25-SF,25,1,564.5,10596.3,21.54
RC-25-SF,25,1,572.4,10778.3,21.69
RC-25-SF,25,1,580.2,10992.7,21.83
RC-25-SF,25,1,588.1,11171.3,21.98
RC-25-SF,25,1,595.9,11406.0,22.12
RC-25-SF,25,1,603.8,11589.0,22.27
RC-25-SF,25,1,611.6,11799.7,22.42
RC-25-SF,25,1,619.5,12001.8,22.56
RC-25-SF,25,1,627.3,12210.4,22.71
RC-25-SF,25,1,635.2,12439.9,22.85
RC-25-SF,25,1,643.0,12646.3,23.0
RC-25-SF,25,1,650.9,12865.9,23.14
RC-25-SF,25,1,658.7,13075.3,23.29
RC-25-SF,25,1,666.6,13316.1,23.43
RC-25-SF,25,1,674.4,13541.5,23.58
RC-25-SF,25,1,682.3,13756.6,23.72
RC-25-SF,25,1,690.1,14000.3,23.87
RC-25-SF,25,1,698.0,14217.9,24.01
RC-25-SF,25,1,705.8,14460.2,24.16
RC-25-SF,25,1,713.7,14672.0,24.3
RC-25-SF,25,1,721.5,14929.8,24.45
RC-25-SF,25,1,729.4,15163.9,24.59
RC-25-SF,25,1,737.2,15410.7,24.74
RC-25-SF,25,1,745.1,15655.2,24.88
RC-25-SF,25,1,752.9,15902.5,25.03
RC-25-SF,25,1,760.8,16156.8,25.17
RC-25-SF,25,1,768.6,16396.7,25.32
RC-25-SF,25,1,776.5,16662.0,25.46
RC-25-SF,25,1,784.3,16924.8,25.61
RC-25-SF,25,1,792.2,17156.9,25.75
RC-25-SF,25,1,800.0,17424.0,25.9
RC-25-SF,25,2,23.0,-7.4,18.5
RC-25-SF,25,2,30.8,134.3,18.5
RC-25-SF,25,2,38.7,285.6,18.5
RC-25-SF,25,2,46.5,445.9,18.5
RC-25-SF,25,2,54.4,595.3,18.5
RC-25-SF,25,2,62.2,727.0,18.5
RC-25-SF,25,2,70.1,867.9,18.5
RC-25-SF,25,2,77.9,1024.4,18.5
RC-25-SF,25,2,85.8,1137.9,18.5
RC-25-SF,25,2,93.6,1296.2,18.5
RC-25-SF,25,2,101.5,1428.8,18.5
RC-25-SF,25,2,109.3,1586.5,18.5
RC-25-SF,25,2,117.2,1734.7,18.5
RC-25-SF,25,2,125.0,1902.3,18.5
RC-25-SF,25,2,132.9,2005.1,18.5
RC-25-SF,25,2,140.7,2173.8,18.5
RC-25-SF,25,2,148.6,2329.3,18.5
RC-25-SF,25,2,156.4,2472.5,18.5
RC-25-SF,25,2,164.3,2628.2,18.5
RC-25-SF,25,2,172.1,2760.4,18.5
RC-25-SF,25,2,180.0,2907.7,18.5
RC-25-SF,25,2,187.8,3030.8,18.5
RC-25-SF,25,2,195.7,3184.5,18.5
RC-25-SF,25,2,203.5,3323.4,18.5
RC-25-SF,25,2,211.4,3495.8,18.5
RC-25-SF,25,2,219.2,3642.2,18.5
RC-25-SF,25,2,227.1,3790.2,18.5
RC-25-SF,25,2,234.9,3926.5,18.5
RC-25-SF,25,2,242.8,4073.6,18.5
RC-25-SF,25,2,250.6,4233.3,18.5
RC-25-SF,25,2,258.5,4372.2,18.5
RC-25-SF,25,2,266.3,4516.3,18.5
RC-25-SF,25,2,274.2,4669.0,18.5
RC-25-SF,25,2,282.0,4814.8,18.5
RC-25-SF,25,2,289.8,4960.1,18.5
RC-25-SF,25,2,297.7,5103.7,18.5
RC-25-SF,25,2,305.5,5267.6,18.5
RC-25-SF,25,2,313.4,5425.7,18.5
RC-25-SF,25,2,321.2,5556.8,18.5
RC-25-SF,25,2,329.1,5706.4,18.5
RC-25-SF,25,2,336.9,5856.4,18.5
RC-25-SF,25,2,344.8,6001.5,18.5
RC-25-SF,25,2,352.6,6136.1,18.5
RC-25-SF,25,2,360.5,6308.5,18.5
RC-25-SF,25,2,368.3,6430.4,18.5
RC-25-SF,25,2,376.2,6591.1,18.5
RC-25-SF,25,2,384.0,6736.6,18.5
RC-25-SF,25,2,391.9,6858.2,18.5
RC-25-SF,25,2,399.7,7020.8,18.5
RC-25-SF,25,2,407.6,7172.5,18.64
RC-25-SF,25,2,415.4,7323.0,18.79
RC-25-SF,25,2,423.3,7476.7,18.93
RC-25-SF,25,2,431.1,7635.6,19.08
RC-25-SF,25,2,439.0,7784.5,19.22
RC-25-SF,25,2,446.8,7946.9,19.37
RC-25-SF,25,2,454.7,8104.0,19.51
RC-25-SF,25,2,462.5,8257.6,19.66
RC-25-SF,25,2,470.4,8433.6,19.8
RC-25-SF,25,2,478.2,8608.6,19.95
RC-25-SF,25,2,486.1,8782.3,20.09
RC-25-SF,25,2,493.9,8948.9,20.24
RC-25-SF,25,2,501.8,9131.5,20.38
RC-25-SF,25,2,509.6,9299.2,20.53
RC-25-SF,25,2,517.5,9482.7,20.67
RC-25-SF,25,2,525.3,9664.8,20.82
RC-25-SF,25,2,533.2,9836.9,20.96
RC-25-SF,25,2,541.0,10032.3,21.11
RC-25-SF,25,2,548.8,10203.7,21.25
RC-25-SF,25,2,556.7,10407.1,21.4
RC-25-SF,25,2,564.5,10602.0,21.54
RC-25-SF,25,2,572.4,10801.7,21.69
RC-25-SF,25,2,580.2,10996.7,21.83
RC-25-SF,25,2,588.1,11198.6,21.98
RC-25-SF,25,2,595.9,11388.7,22.12
RC-25-SF,25,2,603.8,11590.3,22.27
RC-25-SF,25,2,611.6,11797.3,22.42
RC-25-SF,25,2,619.5,12011.2,22.56
RC-25-SF,25,2,627.3,12201.3,22.71
RC-25-SF,25,2,635.2,12445.8,22.85
RC-25-SF,25,2,643.0,12648.3,23.0
RC-25-SF,25,2,650.9,12861.3,23.14
RC-25-SF,25,2,658.7,13060.1,23.29
RC-25-SF,25,2,666.6,13307.2,23.43
RC-25-SF,25,2,674.4,13530.0,23.58
RC-25-SF,25,2,682.3,13749.7,23.72
RC-25-SF,25,2,690.1,13980.9,23.87
RC-25-SF,25,2,698.0,14218.6,24.01
RC-25-SF,25,2,705.8,14446.5,24.16
RC-25-SF,25,2,713.7,14693.9,24.3
RC-25-SF,25,2,721.5,14918.8,24.45
RC-25-SF,25,2,729.4,15168.1,24.59
RC-25-SF,25,2,737.2,15421.0,24.74
RC-25-SF,25,2,745.1,15653.7,24.88
RC-25-SF,25,2,752.9,15904.8,25.03
RC-25-SF,25,2,760.8,16153.6,25.17
RC-25-SF,25,2,768.6,16402.4,25.32
RC-25-SF,25,2,776.5,16655.6,25.46
RC-25-SF,25,2,784.3,16906.8,25.61
RC-25-SF,25,2,792.2,17172.5,25.75
RC-25-SF,25,2,800.0,17429.0,25.9
RC-25-SF,25,3,23.0,15.5,18.5
RC-25-SF,25,3,30.8,153.3,18.5
RC-25-SF,25,3,38.7,275.9,18.5
RC-25-SF,25,3,46.5,421.6,18.5
RC-25-SF,25,3,54.4,579.5,18.5
RC-25-SF,25,3,62.2,722.0,18.5
RC-25-SF,25,3,70.1,869.3,18.5
RC-25-SF,25,3,77.9,1022.9,18.5
RC-25-SF,25,3,85.8,1164.7,18.5
RC-25-SF,25,3,93.6,1309.8,18.5
RC-25-SF,25,3,101.5,1466.4,18.5
RC-25-SF,25,3,109.3,1583.3,18.5
RC-25-SF,25,3,117.2,1743.4,18.5
RC-25-SF,25,3,125.0,1881.8,18.5
RC-25-SF,25,3,132.9,2047.1,18.5
RC-25-SF,25,3,140.7,2155.9,18.5
RC-25-SF,25,3,148.6,2301.5,18.5
RC-25-SF,25,3,156.4,2471.4,18.5
RC-25-SF,25,3,164.3,2624.8,18.5
RC-25-SF,25,3,172.1,2766.5,18.5
RC-25-SF,25,3,180.0,2895.9,18.5
RC-25-SF,25,3,187.8,3064.2,18.5
RC-25-SF,25,3,195.7,3182.0,18.5
RC-25-SF,25,3,203.5,3354.3,18.5
RC-25-SF,25,3,211.4,3479.1,18.5
RC-25-SF,25,3,219.2,3635.2,18.5
RC-25-SF,25,3,227.1,3793.5,18.5
RC-25-SF,25,3,234.9,3920.6,18.5
RC-25-SF,25,3,242.8,4098.0,18.5
RC-25-SF,25,3,250.6,4227.6,18.5
RC-25-SF,25,3,258.5,4380.3,18.5
RC-25-SF,25,3,266.3,4538.2,18.5
RC-25-SF,25,3,274.2,4666.1,18.5
RC-25-SF,25,3,282.0,4832.0,18.5
RC-25-SF,25,3,289.8,4985.2,18.5
RC-25-SF,25,3,297.7,5109.4,18.5
RC-25-SF,25,3,305.5,5276.8,18.5
RC-25-SF,25,3,313.4,5392.6,18.5
RC-25-SF,25,3,321.2,5561.1,18.5
RC-25-SF,25,3,329.1,5691.8,18.5
RC-25-SF,25,3,336.9,5860.4,18.5
RC-25-SF,25,3,344.8,6006.4,18.5
RC-25-SF,25,3,352.6,6165.4,18.5
RC-25-SF,25,3,360.5,6305.6,18.5
RC-25-SF,25,3,368.3,6436.4,18.5
RC-25-SF,25,3,376.2,6573.8,18.5
RC-25-SF,25,3,384.0,6736.9,18.5
RC-25-SF,25,3,391.9,6877.2,18.5
RC-25-SF,25,3,399.7,7039.9,18.5
RC-25-SF,25,3,407.6,7150.2,18.64
RC-25-SF,25,3,415.4,7343.6,18.79
RC-25-SF,25,3,423.3,7479.1,18.93
RC-25-SF,25,3,431.1,7619.9,19.08
RC-25-SF,25,3,439.0,7791.9,19.22
RC-25-SF,25,3,446.8,7956.3,19.37
RC-25-SF,25,3,454.7,8105.6,19.51
RC-25-SF,25,3,462.5,8250.1,19.66
RC-25-SF,25,3,470.4,8430.3,19.8
RC-25-SF,25,3,478.2,8611.5,19.95
RC-25-SF,25,3,486.1,8776.1,20.09
RC-25-SF,25,3,493.9,8942.0,20.24
RC-25-SF,25,3,501.8,9131.2,20.38
RC-25-SF,25,3,509.6,9302.4,20.53
RC-25-SF,25,3,517.5,9482.2,20.67
RC-25-SF,25,3,525.3,9651.3,20.82
RC-25-SF,25,3,533.2,9834.0,20.96
RC-25-SF,25,3,541.0,10008.0,21.11
RC-25-SF,25,3,548.8,10210.6,21.25
RC-25-SF,25,3,556.7,10412.9,21.4
RC-25-SF,25,3,564.5,10594.2,21.54
RC-25-SF,25,3,572.4,10795.7,21.69
RC-25-SF,25,3,580.2,10999.6,21.83
RC-25-SF,25,3,588.1,11191.7,21.98
RC-25-SF,25,3,595.9,11394.4,22.12
RC-25-SF,25,3,603.8,11580.1,22.27
RC-25-SF,25,3,611.6,11796.8,22.42
RC-25-SF,25,3,619.5,12025.8,22.56
RC-25-SF,25,3,627.3,12220.4,22.71
RC-25-SF,25,3,635.2,12451.4,22.85
RC-25-SF,25,3,643.0,12640.6,23.0
RC-25-SF,25,3,650.9,12867.8,23.14
RC-25-SF,25,3,658.7,13081.5,23.29
RC-25-SF,25,3,666.6,13313.5,23.43
RC-25-SF,25,3,674.4,13540.9,23.58
RC-25-SF,25,3,682.3,13764.7,23.72
RC-25-SF,25,3,690.1,13998.1,23.87
RC-25-SF,25,3,698.0,14218.8,24.01
RC-25-SF,25,3,705.8,14450.5,24.16
RC-25-SF,25,3,713.7,14670.6,24.3
RC-25-SF,25,3,721.5,14932.6,24.45
RC-25-SF,25,3,729.4,15168.3,24.59
RC-25-SF,25,3,737.2,15408.5,24.74
RC-25-SF,25,3,745.1,15652.2,24.88
RC-25-SF,25,3,752.9,15900.8,25.03
RC-25-SF,25,3,760.8,16148.3,25.17
RC-25-SF,25,3,768.6,16397.0,25.32
RC-25-SF,25,3,776.5,16658.7,25.46
RC-25-SF,25,3,784.3,16917.4,25.61
RC-25-SF,25,3,792.2,17163.3,25.75
RC-25-SF,25,3,800.0,17427.8,25.9
