mix_design,rubber_content_pct,temperature_C,test_type,specimen_id,data_point,strain_percent,stress_MPa,secant_modulus_GPa
RC-0,0,400,residual,RC-0-400C,144,0.00462,10.225,2.21
RC-0,0,400,residual,RC-0-400C,145,0.00465,10.03,2.16
RC-0,0,400,residual,RC-0-400C,146,0.00468,9.641,2.06
RC-0,0,400,residual,RC-0-400C,147,0.00472,9.917,2.1
RC-0,0,400,residual,RC-0-400C,148,0.00475,9.529,2.01
RC-0,0,400,residual,RC-0-400C,149,0.00478,9.333,1.95
RC-0,0,400,residual,RC-0-400C,150,0.00481,8.926,1.85
RC-0,0,400,residual,RC-0-400C,151,0.00485,8.811,1.82
RC-0,0,400,residual,RC-0-400C,152,0.00488,8.988,1.84
RC-0,0,400,residual,RC-0-400C,153,0.00491,8.703,1.77
RC-0,0,400,residual,RC-0-400C,154,0.00494,8.506,1.72
RC-0,0,400,residual,RC-0-400C,155,0.00497,8.051,1.62
RC-0,0,400,residual,RC-0-400C,156,0.00501,8.807,1.76
RC-0,0,400,residual,RC-0-400C,157,0.00504,7.837,1.56
RC-0,0,400,residual,RC-0-400C,158,0.00507,7.839,1.55
RC-0,0,400,residual,RC-0-400C,159,0.0051,7.64,1.5
RC-0,0,400,residual,RC-0-400C,160,0.00514,8.219,1.6
RC-0,0,400,residual,RC-0-400C,161,0.00517,7.32,1.42
RC-0,0,400,residual,RC-0-400C,162,0.0052,7.15,1.37
RC-0,0,400,residual,RC-0-400C,163,0.00523,7.184,1.37
RC-0,0,400,residual,RC-0-400C,164,0.00527,6.776,1.29
RC-0,0,400,residual,RC-0-400C,165,0.0053,6.917,1.31
RC-0,0,400,residual,RC-0-400C,166,0.00533,7.551,1.42
RC-0,0,400,residual,RC-0-400C,167,0.00536,6.726,1.25
RC-0,0,400,residual,RC-0-400C,168,0.00539,6.59,1.22
RC-0,0,400,residual,RC-0-400C,169,0.00543,6.138,1.13
RC-0,0,400,residual,RC-0-400C,170,0.00546,6.838,1.25
RC-0,0,400,residual,RC-0-400C,171,0.00549,6.798,1.24
RC-0,0,400,residual,RC-0-400C,172,0.00552,6.317,1.14
RC-0,0,400,residual,RC-0-400C,173,0.00556,6.137,1.1
RC-0,0,400,residual,RC-0-400C,174,0.00559,5.727,1.02
RC-0,0,400,residual,RC-0-400C,175,0.00562,5.83,1.04
RC-0,0,400,residual,RC-0-400C,176,0.00565,5.31,0.94
RC-0,0,400,residual,RC-0-400C,177,0.00569,5.107,0.9
RC-0,0,400,residual,RC-0-400C,178,0.00572,4.883,0.85
RC-0,0,400,residual,RC-0-400C,179,0.00575,5.423,0.94
RC-0,0,400,residual,RC-0-400C,180,0.00578,4.72,0.82
RC-0,0,400,residual,RC-0-400C,181,0.00581,4.92,0.85
RC-0,0,400,residual,RC-0-400C,182,0.00585,4.973,0.85
RC-0,0,400,residual,RC-0-400C,183,0.00588,5.236,0.89
RC-0,0,400,residual,RC-0-400C,184,0.00591,4.614,0.78
RC-0,0,400,residual,RC-0-400C,185,0.00594,5.095,0.86
RC-0,0,400,residual,RC-0-400C,186,0.00598,4.948,0.83
RC-0,0,400,residual,RC-0-400C,187,0.00601,4.183,0.7
RC-0,0,400,residual,RC-0-400C,188,0.00604,4.839,0.8
RC-0,0,400,residual,RC-0-400C,189,0.00607,4.281,0.7
RC-0,0,400,residual,RC-0-400C,190,0.00611,4.126,0.68
RC-0,0,400,residual,RC-0-400C,191,0.00614,4.12,0.67
RC-0,0,400,residual,RC-0-400C,192,0.00617,4.135,0.67
RC-0,0,400,residual,RC-0-400C,193,0.0062,3.919,0.63
RC-0,0,400,residual,RC-0-400C,194,0.00623,3.7,0.59
RC-0,0,400,residual,RC-0-400C,195,0.00627,3.655,0.58
RC-0,0,400,residual,RC-0-400C,196,0.0063,3.883,0.62
RC-0,0,400,residual,RC-0-400C,197,0.00633,3.71,0.59
RC-0,0,400,residual,RC-0-400C,198,0.00636,3.872,0.61
RC-0,0,400,residual,RC-0-400C,199,0.0064,3.643,0.57
RC-0,0,400,residual,RC-0-400C,200,0.00643,3.583,0.56
RC-20,20,400,residual,RC-20-400C,1,0.0,0.094,10.75
RC-20,20,400,residual,RC-20-400C,2,3e-05,0.62,20.95
RC-20,20,400,residual,RC-20-400C,3,6e-05,1.017,17.17
RC-20,20,400,residual,RC-20-400C,4,9e-05,1.384,15.58
RC-20,20,400,residual,RC-20-400C,5,0.00012,1.69,14.27
RC-20,20,400,residual,RC-20-400C,6,0.00015,2.258,15.25
RC-20,20,400,residual,RC-20-400C,7,0.00018,2.367,13.32
RC-20,20,400,residual,RC-20-400C,8,0.00021,2.715,13.1
RC-20,20,400,residual,RC-20-400C,9,0.00024,3.379,14.26
RC-20,20,400,residual,RC-20-400C,10,0.00027,2.948,11.06
RC-20,20,400,residual,RC-20-400C,11,0.0003,3.696,12.48
RC-20,20,400,residual,RC-20-400C,12,0.00033,4.274,13.12
RC-20,20,400,residual,RC-20-400C,13,0.00036,4.571,12.86
RC-20,20,400,residual,RC-20-400C,14,0.00038,5.158,13.4
RC-20,20,400,residual,RC-20-400C,15,0.00041,5.099,12.3
RC-20,20,400,residual,RC-20-400C,16,0.00044,5.339,12.02
RC-20,20,400,residual,RC-20-400C,17,0.00047,5.675,11.98
RC-20,20,400,residual,RC-20-400C,18,0.0005,6.094,12.1
RC-20,20,400,residual,RC-20-400C,19,0.00053,6.611,12.4
RC-20,20,400,residual,RC-20-400C,20,0.00056,6.918,12.3
RC-20,20,400,residual,RC-20-400C,21,0.00059,6.951,11.74
RC-20,20,400,residual,RC-20-400C,22,0.00062,7.295,11.73
RC-20,20,400,residual,RC-20-400C,23,0.00065,7.449,11.43
RC-20,20,400,residual,RC-20-400C,24,0.00068,7.751,11.38
RC-20,20,400,residual,RC-20-400C,25,0.00071,8.278,11.65
RC-20,20,400,residual,RC-20-400C,26,0.00074,8.641,11.67
RC-20,20,400,residual,RC-20-400C,27,0.00077,8.547,11.1
RC-20,20,400,residual,RC-20-400C,28,0.0008,8.962,11.21
RC-20,20,400,residual,RC-20-400C,29,0.00083,9.145,11.03
RC-20,20,400,residual,RC-20-400C,30,0.00086,9.576,11.15
RC-20,20,400,residual,RC-20-400C,31,0.00089,9.628,10.84
RC-20,20,400,residual,RC-20-400C,32,0.00092,9.63,10.49
RC-20,20,400,residual,RC-20-400C,33,0.00095,10.335,10.91
RC-20,20,400,residual,RC-20-400C,34,0.00098,10.363,10.6
RC-20,20,400,residual,RC-20-400C,35,0.00101,10.61,10.54
RC-20,20,400,residual,RC-20-400C,36,0.00104,10.936,10.55
RC-20,20,400,residual,RC-20-400C,37,0.00107,11.144,10.45
RC-20,20,400,residual,RC-20-400C,38,0.0011,11.375,10.38
RC-20,20,400,residual,RC-20-400C,39,0.00113,11.256,10.0
RC-20,20,400,residual,RC-20-400C,40,0.00115,11.807,10.22
RC-20,20,400,residual,RC-20-400C,41,0.00118,11.617,9.81
RC-20,20,400,residual,RC-20-400C,42,0.00121,12.237,10.08
RC-20,20,400,residual,RC-20-400C,43,0.00124,12.483,10.04
RC-20,20,400,residual,RC-20-400C,44,0.00127,12.274,9.64
RC-20,20,400,residual,RC-20-400C,45,0.0013,12.724,9.77
RC-20,20,400,residual,RC-20-400C,46,0.00133,13.015,9.77
RC-20,20,400,residual,RC-20-400C,47,0.00136,12.947,9.5
RC-20,20,400,residual,RC-20-400C,48,0.00139,13.29,9.55
RC-20,20,400,residual,RC-20-400C,49,0.00142,12.902,9.08
RC-20,20,400,residual,RC-20-400C,50,0.00145,13.673,9.42
RC-20,20,400,residual,RC-20-400C,51,0.00148,13.654,9.22
RC-20,20,400,residual,RC-20-400C,52,0.00151,13.754,9.11
RC-20,20,400,residual,RC-20-400C,53,0.00154,14.092,9.15
RC-20,20,400,residual,RC-20-400C,54,0.00157,14.345,9.14
RC-20,20,400,residual,RC-20-400C,55,0.0016,14.279,8.93
RC-20,20,400,residual,RC-20-400C,56,0.00163,14.582,8.95
RC-20,20,400,residual,RC-20-400C,57,0.00166,14.202,8.56
RC-20,20,400,residual,RC-20-400C,58,0.00169,14.669,8.69
RC-20,20,400,residual,RC-20-400C,59,0.00172,14.653,8.53
RC-20,20,400,residual,RC-20-400C,60,0.00175,14.654,8.39
RC-20,20,400,residual,RC-20-400C,61,0.00178,14.574,8.2
RC-20,20,400,residual,RC-20-400C,62,0.00181,15.072,8.34
RC-20,20,400,residual,RC-20-400C,63,0.00184,15.204,8.28
RC-20,20,400,residual,RC-20-400C,64,0.00187,15.364,8.24
RC-20,20,400,residual,RC-20-400C,65,0.0019,15.418,8.14
RC-20,20,400,residual,RC-20-400C,66,0.00192,15.185,7.89
RC-20,20,400,residual,RC-20-400C,67,0.00195,15.582,7.97
RC-20,20,400,residual,RC-20-400C,68,0.00198,15.664,7.9
RC-20,20,400,residual,RC-20-400C,69,0.00201,15.462,7.68
RC-20,20,400,residual,RC-20-400C,70,0.00204,15.564,7.62
RC-20,20,400,residual,RC-20-400C,71,0.00207,15.462,7.46
RC-20,20,400,residual,RC-20-400C,72,0.0021,15.89,7.56
RC-20,20,400,residual,RC-20-400C,73,0.00213,15.456,7.25
RC-20,20,400,residual,RC-20-400C,74,0.00216,15.816,7.32
RC-20,20,400,residual,RC-20-400C,75,0.00219,15.667,7.15
RC-20,20,400,residual,RC-20-400C,76,0.00222,15.612,7.03
RC-20,20,400,residual,RC-20-400C,77,0.00225,15.511,6.89
RC-20,20,400,residual,RC-20-400C,78,0.00228,15.789,6.92
RC-20,20,400,residual,RC-20-400C,79,0.00231,15.633,6.77
RC-20,20,400,residual,RC-20-400C,80,0.00234,15.848,6.77
RC-20,20,400,residual,RC-20-400C,81,0.00237,16.001,6.75
RC-20,20,400,residual,RC-20-400C,82,0.0024,15.459,6.45
RC-20,20,400,residual,RC-20-400C,83,0.00243,15.456,6.37
RC-20,20,400,residual,RC-20-400C,84,0.00246,14.701,5.98
RC-20,20,400,residual,RC-20-400C,85,0.00249,14.377,5.78
RC-20,20,400,residual,RC-20-400C,86,0.00252,14.145,5.62
RC-20,20,400,residual,RC-20-400C,87,0.00255,14.03,5.51
RC-20,20,400,residual,RC-20-400C,88,0.00258,14.21,5.52
RC-20,20,400,residual,RC-20-400C,89,0.00261,13.258,5.09
RC-20,20,400,residual,RC-20-400C,90,0.00264,13.367,5.07
RC-20,20,400,residual,RC-20-400C,91,0.00267,12.91,4.84
RC-20,20,400,residual,RC-20-400C,92,0.00269,12.742,4.73
RC-20,20,400,residual,RC-20-400C,93,0.00272,12.34,4.53
RC-20,20,400,residual,RC-20-400C,94,0.00275,12.445,4.52
RC-20,20,400,residual,RC-20-400C,95,0.00278,12.069,4.34
RC-20,20,400,residual,RC-20-400C,96,0.00281,12.022,4.27
RC-20,20,400,residual,RC-20-400C,97,0.00284,11.657,4.1
RC-20,20,400,residual,RC-20-400C,98,0.00287,11.106,3.87
RC-20,20,400,residual,RC-20-400C,99,0.0029,11.372,3.92
RC-20,20,400,residual,RC-20-400C,100,0.00293,10.671,3.64
RC-20,20,400,residual,RC-20-400C,101,0.00296,10.488,3.54
RC-20,20,400,residual,RC-20-400C,102,0.00299,10.438,3.49
RC-20,20,400,residual,RC-20-400C,103,0.00302,10.243,3.39
RC-20,20,400,residual,RC-20-400C,104,0.00305,10.413,3.41
RC-20,20,400,residual,RC-20-400C,105,0.00308,9.974,3.24
RC-20,20,400,residual,RC-20-400C,106,0.00311,10.012,3.22
RC-20,20,400,residual,RC-20-400C,107,0.00314,9.542,3.04
RC-20,20,400,residual,RC-20-400C,108,0.00317,9.502,3.0
RC-20,20,400,residual,RC-20-400C,109,0.0032,9.35,2.92
RC-20,20,400,residual,RC-20-400C,110,0.00323,9.212,2.85
RC-20,20,400,residual,RC-20-400C,111,0.00326,8.859,2.72
RC-20,20,400,residual,RC-20-400C,112,0.00329,8.706,2.65
RC-20,20,400,residual,RC-20-400C,113,0.00332,8.555,2.58
RC-20,20,400,residual,RC-20-400C,114,0.00335,8.18,2.44
RC-20,20,400,residual,RC-20-400C,115,0.00338,8.27,2.45
RC-20,20,400,residual,RC-20-400C,116,0.00341,8.068,2.37
RC-20,20,400,residual,RC-20-400C,117,0.00344,8.069,2.35
RC-20,20,400,residual,RC-20-400C,118,0.00346,7.843,2.26
RC-20,20,400,residual,RC-20-400C,119,0.00349,7.894,2.26
RC-20,20,400,residual,RC-20-400C,120,0.00352,7.55,2.14
RC-20,20,400,residual,RC-20-400C,121,0.00355,7.309,2.06
RC-20,20,400,residual,RC-20-400C,122,0.00358,7.269,2.03
RC-20,20,400,residual,RC-20-400C,123,0.00361,7.239,2.0
RC-20,20,400,residual,RC-20-400C,124,0.00364,6.711,1.84
RC-20,20,400,residual,RC-20-400C,125,0.00367,6.748,1.84
RC-20,20,400,residual,RC-20-400C,126,0.0037,6.623,1.79
RC-20,20,400,residual,RC-20-400C,127,0.00373,6.672,1.79
RC-20,20,400,residual,RC-20-400C,128,0.00376,6.567,1.75
RC-20,20,400,residual,RC-20-400C,129,0.00379,6.379,1.68
RC-20,20,400,residual,RC-20-400C,130,0.00382,5.851,1.53
RC-20,20,400,residual,RC-20-400C,131,0.00385,5.866,1.52
RC-20,20,400,residual,RC-20-400C,132,0.00388,5.975,1.54
RC-20,20,400,residual,RC-20-400C,133,0.00391,5.821,1.49
RC-20,20,400,residual,RC-20-400C,134,0.00394,5.792,1.47
RC-20,20,400,residual,RC-20-400C,135,0.00397,5.608,1.41
RC-20,20,400,residual,RC-20-400C,136,0.004,5.819,1.46
RC-20,20,400,residual,RC-20-400C,137,0.00403,5.109,1.27
RC-20,20,400,residual,RC-20-400C,138,0.00406,5.418,1.34
RC-20,20,400,residual,RC-20-400C,139,0.00409,5.401,1.32
RC-20,20,400,residual,RC-20-400C,140,0.00412,5.283,1.28
RC-20,20,400,residual,RC-20-400C,141,0.00415,5.2,1.25
RC-20,20,400,residual,RC-20-400C,142,0.00418,5.128,1.23
RC-20,20,400,residual,RC-20-400C,143,0.0042,4.792,1.14
RC-20,20,400,residual,RC-20-400C,144,0.00423,4.622,1.09
RC-20,20,400,residual,RC-20-400C,145,0.00426,4.384,1.03
RC-20,20,400,residual,RC-20-400C,146,0.00429,4.561,1.06
RC-20,20,400,residual,RC-20-400C,147,0.00432,4.409,1.02
RC-20,20,400,residual,RC-20-400C,148,0.00435,4.632,1.06
RC-20,20,400,residual,RC-20-400C,149,0.00438,4.319,0.99
RC-20,20,400,residual,RC-20-400C,150,0.00441,4.12,0.93
RC-20,20,400,residual,RC-20-400C,151,0.00444,4.015,0.9
RC-20,20,400,residual,RC-20-400C,152,0.00447,4.44,0.99
RC-20,20,400,residual,RC-20-400C,153,0.0045,4.044,0.9
RC-20,20,400,residual,RC-20-400C,154,0.00453,3.849,0.85
RC-20,20,400,residual,RC-20-400C,155,0.00456,3.918,0.86
RC-20,20,400,residual,RC-20-400C,156,0.00459,4.126,0.9
RC-20,20,400,residual,RC-20-400C,157,0.00462,3.692,0.8
RC-20,20,400,residual,RC-20-400C,158,0.00465,3.793,0.82
RC-20,20,400,residual,RC-20-400C,159,0.00468,3.803,0.81
RC-20,20,400,residual,RC-20-400C,160,0.00471,3.248,0.69
RC-20,20,400,residual,RC-20-400C,161,0.00474,3.38,0.71
RC-20,20,400,residual,RC-20-400C,162,0.00477,3.585,0.75
RC-20,20,400,residual,RC-20-400C,163,0.0048,3.242,0.68
RC-20,20,400,residual,RC-20-400C,164,0.00483,3.356,0.7
RC-20,20,400,residual,RC-20-400C,165,0.00486,3.109,0.64
RC-20,20,400,residual,RC-20-400C,166,0.00489,3.098,0.63
RC-20,20,400,residual,RC-20-400C,167,0.00492,3.019,0.61
RC-20,20,400,residual,RC-20-400C,168,0.00495,3.152,0.64
RC-20,20,400,residual,RC-20-400C,169,0.00497,3.026,0.61
RC-20,20,400,residual,RC-20-400C,170,0.005,2.954,0.59
RC-20,20,400,residual,RC-20-400C,171,0.00503,3.281,0.65
RC-20,20,400,residual,RC-20-400C,172,0.00506,3.105,0.61
RC-20,20,400,residual,RC-20-400C,173,0.00509,2.463,0.48
RC-20,20,400,residual,RC-20-400C,174,0.00512,2.655,0.52
RC-20,20,400,residual,RC-20-400C,175,0.00515,3.059,0.59
RC-20,20,400,residual,RC-20-400C,176,0.00518,2.533,0.49
RC-20,20,400,residual,RC-20-400C,177,0.00521,2.906,0.56
RC-20,20,400,residual,RC-20-400C,178,0.00524,2.46,0.47
RC-20,20,400,residual,RC-20-400C,179,0.00527,2.443,0.46
RC-20,20,400,residual,RC-20-400C,180,0.0053,2.571,0.48
RC-20,20,400,residual,RC-20-400C,181,0.00533,2.374,0.45
RC-20,20,400,residual,RC-20-400C,182,0.00536,2.422,0.45
RC-20,20,400,residual,RC-20-400C,183,0.00539,2.549,0.47
RC-20,20,400,residual,RC-20-400C,184,0.00542,2.377,0.44
RC-20,20,400,residual,RC-20-400C,185,0.00545,2.237,0.41
RC-20,20,400,residual,RC-20-400C,186,0.00548,2.439,0.45
RC-20,20,400,residual,RC-20-400C,187,0.00551,2.272,0.41
RC-20,20,400,residual,RC-20-400C,188,0.00554,1.977,0.36
RC-20,20,400,residual,RC-20-400C,189,0.00557,2.368,0.43
RC-20,20,400,residual,RC-20-400C,190,0.0056,2.117,0.38
RC-20,20,400,residual,RC-20-400C,191,0.00563,1.944,0.35
RC-20,20,400,residual,RC-20-400C,192,0.00566,1.621,0.29
RC-20,20,400,residual,RC-20-400C,193,0.00569,1.687,0.3
RC-20,20,400,residual,RC-20-400C,194,0.00572,2.139,0.37
RC-20,20,400,residual,RC-20-400C,195,0.00574,2.11,0.37
RC-20,20,400,residual,RC-20-400C,196,0.00577,1.814,0.31
RC-20,20,400,residual,RC-20-400C,197,0.0058,1.486,0.26
RC-20,20,400,residual,RC-20-400C,198,0.00583,1.561,0.27
RC-20,20,400,residual,RC-20-400C,199,0.00586,1.444,0.25
RC-20,20,400,residual,RC-20-400C,200,0.00589,1.407,0.24
RC-20-SF,20,400,residual,RC-20-SF-400C,1,0.0,0.403,12.36
RC-20-SF,20,400,residual,RC-20-SF-400C,2,3e-05,0.906,28.03
RC-20-SF,20,400,residual,RC-20-SF-400C,3,6e-05,0.763,11.81
RC-20-SF,20,400,residual,RC-20-SF-400C,4,0.0001,1.468,15.15
RC-20-SF,20,400,residual,RC-20-SF-400C,5,0.00013,1.692,13.09
RC-20-SF,20,400,residual,RC-20-SF-400C,6,0.00016,2.415,14.95
RC-20-SF,20,400,residual,RC-20-SF-400C,7,0.00019,3.209,16.55
RC-20-SF,20,400,residual,RC-20-SF-400C,8,0.00023,3.556,15.72
RC-20-SF,20,400,residual,RC-20-SF-400C,9,0.00026,3.954,15.3
RC-20-SF,20,400,residual,RC-20-SF-400C,10,0.00029,4.201,14.45
RC-20-SF,20,400,residual,RC-20-SF-400C,11,0.00032,4.93,15.26
RC-20-SF,20,400,residual,RC-20-SF-400C,12,0.00036,5.241,14.75
RC-20-SF,20,400,residual,RC-20-SF-400C,13,0.00039,5.62,14.5
RC-20-SF,20,400,residual,RC-20-SF-400C,14,0.00042,5.938,14.14
RC-20-SF,20,400,residual,RC-20-SF-400C,15,0.00045,6.439,14.24
RC-20-SF,20,400,residual,RC-20-SF-400C,16,0.00048,6.841,14.12
RC-20-SF,20,400,residual,RC-20-SF-400C,17,0.00052,7.078,13.69
RC-20-SF,20,400,residual,RC-20-SF-400C,18,0.00055,7.428,13.53
RC-20-SF,20,400,residual,RC-20-SF-400C,19,0.00058,7.773,13.37
RC-20-SF,20,400,residual,RC-20-SF-400C,20,0.00061,8.169,13.31
RC-20-SF,20,400,residual,RC-20-SF-400C,21,0.00065,8.694,13.46
RC-20-SF,20,400,residual,RC-20-SF-400C,22,0.00068,9.032,13.31
RC-20-SF,20,400,residual,RC-20-SF-400C,23,0.00071,9.343,13.15
RC-20-SF,20,400,residual,RC-20-SF-400C,24,0.00074,9.687,13.04
RC-20-SF,20,400,residual,RC-20-SF-400C,25,0.00078,10.235,13.2
RC-20-SF,20,400,residual,RC-20-SF-400C,26,0.00081,10.796,13.37
RC-20-SF,20,400,residual,RC-20-SF-400C,27,0.00084,10.859,12.93
RC-20-SF,20,400,residual,RC-20-SF-400C,28,0.00087,11.179,12.82
RC-20-SF,20,400,residual,RC-20-SF-400C,29,0.0009,11.336,12.53
RC-20-SF,20,400,residual,RC-20-SF-400C,30,0.00094,11.798,12.59
RC-20-SF,20,400,residual,RC-20-SF-400C,31,0.00097,12.393,12.79
RC-20-SF,20,400,residual,RC-20-SF-400C,32,0.001,12.67,12.65
RC-20-SF,20,400,residual,RC-20-SF-400C,33,0.00103,12.958,12.54
RC-20-SF,20,400,residual,RC-20-SF-400C,34,0.00107,13.247,12.43
RC-20-SF,20,400,residual,RC-20-SF-400C,35,0.0011,13.437,12.23
RC-20-SF,20,400,residual,RC-20-SF-400C,36,0.00113,13.713,12.13
RC-20-SF,20,400,residual,RC-20-SF-400C,37,0.00116,13.959,12.0
RC-20-SF,20,400,residual,RC-20-SF-400C,38,0.0012,14.098,11.79
RC-20-SF,20,400,residual,RC-20-SF-400C,39,0.00123,14.461,11.78
RC-20-SF,20,400,residual,RC-20-SF-400C,40,0.00126,14.745,11.7
RC-20-SF,20,400,residual,RC-20-SF-400C,41,0.00129,15.08,11.67
RC-20-SF,20,400,residual,RC-20-SF-400C,42,0.00132,15.219,11.49
RC-20-SF,20,400,residual,RC-20-SF-400C,43,0.00136,15.856,11.69
RC-20-SF,20,400,residual,RC-20-SF-400C,44,0.00139,15.43,11.11
RC-20-SF,20,400,residual,RC-20-SF-400C,45,0.00142,16.047,11.29
RC-20-SF,20,400,residual,RC-20-SF-400C,46,0.00145,16.109,11.08
RC-20-SF,20,400,residual,RC-20-SF-400C,47,0.00149,16.332,10.99
RC-20-SF,20,400,residual,RC-20-SF-400C,48,0.00152,16.377,10.79
RC-20-SF,20,400,residual,RC-20-SF-400C,49,0.00155,16.943,10.93
RC-20-SF,20,400,residual,RC-20-SF-400C,50,0.00158,17.065,10.78
RC-20-SF,20,400,residual,RC-20-SF-400C,51,0.00162,17.29,10.7
RC-20-SF,20,400,residual,RC-20-SF-400C,52,0.00165,17.34,10.53
RC-20-SF,20,400,residual,RC-20-SF-400C,53,0.00168,17.418,10.37
RC-20-SF,20,400,residual,RC-20-SF-400C,54,0.00171,17.64,10.3
RC-20-SF,20,400,residual,RC-20-SF-400C,55,0.00174,17.903,10.26
RC-20-SF,20,400,residual,RC-20-SF-400C,56,0.00178,17.575,9.89
RC-20-SF,20,400,residual,RC-20-SF-400C,57,0.00181,18.299,10.12
RC-20-SF,20,400,residual,RC-20-SF-400C,58,0.00184,18.752,10.18
RC-20-SF,20,400,residual,RC-20-SF-400C,59,0.00187,18.504,9.88
RC-20-SF,20,400,residual,RC-20-SF-400C,60,0.00191,18.485,9.7
RC-20-SF,20,400,residual,RC-20-SF-400C,61,0.00194,18.635,9.61
RC-20-SF,20,400,residual,RC-20-SF-400C,62,0.00197,18.928,9.61
RC-20-SF,20,400,residual,RC-20-SF-400C,63,0.002,18.849,9.41
RC-20-SF,20,400,residual,RC-20-SF-400C,64,0.00204,19.18,9.42
RC-20-SF,20,400,residual,RC-20-SF-400C,65,0.00207,19.074,9.23
RC-20-SF,20,400,residual,RC-20-SF-400C,66,0.0021,19.544,9.31
RC-20-SF,20,400,residual,RC-20-SF-400C,67,0.00213,19.627,9.21
RC-20-SF,20,400,residual,RC-20-SF-400C,68,0.00216,19.308,8.92
RC-20-SF,20,400,residual,RC-20-SF-400C,69,0.0022,19.434,8.85
RC-20-SF,20,400,residual,RC-20-SF-400C,70,0.00223,19.515,8.76
RC-20-SF,20,400,residual,RC-20-SF-400C,71,0.00226,19.581,8.66
RC-20-SF,20,400,residual,RC-20-SF-400C,72,0.00229,19.452,8.48
RC-20-SF,20,400,residual,RC-20-SF-400C,73,0.00233,19.475,8.37
RC-20-SF,20,400,residual,RC-20-SF-400C,74,0.00236,19.984,8.47
RC-20-SF,20,400,residual,RC-20-SF-400C,75,0.00239,19.99,8.36
RC-20-SF,20,400,residual,RC-20-SF-400C,76,0.00242,20.019,8.26
RC-20-SF,20,400,residual,RC-20-SF-400C,77,0.00246,19.818,8.07
RC-20-SF,20,400,residual,RC-20-SF-400C,78,0.00249,20.227,8.13
RC-20-SF,20,400,residual,RC-20-SF-400C,79,0.00252,19.86,7.88
RC-20-SF,20,400,residual,RC-20-SF-400C,80,0.00255,20.042,7.85
RC-20-SF,20,400,residual,RC-20-SF-400C,81,0.00258,19.447,7.52
RC-20-SF,20,400,residual,RC-20-SF-400C,82,0.00262,19.309,7.38
RC-20-SF,20,400,residual,RC-20-SF-400C,83,0.00265,18.962,7.16
RC-20-SF,20,400,residual,RC-20-SF-400C,84,0.00268,18.626,6.95
RC-20-SF,20,400,residual,RC-20-SF-400C,85,0.00271,18.027,6.64
RC-20-SF,20,400,residual,RC-20-SF-400C,86,0.00275,18.089,6.59
RC-20-SF,20,400,residual,RC-20-SF-400C,87,0.00278,17.819,6.41
RC-20-SF,20,400,residual,RC-20-SF-400C,88,0.00281,17.138,6.1
RC-20-SF,20,400,residual,RC-20-SF-400C,89,0.00284,16.735,5.89
RC-20-SF,20,400,residual,RC-20-SF-400C,90,0.00288,16.493,5.74
RC-20-SF,20,400,residual,RC-20-SF-400C,91,0.00291,16.434,5.65
RC-20-SF,20,400,residual,RC-20-SF-400C,92,0.00294,15.912,5.41
RC-20-SF,20,400,residual,RC-20-SF-400C,93,0.00297,15.705,5.28
RC-20-SF,20,400,residual,RC-20-SF-400C,94,0.003,15.224,5.07
RC-20-SF,20,400,residual,RC-20-SF-400C,95,0.00304,15.543,5.12
RC-20-SF,20,400,residual,RC-20-SF-400C,96,0.00307,14.881,4.85
RC-20-SF,20,400,residual,RC-20-SF-400C,97,0.0031,14.817,4.78
RC-20-SF,20,400,residual,RC-20-SF-400C,98,0.00313,14.415,4.6
RC-20-SF,20,400,residual,RC-20-SF-400C,99,0.00317,14.041,4.44
RC-20-SF,20,400,residual,RC-20-SF-400C,100,0.0032,13.768,4.31
RC-20-SF,20,400,residual,RC-20-SF-400C,101,0.00323,13.386,4.14
RC-20-SF,20,400,residual,RC-20-SF-400C,102,0.00326,13.188,4.04
RC-20-SF,20,400,residual,RC-20-SF-400C,103,0.0033,12.829,3.89
RC-20-SF,20,400,residual,RC-20-SF-400C,104,0.00333,12.564,3.78
RC-20-SF,20,400,residual,RC-20-SF-400C,105,0.00336,12.962,3.86
RC-20-SF,20,400,residual,RC-20-SF-400C,106,0.00339,12.369,3.65
RC-20-SF,20,400,residual,RC-20-SF-400C,107,0.00342,12.375,3.61
RC-20-SF,20,400,residual,RC-20-SF-400C,108,0.00346,11.7,3.38
RC-20-SF,20,400,residual,RC-20-SF-400C,109,0.00349,11.388,3.26
RC-20-SF,20,400,residual,RC-20-SF-400C,110,0.00352,11.225,3.19
RC-20-SF,20,400,residual,RC-20-SF-400C,111,0.00355,11.122,3.13
RC-20-SF,20,400,residual,RC-20-SF-400C,112,0.00359,11.004,3.07
RC-20-SF,20,400,residual,RC-20-SF-400C,113,0.00362,10.762,2.97
RC-20-SF,20,400,residual,RC-20-SF-400C,114,0.00365,10.436,2.86
RC-20-SF,20,400,residual,RC-20-SF-400C,115,0.00368,10.41,2.83
RC-20-SF,20,400,residual,RC-20-SF-400C,116,0.00372,10.233,2.75
RC-20-SF,20,400,residual,RC-20-SF-400C,117,0.00375,10.148,2.71
RC-20-SF,20,400,residual,RC-20-SF-400C,118,0.00378,10.113,2.68
RC-20-SF,20,400,residual,RC-20-SF-400C,119,0.00381,9.565,2.51
RC-20-SF,20,400,residual,RC-20-SF-400C,120,0.00384,9.699,2.52
