building_id,date,post_retrofit_consumption_kwh,energy_savings_kwh,savings_percentage,cost_savings_eur,carbon_savings_kg_co2,retrofit_measures,measurement_verified,normalized_for_weather
BLD_00060,2024-03-01,1461549.02,636951.01,40.6,120358.45,215782.65,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-04-01,1353969.06,744530.96,40.6,121421.8,171806.43,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-05-01,1295537.26,802962.77,40.6,151835.85,197678.01,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-06-01,1301755.92,796744.11,40.6,130205.12,291637.7,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-07-01,1215260.79,883239.23,40.6,162461.7,202846.22,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-08-01,950645.94,1147854.08,40.6,212969.66,402240.7,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-09-01,1061714.55,1036785.48,40.6,176046.28,396351.2,"hvac_upgrade, solar_panels",False,True
BLD_00060,2024-10-01,1029566.94,1068933.09,40.6,206639.92,303813.05,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-11-01,1207723.46,890776.57,40.6,161860.09,271099.54,"hvac_upgrade, solar_panels",True,True
BLD_00060,2024-12-01,1351795.53,746704.5,40.6,141768.76,181811.74,"hvac_upgrade, solar_panels",False,True
BLD_00061,2023-01-01,2342733.21,510713.2,32.1,94990.64,170150.02,"solar_panels, window_upgrade",True,True
BLD_00061,2023-02-01,2305110.77,548335.63,32.1,95848.4,178877.77,"solar_panels, window_upgrade",True,True
BLD_00061,2023-03-01,2335612.76,517833.64,32.1,90059.31,135657.54,"solar_panels, window_upgrade",True,True
BLD_00061,2023-04-01,2224923.25,628523.16,32.1,94692.97,226058.91,"solar_panels, window_upgrade",False,True
BLD_00061,2023-05-01,2025111.96,828334.45,32.1,133351.86,276870.87,"solar_panels, window_upgrade",True,True
BLD_00061,2023-06-01,1756176.91,1097269.5,32.1,168950.31,268480.26,"solar_panels, window_upgrade",True,True
BLD_00061,2023-07-01,1784737.86,1068708.54,32.1,193354.03,262052.77,"solar_panels, window_upgrade",True,True
BLD_00061,2023-08-01,1600024.79,1253421.62,32.1,249033.46,320369.48,"solar_panels, window_upgrade",False,True
BLD_00061,2023-09-01,1703204.85,1150241.55,32.1,205110.7,378157.55,"solar_panels, window_upgrade",False,True
BLD_00061,2023-10-01,1759860.32,1093586.08,32.1,186637.54,303467.06,"solar_panels, window_upgrade",False,True
BLD_00061,2023-11-01,1811987.89,1041458.52,32.1,174924.74,316992.68,"solar_panels, window_upgrade",False,True
BLD_00061,2023-12-01,1805356.12,1048090.28,32.1,174864.63,304437.03,"solar_panels, window_upgrade",False,True
BLD_00061,2024-01-01,2188488.67,664957.73,32.1,101595.13,155059.31,"solar_panels, window_upgrade",True,True
BLD_00061,2024-02-01,2063742.51,789703.9,32.1,127318.22,308604.1,"solar_panels, window_upgrade",True,True
BLD_00061,2024-03-01,2266691.05,586755.35,32.1,109827.64,170347.74,"solar_panels, window_upgrade",True,True
BLD_00061,2024-04-01,2130647.3,722799.11,32.1,111268.15,197896.98,"solar_panels, window_upgrade",True,True
BLD_00061,2024-05-01,2271318.44,582127.96,32.1,90296.46,176569.05,"solar_panels, window_upgrade",True,True
BLD_00061,2024-06-01,2043953.09,809493.31,32.1,141938.22,308937.59,"solar_panels, window_upgrade",False,True
BLD_00061,2024-07-01,1594355.74,1259090.66,32.1,214205.75,262758.25,"solar_panels, window_upgrade",True,True
BLD_00061,2024-08-01,1714802.95,1138643.46,32.1,183179.83,256670.67,"solar_panels, window_upgrade",False,True
BLD_00061,2024-09-01,1634889.95,1218556.46,32.1,212389.16,393401.53,"solar_panels, window_upgrade",False,True
BLD_00061,2024-10-01,1698730.21,1154716.2,32.1,197241.94,306319.66,"solar_panels, window_upgrade",False,True
BLD_00061,2024-11-01,1706517.81,1146928.59,32.1,190559.84,355927.57,"solar_panels, window_upgrade",False,True
BLD_00061,2024-12-01,1861951.85,991494.55,32.1,156422.78,227002.21,"solar_panels, window_upgrade",False,True
BLD_00066,2023-01-01,3875958.09,5849279.73,60.0,911706.25,2013720.62,"hvac_upgrade, heat_pump",False,True
BLD_00066,2023-02-01,4190661.2,5534576.61,60.0,1040280.9,1266068.44,"hvac_upgrade, heat_pump",True,True
BLD_00066,2023-03-01,4432608.83,5292628.99,60.0,906177.04,1719632.66,"hvac_upgrade, heat_pump",False,True
BLD_00066,2023-04-01,4920859.19,4804378.63,60.0,852324.26,1920033.01,"hvac_upgrade, heat_pump",True,True
BLD_00066,2023-05-01,4314054.76,5411183.06,60.0,816252.23,1208823.64,"hvac_upgrade, heat_pump",True,True
BLD_00066,2023-06-01,3661906.85,6063330.96,60.0,994447.98,2192641.67,"hvac_upgrade, heat_pump",False,True
BLD_00066,2023-07-01,3433654.83,6291582.98,60.0,950398.93,2058464.96,"hvac_upgrade, heat_pump",False,True
BLD_00066,2023-08-01,3210522.92,6514714.9,60.0,1143819.04,1903348.62,"hvac_upgrade, heat_pump",False,True
BLD_00066,2023-09-01,3377226.33,6348011.49,60.0,1068311.4,1817427.31,"hvac_upgrade, heat_pump",False,True
BLD_00066,2023-10-01,3192304.31,6532933.51,60.0,1279317.84,2179106.84,"hvac_upgrade, heat_pump",False,True
BLD_00066,2023-11-01,3398471.05,6326766.76,60.0,1105487.79,1984511.83,"hvac_upgrade, heat_pump",False,True
BLD_00066,2023-12-01,4260636.48,5464601.34,60.0,826635.18,1467358.36,"hvac_upgrade, heat_pump",True,True
BLD_00066,2024-01-01,4440280.48,5284957.33,60.0,894934.25,1652230.94,"hvac_upgrade, heat_pump",True,True
BLD_00066,2024-02-01,4511951.95,5213285.86,60.0,860286.66,1422757.71,"hvac_upgrade, heat_pump",False,True
BLD_00066,2024-03-01,5039295.14,4685942.67,60.0,833898.82,1522243.12,"hvac_upgrade, heat_pump",True,True
BLD_00066,2024-04-01,4737013.6,4988224.21,60.0,780901.88,1848875.69,"hvac_upgrade, heat_pump",False,True
BLD_00066,2024-05-01,3973929.32,5751308.5,60.0,1131003.03,2234273.17,"hvac_upgrade, heat_pump",True,True
BLD_00066,2024-06-01,4103927.46,5621310.36,60.0,864081.38,1855157.59,"hvac_upgrade, heat_pump",True,True
BLD_00066,2024-07-01,3762733.09,5962504.72,60.0,1076309.14,2038897.23,"hvac_upgrade, heat_pump",True,True
BLD_00066,2024-08-01,3087252.82,6637985.0,60.0,1296955.26,1980012.72,"hvac_upgrade, heat_pump",False,True
BLD_00066,2024-09-01,2999835.62,6725402.2,60.0,1029000.74,1620162.14,"hvac_upgrade, heat_pump",True,True
BLD_00066,2024-10-01,3199318.66,6525919.16,60.0,1104745.87,2118262.67,"hvac_upgrade, heat_pump",False,True
BLD_00066,2024-11-01,3475338.21,6249899.6,60.0,945522.51,2163279.14,"hvac_upgrade, heat_pump",True,True
BLD_00066,2024-12-01,3734635.66,5990602.16,60.0,915568.74,2183615.58,"hvac_upgrade, heat_pump",False,True
BLD_00074,2023-01-01,1150651.62,1322838.72,60.0,199135.11,520313.98,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2023-02-01,1147029.51,1326460.83,60.0,206352.15,314088.99,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2023-03-01,1199575.38,1273914.96,60.0,234397.9,459881.56,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2023-04-01,1258367.63,1215122.71,60.0,220398.12,380430.01,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2023-05-01,999643.91,1473846.43,60.0,268383.29,544394.61,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2023-06-01,965785.63,1507704.71,60.0,234330.54,415701.68,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2023-07-01,868190.79,1605299.55,60.0,269257.37,351365.96,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2023-08-01,894574.21,1578916.13,60.0,297959.69,391249.03,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2023-09-01,867665.86,1605824.49,60.0,295923.85,552759.75,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2023-10-01,862929.56,1610560.79,60.0,290430.46,498692.83,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2023-11-01,929186.83,1544303.51,60.0,237331.35,490735.8,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2023-12-01,947351.24,1526139.11,60.0,267041.35,463681.41,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2024-01-01,1136806.46,1336683.88,60.0,203387.17,361007.71,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2024-02-01,1260143.76,1213346.58,60.0,234789.44,443607.92,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2024-03-01,1204118.97,1269371.37,60.0,249520.06,347454.45,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2024-04-01,1198825.31,1274665.03,60.0,245531.84,507436.34,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2024-05-01,980961.96,1492528.39,60.0,243353.75,352214.79,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2024-06-01,983256.71,1490233.64,60.0,289160.18,393522.39,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2024-07-01,917624.88,1555865.46,60.0,289487.3,451252.88,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2024-08-01,803412.8,1670077.54,60.0,313981.84,660747.19,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2024-09-01,837050.64,1636439.7,60.0,312484.9,348514.16,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2024-10-01,820078.12,1653412.22,60.0,319531.21,575223.38,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",True,True
BLD_00074,2024-11-01,977696.21,1495794.13,60.0,290644.11,534880.26,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00074,2024-12-01,1056365.85,1417124.5,60.0,254206.27,302698.7,"roof_insulation, hvac_upgrade, window_upgrade, building_controls",False,True
BLD_00075,2023-01-01,132830.26,120057.44,52.9,23474.16,30502.63,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2023-02-01,133840.21,119047.49,52.9,19549.05,41692.33,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2023-03-01,151911.45,100976.25,52.9,20000.76,34197.98,"window_upgrade, roof_insulation, wall_insulation, lighting_led",False,True
BLD_00075,2023-04-01,150914.27,101973.43,52.9,18258.76,32233.55,"window_upgrade, roof_insulation, wall_insulation, lighting_led",False,True
BLD_00075,2023-05-01,140277.87,112609.84,52.9,19212.3,25986.66,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2023-06-01,126909.18,125978.53,52.9,24066.88,25964.9,"window_upgrade, roof_insulation, wall_insulation, lighting_led",False,True
BLD_00075,2023-07-01,102925.19,149962.52,52.9,22816.49,31541.35,"window_upgrade, roof_insulation, wall_insulation, lighting_led",False,True
BLD_00075,2023-08-01,102427.01,150460.69,52.9,25847.94,59573.19,"window_upgrade, roof_insulation, wall_insulation, lighting_led",False,True
BLD_00075,2023-09-01,93418.58,159469.12,52.9,28897.73,49236.38,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2023-10-01,97731.02,155156.68,52.9,30561.95,49645.73,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2023-11-01,110643.63,142244.08,52.9,24587.33,47453.33,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2023-12-01,128916.64,123971.06,52.9,20530.67,31565.78,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2024-01-01,143982.74,108904.96,52.9,21599.47,25949.63,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2024-02-01,145830.3,107057.41,52.9,19054.86,21956.11,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2024-03-01,131415.07,121472.63,52.9,18595.25,31938.69,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2024-04-01,131815.51,121072.2,52.9,20335.92,44283.88,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2024-05-01,141129.03,111758.68,52.9,18081.56,26442.79,"window_upgrade, roof_insulation, wall_insulation, lighting_led",False,True
BLD_00075,2024-06-01,129415.46,123472.24,52.9,24526.81,42653.88,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2024-07-01,115344.81,137542.89,52.9,26660.9,52847.72,"window_upgrade, roof_insulation, wall_insulation, lighting_led",False,True
BLD_00075,2024-08-01,92036.6,160851.1,52.9,27288.92,58988.31,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2024-09-01,104770.51,148117.2,52.9,23388.43,59098.5,"window_upgrade, roof_insulation, wall_insulation, lighting_led",False,True
BLD_00075,2024-10-01,93468.93,159418.78,52.9,30568.81,56038.03,"window_upgrade, roof_insulation, wall_insulation, lighting_led",False,True
BLD_00075,2024-11-01,99859.17,153028.53,52.9,27062.3,44103.17,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00075,2024-12-01,126544.65,126343.05,52.9,21946.34,26017.52,"window_upgrade, roof_insulation, wall_insulation, lighting_led",True,True
BLD_00076,2023-01-01,1156528.67,1111247.78,54.7,217091.85,245817.58,"solar_panels, hvac_upgrade",False,True
BLD_00076,2023-02-01,1141608.95,1126167.5,54.7,190958.46,256813.29,"solar_panels, hvac_upgrade",False,True
BLD_00076,2023-03-01,1330842.81,936933.64,54.7,179293.44,299996.91,"solar_panels, hvac_upgrade",True,True
BLD_00076,2023-04-01,1224753.21,1043023.24,54.7,179820.25,349260.94,"solar_panels, hvac_upgrade",False,True
BLD_00076,2023-05-01,1073365.43,1194411.02,54.7,235487.41,293324.36,"solar_panels, hvac_upgrade",False,True
BLD_00076,2023-06-01,1098133.77,1169642.68,54.7,227870.1,235901.29,"solar_panels, hvac_upgrade",True,True
BLD_00076,2023-07-01,968256.49,1299519.96,54.7,257534.57,279319.71,"solar_panels, hvac_upgrade",False,True
BLD_00076,2023-08-01,797531.81,1470244.64,54.7,261624.31,376119.45,"solar_panels, hvac_upgrade",True,True
BLD_00076,2023-09-01,852113.41,1415663.04,54.7,236866.29,476354.06,"solar_panels, hvac_upgrade",False,True
BLD_00076,2023-10-01,886121.89,1381654.56,54.7,259458.26,462514.31,"solar_panels, hvac_upgrade",False,True
BLD_00076,2023-11-01,883891.89,1383884.56,54.7,260123.32,286743.98,"solar_panels, hvac_upgrade",False,True
BLD_00076,2023-12-01,1017755.55,1250020.91,54.7,231162.84,375840.15,"solar_panels, hvac_upgrade",True,True
BLD_00076,2024-01-01,1162069.38,1105707.08,54.7,215474.0,251089.32,"solar_panels, hvac_upgrade",True,True
BLD_00076,2024-02-01,1267820.33,999956.12,54.7,151557.53,207730.72,"solar_panels, hvac_upgrade",True,True
BLD_00076,2024-03-01,1276285.74,991490.71,54.7,149177.16,253272.69,"solar_panels, hvac_upgrade",False,True
BLD_00076,2024-04-01,1203301.37,1064475.09,54.7,211293.11,423057.89,"solar_panels, hvac_upgrade",True,True
BLD_00076,2024-05-01,1083165.25,1184611.21,54.7,183949.39,342019.31,"solar_panels, hvac_upgrade",False,True
BLD_00076,2024-06-01,1034467.97,1233308.48,54.7,185959.74,479408.15,"solar_panels, hvac_upgrade",True,True
BLD_00076,2024-07-01,1005909.98,1261866.47,54.7,190730.21,427534.56,"solar_panels, hvac_upgrade",False,True
BLD_00076,2024-08-01,857761.06,1410015.4,54.7,240326.89,305076.21,"solar_panels, hvac_upgrade",False,True
BLD_00076,2024-09-01,781524.7,1486251.75,54.7,243256.42,582589.58,"solar_panels, hvac_upgrade",True,True
BLD_00076,2024-10-01,894713.58,1373062.87,54.7,226597.87,534730.25,"solar_panels, hvac_upgrade",False,True
BLD_00076,2024-11-01,842654.31,1425122.14,54.7,232206.64,441392.82,"solar_panels, hvac_upgrade",False,True
BLD_00076,2024-12-01,940979.11,1326797.34,54.7,252436.75,525322.08,"solar_panels, hvac_upgrade",False,True
BLD_00077,2023-01-01,2058288.35,2924899.82,60.0,530581.51,732032.83,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2023-02-01,2551987.05,2431201.12,60.0,433878.33,869055.88,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2023-03-01,2256344.27,2726843.91,60.0,476750.26,742351.73,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2023-04-01,2327484.1,2655704.07,60.0,413147.71,545134.03,"roof_insulation, wall_insulation, heat_pump, building_controls",True,True
BLD_00077,2023-05-01,1975228.78,3007959.4,60.0,536589.09,718628.82,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2023-06-01,1882441.72,3100746.45,60.0,568252.98,972607.74,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2023-07-01,1633116.59,3350071.58,60.0,606814.68,1233695.09,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2023-08-01,1631316.26,3351871.92,60.0,641816.7,823042.3,"roof_insulation, wall_insulation, heat_pump, building_controls",True,True
BLD_00077,2023-09-01,1630435.63,3352752.54,60.0,668690.41,1266729.11,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2023-10-01,1793498.66,3189689.52,60.0,596803.16,967875.73,"roof_insulation, wall_insulation, heat_pump, building_controls",True,True
BLD_00077,2023-11-01,1935211.61,3047976.57,60.0,574115.82,1026780.31,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2023-12-01,2060983.5,2922204.67,60.0,584102.48,938926.1,"roof_insulation, wall_insulation, heat_pump, building_controls",True,True
BLD_00077,2024-01-01,2203778.67,2779409.51,60.0,474163.77,953994.4,"roof_insulation, wall_insulation, heat_pump, building_controls",True,True
BLD_00077,2024-02-01,2388796.79,2594391.39,60.0,450395.27,608551.61,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2024-03-01,2193587.4,2789600.78,60.0,440285.77,978131.32,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2024-04-01,2267041.26,2716146.91,60.0,440737.05,1084267.43,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2024-05-01,2223402.19,2759785.99,60.0,520554.38,624487.07,"roof_insulation, wall_insulation, heat_pump, building_controls",True,True
BLD_00077,2024-06-01,1824000.85,3159187.32,60.0,525665.47,1024007.21,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2024-07-01,1953995.23,3029192.94,60.0,471794.95,824412.08,"roof_insulation, wall_insulation, heat_pump, building_controls",True,True
BLD_00077,2024-08-01,1548390.23,3434797.95,60.0,548985.85,1249614.77,"roof_insulation, wall_insulation, heat_pump, building_controls",True,True
BLD_00077,2024-09-01,1688500.52,3294687.65,60.0,636488.21,1242749.21,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2024-10-01,1792713.37,3190474.8,60.0,552726.94,645616.34,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2024-11-01,1658240.63,3324947.54,60.0,535488.63,680961.71,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00077,2024-12-01,1998552.22,2984635.96,60.0,529214.69,891585.32,"roof_insulation, wall_insulation, heat_pump, building_controls",False,True
BLD_00078,2023-01-01,1872711.82,1069243.0,42.2,196130.38,299491.47,"roof_insulation, wall_insulation",False,True
BLD_00078,2023-02-01,1994731.64,947223.18,42.2,157399.28,288537.48,"roof_insulation, wall_insulation",False,True
BLD_00078,2023-03-01,1987164.1,954790.73,42.2,176470.61,258839.78,"roof_insulation, wall_insulation",False,True
BLD_00078,2023-04-01,1836236.23,1105718.59,42.2,169994.27,263792.91,"roof_insulation, wall_insulation",False,True
BLD_00078,2023-05-01,2032784.52,909170.31,42.2,152124.29,310483.72,"roof_insulation, wall_insulation",True,True
BLD_00078,2023-06-01,1637563.17,1304391.66,42.2,256799.46,510707.39,"roof_insulation, wall_insulation",True,True
BLD_00078,2023-07-01,1575617.73,1366337.1,42.2,236121.95,526156.81,"roof_insulation, wall_insulation",True,True
BLD_00078,2023-08-01,1356963.49,1584991.34,42.2,314531.97,619807.81,"roof_insulation, wall_insulation",False,True
BLD_00078,2023-09-01,1488443.58,1453511.24,42.2,236009.73,577627.68,"roof_insulation, wall_insulation",False,True
BLD_00078,2023-10-01,1464440.78,1477514.04,42.2,276631.24,424744.83,"roof_insulation, wall_insulation",False,True
BLD_00078,2023-11-01,1397601.59,1544353.23,42.2,282101.32,594089.11,"roof_insulation, wall_insulation",False,True
BLD_00078,2023-12-01,1850755.7,1091199.12,42.2,184798.64,228259.27,"roof_insulation, wall_insulation",True,True
BLD_00078,2024-01-01,1906998.72,1034956.1,42.2,194052.83,412572.0,"roof_insulation, wall_insulation",False,True
BLD_00078,2024-02-01,1846033.72,1095921.1,42.2,211551.76,423961.79,"roof_insulation, wall_insulation",False,True
BLD_00078,2024-03-01,2094155.75,847799.07,42.2,145012.01,330468.33,"roof_insulation, wall_insulation",True,True
BLD_00078,2024-04-01,1951487.94,990466.88,42.2,192414.3,383480.84,"roof_insulation, wall_insulation",False,True
BLD_00078,2024-05-01,1734016.32,1207938.51,42.2,212911.89,329015.29,"roof_insulation, wall_insulation",True,True
BLD_00078,2024-06-01,1694625.24,1247329.58,42.2,223886.6,297173.61,"roof_insulation, wall_insulation",False,True
BLD_00078,2024-07-01,1549436.55,1392518.27,42.2,267256.09,525381.94,"roof_insulation, wall_insulation",True,True
BLD_00078,2024-08-01,1290151.34,1651803.48,42.2,320262.04,373676.33,"roof_insulation, wall_insulation",False,True
BLD_00078,2024-09-01,1444882.05,1497072.77,42.2,269975.93,316818.99,"roof_insulation, wall_insulation",False,True
BLD_00078,2024-10-01,1505325.47,1436629.36,42.2,268736.31,535539.38,"roof_insulation, wall_insulation",True,True
BLD_00078,2024-11-01,1434185.62,1507769.2,42.2,298169.46,438518.56,"roof_insulation, wall_insulation",True,True
BLD_00078,2024-12-01,1840746.93,1101207.9,42.2,172019.69,409749.65,"roof_insulation, wall_insulation",False,True
BLD_00088,2023-01-01,753104.5,1100031.67,60.0,219488.88,298923.27,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2023-02-01,850309.73,1002826.44,60.0,153256.27,302937.35,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2023-03-01,955523.57,897612.6,60.0,172309.12,269540.41,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2023-04-01,818244.39,1034891.78,60.0,189076.59,365347.38,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2023-05-01,876312.44,976823.73,60.0,180117.82,288440.27,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2023-06-01,756724.75,1096411.42,60.0,184465.22,254387.53,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2023-07-01,702543.12,1150593.05,60.0,206859.2,363758.83,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2023-08-01,605592.77,1247543.4,60.0,216374.75,264775.91,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2023-09-01,569069.87,1284066.3,60.0,230664.81,440236.29,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2023-10-01,609703.45,1243432.72,60.0,247796.95,421124.57,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2023-11-01,681670.31,1171465.86,60.0,210941.25,256808.53,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2023-12-01,771468.46,1081667.71,60.0,172151.78,394179.7,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2024-01-01,735385.53,1117750.64,60.0,204372.76,351841.19,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2024-02-01,917635.71,935500.46,60.0,178932.0,226792.4,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2024-03-01,870131.02,983005.15,60.0,175561.2,289193.25,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2024-04-01,855849.65,997286.52,60.0,157401.93,249264.53,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2024-05-01,746193.69,1106942.48,60.0,193699.56,239894.8,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2024-06-01,777108.89,1076027.28,60.0,214711.87,328468.25,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2024-07-01,693865.51,1159270.66,60.0,211343.59,246489.77,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2024-08-01,649207.99,1203928.18,60.0,225910.4,354658.28,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2024-09-01,573552.65,1279583.52,60.0,230327.23,295619.25,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2024-10-01,595892.87,1257243.3,60.0,196736.33,388939.66,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",False,True
BLD_00088,2024-11-01,689568.69,1163567.48,60.0,225128.57,441748.25,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00088,2024-12-01,667980.28,1185155.89,60.0,217292.32,419018.68,"heat_pump, hvac_upgrade, roof_insulation, wall_insulation",True,True
BLD_00089,2023-01-01,878862.42,1324165.57,60.0,235652.96,445838.13,"roof_insulation, hvac_upgrade, building_controls, wall_insulation, heat_pump",True,True
BLD_00089,2023-02-01,1132630.7,1070397.29,60.0,183308.31,413903.06,"roof_insulation, hvac_upgrade, building_controls, wall_insulation, heat_pump",True,True
BLD_00089,2023-03-01,1041250.03,1161777.96,60.0,183670.31,356835.5,"roof_insulation, hvac_upgrade, building_controls, wall_insulation, heat_pump",False,True
BLD_00089,2023-04-01,999925.69,1203102.3,60.0,205355.33,465433.93,"roof_insulation, hvac_upgrade, building_controls, wall_insulation, heat_pump",False,True
BLD_00089,2023-05-01,965600.15,1237427.83,60.0,247218.42,334079.78,"roof_insulation, hvac_upgrade, building_controls, wall_insulation, heat_pump",False,True
BLD_00089,2023-06-01,872205.64,1330822.35,60.0,215827.03,509442.42,"roof_insulation, hvac_upgrade, building_controls, wall_insulation, heat_pump",False,True
BLD_00089,2023-07-01,759877.15,1443150.83,60.0,274984.01,380544.85,"roof_insulation, hvac_upgrade, building_controls, wall_insulation, heat_pump",False,True
BLD_00089,2023-08-01,725869.28,1477158.71,60.0,270241.74,399953.01,"roof_insulation, hvac_upgrade, building_controls, wall_insulation, heat_pump",True,True
BLD_00089,2023-09-01,675876.87,1527151.11,60.0,242728.11,515702.36,"roof_insulation, hvac_upgrade, building_controls, wall_insulation, heat_pump",True,True
