test_type,mix_design,curing_age_days,specimen_id,temperature_c,cooling_regime,compressive_strength_mpa,tensile_strength_mpa,flexural_strength_mpa,modulus_elasticity_mpa,density_kg_m3,upv_m_s,poisson_ratio,mass_loss_percent,spalling_depth_mm,thermal_expansion_coeff,w_c_ratio,cement_content_kg_m3,rubber_content_percent,rubber_size_mm,admixtures,thermal_strain_microstrain,pore_pressure_mpa,generation_timestamp,dataset_version,research_topic
thermal_exposure,rubber_10_coarse,28,3,400,furnace_cooling,28.663417524937813,1.9849365638458634,2.9282928983098278,15072.134105235522,2488.360505146178,3299.842606318527,0.186786,11.31,0.0,1.0688310000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,400,water_quenching,22.59879469705487,1.4913657519513297,2.2222109359476514,10893.799925639338,2439.3628921695476,2754.060990954362,0.186786,11.33,1.5,1.0688310000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,400,water_quenching,22.500316704884447,1.557392177378789,1.9561832005042796,11848.606745569521,2402.217494472931,2639.038497912122,0.186786,11.33,1.5,1.0688310000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,3,400,water_quenching,21.0275564417722,1.1057266221062267,2.3026501543483784,11162.384072626588,2362.765255420122,2286.7436169591465,0.186786,11.33,1.5,1.0688310000000001e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,600,furnace_cooling,14.720734574942558,0.7301869671186749,1.5013542750511863,6236.263469120081,2327.9744520799254,2086.376448879363,0.190386,15.0,19.5,1.0894310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,600,furnace_cooling,16.732219145905265,0.8341655630937419,0.9672766390099041,6688.244539610014,2294.86085381489,1775.5641243221266,0.190386,15.0,19.5,1.0894310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,3,600,furnace_cooling,16.782862163167163,1.1221246106442986,1.4681158226751165,6078.947137554473,2388.539394509175,2059.92010165615,0.190386,15.0,19.5,1.0894310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,600,water_quenching,13.164525018227481,0.628102229104455,0.9121264420559437,4686.33371558164,2324.867412312338,1598.103325258946,0.190386,15.0,21.5,1.0894310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,600,water_quenching,10.730097038321684,0.6004298611311412,0.8134779035752724,4392.522951109022,2368.9541643574594,1645.8983843826732,0.190386,15.0,21.5,1.0894310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,3,600,water_quenching,13.322778191767574,0.49309165998862686,0.8133842888555225,4969.523260097795,2314.07902666635,1604.6644818477916,0.190386,15.0,21.5,1.0894310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,800,furnace_cooling,6.941322711471159,0.3068548966325615,0.5212756901090332,1352.3389513482143,2282.573966961388,985.6504311064224,0.19398600000000002,15.0,39.5,1.1100310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,800,furnace_cooling,5.801436633134505,0.36555193948238207,0.514827003780166,1518.7296139795924,2320.7079518929763,990.1821834582385,0.19398600000000002,15.0,39.5,1.1100310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,3,800,furnace_cooling,6.715356912958422,0.3293092475345575,0.5221485943964173,1517.9188861610094,2312.619188507356,968.8177895382028,0.19398600000000002,15.0,39.5,1.1100310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,1,800,water_quenching,5.0202884970044686,0.2237066273198101,0.3104416067616392,1299.4501349992706,2252.8860253937305,755.1077163849912,0.19398600000000002,15.0,41.5,1.1100310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,2,800,water_quenching,5.0133033403549945,0.26914029046870924,0.3504377210564888,1264.0406806478588,2279.24136382272,797.4115654880077,0.19398600000000002,15.0,41.5,1.1100310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_10_coarse,28,3,800,water_quenching,4.963543121896907,0.3056028452816853,0.3182052462069471,1197.8609493136194,2339.6465741059124,810.8495337001089,0.19398600000000002,15.0,41.5,1.1100310000000002e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,23,furnace_cooling,43.33547272840935,3.404129602438618,5.160108581843987,28843.334505156658,2479.3927190320724,5022.2421732815965,0.18,0.0,0.0,1.045e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,23,furnace_cooling,42.02568640855744,2.889586555593866,5.092244214839059,33604.17250354444,2393.4012322682725,4763.37610915383,0.18,0.0,0.0,1.045e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,23,furnace_cooling,49.891329164735,3.228283023220851,5.429920746762227,31943.18050398243,2414.0554354009587,4607.665423418215,0.18,0.0,0.0,1.045e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,23,water_quenching,41.94056486381473,3.036916547031688,4.804027168446888,26963.0002942331,2434.1581607308112,4266.362085461128,0.18,0.0,0.0,1.045e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,23,water_quenching,44.81019262359165,2.812365542651343,5.3075930281025,30555.341566969182,2335.504760988899,4516.417406274668,0.18,0.0,0.0,1.045e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,23,water_quenching,48.30766718451352,2.9560473628838975,5.996900789461739,29831.607190353116,2398.2011732173532,4582.242428769021,0.18,0.0,0.0,1.045e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,200,furnace_cooling,39.05941454438935,2.791631357776396,4.331513022943398,20619.37792986257,2397.5383166369734,3693.3095343711593,0.18318600000000002,6.195,0.0,1.0634965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,200,furnace_cooling,37.05668116659684,2.466331588078217,3.807771309356065,23443.66401293807,2441.597254765517,4067.985592190615,0.18318600000000002,6.195,0.0,1.0634965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,200,furnace_cooling,34.12210367394962,2.6613625197717163,4.608672859473044,22010.578298411456,2500.2829458565834,3973.889737754106,0.18318600000000002,6.195,0.0,1.0634965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,200,water_quenching,30.37105817183133,1.8646482579281365,2.9154764661349293,17300.272599407745,2423.28448119886,3472.407787468896,0.18318600000000002,6.215,0.0,1.0634965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,200,water_quenching,28.030690100161323,1.6271312812113319,2.3487694314080922,17992.171714073585,2336.7160791110505,2834.8402862484254,0.18318600000000002,6.215,0.0,1.0634965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,200,water_quenching,30.841337514354237,2.5157972446621897,2.875309364752868,18338.402935315542,2393.3552846235466,3292.217013010564,0.18318600000000002,6.215,0.0,1.0634965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,400,furnace_cooling,30.694124593362073,1.8356512213289127,2.9012365114026695,14830.84218480912,2309.517497471745,3330.4408073403797,0.186786,13.195,0.0,1.0843965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,400,furnace_cooling,28.191680800522757,1.7294177937392672,2.977280513478002,13765.637451896424,2342.1140761043716,3113.451238618371,0.186786,13.195,0.0,1.0843965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,400,furnace_cooling,31.07569822250486,2.010239428293726,2.8186081823213023,15263.909979201851,2405.878560643002,3341.2563370048388,0.186786,13.195,0.0,1.0843965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,400,water_quenching,22.892444051999007,1.1217515682542316,1.7672990737164829,11426.8310664787,2312.259890742492,2576.271652441707,0.186786,13.215,1.25,1.0843965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,400,water_quenching,22.977162564570722,1.4159535025589296,1.9640315108969792,11979.772748048219,2343.813177433937,2362.268515161829,0.186786,13.215,1.25,1.0843965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,400,water_quenching,21.15462894955894,1.3083106297329372,1.7387012831334119,12058.990225029349,2412.4582202381653,2752.240476116211,0.186786,13.215,1.25,1.0843965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,600,furnace_cooling,15.132738088018808,1.019147929436814,1.3034948482030393,5702.28957888558,2264.0245961025726,1836.4316448742843,0.190386,15.0,19.25,1.1052965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,600,furnace_cooling,14.917527021443695,0.8821789789092331,1.3050241221260446,5821.063670237572,2312.1752606371742,1987.974422335082,0.190386,15.0,19.25,1.1052965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,600,furnace_cooling,16.565143350916305,0.710456684753007,0.956374369433193,6146.264513004754,2229.483073350805,1879.877106172796,0.190386,15.0,19.25,1.1052965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,600,water_quenching,11.16356423316319,0.4742937845838141,0.9477618309674359,4868.0775855821485,2265.7158442330774,1325.587843169335,0.190386,15.0,21.25,1.1052965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,600,water_quenching,11.778274420247861,0.6336020232643221,0.7661140186746556,4707.223427189506,2291.442902191897,1601.4065417792172,0.190386,15.0,21.25,1.1052965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,600,water_quenching,12.43432492860583,0.5344876796510631,1.0066613505716508,4611.713178479186,2290.893030862223,1507.8477457767767,0.190386,15.0,21.25,1.1052965e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,800,furnace_cooling,6.364138463708562,0.3090842265787398,0.5048747232253742,1604.4321503164265,2181.93768976629,849.5705445233061,0.19398600000000002,15.0,39.25,1.1261965000000001e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,800,furnace_cooling,7.3746822573675015,0.3371139046929062,0.4793857189786081,1545.7836792096775,2216.3208443216386,1062.3617514267332,0.19398600000000002,15.0,39.25,1.1261965000000001e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,800,furnace_cooling,6.955968171186433,0.325553628207586,0.6245938667647285,1402.1210872218085,2276.7924914220434,984.0307659804769,0.19398600000000002,15.0,39.25,1.1261965000000001e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,1,800,water_quenching,5.828199311687324,0.2874175280335642,0.360782971613682,1111.3812959350228,2264.1336517566033,792.270690553707,0.19398600000000002,15.0,41.25,1.1261965000000001e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,2,800,water_quenching,6.128713166885541,0.24602596906902646,0.34649386798585236,1176.8980725616054,2183.049334837063,777.7647965324717,0.19398600000000002,15.0,41.25,1.1261965000000001e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
thermal_exposure,rubber_15_coarse,28,3,800,water_quenching,5.785410785046771,0.22297906049986205,0.3219817309476129,1201.479828236506,2296.6971709207924,853.7362180110437,0.19398600000000002,15.0,41.25,1.1261965000000001e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
