Sample_ID,Rho,Gc_YSZ_GDC,Gc_GDC_LSCF,R_system
191,0.75,4.18,2.357,6.537
192,0.75,4.1886,2.9186,7.1072
193,0.75,4.2647,2.1141,6.3788
194,0.75,3.5961,2.0196,5.6157
195,0.75,3.4142,2.2128,5.627
196,0.75,4.1876,2.6097,6.7974
197,0.75,3.3105,2.3965,5.707
198,0.75,3.0997,2.0967,5.1964
199,0.75,3.5438,2.2617,5.8056
200,0.75,3.0143,2.4179,5.4322
201,0.75,3.0295,1.8851,4.9146
202,0.75,3.5867,2.451,6.0377
203,0.75,4.6943,3.013,7.7073
204,0.75,3.1568,1.8524,5.0092
205,0.75,4.4175,3.0593,7.4768
206,0.75,3.0923,2.0879,5.1801
207,0.75,4.0294,2.3885,6.4178
208,0.75,3.5619,2.1264,5.6883
209,0.75,4.0955,2.5252,6.6207
210,0.75,4.9157,2.7791,7.6947
211,0.75,3.1808,1.7929,4.9736
212,0.75,5.5227,3.5961,9.1188
213,0.75,3.1124,2.4663,5.5788
214,0.75,3.9887,2.7205,6.7092
215,0.75,3.9295,2.398,6.3275
216,0.75,3.0405,1.8522,4.8927
217,0.75,2.7645,1.5858,4.3503
218,0.75,3.9571,2.3925,6.3496
219,0.75,4.8664,2.6864,7.5529
220,0.75,5.1535,2.9419,8.0954
221,0.75,3.744,2.4507,6.1946
222,0.75,3.0115,1.8546,4.8661
223,0.75,3.8036,2.7162,6.5198
224,0.75,4.2597,3.1961,7.4558
225,0.75,3.9875,2.6225,6.6101
226,0.75,4.3991,2.1829,6.582
227,0.75,3.1838,1.9695,5.1533
228,0.75,4.5484,3.1809,7.7292
229,0.75,3.3092,2.7299,6.039
230,0.75,3.3045,2.7618,6.0663
231,0.75,3.4408,2.4927,5.9335
232,0.75,4.0646,3.1738,7.2384
233,0.75,2.8881,1.7469,4.6349
234,0.75,3.7498,2.6067,6.3566
235,0.75,3.2525,1.9423,5.1947
236,0.75,3.0127,2.1272,5.1399
237,0.75,3.3831,2.8331,6.2162
238,0.75,2.704,1.8134,4.5175
239,0.75,4.0874,2.541,6.6284
240,0.75,3.5952,2.6627,6.2579
241,0.75,3.8959,2.0737,5.9696
242,0.75,3.3306,2.1061,5.4367
243,0.75,3.5849,2.1894,5.7743
244,0.75,4.2835,2.8071,7.0906
245,0.75,4.5275,2.2519,6.7794
246,0.75,4.2318,3.5904,7.8222
247,0.75,3.6098,2.2209,5.8307
248,0.75,3.459,2.0923,5.5513
249,0.75,4.6742,3.4329,8.1071
250,0.75,3.7671,2.0041,5.7712
251,0.75,3.2167,2.6191,5.8359
252,0.75,3.8541,2.4347,6.2888
253,0.75,4.8231,2.2683,7.0914
254,0.75,3.3069,2.2248,5.5317
255,0.75,4.2049,2.3053,6.5102
256,0.75,4.6846,2.7064,7.391
257,0.75,3.6473,2.9517,6.599
258,0.75,2.8566,2.3438,5.2005
259,0.75,2.4784,1.7382,4.2166
260,0.75,4.4348,3.2433,7.6781
261,0.75,3.3528,2.3409,5.6937
262,0.75,3.3642,2.1664,5.5306
263,0.75,3.1301,1.5622,4.6922
264,0.75,4.5938,2.6672,7.261
265,0.75,3.866,2.4022,6.2682
266,0.75,3.7375,2.2438,5.9813
267,0.75,3.1001,1.6751,4.7752
268,0.75,3.3635,2.4104,5.7738
269,0.75,4.4641,3.2148,7.6789
270,0.75,3.485,1.8758,5.3608
271,0.75,3.4717,2.288,5.7597
272,0.75,4.8913,3.3655,8.2568
273,0.75,3.7391,2.1156,5.8547
274,0.75,4.0671,2.9123,6.9794
275,0.75,3.5739,1.9926,5.5665
276,0.75,4.2008,2.7061,6.9068
277,0.75,2.9008,1.8351,4.736
278,0.75,5.6118,3.6775,9.2894
279,0.75,3.9709,2.5783,6.5493
280,0.75,3.9121,2.5758,6.4878
281,0.75,4.242,3.2516,7.4936
282,0.75,4.8769,2.8987,7.7755
283,0.75,3.776,2.5141,6.29
284,0.75,3.2254,2.3901,5.6155
285,0.75,2.8166,1.9752,4.7918
286,0.75,2.6269,1.7498,4.3767
287,0.75,4.1174,2.7245,6.842
288,0.75,3.961,2.0955,6.0564
289,0.75,3.7009,2.7643,6.4651
290,0.75,3.7592,2.2657,6.0249
291,0.75,4.6199,3.1202,7.7402
292,0.75,3.4527,2.2118,5.6645
293,0.75,3.6875,2.8402,6.5277
294,0.75,4.371,2.0838,6.4547
295,0.75,3.2914,2.3239,5.6152
296,0.75,3.654,2.3433,5.9974
297,0.75,3.1549,1.8431,4.998
298,0.75,3.7962,2.734,6.5302
299,0.75,2.6581,1.2756,3.9337
300,0.75,4.3356,2.613,6.9485
301,0.75,3.3892,1.9847,5.3738
302,0.75,4.0736,2.7078,6.7814
303,0.75,4.2441,3.3598,7.6039
304,0.75,3.9484,3.3062,7.2546
305,0.75,3.2689,1.7998,5.0686
306,0.75,3.9207,2.0175,5.9381
307,0.75,3.6603,2.4165,6.0768
308,0.75,3.6778,2.8063,6.4841
309,0.75,3.4575,2.5849,6.0424
310,0.75,3.606,2.3526,5.9587
311,0.75,3.0882,2.1685,5.2567
312,0.75,3.5688,2.6535,6.2223
313,0.75,3.4657,2.2413,5.707
314,0.75,3.8317,2.2774,6.109
315,0.75,3.4125,2.398,5.8105
316,0.75,3.5528,2.4065,5.9593
317,0.75,4.0758,2.6155,6.6913
318,0.75,2.8423,1.6899,4.5322
319,0.75,2.7825,2.0798,4.8623
320,0.75,3.4617,2.2933,5.755
321,0.75,3.0612,2.2521,5.3133
322,0.75,3.5671,2.0158,5.5828
323,0.75,3.5352,2.0525,5.5877
324,0.75,3.9906,2.8553,6.846
325,0.75,3.176,2.0356,5.2117
326,0.75,3.3178,2.4776,5.7953
327,0.75,3.947,2.4036,6.3506
328,0.75,5.5256,3.3958,8.9214
329,0.75,3.491,2.7096,6.2006
330,0.75,3.4636,2.5889,6.0525
331,0.75,4.2271,2.2491,6.4762
332,0.75,3.2468,2.7335,5.9803
333,0.75,4.7148,3.3451,8.0599
334,0.75,3.2936,2.0287,5.3223
335,0.75,5.3658,3.156,8.5218
336,0.75,3.5569,2.491,6.048
337,0.75,3.7865,2.966,6.7525
338,0.75,3.8912,2.2793,6.1705
339,0.75,3.6183,2.428,6.0463
340,0.75,4.7343,2.903,7.6372
341,0.75,2.9957,1.7674,4.7631
342,0.75,2.9275,2.1124,5.0399
343,0.75,4.0654,2.7401,6.8055
344,0.75,3.3122,2.1263,5.4385
345,0.75,3.4719,1.8377,5.3097
346,0.75,3.4994,2.0415,5.5409
347,0.75,2.9085,2.203,5.1115
348,0.75,3.7498,3.1764,6.9263
349,0.75,3.6676,1.7517,5.4193
350,0.75,3.8015,2.4557,6.2572
351,0.75,3.5729,2.1799,5.7528
352,0.75,3.9805,2.9246,6.9051
353,0.75,4.4899,2.3538,6.8437
354,0.75,4.3266,2.4091,6.7357
355,0.75,3.8521,2.1878,6.04
356,0.75,4.3768,2.1234,6.5001
357,0.75,3.0377,1.3708,4.4085
358,0.75,3.6602,2.4749,6.1351
359,0.75,3.1299,2.2706,5.4005
360,0.75,2.8836,1.8664,4.75
361,0.75,3.2931,2.2023,5.4954
362,0.75,5.2999,3.3805,8.6804
363,0.75,4.7288,3.7723,8.501
364,0.75,3.4447,2.3374,5.782
365,0.75,3.0828,2.3332,5.416
366,0.75,4.947,3.0695,8.0165
367,0.75,4.0092,2.4157,6.4249
368,0.75,4.7015,3.3421,8.0436
369,0.75,3.638,2.0769,5.7149
370,0.75,4.318,2.5443,6.8623
371,0.75,3.157,2.4738,5.6308
372,0.75,3.7163,2.0429,5.7591
373,0.75,3.9455,2.7031,6.6486
374,0.75,4.1715,2.532,6.7035
375,0.75,4.256,2.2983,6.5542
376,0.75,2.9147,1.7976,4.7123
377,0.75,3.8839,2.0868,5.9707
378,0.75,4.8724,3.4014,8.2739
379,0.75,4.4168,3.1332,7.5499
380,0.75,3.2039,2.2082,5.4121
381,0.75,3.6207,2.499,6.1197
382,0.75,3.6359,1.8343,5.4701
383,0.75,3.2701,2.1477,5.4178
384,0.75,3.9984,2.2188,6.2172
385,0.75,4.3334,2.9326,7.266
386,0.75,4.2534,2.6315,6.8849
387,0.75,3.7554,2.2693,6.0247
388,0.75,4.1661,2.9226,7.0887
389,0.75,4.0259,2.9044,6.9302
390,0.75,4.3981,2.5781,6.9761
391,0.75,3.9257,2.4895,6.4152
392,0.75,4.1719,2.6712,6.8431
393,0.75,3.9847,2.717,6.7017
394,0.75,3.1273,2.4012,5.5284
395,0.75,4.2721,3.0997,7.3719
396,0.75,5.0496,4.3749,9.4244
397,0.75,4.4718,2.6425,7.1144
398,0.75,3.8506,1.9389,5.7894
399,0.75,4.9055,3.2489,8.1544
400,0.75,2.9618,1.5622,4.524
401,0.75,3.4341,2.1423,5.5764
402,0.75,3.543,2.4551,5.9981
403,0.75,3.8363,2.8255,6.6618
404,0.75,4.193,2.7552,6.9482
405,0.75,3.8428,2.4824,6.3252
406,0.75,3.0816,2.4231,5.5047
407,0.75,2.6848,2.3285,5.0133
408,0.75,4.5632,3.0587,7.6219
409,0.75,3.6394,2.7739,6.4133
410,0.75,3.5834,2.4077,5.9911
411,0.75,1.8801,1.4202,3.3004
412,0.75,3.1698,2.0513,5.2211
413,0.75,5.0567,3.2386,8.2953
414,0.75,3.1802,1.9508,5.131
415,0.75,3.7396,2.0424,5.782
416,0.75,3.4718,2.0569,5.5287
417,0.75,3.7037,2.9325,6.6362
418,0.75,3.5417,1.7933,5.3351
419,0.75,2.7552,1.8452,4.6004
420,0.75,4.2415,3.1528,7.3943
421,0.75,4.5206,2.2313,6.7518
422,0.75,3.7496,2.3689,6.1185
423,0.75,3.6604,2.2741,5.9345
424,0.75,4.464,2.7534,7.2175
425,0.75,3.6821,2.2379,5.9199
426,0.75,4.6212,3.5367,8.1579
427,0.75,4.4197,2.6707,7.0903
428,0.75,4.6682,3.3228,7.991
429,0.75,3.8858,2.7886,6.6744
430,0.75,3.5715,2.3552,5.9267
431,0.75,3.927,2.1567,6.0836
432,0.75,3.0264,2.7067,5.7331
433,0.75,3.1385,2.0419,5.1803
434,0.75,4.0067,2.6478,6.6545
435,0.75,4.4392,2.9313,7.3705
436,0.75,4.1141,2.4457,6.5598
437,0.75,3.6199,2.6863,6.3063
438,0.75,3.9174,2.0825,6.0
439,0.75,4.5731,2.9076,7.4807
440,0.75,3.3971,2.334,5.7311
441,0.75,3.2745,2.1744,5.4488
442,0.75,3.7196,2.5281,6.2477
443,0.75,3.0252,1.9319,4.9571
444,0.75,3.7527,2.3365,6.0891
445,0.75,3.5147,2.2268,5.7415
446,0.75,4.5992,3.2726,7.8718
447,0.75,3.5621,2.09,5.652
448,0.75,2.9378,2.251,5.1888
449,0.75,4.2528,3.2189,7.4716
450,0.75,4.0772,2.7992,6.8764
451,0.75,4.0605,2.5934,6.6539
452,0.75,4.1256,2.7403,6.8659
453,0.75,3.2236,1.7873,5.0109
454,0.75,4.0362,2.5955,6.6317
455,0.75,4.2927,2.7113,7.0041
456,0.75,4.1668,2.9827,7.1494
457,0.75,3.2914,1.7987,5.0901
458,0.75,3.1685,2.6629,5.8314
459,0.75,3.4087,2.3381,5.7467
460,0.75,4.1317,2.5419,6.6736
461,0.75,3.7675,2.4067,6.1742
462,0.75,3.76,2.3077,6.0677
463,0.75,4.6183,3.3774,7.9958
464,0.75,3.6718,2.1831,5.8548
465,0.75,4.4714,3.1089,7.5803
466,0.75,3.8334,2.4896,6.323
467,0.75,4.1262,3.0513,7.1775
468,0.75,4.8968,3.2242,8.121
469,0.75,4.1743,3.0892,7.2635
470,0.75,5.3262,3.6235,8.9497
471,0.75,3.9818,2.8372,6.8191
472,0.75,4.2943,2.5521,6.8463
473,0.75,2.8741,1.671,4.5452
474,0.75,5.1396,3.4442,8.5837
475,0.75,4.1058,2.3761,6.4819
476,0.75,4.3976,2.2038,6.6014
477,0.75,3.8163,2.5284,6.3447
478,0.75,5.2853,3.3041,8.5895
479,0.75,3.9497,2.4349,6.3847
480,0.75,4.7345,3.2128,7.9472
481,0.75,3.4749,2.2686,5.7435
482,0.75,3.4137,2.0396,5.4533
483,0.75,2.3736,1.8647,4.2383
484,0.75,3.325,2.5257,5.8507
485,0.75,4.9106,2.3879,7.2985
486,0.75,3.3426,2.0549,5.3975
487,0.75,3.8792,2.6847,6.5639
488,0.75,4.0788,2.7166,6.7954
489,0.75,4.3502,2.759,7.1093
490,0.75,3.7485,2.8385,6.587
491,0.75,3.349,2.4499,5.7989
492,0.75,3.7559,2.3869,6.1428
493,0.75,3.0003,1.5676,4.5679
494,0.75,3.7477,2.7106,6.4584
495,0.75,2.7813,1.8624,4.6437
496,0.75,3.8042,2.4984,6.3027
497,0.75,2.9449,2.0093,4.9542
498,0.75,4.6935,2.2187,6.9123
499,0.75,4.744,2.984,7.7279
500,0.75,3.6919,2.3686,6.0605
501,0.75,4.04,2.7973,6.8373
502,0.75,2.8405,2.1937,5.0342
503,0.75,2.7614,1.9369,4.6983
504,0.75,3.215,2.1863,5.4013
505,0.75,3.4383,2.1844,5.6227
506,0.75,3.5467,2.9909,6.5376
507,0.75,4.6985,3.1346,7.8331
508,0.75,3.698,2.5841,6.2821
509,0.75,3.5742,2.8397,6.4139
510,0.75,2.6193,2.0093,4.6286
511,0.75,3.1013,2.0654,5.1667
512,0.75,5.0279,3.013,8.0409
513,0.75,4.2845,3.2242,7.5087
514,0.75,3.4117,2.3077,5.7194
515,0.75,3.7148,1.9442,5.659
516,0.75,4.3752,2.514,6.8893
517,0.75,3.3658,1.9697,5.3355
518,0.75,3.5443,2.4791,6.0234
519,0.75,2.5003,1.8478,4.3481
520,0.75,3.5283,2.1946,5.7229
521,0.75,3.5663,2.1293,5.6956
522,0.75,3.0213,2.2538,5.2751
523,0.75,5.2694,3.2356,8.505
524,0.75,3.5518,2.7149,6.2667
525,0.75,3.376,2.7825,6.1585
526,0.75,3.7728,2.5685,6.3414
527,0.75,4.0977,2.7558,6.8534
528,0.75,3.4025,2.0319,5.4344
529,0.75,4.6926,2.5912,7.2838
530,0.75,2.8379,1.8871,4.725
531,0.75,3.4915,3.1909,6.6823
532,0.75,5.2728,3.3035,8.5763
533,0.75,3.6371,2.826,6.463
534,0.75,3.3511,1.8,5.1512
535,0.75,3.8729,1.8574,5.7303
536,0.75,4.6502,2.9462,7.5964
537,0.75,3.9137,1.9626,5.8763
538,0.75,3.904,2.4279,6.3319
539,0.75,4.1976,3.4541,7.6516
540,0.75,3.8257,2.1774,6.0032
541,0.75,3.0292,2.2501,5.2794
542,0.75,3.1408,2.2202,5.361
543,0.75,4.3738,2.2999,6.6737
544,0.75,4.02,2.5624,6.5824
545,0.75,2.8397,2.0163,4.856
546,0.75,4.351,2.6013,6.9523
547,0.75,4.665,2.8927,7.5577
548,0.75,3.4675,2.0637,5.5312
549,0.75,2.7442,2.149,4.8932
550,0.75,3.9744,2.7398,6.7142
551,0.75,2.9368,1.8799,4.8167
552,0.75,3.8949,2.7277,6.6226
553,0.75,3.9541,2.8549,6.809
554,0.75,3.4793,2.4218,5.9011
555,0.75,3.0823,2.3738,5.4561
556,0.75,4.7158,2.3301,7.0459
557,0.75,4.0606,2.2013,6.262
558,0.75,4.2666,2.5376,6.8042
559,0.75,4.0806,2.7725,6.8531
560,0.75,3.9745,3.1809,7.1554
561,0.75,2.7576,1.8306,4.5882
562,0.75,2.679,2.0751,4.7541
563,0.75,2.8476,1.9011,4.7488
564,0.75,4.2973,2.6356,6.9329
565,0.75,3.1618,2.0932,5.2551
566,0.75,4.4817,3.8403,8.322
567,0.75,4.1346,2.6712,6.8058
568,0.75,4.7171,3.4632,8.1803
569,0.75,2.8275,2.1779,5.0054
570,0.75,3.7526,2.205,5.9576
571,0.75,3.3905,2.3019,5.6924
572,0.75,3.886,2.4673,6.3533
573,0.75,3.5941,1.9431,5.5372
574,0.75,3.9191,2.8947,6.8138
575,0.75,4.0074,2.5901,6.5974
576,0.75,4.993,2.7975,7.7905
577,0.75,5.2765,3.6595,8.936
578,0.75,4.8623,3.8629,8.7252
579,0.75,3.365,2.2954,5.6604
580,0.75,2.4999,1.6105,4.1103
581,0.75,5.5778,4.3137,9.8915
582,0.75,2.6272,2.1196,4.7469
583,0.75,4.3127,2.7981,7.1107
584,0.75,5.5983,4.4659,10.0643
585,0.75,3.3568,2.2371,5.5939
586,0.75,3.0267,1.9129,4.9397
587,0.75,5.1198,2.7805,7.9002
588,0.75,2.6584,1.9136,4.572
589,0.75,4.7844,2.8302,7.6146
590,0.75,3.0627,1.7041,4.7669
591,0.75,4.4724,2.199,6.6714
592,0.75,3.1195,1.8771,4.9966
593,0.75,3.8169,3.8209,7.6377
594,0.75,4.268,2.7787,7.0467
595,0.75,3.016,1.6664,4.6825
596,0.75,4.2165,3.0283,7.2448
597,0.75,3.1554,1.9728,5.1282
598,0.75,3.2711,2.2163,5.4875
599,0.75,3.7406,2.0131,5.7537
600,0.75,4.7423,3.1356,7.8778
601,0.75,3.6257,2.3597,5.9855
602,0.75,4.5847,2.6699,7.2546
603,0.75,4.4079,3.6729,8.0807
604,0.75,3.9221,2.6488,6.571
605,0.75,3.7624,3.4334,7.1958
606,0.75,3.5394,1.9902,5.5296
607,0.75,3.3364,2.6628,5.9992
608,0.75,3.9998,2.9002,6.8999
609,0.75,4.3012,2.8655,7.1667
610,0.75,2.5416,1.9813,4.5229
611,0.75,4.6248,3.4522,8.0769
612,0.75,3.657,2.8157,6.4727
613,0.75,3.9158,3.4136,7.3294
614,0.75,5.2179,3.2202,8.4382
615,0.75,3.2383,2.4179,5.6562
616,0.75,3.955,2.7654,6.7204
617,0.75,4.3473,2.4634,6.8108
618,0.75,3.3613,2.2929,5.6542
619,0.75,2.4364,1.6027,4.0391
620,0.75,4.1176,2.7394,6.857
621,0.75,4.135,2.5588,6.6937
622,0.75,2.9603,2.0545,5.0148
623,0.75,4.5294,3.2197,7.7491
624,0.75,4.492,2.2504,6.7425
625,0.75,3.0789,3.1206,6.1996
626,0.75,4.624,2.8439,7.4679
627,0.75,4.5728,3.2028,7.7756
628,0.75,3.5489,2.5624,6.1113
629,0.75,3.3953,2.8321,6.2274
630,0.75,3.4267,2.039,5.4658
631,0.75,3.9558,2.3901,6.3459
632,0.75,4.3915,2.7413,7.1327
633,0.75,4.1841,2.5833,6.7674
634,0.75,4.2514,2.8769,7.1283
635,0.75,3.3077,2.1202,5.4279
636,0.75,5.0919,4.1164,9.2084
637,0.75,4.1156,3.002,7.1176
638,0.75,4.1874,2.6958,6.8832
639,0.75,3.4663,1.9593,5.4255
640,0.75,3.4784,3.1335,6.6119
641,0.75,4.5018,2.4965,6.9984
642,0.75,3.7063,2.2671,5.9734
643,0.75,4.0158,2.4582,6.474
644,0.75,3.4754,2.4789,5.9544
645,0.75,3.3106,2.1164,5.4269
646,0.75,2.934,2.1394,5.0734
647,0.75,3.7782,2.2078,5.986
648,0.75,4.8618,3.1446,8.0064
649,0.75,3.5433,1.9921,5.5354
650,0.75,4.1482,2.8084,6.9566
651,0.75,4.297,2.2406,6.5377
652,0.75,4.2,2.2742,6.4742
653,0.75,3.4113,1.8574,5.2687
654,0.75,3.1344,2.258,5.3925
655,0.75,3.5597,2.2871,5.8468
656,0.75,3.2951,2.1779,5.473
657,0.75,4.0895,3.3683,7.4578
658,0.75,2.9443,1.8513,4.7956
659,0.75,3.2561,2.0814,5.3376
660,0.75,3.905,1.9688,5.8738
661,0.75,4.6668,2.4243,7.0911
662,0.75,3.9762,2.0552,6.0315
663,0.75,5.169,3.6352,8.8042
664,0.75,4.342,2.2028,6.5448
665,0.75,2.8846,1.8679,4.7525
666,0.75,3.3356,2.2576,5.5932
667,0.75,3.2417,2.3677,5.6094
668,0.75,4.8876,3.5269,8.4145
669,0.75,3.5738,2.6152,6.189
670,0.75,4.4151,2.7298,7.1449
671,0.75,4.2227,2.9179,7.1406
672,0.75,3.4196,2.4903,5.9099
673,0.75,3.3071,2.4093,5.7164
674,0.75,2.5985,1.8472,4.4457
675,0.75,4.5322,2.2446,6.7768
676,0.75,2.5307,2.0888,4.6196
677,0.75,4.5446,2.482,7.0266
678,0.75,3.8004,2.0811,5.8815
679,0.75,3.2378,2.0892,5.3269
680,0.75,4.6436,2.723,7.3666
681,0.75,3.607,2.0048,5.6118
682,0.75,3.8955,2.6261,6.5216
683,0.75,5.1623,3.1198,8.282
684,0.75,4.7501,3.5052,8.2553
685,0.75,3.5796,2.5001,6.0797
686,0.75,3.9294,2.5403,6.4697
687,0.75,3.7712,2.0145,5.7857
688,0.75,2.7563,1.9103,4.6666
689,0.75,5.3192,3.0547,8.3739
690,0.75,4.2923,2.7707,7.0631
691,0.75,3.894,3.0194,6.9134
692,0.75,3.4891,2.3421,5.8312
693,0.75,3.9813,2.5224,6.5037
694,0.75,3.0409,1.8972,4.9381
695,0.75,3.2991,2.0597,5.3588
696,0.75,3.5165,2.0786,5.5951
697,0.75,3.7547,2.483,6.2377
698,0.75,2.8542,2.0453,4.8995
699,0.75,4.0725,2.1163,6.1888
700,0.75,3.6216,2.5522,6.1738
701,0.75,3.2727,2.1237,5.3964
702,0.75,3.8134,2.7388,6.5522
703,0.75,3.7312,2.2081,5.9393
704,0.75,4.0838,3.1736,7.2574
705,0.75,4.5684,2.8704,7.4388
706,0.75,3.5037,2.3012,5.8049
707,0.75,3.4762,2.3063,5.7824
708,0.75,3.9031,2.6171,6.5202
709,0.75,2.84,2.0287,4.8687
710,0.75,2.6173,1.5343,4.1516
711,0.75,3.7383,2.4348,6.1731
712,0.75,4.7232,2.9967,7.7199
713,0.75,4.4968,2.5876,7.0843
714,0.75,4.3043,2.5053,6.8095
715,0.75,5.5175,3.2202,8.7377
716,0.75,3.3297,2.1662,5.4959
717,0.75,2.7594,1.7641,4.5235
718,0.75,3.6169,2.3701,5.987
719,0.75,3.8211,2.659,6.4801
720,0.75,4.2765,3.0612,7.3376
721,0.75,4.3476,3.3684,7.716
722,0.75,3.9132,2.8455,6.7588
723,0.75,3.5163,2.9286,6.4449
724,0.75,3.2654,2.5254,5.7908
725,0.75,3.6295,2.2113,5.8407
726,0.75,3.8078,2.6807,6.4885
727,0.75,4.1456,2.9303,7.076
728,0.75,4.5172,3.4045,7.9217
729,0.75,2.8553,2.1059,4.9613
730,0.75,4.7722,2.9011,7.6733
731,0.75,4.1367,2.4052,6.5419
732,0.75,4.2603,2.4341,6.6944
733,0.75,3.8534,2.6468,6.5002
734,0.75,3.4605,2.3653,5.8258
735,0.75,4.1172,2.6041,6.7213
736,0.75,3.4577,2.4584,5.9161
737,0.75,3.2938,1.9856,5.2794
738,0.75,3.4646,2.3858,5.8503
739,0.75,3.2381,2.033,5.2711
740,0.75,3.5484,1.9222,5.4706
741,0.75,3.7189,2.1637,5.8826
742,0.75,3.4969,2.2708,5.7677
743,0.75,5.6184,3.5947,9.2131
744,0.75,3.4381,2.2012,5.6392
745,0.75,4.3643,2.337,6.7013
746,0.75,3.7461,2.731,6.4771
747,0.75,4.5143,2.945,7.4594
748,0.75,4.8606,3.2339,8.0945
749,0.75,2.9419,2.1814,5.1233
750,0.75,3.9588,2.4009,6.3597
751,0.75,4.0681,3.1089,7.1769
752,0.75,4.8099,3.0781,7.888
753,0.75,4.0122,2.0123,6.0245
754,0.75,3.0968,2.5379,5.6347
755,0.75,2.5669,1.7528,4.3197
756,0.75,3.7476,2.222,5.9696
757,0.75,3.6005,2.3417,5.9422
758,0.75,4.6547,2.0694,6.7241
759,0.75,3.9348,2.3665,6.3013
760,0.75,4.0116,3.2517,7.2632
761,0.75,3.4595,2.0223,5.4819
762,0.75,3.8791,2.4963,6.3754
763,0.75,3.4631,1.909,5.3722
764,0.75,2.917,1.806,4.723
765,0.75,4.3168,2.8264,7.1431
766,0.75,2.8668,1.6862,4.553
767,0.75,3.3294,1.9534,5.2828
768,0.75,3.8466,1.8825,5.7291
769,0.75,3.831,1.9105,5.7416
770,0.75,3.8109,2.2033,6.0142
771,0.75,3.4295,1.8654,5.295
772,0.75,3.5793,2.4054,5.9847
773,0.75,4.0204,2.77,6.7904
774,0.75,3.6396,2.2324,5.8719
775,0.75,3.6645,2.0466,5.711
776,0.75,2.6042,1.8638,4.468
777,0.75,4.1266,2.683,6.8097
778,0.75,4.0111,2.2437,6.2548
779,0.75,3.7658,2.3612,6.127
780,0.75,3.6457,2.664,6.3097
781,0.75,2.928,1.9081,4.8361
782,0.75,3.7184,2.1665,5.8849
783,0.75,3.5732,3.1771,6.7503
784,0.75,3.3471,2.4885,5.8356
785,0.75,3.4633,2.591,6.0544
786,0.75,2.8764,1.9498,4.8262
787,0.75,2.9035,2.1395,5.0431
788,0.75,3.1984,2.0449,5.2432
789,0.75,3.6647,2.7368,6.4015
790,0.75,3.5716,2.3128,5.8844
791,0.75,4.4017,3.2129,7.6146
792,0.75,3.203,2.2479,5.451
793,0.75,5.1362,3.246,8.3823
794,0.75,2.9626,1.937,4.8996
795,0.75,5.8466,3.1391,8.9857
796,0.75,3.3779,2.3453,5.7232
797,0.75,4.3583,2.8634,7.2217
798,0.75,3.195,2.6227,5.8177
799,0.75,4.5614,3.9862,8.5475
800,0.75,4.3659,3.0019,7.3678
801,0.75,3.3401,1.6449,4.985
802,0.75,4.6098,2.9256,7.5353
803,0.75,3.3847,1.987,5.3717
804,0.75,3.4873,1.9158,5.4031
805,0.75,3.4159,2.2238,5.6397
806,0.75,3.999,2.7592,6.7581
807,0.75,2.9331,1.9906,4.9237
808,0.75,3.0929,1.8176,4.9105
809,0.75,3.7014,2.4587,6.1601
810,0.75,4.0783,2.4112,6.4895
811,0.75,5.0982,3.4188,8.517
812,0.75,2.9116,2.1993,5.1109
813,0.75,3.6182,2.5538,6.1721
814,0.75,3.3388,2.1626,5.5014
815,0.75,2.6136,2.2566,4.8703
816,0.75,4.2387,2.2513,6.49
817,0.75,4.1843,2.9912,7.1755
818,0.75,3.7427,2.505,6.2477
819,0.75,3.5227,2.2489,5.7716
820,0.75,3.2211,2.5242,5.7454
821,0.75,3.4121,2.4798,5.8919
822,0.75,4.6556,3.608,8.2636
823,0.75,4.8932,3.0349,7.9281
824,0.75,4.0308,2.0849,6.1157
825,0.75,3.1153,2.1139,5.2292
826,0.75,3.9138,2.2698,6.1836
827,0.75,3.1631,1.8216,4.9847
828,0.75,2.7048,1.8959,4.6007
829,0.75,3.7903,2.3184,6.1088
830,0.75,3.9197,2.8076,6.7273
831,0.75,4.5343,2.7757,7.31
832,0.75,2.8861,2.1957,5.0819
833,0.75,2.3796,2.0734,4.453
834,0.75,3.8435,2.5392,6.3826
835,0.75,2.9567,2.0313,4.988
836,0.75,3.6176,2.916,6.5336
837,0.75,3.6112,2.4465,6.0577
838,0.75,3.7869,2.3028,6.0897
839,0.75,5.1127,4.1619,9.2746
840,0.75,2.9597,2.0658,5.0255
841,0.75,5.191,3.2179,8.4089
842,0.75,5.6321,3.3281,8.9602
843,0.75,3.8076,2.7187,6.5262
844,0.75,4.1094,2.6791,6.7886
845,0.75,5.1135,3.6203,8.7338
846,0.75,2.5929,1.6987,4.2916
847,0.75,4.7052,2.7032,7.4084
848,0.75,3.4761,2.2256,5.7017
849,0.75,3.8119,2.365,6.1769
850,0.75,3.9602,1.9498,5.91
851,0.75,4.245,2.8268,7.0718
852,0.75,3.5116,2.0355,5.5471
853,0.75,2.7985,1.8813,4.6798
854,0.75,4.8239,2.8908,7.7147
855,0.75,2.8895,2.6154,5.5049
856,0.75,3.4283,1.7471,5.1754
857,0.75,3.7538,2.1835,5.9373
858,0.75,4.9917,3.1295,8.1212
859,0.75,4.0044,2.7781,6.7825
860,0.75,3.7786,2.5668,6.3454
861,0.75,3.6555,2.4979,6.1534
862,0.75,4.2475,2.6045,6.852
863,0.75,4.6601,3.5818,8.2418
