Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,Gc_YSZ_GDC_800C,Gc_GDC_LSCF_800C,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime,HT_scaling_factor,sigma_HT_assumed_equal_RT
4888,2.6541,1.6334,2.6541,1.6334,198.62,166.52,104.27,10.712,12.76,16.402,548.4,223.08,332.57,0.0,0.0,0.0,800C,0.72,True
4889,3.6325,0.9827,3.6325,0.9827,178.28,181.69,85.87,10.491,13.513,16.38,531.1,286.1,276.7,0.0,0.0,0.0,800C,0.72,True
4890,3.0353,1.6338,3.0353,1.6338,181.95,205.29,95.51,10.828,12.691,15.895,550.0,186.42,361.73,0.0,0.0,0.0,800C,0.72,True
4891,2.2293,1.2743,2.2293,1.2743,201.15,158.94,106.37,11.075,13.471,17.464,546.3,263.38,346.69,0.0,0.0,0.0,800C,0.72,True
4892,2.8782,1.7825,2.8782,1.7825,175.1,167.68,101.27,10.443,12.758,16.656,547.3,221.75,357.72,0.0,0.0,0.0,800C,0.72,True
4893,2.3437,2.0693,2.3437,2.0693,176.69,167.17,89.75,10.92,12.61,17.648,542.6,162.03,456.97,0.0,0.0,0.0,800C,0.72,True
4894,1.3672,1.0659,1.3672,1.0659,181.38,163.75,85.44,11.1,12.27,16.535,541.4,114.98,378.05,0.0,0.0,0.0,800C,0.72,True
4895,2.1461,1.7199,2.1461,1.7199,199.52,162.5,99.83,11.129,12.767,16.49,555.7,181.63,336.21,0.0,0.0,0.0,800C,0.72,True
4896,3.9738,1.6712,3.9738,1.6712,212.66,164.24,98.24,10.807,13.951,16.969,554.6,370.88,274.92,0.0,0.0,0.0,800C,0.72,True
4897,2.4298,0.9625,2.4298,0.9625,212.68,162.75,89.95,10.524,13.406,16.574,543.5,333.2,280.16,0.0,0.0,0.0,800C,0.72,True
4898,2.5529,1.3559,2.5529,1.3559,184.79,160.33,90.41,11.078,13.147,16.898,539.8,206.39,324.67,0.0,0.0,0.0,800C,0.72,True
4899,1.9881,1.7643,1.9881,1.7643,194.09,160.41,91.08,10.743,12.833,16.294,546.5,221.67,303.44,0.0,0.0,0.0,800C,0.72,True
4900,2.8365,1.4854,2.8365,1.4854,184.41,157.01,105.65,11.035,12.898,16.155,563.0,193.36,287.95,0.0,0.0,0.0,800C,0.72,True
4901,3.1661,2.0923,3.1661,2.0923,198.27,159.66,106.28,11.123,13.262,17.396,557.2,236.28,367.79,0.0,0.0,0.0,800C,0.72,True
4902,3.0736,1.9689,3.0736,1.9689,188.93,161.81,81.28,11.589,12.023,16.057,553.5,45.38,361.25,0.0,0.0,0.0,800C,0.72,True
4903,2.5293,1.7752,2.5293,1.7752,187.68,161.2,111.65,10.382,12.696,17.034,554.9,240.99,388.03,0.0,0.0,0.0,800C,0.72,True
4904,1.6267,1.8384,1.6267,1.8384,160.94,156.97,99.45,11.49,12.94,16.291,544.6,127.07,286.5,0.0,0.0,0.0,800C,0.72,True
4905,3.4139,1.8934,3.4139,1.8934,162.7,152.66,104.03,10.913,13.22,17.435,550.7,206.65,354.37,0.0,0.0,0.0,800C,0.72,True
4906,3.0185,1.7923,3.0185,1.7923,194.43,144.33,117.41,11.388,13.102,15.717,543.9,181.27,205.24,0.0,0.0,0.0,800C,0.72,True
4907,2.3924,3.1405,2.3924,3.1405,181.72,169.89,97.44,10.922,13.511,17.262,547.9,257.85,349.09,0.0,0.0,0.0,800C,0.72,True
4908,2.1207,2.1719,2.1207,2.1719,192.64,169.56,90.59,10.595,12.843,17.345,560.1,242.5,427.5,0.0,0.0,0.0,800C,0.72,True
4909,3.7492,2.2501,3.7492,2.2501,175.96,160.83,99.3,10.656,12.488,17.56,551.5,177.86,449.86,0.0,0.0,0.0,800C,0.72,True
4910,3.2714,1.8872,3.2714,1.8872,193.2,149.01,100.07,11.326,12.957,17.94,544.8,171.71,404.5,0.0,0.0,0.0,800C,0.72,True
4911,4.3938,1.6144,4.3938,1.6144,209.76,172.07,79.33,11.52,13.201,16.673,560.9,197.77,335.15,0.0,0.0,0.0,800C,0.72,True
4912,2.6897,1.65,2.6897,1.65,180.07,158.96,119.76,10.702,13.365,16.054,536.8,257.42,229.45,0.0,0.0,0.0,800C,0.72,True
4913,2.3572,1.3566,2.3572,1.3566,178.24,187.49,87.23,11.334,13.494,16.604,551.4,212.22,321.51,0.0,0.0,0.0,800C,0.72,True
4914,2.8933,2.031,2.8933,2.031,162.81,160.78,113.9,11.001,13.97,17.677,546.9,264.37,326.02,0.0,0.0,0.0,800C,0.72,True
4915,3.2735,1.6839,3.2735,1.6839,201.04,164.5,97.81,11.41,13.281,16.622,565.3,212.65,310.68,0.0,0.0,0.0,800C,0.72,True
4916,4.1073,1.4432,4.1073,1.4432,178.02,177.55,97.44,11.084,13.522,16.171,554.3,240.64,260.69,0.0,0.0,0.0,800C,0.72,True
4917,3.1396,2.5926,3.1396,2.5926,174.78,174.15,96.66,11.235,12.923,16.911,553.9,163.45,384.63,0.0,0.0,0.0,800C,0.72,True
4918,2.2537,0.998,2.2537,0.998,171.61,184.78,99.95,10.978,13.084,16.22,545.4,197.08,316.11,0.0,0.0,0.0,800C,0.72,True
4919,5.1523,1.9593,5.1523,1.9593,193.56,177.72,97.6,10.814,13.039,16.901,550.7,237.27,378.0,0.0,0.0,0.0,800C,0.72,True
4920,2.9387,1.2928,2.9387,1.2928,182.03,169.53,94.19,11.128,13.214,16.957,560.9,213.02,355.98,0.0,0.0,0.0,800C,0.72,True
4921,2.4508,2.8388,2.4508,2.8388,192.3,163.37,94.84,10.898,12.897,17.102,539.2,207.18,370.46,0.0,0.0,0.0,800C,0.72,True
4922,2.4544,1.3098,2.4544,1.3098,184.51,159.03,95.51,10.859,13.31,16.38,543.7,245.88,265.45,0.0,0.0,0.0,800C,0.72,True
4923,1.9314,1.3574,1.9314,1.3574,195.32,174.86,96.84,11.256,13.278,17.844,551.4,217.81,440.25,0.0,0.0,0.0,800C,0.72,True
4924,2.4664,2.9164,2.4664,2.9164,212.72,156.53,94.1,11.497,13.703,17.786,552.2,259.09,352.92,0.0,0.0,0.0,800C,0.72,True
4925,2.7212,1.6893,2.7212,1.6893,164.27,152.21,98.99,10.647,12.871,17.13,550.1,200.97,356.56,0.0,0.0,0.0,800C,0.72,True
4926,2.4214,1.4416,2.4214,1.4416,166.15,171.06,108.35,11.349,12.729,17.41,563.6,129.2,451.31,0.0,0.0,0.0,800C,0.72,True
4927,2.9798,1.6914,2.9798,1.6914,184.92,180.25,113.02,11.451,13.493,16.467,547.7,206.84,293.54,0.0,0.0,0.0,800C,0.72,True
4928,3.153,1.0417,3.153,1.0417,183.24,166.05,82.5,11.069,13.39,17.645,558.5,237.54,394.55,0.0,0.0,0.0,800C,0.72,True
4929,2.4564,2.2413,2.4564,2.2413,179.68,178.39,103.17,11.473,12.93,16.318,537.5,140.73,324.93,0.0,0.0,0.0,800C,0.72,True
4930,2.2722,1.8688,2.2722,1.8688,193.61,177.17,97.87,10.914,13.445,17.359,563.6,276.22,390.86,0.0,0.0,0.0,800C,0.72,True
4931,2.766,1.5301,2.766,1.5301,180.01,165.54,107.83,10.915,12.668,16.939,547.7,172.76,387.27,0.0,0.0,0.0,800C,0.72,True
4932,1.735,0.9895,1.735,0.9895,193.88,149.48,84.98,10.979,13.17,17.08,548.9,233.2,320.81,0.0,0.0,0.0,800C,0.72,True
4933,2.002,1.2674,2.002,1.2674,172.48,153.39,100.14,10.648,12.84,16.691,544.0,205.65,321.39,0.0,0.0,0.0,800C,0.72,True
4934,2.0159,1.5701,2.0159,1.5701,194.95,156.76,81.46,11.265,13.37,16.149,547.5,224.61,238.61,0.0,0.0,0.0,800C,0.72,True
4935,3.0455,1.483,3.0455,1.483,193.24,168.9,116.44,11.201,13.2,16.625,558.1,215.64,322.85,0.0,0.0,0.0,800C,0.72,True
4936,2.9048,1.5984,2.9048,1.5984,188.21,177.24,96.66,11.293,13.265,16.216,546.3,202.76,285.74,0.0,0.0,0.0,800C,0.72,True
4937,3.5031,2.1297,3.5031,2.1297,196.38,170.28,83.97,11.294,13.007,17.738,540.8,181.93,435.56,0.0,0.0,0.0,800C,0.72,True
4938,2.7061,1.5488,2.7061,1.5488,178.17,160.11,87.97,11.077,12.642,17.426,549.3,153.19,420.8,0.0,0.0,0.0,800C,0.72,True
4939,2.2441,1.5916,2.2441,1.5916,178.92,166.83,80.36,10.539,13.367,16.123,540.0,273.21,248.27,0.0,0.0,0.0,800C,0.72,True
4940,2.1929,2.1935,2.1929,2.1935,187.72,169.61,90.62,11.126,13.916,16.32,554.5,290.4,226.08,0.0,0.0,0.0,800C,0.72,True
4941,3.442,2.6726,3.442,2.6726,171.58,164.03,107.64,10.683,13.007,16.827,532.9,212.52,333.96,0.0,0.0,0.0,800C,0.72,True
4942,3.1662,2.0536,3.1662,2.0536,193.75,158.63,95.01,10.881,13.369,16.726,541.5,261.03,288.41,0.0,0.0,0.0,800C,0.72,True
4943,1.9165,1.2507,1.9165,1.2507,175.28,170.08,88.7,10.642,13.228,16.306,548.8,248.84,287.24,0.0,0.0,0.0,800C,0.72,True
4944,2.5553,1.3034,2.5553,1.3034,174.97,151.28,86.81,11.354,13.423,18.246,544.0,196.96,396.99,0.0,0.0,0.0,800C,0.72,True
4945,2.5647,1.2879,2.5647,1.2879,209.06,181.03,87.66,10.994,13.054,16.854,566.2,243.76,389.5,0.0,0.0,0.0,800C,0.72,True
4946,3.1512,1.6499,3.1512,1.6499,190.67,160.04,90.95,10.686,12.438,16.425,547.7,182.97,349.49,0.0,0.0,0.0,800C,0.72,True
4947,2.6154,1.4588,2.6154,1.4588,195.18,170.12,88.54,11.145,12.887,16.228,546.0,185.6,310.36,0.0,0.0,0.0,800C,0.72,True
4948,3.0599,0.8506,3.0599,0.8506,174.17,160.04,91.01,10.653,13.291,17.418,549.2,252.33,362.72,0.0,0.0,0.0,800C,0.72,True
4949,2.9438,1.9531,2.9438,1.9531,192.35,164.5,105.29,10.274,12.911,16.687,539.7,273.84,335.26,0.0,0.0,0.0,800C,0.72,True
4950,2.885,1.7791,2.885,1.7791,196.36,161.07,103.66,11.35,13.22,17.369,544.3,199.92,363.71,0.0,0.0,0.0,800C,0.72,True
4951,2.4853,1.4478,2.4853,1.4478,184.48,159.0,97.58,11.374,13.31,16.054,537.5,191.96,234.51,0.0,0.0,0.0,800C,0.72,True
4952,2.4544,1.7923,2.4544,1.7923,203.9,160.49,79.97,10.971,12.344,16.475,550.9,154.33,365.24,0.0,0.0,0.0,800C,0.72,True
4953,3.0456,1.1047,3.0456,1.1047,192.61,159.28,97.32,10.946,13.588,17.377,547.7,278.68,330.54,0.0,0.0,0.0,800C,0.72,True
4954,2.9526,2.6139,2.9526,2.6139,199.89,155.47,103.66,10.509,12.98,17.401,549.6,271.45,377.74,0.0,0.0,0.0,800C,0.72,True
4955,1.9809,2.3414,1.9809,2.3414,190.91,160.13,107.33,10.539,12.742,16.983,577.5,242.87,392.21,0.0,0.0,0.0,800C,0.72,True
4956,3.7248,1.5969,3.7248,1.5969,197.14,177.66,101.51,11.281,13.326,17.004,557.6,224.83,364.35,0.0,0.0,0.0,800C,0.72,True
4957,1.8082,2.6349,1.8082,2.6349,214.11,164.1,102.17,11.23,12.878,17.284,560.5,197.76,405.22,0.0,0.0,0.0,800C,0.72,True
4958,4.4349,2.2169,4.4349,2.2169,205.08,181.1,93.98,11.225,13.308,17.639,565.7,241.65,443.66,0.0,0.0,0.0,800C,0.72,True
4959,3.2172,1.9529,3.2172,1.9529,183.91,174.06,83.23,10.874,12.913,17.246,558.3,209.31,421.03,0.0,0.0,0.0,800C,0.72,True
4960,3.2897,1.2667,3.2897,1.2667,194.62,172.75,87.11,11.232,13.559,16.763,538.3,243.82,297.91,0.0,0.0,0.0,800C,0.72,True
4961,3.1891,1.5,3.1891,1.5,197.91,144.04,95.43,11.39,13.162,17.442,540.6,189.65,333.24,0.0,0.0,0.0,800C,0.72,True
4962,3.0099,1.9092,3.0099,1.9092,185.0,175.21,86.77,11.422,13.204,16.338,546.1,180.05,299.84,0.0,0.0,0.0,800C,0.72,True
4963,1.5463,1.5663,1.5463,1.5663,190.28,167.62,94.96,10.888,12.806,17.14,557.9,203.54,405.3,0.0,0.0,0.0,800C,0.72,True
4964,2.176,2.186,2.176,2.186,184.55,158.25,86.29,10.752,13.298,16.801,539.5,253.48,299.09,0.0,0.0,0.0,800C,0.72,True
4965,2.0659,1.4318,2.0659,1.4318,182.96,174.51,100.9,11.194,12.291,15.954,549.0,110.2,350.93,0.0,0.0,0.0,800C,0.72,True
4966,2.7434,1.4883,2.7434,1.4883,183.83,159.15,92.18,10.973,13.182,16.615,563.6,228.91,307.91,0.0,0.0,0.0,800C,0.72,True
4967,2.5364,2.4279,2.5364,2.4279,164.57,163.43,116.25,11.428,13.459,16.403,548.6,183.35,263.96,0.0,0.0,0.0,800C,0.72,True
4968,2.2075,2.2422,2.2075,2.2422,175.09,169.03,81.59,11.025,12.801,15.52,571.3,177.72,262.57,0.0,0.0,0.0,800C,0.72,True
4969,3.6567,2.3531,3.6567,2.3531,188.48,152.6,89.21,11.436,13.736,17.936,560.1,242.87,358.96,0.0,0.0,0.0,800C,0.72,True
4970,2.4767,1.6888,2.4767,1.6888,201.34,166.97,87.78,10.928,12.927,16.345,550.1,221.4,314.0,0.0,0.0,0.0,800C,0.72,True
4971,3.344,2.021,3.344,2.021,182.21,159.54,108.66,11.23,13.396,16.448,562.2,221.94,273.74,0.0,0.0,0.0,800C,0.72,True
4972,2.6374,1.5594,2.6374,1.5594,189.75,179.91,88.1,11.072,13.37,15.689,541.6,236.16,225.98,0.0,0.0,0.0,800C,0.72,True
4973,2.5739,1.5008,2.5739,1.5008,207.45,158.31,98.56,10.608,13.724,15.967,542.5,350.63,192.66,0.0,0.0,0.0,800C,0.72,True
4974,2.7808,1.8396,2.7808,1.8396,186.73,152.57,80.06,11.321,13.381,17.498,543.6,209.13,341.49,0.0,0.0,0.0,800C,0.72,True
4975,2.4624,1.2156,2.4624,1.2156,154.12,167.99,87.95,10.971,13.091,16.882,573.3,187.31,365.03,0.0,0.0,0.0,800C,0.72,True
4976,1.715,2.1125,1.715,2.1125,171.03,174.02,93.09,10.979,12.894,16.082,554.4,181.56,307.59,0.0,0.0,0.0,800C,0.72,True
4977,2.9368,1.7524,2.9368,1.7524,189.4,145.24,76.08,11.237,13.037,16.791,538.9,183.78,293.81,0.0,0.0,0.0,800C,0.72,True
4978,3.4824,2.6725,3.4824,2.6725,166.43,190.85,104.97,10.846,12.957,16.672,563.0,197.78,399.22,0.0,0.0,0.0,800C,0.72,True
4979,2.5938,1.2967,2.5938,1.2967,173.67,152.72,92.29,11.262,13.261,16.436,534.1,185.38,259.03,0.0,0.0,0.0,800C,0.72,True
4980,1.4309,2.0905,1.4309,2.0905,187.87,160.55,92.99,10.697,13.169,15.843,565.1,262.46,242.57,0.0,0.0,0.0,800C,0.72,True
4981,2.6517,2.5704,2.6517,2.5704,209.25,178.75,91.2,11.089,12.845,17.073,548.5,201.52,414.58,0.0,0.0,0.0,800C,0.72,True
4982,1.5546,2.6827,1.5546,2.6827,193.0,166.57,85.67,10.824,13.312,16.186,552.4,265.27,264.43,0.0,0.0,0.0,800C,0.72,True
4983,1.9696,1.3556,1.9696,1.3556,180.57,178.8,96.08,11.341,13.713,15.806,543.0,232.49,203.26,0.0,0.0,0.0,800C,0.72,True
4984,2.1333,2.4247,2.1333,2.4247,179.49,172.97,102.97,11.261,12.953,16.154,544.7,165.34,301.64,0.0,0.0,0.0,800C,0.72,True
4985,3.221,2.0917,3.221,2.0917,174.15,157.09,92.89,10.828,12.344,16.304,552.9,145.94,343.95,0.0,0.0,0.0,800C,0.72,True
4986,2.828,1.0463,2.828,1.0463,183.42,167.13,107.89,11.064,12.844,17.024,562.3,183.63,392.8,0.0,0.0,0.0,800C,0.72,True
4987,1.5899,2.4392,1.5899,2.4392,177.82,160.61,82.14,10.782,13.893,16.903,547.6,302.88,264.75,0.0,0.0,0.0,800C,0.72,True
4988,4.3209,1.4641,4.3209,1.4641,199.4,152.29,107.26,10.694,13.642,16.568,541.4,318.29,241.27,0.0,0.0,0.0,800C,0.72,True
4989,2.5029,1.4579,2.5029,1.4579,169.86,161.45,104.93,10.578,12.926,17.864,556.8,222.02,443.82,0.0,0.0,0.0,800C,0.72,True
4990,2.5716,1.7081,2.5716,1.7081,193.0,174.4,89.6,11.103,13.493,17.819,537.2,247.86,405.27,0.0,0.0,0.0,800C,0.72,True
4991,2.7189,2.0958,2.7189,2.0958,185.8,169.08,90.8,10.702,13.392,15.634,548.3,273.98,207.91,0.0,0.0,0.0,800C,0.72,True
4992,3.1598,1.0951,3.1598,1.0951,206.66,170.61,84.76,11.199,13.242,16.028,547.0,230.98,259.98,0.0,0.0,0.0,800C,0.72,True
4993,2.7686,1.408,2.7686,1.408,194.13,166.82,93.44,10.891,13.405,16.978,552.9,269.82,329.57,0.0,0.0,0.0,800C,0.72,True
4994,2.3572,1.3243,2.3572,1.3243,186.43,177.44,93.83,11.25,14.079,17.461,539.1,284.37,323.53,0.0,0.0,0.0,800C,0.72,True
4995,3.7093,2.1405,3.7093,2.1405,198.83,153.48,94.5,10.921,13.188,16.852,542.5,244.49,305.12,0.0,0.0,0.0,800C,0.72,True
4996,2.455,1.8757,2.455,1.8757,192.86,178.5,110.24,11.072,13.405,17.003,555.3,249.79,356.61,0.0,0.0,0.0,800C,0.72,True
4997,2.2548,3.5055,2.2548,3.5055,193.45,158.03,96.27,10.919,13.952,16.933,544.3,319.36,256.42,0.0,0.0,0.0,800C,0.72,True
4998,3.1669,1.361,3.1669,1.361,186.61,152.82,103.83,11.283,12.905,18.28,556.8,168.45,457.33,0.0,0.0,0.0,800C,0.72,True
4999,3.1448,2.4382,3.1448,2.4382,218.71,170.18,108.95,11.435,13.105,16.613,554.9,202.71,331.18,0.0,0.0,0.0,800C,0.72,True
5000,2.5252,1.7949,2.5252,1.7949,193.7,173.31,98.11,11.278,13.264,16.757,542.6,208.66,328.57,0.0,0.0,0.0,800C,0.72,True
5001,4.1626,1.7073,4.1626,1.7073,199.73,170.19,105.66,10.7,12.744,16.778,563.8,230.11,387.17,0.0,0.0,0.0,800C,0.72,True
5002,2.6452,2.0698,2.6452,2.0698,183.22,167.94,103.62,10.639,13.44,17.679,547.5,280.99,389.78,0.0,0.0,0.0,800C,0.72,True
5003,2.6531,1.245,2.6531,1.245,183.85,184.61,99.13,10.711,12.779,17.798,557.2,211.87,516.28,0.0,0.0,0.0,800C,0.72,True
5004,1.9694,2.0114,1.9694,2.0114,177.65,161.46,93.19,11.9,12.801,16.061,545.1,87.22,286.94,0.0,0.0,0.0,800C,0.72,True
5005,2.5182,1.8283,2.5182,1.8283,180.49,179.21,86.87,11.109,13.33,16.446,555.9,222.88,310.43,0.0,0.0,0.0,800C,0.72,True
5006,1.5328,1.3612,1.5328,1.3612,194.65,178.57,117.3,10.995,12.92,16.559,558.1,209.19,362.61,0.0,0.0,0.0,800C,0.72,True
5007,1.9644,1.3678,1.9644,1.3678,181.27,171.17,100.21,10.509,12.943,16.802,544.3,240.15,359.58,0.0,0.0,0.0,800C,0.72,True
5008,2.4353,1.4518,2.4353,1.4518,196.33,166.5,110.68,10.832,12.511,16.347,526.9,173.72,336.54,0.0,0.0,0.0,800C,0.72,True
5009,2.2375,1.7142,2.2375,1.7142,184.49,185.09,108.11,10.722,12.675,16.366,553.5,199.38,378.18,0.0,0.0,0.0,800C,0.72,True
5010,2.1591,2.2543,2.1591,2.2543,205.23,155.69,99.95,11.115,13.426,16.848,546.9,259.4,291.44,0.0,0.0,0.0,800C,0.72,True
5011,1.9078,1.1864,1.9078,1.1864,200.32,163.07,91.64,10.814,13.227,17.877,520.7,251.79,394.8,0.0,0.0,0.0,800C,0.72,True
5012,2.3245,1.5753,2.3245,1.5753,176.8,176.08,98.85,10.79,12.818,16.817,564.0,202.2,397.17,0.0,0.0,0.0,800C,0.72,True
5013,2.0943,1.6018,2.0943,1.6018,175.73,175.33,91.42,10.586,13.106,17.708,539.4,238.83,435.24,0.0,0.0,0.0,800C,0.72,True
5014,2.3004,2.1367,2.3004,2.1367,178.5,176.88,93.7,10.943,12.72,17.452,559.1,177.35,468.04,0.0,0.0,0.0,800C,0.72,True
5015,2.5129,1.8481,2.5129,1.8481,183.45,163.12,93.87,11.098,12.678,16.67,547.3,158.57,356.42,0.0,0.0,0.0,800C,0.72,True
5016,2.1987,1.93,2.1987,1.93,188.86,161.46,88.64,10.82,13.3,16.44,551.2,258.26,279.42,0.0,0.0,0.0,800C,0.72,True
5017,2.4198,3.4768,2.4198,3.4768,186.01,178.94,110.88,10.919,13.138,16.513,570.3,235.37,344.42,0.0,0.0,0.0,800C,0.72,True
5018,3.4237,1.2733,3.4237,1.2733,190.68,170.38,99.88,10.768,13.613,16.421,541.0,293.43,258.86,0.0,0.0,0.0,800C,0.72,True
5019,1.804,1.7673,1.804,1.7673,199.43,167.32,99.48,10.84,13.761,15.837,553.1,322.23,192.05,0.0,0.0,0.0,800C,0.72,True
5020,3.1094,1.4093,3.1094,1.4093,165.55,166.0,97.4,11.293,13.362,15.676,549.6,188.25,211.15,0.0,0.0,0.0,800C,0.72,True
5021,2.7001,1.0079,2.7001,1.0079,199.44,171.8,98.38,11.262,14.012,16.749,561.1,307.71,263.91,0.0,0.0,0.0,800C,0.72,True
5022,2.7939,1.8041,2.7939,1.8041,174.12,174.95,78.82,11.536,13.583,17.098,551.2,196.49,338.9,0.0,0.0,0.0,800C,0.72,True
5023,2.7121,1.785,2.7121,1.785,199.35,159.5,113.26,11.271,13.685,15.989,552.5,265.85,203.02,0.0,0.0,0.0,800C,0.72,True
5024,4.8429,2.4061,4.8429,2.4061,183.81,165.75,86.54,10.615,13.627,16.863,536.4,296.99,287.68,0.0,0.0,0.0,800C,0.72,True
5025,2.4354,2.1545,2.4354,2.1545,201.46,173.21,102.75,11.264,13.483,16.881,534.1,238.82,314.38,0.0,0.0,0.0,800C,0.72,True
5026,2.3288,2.2068,2.3288,2.2068,191.75,167.14,98.18,10.732,14.207,17.07,543.6,362.13,260.12,0.0,0.0,0.0,800C,0.72,True
5027,3.2954,1.4541,3.2954,1.4541,187.99,155.25,102.11,11.139,12.806,15.657,546.4,171.24,241.76,0.0,0.0,0.0,800C,0.72,True
5028,1.656,2.0533,1.656,2.0533,175.31,164.0,99.72,11.058,13.308,15.914,553.8,218.46,236.62,0.0,0.0,0.0,800C,0.72,True
5029,2.7257,1.2631,2.7257,1.2631,186.47,162.54,103.35,10.693,13.095,16.356,551.0,246.8,292.01,0.0,0.0,0.0,800C,0.72,True
5030,3.5038,2.7014,3.5038,2.7014,175.39,159.97,84.57,10.997,13.638,17.556,535.8,248.26,335.76,0.0,0.0,0.0,800C,0.72,True
5031,2.7077,1.4888,2.7077,1.4888,208.53,160.59,99.74,10.888,12.366,16.353,531.8,163.96,340.49,0.0,0.0,0.0,800C,0.72,True
5032,2.1533,2.926,2.1533,2.926,199.55,173.11,74.19,11.512,13.494,15.554,551.8,218.29,196.69,0.0,0.0,0.0,800C,0.72,True
5033,2.1655,1.7777,2.1655,1.7777,209.85,170.6,101.02,10.859,12.801,16.961,557.4,227.15,395.62,0.0,0.0,0.0,800C,0.72,True
5034,2.9011,2.3484,2.9011,2.3484,203.74,163.39,99.87,10.639,14.339,17.255,554.5,417.99,264.21,0.0,0.0,0.0,800C,0.72,True
5035,3.1362,1.1211,3.1362,1.1211,182.26,178.99,89.11,10.806,13.179,15.905,538.6,232.92,262.86,0.0,0.0,0.0,800C,0.72,True
5036,3.8191,1.2952,3.8191,1.2952,184.62,175.96,99.49,10.689,12.624,16.402,555.1,198.25,369.04,0.0,0.0,0.0,800C,0.72,True
5037,2.9934,1.3591,2.9934,1.3591,203.58,176.0,90.23,11.353,12.489,17.16,548.3,126.78,450.86,0.0,0.0,0.0,800C,0.72,True
5038,2.515,1.1438,2.515,1.1438,178.29,169.71,104.63,10.914,13.152,17.684,549.9,219.36,422.97,0.0,0.0,0.0,800C,0.72,True
5039,2.7048,1.1749,2.7048,1.1749,174.36,175.14,99.16,10.828,13.816,17.102,547.5,285.27,315.14,0.0,0.0,0.0,800C,0.72,True
5040,1.7932,1.3789,1.7932,1.3789,191.09,165.23,103.21,11.307,13.152,17.576,543.5,191.65,397.23,0.0,0.0,0.0,800C,0.72,True
5041,1.571,1.9617,1.571,1.9617,163.89,190.32,91.5,11.386,12.835,16.92,551.3,130.88,428.57,0.0,0.0,0.0,800C,0.72,True
5042,3.029,1.6202,3.029,1.6202,197.7,179.66,97.73,10.842,13.48,16.9,539.8,281.51,331.64,0.0,0.0,0.0,800C,0.72,True
5043,2.851,3.0846,2.851,3.0846,188.28,164.1,84.79,11.204,13.286,16.902,536.8,210.46,318.55,0.0,0.0,0.0,800C,0.72,True
5044,4.0612,1.7463,4.0612,1.7463,178.94,178.05,85.65,11.021,12.754,16.012,550.5,170.65,319.27,0.0,0.0,0.0,800C,0.72,True
5045,2.0993,1.7921,2.0993,1.7921,185.33,179.08,92.62,10.529,12.77,17.158,558.1,231.83,438.51,0.0,0.0,0.0,800C,0.72,True
5046,2.4263,1.5585,2.4263,1.5585,191.26,158.76,98.79,11.02,13.719,16.509,556.3,287.13,246.47,0.0,0.0,0.0,800C,0.72,True
5047,2.2692,1.6681,2.2692,1.6681,181.61,161.88,92.64,11.097,12.209,16.912,550.2,111.08,418.92,0.0,0.0,0.0,800C,0.72,True
5048,3.4558,1.4411,3.4558,1.4411,192.67,178.22,101.15,11.278,13.043,17.261,539.0,183.31,405.22,0.0,0.0,0.0,800C,0.72,True
5049,2.5489,1.8758,2.5489,1.8758,210.41,173.4,104.4,10.364,13.291,16.684,550.3,338.87,323.77,0.0,0.0,0.0,800C,0.72,True
5050,2.583,1.8877,2.583,1.8877,178.84,160.26,99.29,10.755,12.568,16.918,545.0,176.71,379.99,0.0,0.0,0.0,800C,0.72,True
5051,1.7096,1.5493,1.7096,1.5493,172.47,151.72,98.42,10.791,12.73,16.263,563.4,188.38,301.99,0.0,0.0,0.0,800C,0.72,True
5052,2.9631,1.9055,2.9631,1.9055,191.87,150.57,94.39,10.746,13.092,17.066,554.1,249.4,331.59,0.0,0.0,0.0,800C,0.72,True
5053,2.6878,1.6547,2.6878,1.6547,184.79,170.19,85.64,11.222,13.197,17.018,539.7,196.94,350.98,0.0,0.0,0.0,800C,0.72,True
5054,3.1933,1.4252,3.1933,1.4252,172.67,158.75,104.17,11.199,13.118,15.501,554.9,183.91,209.92,0.0,0.0,0.0,800C,0.72,True
5055,2.9207,1.6158,2.9207,1.6158,166.97,149.84,97.04,10.598,13.264,15.377,550.0,244.77,174.1,0.0,0.0,0.0,800C,0.72,True
5056,2.7972,1.4465,2.7972,1.4465,188.29,175.02,110.42,10.98,13.03,16.798,547.3,211.26,360.97,0.0,0.0,0.0,800C,0.72,True
5057,3.063,1.657,3.063,1.657,198.54,168.68,96.24,10.896,13.107,17.377,534.1,234.51,384.68,0.0,0.0,0.0,800C,0.72,True
5058,1.558,1.5593,1.558,1.5593,193.51,168.07,94.15,11.222,13.381,16.784,543.7,227.2,311.0,0.0,0.0,0.0,800C,0.72,True
5059,3.814,1.9033,3.814,1.9033,192.94,156.82,89.91,11.099,12.862,17.27,567.8,193.09,392.49,0.0,0.0,0.0,800C,0.72,True
