Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime
5929,3.4192,2.7772,204.99,188.31,111.29,10.301,12.418,15.802,556.1,241.37,354.37,0.0,0.0,0.5,RT
5930,4.2419,2.2987,205.53,189.14,114.68,10.013,12.443,15.823,545.6,272.5,348.8,0.0,0.0,0.5,RT
5931,3.8598,2.4553,202.95,197.16,111.93,10.463,11.878,16.441,560.9,161.02,504.65,0.0,0.0,0.5,RT
5932,4.2692,2.0017,225.82,203.22,131.18,10.337,12.221,14.906,537.5,228.63,293.26,0.0,0.0,0.5,RT
5933,4.1694,1.6987,211.37,175.12,139.7,10.337,12.208,14.683,537.2,212.42,232.83,0.0,0.0,0.5,RT
5934,2.8967,2.4653,180.63,191.9,116.76,10.651,13.015,14.738,558.0,238.24,184.6,0.0,0.0,0.5,RT
5935,4.1804,2.835,205.1,200.56,128.73,10.811,12.114,14.98,537.9,143.75,309.2,0.0,0.0,0.5,RT
5936,4.2203,3.5155,215.37,182.24,107.16,10.481,12.788,14.216,544.5,270.61,141.66,0.0,0.0,0.5,RT
5937,2.4819,1.715,184.81,182.84,132.13,10.641,12.071,15.022,551.5,145.73,297.59,0.0,0.0,0.5,RT
5938,3.5586,2.0186,201.34,186.48,106.23,9.774,12.03,15.957,561.7,255.05,411.36,0.0,0.0,0.5,RT
5939,3.1286,1.6134,210.67,189.24,117.33,10.414,12.189,15.46,548.8,205.22,339.66,0.0,0.0,0.5,RT
5940,3.6889,1.8832,203.55,198.93,122.46,10.139,12.536,14.935,545.2,266.0,260.12,0.0,0.0,0.5,RT
5941,5.0941,3.2657,224.56,187.24,123.48,10.671,12.366,15.521,547.1,208.22,323.15,0.0,0.0,0.5,RT
5942,2.6836,2.5951,218.23,180.02,116.15,10.566,12.842,16.357,551.9,274.04,349.31,0.0,0.0,0.5,RT
5943,5.6118,3.8195,213.24,181.1,119.44,10.489,12.262,15.023,553.7,209.4,276.84,0.0,0.0,0.5,RT
5944,3.7431,2.1082,204.15,195.39,127.62,10.503,13.047,15.573,547.6,284.4,270.32,0.0,0.0,0.5,RT
5945,3.7164,2.4776,220.32,189.65,122.15,10.83,12.437,15.677,559.6,198.13,343.95,0.0,0.0,0.5,RT
5946,3.6634,2.424,209.16,185.67,110.64,10.589,12.264,15.245,552.0,193.38,305.52,0.0,0.0,0.5,RT
5947,4.6004,3.1856,210.15,194.45,117.24,10.923,12.003,15.51,539.3,122.35,367.78,0.0,0.0,0.5,RT
5948,4.3536,3.483,206.25,191.73,109.18,10.32,12.514,15.924,543.4,245.86,355.33,0.0,0.0,0.5,RT
5949,5.2294,2.8725,209.12,187.58,126.62,10.588,12.785,16.51,554.5,254.77,387.41,0.0,0.0,0.5,RT
5950,4.4507,2.4199,193.92,184.76,124.24,10.22,12.858,16.232,559.7,286.32,348.94,0.0,0.0,0.5,RT
5951,3.3297,3.4423,200.92,175.89,112.84,10.736,12.159,16.24,536.7,153.41,385.24,0.0,0.0,0.5,RT
5952,3.7944,2.4255,204.37,191.51,120.68,10.146,12.994,15.803,550.6,320.47,296.25,0.0,0.0,0.5,RT
5953,3.6535,2.4832,187.35,169.79,124.26,10.766,12.414,15.748,542.6,167.58,307.13,0.0,0.0,0.5,RT
5954,5.3058,2.4821,211.59,199.3,107.47,11.183,12.148,16.419,537.5,109.75,457.46,0.0,0.0,0.5,RT
5955,4.0909,2.4607,225.32,173.36,109.35,10.547,12.687,15.894,544.3,262.38,302.62,0.0,0.0,0.5,RT
5956,3.3113,1.7676,216.75,181.39,114.78,10.527,12.044,15.152,549.7,180.78,309.86,0.0,0.0,0.5,RT
5957,4.0744,2.2244,205.93,176.19,131.37,11.129,13.157,14.854,555.4,231.96,166.11,0.0,0.0,0.5,RT
5958,3.3877,1.9364,196.54,203.81,123.53,9.918,12.942,16.173,536.2,318.72,353.1,0.0,0.0,0.5,RT
5959,3.963,2.9701,194.85,169.16,126.18,10.227,12.943,14.683,541.8,286.76,159.45,0.0,0.0,0.5,RT
5960,4.9354,2.9796,214.81,171.34,121.87,10.513,13.071,15.254,549.6,301.95,205.64,0.0,0.0,0.5,RT
5961,2.8686,2.5658,223.01,182.21,107.99,10.577,12.469,14.843,555.9,234.63,240.42,0.0,0.0,0.5,RT
5962,4.9475,2.9325,200.02,176.84,131.43,10.629,12.232,15.465,556.2,178.38,317.95,0.0,0.0,0.5,RT
5963,3.3343,2.7462,202.49,196.08,120.09,10.138,13.501,15.492,550.3,374.82,214.83,0.0,0.0,0.5,RT
5964,3.8054,2.5242,200.64,190.29,118.82,10.452,11.872,15.383,538.1,153.27,359.47,0.0,0.0,0.5,RT
5965,2.9773,2.0556,214.69,193.61,115.79,10.581,12.348,15.37,540.8,205.15,316.47,0.0,0.0,0.5,RT
5966,4.0074,2.324,206.14,174.83,116.05,10.254,12.718,15.067,540.3,274.43,221.9,0.0,0.0,0.5,RT
5967,3.4887,2.6013,219.81,189.86,139.86,11.332,12.161,16.263,548.1,99.81,426.89,0.0,0.0,0.5,RT
5968,3.8002,2.8291,200.59,188.31,135.26,10.694,12.289,16.245,564.7,180.67,420.58,0.0,0.0,0.5,RT
5969,3.9764,2.6543,193.6,191.95,137.08,10.905,11.864,15.038,552.5,102.54,336.67,0.0,0.0,0.5,RT
5970,3.5464,3.3802,205.7,188.14,117.89,10.829,13.357,15.879,562.1,292.26,266.71,0.0,0.0,0.5,RT
5971,4.1391,3.2818,218.83,191.22,123.98,10.712,12.358,15.438,535.8,193.06,315.58,0.0,0.0,0.5,RT
5972,3.3695,4.049,211.92,190.66,135.12,10.926,12.12,15.375,525.3,132.97,325.99,0.0,0.0,0.5,RT
5973,3.7277,2.1463,198.71,197.99,116.76,10.379,12.526,14.626,551.7,235.31,229.43,0.0,0.0,0.5,RT
5974,3.3895,2.6196,223.81,191.45,109.92,10.148,12.76,15.319,533.7,311.92,261.55,0.0,0.0,0.5,RT
5975,3.9115,2.3118,201.63,177.46,119.81,10.46,13.412,16.732,557.8,332.06,328.6,0.0,0.0,0.5,RT
5976,4.3583,3.3003,209.59,176.68,118.75,10.289,12.076,14.491,551.8,206.57,235.47,0.0,0.0,0.5,RT
5977,3.3119,2.0218,209.03,167.82,116.25,10.305,11.949,14.763,541.3,186.04,255.61,0.0,0.0,0.5,RT
5978,3.8192,2.8147,211.99,203.81,121.61,10.416,12.621,16.164,553.4,258.75,399.64,0.0,0.0,0.5,RT
5979,4.3439,2.6671,205.37,189.29,123.01,10.499,12.233,15.241,554.9,197.56,315.95,0.0,0.0,0.5,RT
5980,4.5525,2.8171,206.51,184.7,114.22,10.925,12.019,15.541,558.9,126.18,363.55,0.0,0.0,0.5,RT
5981,3.1645,2.2876,197.12,203.83,136.98,10.611,12.8,16.13,555.5,239.74,376.99,0.0,0.0,0.5,RT
5982,4.1501,2.5676,233.84,203.38,119.97,9.511,12.594,14.599,559.0,403.09,227.96,0.0,0.0,0.5,RT
5983,3.2779,2.2581,217.39,191.13,132.57,10.202,12.537,16.329,551.4,279.76,399.63,0.0,0.0,0.5,RT
5984,2.8614,3.5202,213.97,195.66,117.23,10.535,12.275,15.6,548.3,204.14,356.68,0.0,0.0,0.5,RT
5985,4.2082,3.1862,192.67,184.91,142.23,10.149,12.721,15.571,558.2,276.6,294.21,0.0,0.0,0.5,RT
5986,3.98,3.0181,209.37,186.67,134.04,10.358,12.057,15.313,547.6,194.74,332.83,0.0,0.0,0.5,RT
5987,4.8163,2.7232,209.27,172.02,120.39,10.365,12.45,15.729,556.6,242.79,313.96,0.0,0.0,0.5,RT
5988,3.4896,2.0177,204.45,193.51,121.61,10.725,12.388,14.888,548.6,186.49,265.41,0.0,0.0,0.5,RT
5989,4.4039,2.1694,193.39,197.86,115.1,10.683,12.821,13.695,530.7,219.46,91.73,0.0,0.0,0.5,RT
5990,3.5638,2.0923,199.21,193.31,113.73,10.268,12.36,16.551,565.5,235.77,458.16,0.0,0.0,0.5,RT
5991,3.3442,2.4642,199.63,213.44,127.75,10.73,12.849,15.917,551.9,233.55,361.35,0.0,0.0,0.5,RT
5992,2.5796,1.7467,228.28,190.25,125.11,10.835,12.116,15.362,552.2,161.41,341.02,0.0,0.0,0.5,RT
5993,3.3435,2.5624,216.22,188.87,113.48,10.871,12.98,15.274,544.3,248.11,235.81,0.0,0.0,0.5,RT
5994,4.5209,3.3552,214.64,188.91,104.88,10.284,12.904,16.773,541.0,304.18,395.45,0.0,0.0,0.5,RT
5995,5.057,2.2309,193.75,193.99,120.04,10.906,12.591,15.702,545.8,178.17,329.39,0.0,0.0,0.5,RT
5996,4.0676,2.2703,183.24,181.44,124.96,10.488,12.181,15.173,555.3,172.29,301.46,0.0,0.0,0.5,RT
5997,4.1117,2.4864,220.04,182.91,128.73,10.768,12.432,15.422,561.3,205.5,306.9,0.0,0.0,0.5,RT
5998,3.4466,2.69,186.82,167.47,123.91,10.407,12.286,15.402,546.0,191.7,284.88,0.0,0.0,0.5,RT
5999,5.1896,3.7392,195.49,177.7,108.06,10.309,12.165,15.369,533.5,193.58,303.79,0.0,0.0,0.5,RT
6000,4.9078,3.2849,224.22,192.86,112.95,10.081,11.836,15.754,545.4,214.64,412.19,0.0,0.0,0.5,RT
6001,3.8475,2.4167,207.96,187.14,115.03,10.508,11.765,16.492,529.5,138.47,468.39,0.0,0.0,0.5,RT
6002,3.5707,2.2176,192.56,198.39,104.45,10.422,12.438,16.763,533.9,207.34,458.04,0.0,0.0,0.5,RT
6003,3.8653,3.1424,199.44,200.5,109.91,10.245,11.824,16.339,539.5,169.88,488.39,0.0,0.0,0.5,RT
6004,4.407,3.0996,221.96,191.25,127.01,10.986,11.977,15.78,559.2,122.99,406.71,0.0,0.0,0.5,RT
6005,3.7278,1.7531,225.53,193.17,127.83,10.818,12.399,15.619,549.1,195.75,341.57,0.0,0.0,0.5,RT
6006,3.4984,1.474,208.45,200.48,133.61,10.606,11.876,14.611,547.0,144.84,299.96,0.0,0.0,0.5,RT
6007,3.0654,2.9116,208.69,194.07,115.26,10.284,12.265,15.638,548.1,226.62,358.83,0.0,0.0,0.5,RT
6008,3.8779,2.3657,216.6,189.26,110.38,10.686,12.634,15.921,561.7,236.95,349.4,0.0,0.0,0.5,RT
6009,4.1878,3.1364,217.09,197.05,98.59,10.651,12.961,16.735,549.4,275.48,408.58,0.0,0.0,0.5,RT
6010,3.6698,2.5126,221.2,199.85,114.24,10.356,12.961,14.536,536.2,308.98,168.74,0.0,0.0,0.5,RT
6011,4.1099,4.0985,208.24,198.68,109.82,10.534,13.294,14.339,558.7,321.02,116.02,0.0,0.0,0.5,RT
6012,2.6363,2.2786,199.14,194.95,119.89,10.768,13.008,14.985,557.8,248.75,214.98,0.0,0.0,0.5,RT
6013,3.7497,2.9239,227.44,204.32,115.28,10.504,12.873,15.076,550.9,296.82,247.97,0.0,0.0,0.5,RT
6014,4.393,3.4434,213.11,194.66,124.48,10.714,12.417,15.477,539.7,195.93,321.45,0.0,0.0,0.5,RT
6015,4.1008,2.81,207.09,193.46,103.12,10.533,12.401,14.794,551.0,213.16,255.13,0.0,0.0,0.5,RT
6016,4.5162,3.0235,203.54,198.03,117.31,10.501,12.602,16.196,548.2,234.53,390.15,0.0,0.0,0.5,RT
6017,3.8951,1.9905,236.03,199.36,105.89,10.469,12.229,15.35,558.9,232.23,347.75,0.0,0.0,0.5,RT
6018,3.6529,2.6543,217.29,177.56,111.63,10.716,12.366,15.338,556.6,199.5,293.75,0.0,0.0,0.5,RT
6019,3.4629,2.6965,199.95,199.59,100.33,9.527,13.096,14.81,554.7,395.83,189.79,0.0,0.0,0.5,RT
6020,2.5284,1.5859,203.56,175.41,110.55,10.7,12.504,15.656,534.2,196.13,295.35,0.0,0.0,0.5,RT
6021,3.6182,1.8989,219.99,190.61,123.97,10.068,12.468,15.7,558.1,294.57,343.86,0.0,0.0,0.5,RT
6022,3.4145,2.0626,217.93,191.34,117.4,10.305,12.217,16.419,543.3,226.38,436.82,0.0,0.0,0.5,RT
6023,5.7578,3.2956,209.92,185.02,100.52,10.146,12.506,15.008,554.6,274.77,256.69,0.0,0.0,0.5,RT
6024,4.0632,2.0349,208.45,189.85,132.74,10.3,12.472,16.651,550.7,249.33,437.04,0.0,0.0,0.5,RT
6025,3.2285,3.0306,183.95,190.24,120.95,10.769,12.333,16.173,550.8,158.45,402.43,0.0,0.0,0.5,RT
6026,4.0205,3.0575,219.39,179.13,114.13,10.51,11.724,15.234,541.7,144.28,340.64,0.0,0.0,0.5,RT
6027,2.9719,2.4966,203.78,196.21,122.29,10.35,12.768,15.549,557.9,274.81,304.47,0.0,0.0,0.5,RT
6028,2.93,1.965,229.11,204.66,121.68,10.642,12.38,15.009,531.4,211.53,285.97,0.0,0.0,0.5,RT
6029,4.5436,2.0394,225.61,175.5,129.36,10.855,11.813,16.506,539.6,116.67,444.39,0.0,0.0,0.5,RT
6030,3.964,2.9639,221.12,190.53,122.04,10.444,11.955,14.831,551.6,184.33,302.25,0.0,0.0,0.5,RT
6031,4.1204,2.4552,209.97,173.94,123.98,10.383,12.642,15.966,561.6,266.34,324.81,0.0,0.0,0.5,RT
6032,3.4256,2.2233,232.35,183.79,124.37,10.413,12.006,15.801,558.3,206.7,389.45,0.0,0.0,0.5,RT
6033,3.8596,2.7739,225.43,196.42,119.88,10.349,12.462,15.75,535.5,255.12,345.76,0.0,0.0,0.5,RT
6034,4.5416,3.6507,231.01,178.65,124.04,10.73,12.463,16.156,541.2,216.68,357.11,0.0,0.0,0.5,RT
6035,3.7372,2.8104,206.62,186.85,135.39,10.528,11.463,15.252,529.0,102.19,374.55,0.0,0.0,0.5,RT
6036,3.7634,2.8524,217.03,177.2,109.11,10.525,11.971,15.774,562.2,176.34,378.82,0.0,0.0,0.5,RT
6037,4.1895,2.6444,205.82,180.53,119.42,10.588,12.566,15.117,539.8,219.75,248.6,0.0,0.0,0.5,RT
6038,3.4774,3.1363,204.9,199.74,109.63,10.898,12.649,15.77,546.3,196.02,340.54,0.0,0.0,0.5,RT
6039,3.3317,3.058,220.05,194.65,137.25,10.726,12.038,15.612,538.7,155.49,374.79,0.0,0.0,0.5,RT
6040,3.3209,2.4853,219.81,207.28,117.95,10.929,12.314,16.279,555.1,168.9,456.2,0.0,0.0,0.5,RT
6041,3.5149,2.4244,226.86,178.53,124.47,10.705,11.96,15.988,540.9,154.01,389.03,0.0,0.0,0.5,RT
6042,4.5368,2.6233,225.3,196.15,126.19,9.985,12.333,15.587,555.0,293.67,354.18,0.0,0.0,0.5,RT
6043,4.043,3.6553,225.97,200.88,139.58,10.617,12.274,15.504,552.3,206.78,358.35,0.0,0.0,0.5,RT
6044,3.5855,1.7797,207.09,194.66,124.16,10.855,12.777,14.43,554.4,220.75,178.34,0.0,0.0,0.5,RT
6045,3.406,1.8078,228.99,162.46,112.42,10.528,12.478,15.795,550.7,245.97,296.77,0.0,0.0,0.5,RT
6046,4.2233,2.3034,206.58,190.99,115.91,10.225,13.112,15.127,543.6,324.24,209.18,0.0,0.0,0.5,RT
6047,3.0182,2.4107,215.9,194.01,107.46,10.384,12.197,15.689,571.7,223.76,387.33,0.0,0.0,0.5,RT
6048,2.785,2.5111,217.57,205.32,126.54,9.933,13.063,15.728,560.8,381.9,306.87,0.0,0.0,0.5,RT
6049,3.8984,3.6859,205.1,187.17,123.28,10.586,12.331,14.978,560.3,200.47,277.55,0.0,0.0,0.5,RT
6050,4.3551,2.6193,211.63,187.05,114.48,10.699,12.734,16.624,557.4,240.05,405.56,0.0,0.0,0.5,RT
6051,3.1159,1.7533,224.5,181.29,119.18,10.76,12.381,15.797,549.9,200.12,340.66,0.0,0.0,0.5,RT
6052,3.7352,3.2228,223.8,182.67,116.77,10.519,13.014,15.852,542.1,302.67,281.03,0.0,0.0,0.5,RT
6053,4.3805,2.8503,202.1,186.12,131.86,10.956,12.662,14.488,543.5,187.38,184.66,0.0,0.0,0.5,RT
6054,4.2584,2.1971,216.36,192.37,128.71,10.488,11.582,15.223,565.9,133.96,396.29,0.0,0.0,0.5,RT
6055,4.716,2.9063,205.48,165.41,118.0,10.703,12.281,15.416,550.4,178.46,285.39,0.0,0.0,0.5,RT
6056,3.7395,2.4964,182.87,180.95,118.59,10.703,12.413,15.164,566.5,177.16,282.02,0.0,0.0,0.5,RT
6057,3.2595,2.4559,202.56,175.93,116.21,10.529,11.883,14.841,546.7,149.95,284.54,0.0,0.0,0.5,RT
6058,3.2832,2.6262,218.6,185.18,114.95,10.723,11.976,16.532,550.0,150.62,464.03,0.0,0.0,0.5,RT
6059,3.8386,2.1224,198.24,188.83,116.3,10.445,13.094,15.772,539.8,283.53,272.87,0.0,0.0,0.5,RT
6060,4.2047,2.2901,217.52,188.69,122.55,10.631,12.043,14.997,539.9,165.87,300.92,0.0,0.0,0.5,RT
6061,3.4498,3.1057,189.28,204.83,115.54,10.428,12.833,15.561,552.7,251.58,308.81,0.0,0.0,0.5,RT
6062,3.047,2.0372,215.47,206.64,130.44,10.834,11.824,15.106,559.5,119.39,379.48,0.0,0.0,0.5,RT
6063,4.0201,3.4687,207.94,190.58,128.86,10.752,12.737,15.433,545.3,225.11,280.21,0.0,0.0,0.5,RT
6064,4.03,2.9942,214.51,179.81,110.96,10.555,12.292,15.604,557.9,207.92,332.24,0.0,0.0,0.5,RT
6065,2.9483,2.253,219.33,199.71,124.95,10.457,12.678,15.601,545.4,265.62,318.32,0.0,0.0,0.5,RT
6066,4.5913,3.0215,212.39,206.17,114.0,10.711,12.079,16.043,548.2,159.31,448.08,0.0,0.0,0.5,RT
6067,4.7237,3.6824,194.54,190.23,114.86,10.669,12.243,15.196,565.8,173.27,317.74,0.0,0.0,0.5,RT
6068,4.6842,2.5789,203.97,192.71,123.32,9.887,12.966,16.042,545.3,342.37,323.25,0.0,0.0,0.5,RT
6069,4.1119,3.0112,211.59,205.99,132.7,10.812,12.246,15.422,551.4,167.25,360.71,0.0,0.0,0.5,RT
6070,3.5436,2.1436,222.85,201.14,114.95,10.557,12.548,15.416,528.1,234.4,304.7,0.0,0.0,0.5,RT
6071,4.2129,2.9797,200.47,196.02,120.91,10.049,12.438,16.373,532.5,255.06,410.71,0.0,0.0,0.5,RT
6072,3.2008,2.1936,218.33,186.83,112.77,11.011,12.109,15.781,531.6,127.42,364.68,0.0,0.0,0.5,RT
6073,2.4737,1.5985,199.25,181.06,127.77,10.925,12.422,16.046,551.4,164.5,361.8,0.0,0.0,0.5,RT
6074,3.6422,2.6794,211.39,183.87,112.65,10.561,12.861,16.157,547.0,266.01,331.47,0.0,0.0,0.5,RT
6075,3.8585,2.4859,208.17,187.64,100.99,10.648,12.3,15.608,551.2,189.5,342.19,0.0,0.0,0.5,RT
6076,3.6354,1.9991,200.61,209.09,130.87,10.384,12.188,15.356,560.7,202.9,371.45,0.0,0.0,0.5,RT
6077,3.5874,1.9217,205.95,171.84,116.71,10.847,13.135,15.394,532.9,251.19,206.82,0.0,0.0,0.5,RT
6078,3.2572,2.3498,216.41,191.52,117.64,10.431,12.488,15.353,540.8,240.75,296.76,0.0,0.0,0.5,RT
6079,3.7413,2.7485,204.7,190.76,123.92,10.587,11.638,15.103,557.3,119.88,368.38,0.0,0.0,0.5,RT
6080,4.3357,1.8803,193.26,162.08,118.12,10.86,12.654,15.935,539.3,186.94,286.8,0.0,0.0,0.5,RT
6081,5.1376,3.0884,215.96,180.52,123.77,10.099,12.378,16.318,534.4,263.06,380.05,0.0,0.0,0.5,RT
6082,2.461,2.2617,240.16,197.62,122.83,10.475,12.919,16.921,548.7,322.19,433.95,0.0,0.0,0.5,RT
6083,3.3287,2.0313,205.62,209.47,112.15,10.603,12.381,15.56,552.0,201.82,367.55,0.0,0.0,0.5,RT
6084,4.9999,3.0176,219.77,181.19,138.25,10.619,12.486,14.668,551.2,226.09,217.94,0.0,0.0,0.5,RT
6085,3.6954,2.8554,216.34,193.25,113.84,10.711,12.372,15.264,554.6,199.28,309.91,0.0,0.0,0.5,RT
6086,3.8226,2.8462,225.84,217.79,131.99,10.56,12.523,14.945,541.8,240.25,285.83,0.0,0.0,0.5,RT
6087,4.1399,2.8846,216.02,191.22,107.64,10.35,11.786,14.812,559.9,173.65,324.02,0.0,0.0,0.5,RT
6088,3.6971,2.9691,198.63,186.27,110.91,10.3,13.036,15.516,544.2,295.77,251.33,0.0,0.0,0.5,RT
6089,3.4927,2.0615,195.66,185.29,113.17,10.745,12.613,15.34,556.1,203.23,281.04,0.0,0.0,0.5,RT
6090,3.7789,2.1716,239.2,185.57,139.47,10.345,12.413,16.329,567.7,280.89,412.52,0.0,0.0,0.5,RT
6091,3.8772,3.2957,201.61,196.3,125.92,10.386,13.147,15.458,557.9,310.57,253.15,0.0,0.0,0.5,RT
6092,3.4976,3.0438,189.58,195.62,123.11,10.576,12.748,14.932,555.3,228.67,237.21,0.0,0.0,0.5,RT
6093,4.0932,3.2663,213.57,196.47,125.98,10.376,11.835,16.161,560.5,174.62,476.41,0.0,0.0,0.5,RT
6094,3.8205,2.7246,216.02,203.36,125.58,10.139,12.343,15.463,562.7,267.92,357.07,0.0,0.0,0.5,RT
6095,3.5124,3.1784,207.78,181.26,123.09,10.073,12.274,16.915,554.9,253.87,466.75,0.0,0.0,0.5,RT
6096,4.1173,2.6853,209.74,167.54,118.77,10.202,12.369,15.927,547.2,248.74,326.19,0.0,0.0,0.5,RT
6097,3.6778,2.6229,210.74,175.55,119.0,10.423,12.807,15.944,527.6,265.04,290.5,0.0,0.0,0.5,RT
6098,4.0508,2.7602,209.72,200.72,111.04,10.406,12.891,16.486,547.4,285.17,395.05,0.0,0.0,0.5,RT
6099,3.9382,2.0182,228.0,187.49,115.2,10.775,12.591,14.358,535.9,221.97,177.53,0.0,0.0,0.5,RT
6100,5.5551,3.085,187.17,195.26,120.19,10.253,12.703,15.743,533.7,244.68,316.81,0.0,0.0,0.5,RT
6101,3.7306,2.2461,203.2,176.83,113.58,10.972,11.983,15.038,553.6,113.7,299.03,0.0,0.0,0.5,RT
6102,4.4181,2.9617,204.89,179.94,109.35,10.971,12.39,15.855,550.7,160.11,343.35,0.0,0.0,0.5,RT
6103,3.882,2.5176,228.4,202.88,126.3,10.967,13.078,16.47,539.0,259.9,370.97,0.0,0.0,0.5,RT
6104,4.7823,2.6421,222.23,191.0,127.18,9.967,12.942,14.694,556.1,367.53,186.1,0.0,0.0,0.5,RT
6105,3.1014,3.0232,216.75,181.83,111.76,10.905,12.801,15.513,554.1,227.69,273.34,0.0,0.0,0.5,RT
6106,3.1233,1.8125,217.95,188.91,112.13,10.954,12.234,15.028,561.8,156.65,296.59,0.0,0.0,0.5,RT
6107,3.2776,2.3073,214.33,200.86,119.17,10.32,12.152,16.042,533.8,209.56,417.09,0.0,0.0,0.5,RT
6108,3.351,2.4533,206.85,195.48,114.16,10.1,12.157,15.286,549.1,233.63,335.9,0.0,0.0,0.5,RT
6109,3.7505,1.9631,212.52,180.69,120.76,10.681,12.527,15.517,554.0,217.42,299.24,0.0,0.0,0.5,RT
6110,3.3375,2.3884,218.16,196.11,125.49,10.28,12.277,15.978,543.5,236.81,394.5,0.0,0.0,0.5,RT
6111,4.903,2.6736,207.13,196.16,117.7,10.785,13.133,16.07,566.6,275.59,326.47,0.0,0.0,0.5,RT
6112,3.3545,2.0213,197.05,192.97,124.12,10.407,12.832,15.655,560.9,268.1,305.55,0.0,0.0,0.5,RT
6113,4.1791,4.0659,190.75,195.25,116.5,10.349,12.715,15.794,548.4,247.46,329.73,0.0,0.0,0.5,RT
6114,3.6539,2.7032,205.0,192.34,137.01,10.24,12.38,14.781,565.6,248.16,261.11,0.0,0.0,0.5,RT
6115,4.9491,2.9909,221.11,184.17,112.35,10.45,13.475,15.062,558.5,373.56,163.26,0.0,0.0,0.5,RT
6116,3.6641,2.4122,223.55,204.21,117.27,10.146,12.072,16.036,556.7,239.76,450.67,0.0,0.0,0.5,RT
6117,3.8013,2.3346,213.18,200.87,125.93,10.239,12.662,16.231,530.4,273.95,380.26,0.0,0.0,0.5,RT
6118,2.9786,2.2096,208.43,182.29,117.83,10.32,12.211,14.786,554.0,218.35,260.0,0.0,0.0,0.5,RT
6119,4.2964,3.8605,229.84,198.35,126.73,10.48,12.85,16.03,548.9,299.03,346.2,0.0,0.0,0.5,RT
6120,4.885,3.044,211.69,190.36,127.12,10.797,12.249,14.704,549.3,168.72,256.77,0.0,0.0,0.5,RT
6121,3.4745,2.2822,217.48,185.45,119.37,10.915,12.533,16.285,545.9,192.09,379.89,0.0,0.0,0.5,RT
6122,3.6843,2.4602,205.62,190.07,118.48,10.579,13.057,14.5,540.6,275.52,148.22,0.0,0.0,0.5,RT
6123,3.0128,1.3976,203.07,175.23,132.24,10.315,12.144,15.515,544.1,202.11,321.38,0.0,0.0,0.5,RT
6124,3.4128,2.1845,202.62,193.8,135.67,10.509,12.576,15.57,541.5,226.73,314.17,0.0,0.0,0.5,RT
6125,3.9786,3.2741,235.1,204.77,108.95,10.863,11.67,14.742,540.4,102.57,339.9,0.0,0.0,0.5,RT
6126,2.8565,2.288,211.58,191.52,136.2,9.916,12.867,15.261,553.3,345.45,253.79,0.0,0.0,0.5,RT
6127,2.5986,2.2394,213.05,216.54,113.45,11.186,12.354,15.151,561.3,139.66,339.97,0.0,0.0,0.5,RT
6128,4.0919,2.7774,213.18,200.27,112.1,10.492,11.818,16.986,563.3,159.25,583.06,0.0,0.0,0.5,RT
6129,3.3539,2.4384,218.78,197.73,116.62,10.019,12.326,14.79,547.2,276.3,266.58,0.0,0.0,0.5,RT
6130,3.8439,2.4432,225.92,190.23,108.38,10.438,12.942,15.89,534.0,302.08,299.45,0.0,0.0,0.5,RT
6131,4.4728,3.1387,196.74,174.23,116.6,10.621,12.417,16.141,558.8,197.49,362.56,0.0,0.0,0.5,RT
6132,2.8272,1.5666,218.51,172.31,125.9,10.009,12.803,16.236,557.0,340.13,329.48,0.0,0.0,0.5,RT
6133,3.0119,1.6736,230.57,180.94,138.53,10.545,13.253,16.131,546.7,341.32,284.59,0.0,0.0,0.5,RT
6134,4.2721,2.4045,213.78,192.82,121.0,10.548,13.155,14.749,536.0,298.75,164.74,0.0,0.0,0.5,RT
6135,4.0567,2.4182,226.07,212.47,116.98,10.394,12.398,16.916,519.8,235.51,499.02,0.0,0.0,0.5,RT
6136,1.8038,1.3226,207.64,181.47,118.04,10.664,13.232,16.183,551.6,294.09,295.33,0.0,0.0,0.5,RT
6137,3.9237,3.4328,206.0,176.91,107.52,10.077,13.192,15.326,537.0,344.54,202.79,0.0,0.0,0.5,RT
6138,3.5989,2.6624,196.98,193.64,108.79,9.942,11.926,16.087,541.8,211.79,436.53,0.0,0.0,0.5,RT
6139,4.0849,2.3629,208.87,201.44,122.73,9.785,12.089,15.904,554.1,266.67,425.87,0.0,0.0,0.5,RT
6140,3.1868,2.5186,219.21,206.04,106.29,10.507,11.936,15.174,546.7,171.26,364.71,0.0,0.0,0.5,RT
6141,3.083,2.1313,191.22,182.43,129.9,10.738,12.628,16.62,538.6,194.57,392.2,0.0,0.0,0.5,RT
6142,4.6072,2.6783,209.31,194.01,124.23,10.76,12.455,16.163,547.0,194.05,393.45,0.0,0.0,0.5,RT
6143,3.572,2.3708,193.57,189.18,115.64,10.612,12.502,15.316,551.7,201.78,293.64,0.0,0.0,0.5,RT
