Sample_ID,Gc_YSZ_GDC,Gc_GDC_LSCF,E_YSZ_GPa,E_GDC_GPa,E_LSCF_GPa,CTE_YSZ_ppmK,CTE_GDC_ppmK,CTE_LSCF_ppmK,Delta_T_C,Sigma_mismatch_YSZ_GDC_MPa,Sigma_mismatch_GDC_LSCF_MPa,G_thermal_YSZ_GDC_Jm2,G_thermal_GDC_LSCF_Jm2,Rho_assumed,Temperature_regime
3873,4.2591,1.6277,209.15,192.55,111.76,10.446,12.053,14.816,551.5,185.26,293.39,0.0,0.0,0.0,RT
3874,3.4278,2.635,208.57,182.51,117.22,10.745,12.561,16.147,534.5,202.4,349.88,0.0,0.0,0.0,RT
3875,2.2901,2.0203,212.12,197.3,117.32,10.034,12.831,16.842,549.0,325.65,434.48,0.0,0.0,0.0,RT
3876,4.5156,2.9901,216.35,185.72,121.25,10.377,12.451,15.382,540.7,242.56,294.39,0.0,0.0,0.0,RT
3877,3.9914,2.9194,215.59,192.89,118.24,10.435,12.449,15.806,565.1,245.43,365.89,0.0,0.0,0.0,RT
3878,3.885,2.7365,200.78,195.12,112.33,10.358,12.025,16.109,541.3,181.24,431.27,0.0,0.0,0.0,RT
3879,3.5501,2.5083,205.07,185.06,130.33,10.404,12.706,15.239,536.7,253.34,251.54,0.0,0.0,0.0,RT
3880,3.3642,3.1484,221.13,191.86,123.43,10.664,12.735,16.07,532.8,243.93,340.99,0.0,0.0,0.0,RT
3881,4.85,3.2219,203.48,206.0,115.37,10.572,12.457,15.385,542.3,208.05,327.1,0.0,0.0,0.0,RT
3882,3.4948,2.0295,205.26,183.73,112.47,10.858,12.11,16.075,521.0,133.89,379.47,0.0,0.0,0.0,RT
3883,4.6527,2.7303,191.95,203.17,107.53,9.874,12.533,16.41,551.9,281.63,434.73,0.0,0.0,0.0,RT
3884,3.9605,2.1623,209.66,184.1,106.91,10.946,12.566,16.255,552.3,187.59,375.09,0.0,0.0,0.0,RT
3885,4.0264,1.9773,214.14,208.02,128.9,10.305,12.484,15.312,539.1,251.5,317.17,0.0,0.0,0.0,RT
3886,4.1714,3.2212,186.29,181.45,128.0,10.895,12.067,15.859,558.6,121.96,384.4,0.0,0.0,0.0,RT
3887,4.941,2.8207,197.16,186.06,115.03,10.375,12.601,15.219,548.3,240.72,267.03,0.0,0.0,0.0,RT
3888,2.9621,2.5492,192.94,205.08,131.61,10.611,12.565,14.816,548.5,206.8,253.21,0.0,0.0,0.0,RT
3889,5.3868,2.064,219.46,205.52,125.24,10.177,12.668,15.367,558.7,305.36,309.99,0.0,0.0,0.0,RT
3890,3.7081,3.2434,187.05,198.18,121.73,10.135,12.445,15.991,561.3,242.57,394.38,0.0,0.0,0.0,RT
3891,4.1595,4.0063,209.06,179.18,127.33,10.674,13.013,15.337,539.8,263.97,224.73,0.0,0.0,0.0,RT
3892,3.3073,2.0151,218.61,190.82,125.26,9.701,12.499,16.373,535.6,327.68,395.98,0.0,0.0,0.0,RT
3893,4.6111,1.9345,212.25,190.01,121.31,10.135,13.058,15.547,546.2,338.82,258.28,0.0,0.0,0.0,RT
3894,3.6225,2.4198,204.72,181.44,117.96,10.73,12.589,14.858,565.5,215.23,232.78,0.0,0.0,0.0,RT
3895,4.4661,2.7686,214.16,196.97,119.09,10.376,12.037,15.336,542.3,192.89,352.35,0.0,0.0,0.0,RT
3896,4.0479,2.2637,222.44,182.23,106.33,10.235,12.834,15.116,559.7,323.57,232.73,0.0,0.0,0.0,RT
3897,4.6039,5.441,208.71,177.09,113.19,10.957,12.354,16.291,540.3,157.58,376.6,0.0,0.0,0.0,RT
3898,4.2122,2.5003,183.13,173.79,135.3,11.062,12.322,15.803,548.5,126.56,331.78,0.0,0.0,0.0,RT
3899,3.0047,2.1607,223.77,207.12,112.97,10.5,12.915,15.463,544.3,294.13,287.2,0.0,0.0,0.0,RT
3900,3.6121,2.2052,214.8,184.9,104.27,10.882,12.0,15.947,554.1,133.09,404.35,0.0,0.0,0.0,RT
3901,3.7354,3.4862,209.6,185.1,127.68,10.955,11.799,15.036,551.5,97.58,330.44,0.0,0.0,0.0,RT
3902,4.6292,2.3755,186.24,179.69,122.11,10.495,12.412,14.819,541.1,193.19,233.96,0.0,0.0,0.0,RT
3903,3.0508,3.1948,206.42,203.68,122.59,10.346,12.621,14.746,545.2,255.93,236.04,0.0,0.0,0.0,RT
3904,3.7145,1.7415,199.49,176.2,118.66,10.527,12.847,14.403,539.3,249.66,147.88,0.0,0.0,0.0,RT
3905,4.2273,3.0036,195.4,177.96,127.74,10.064,12.558,14.863,552.3,269.19,226.59,0.0,0.0,0.0,RT
3906,2.4809,2.0821,208.36,186.78,133.0,10.67,11.6,15.839,539.8,104.53,427.42,0.0,0.0,0.0,RT
3907,3.676,2.8353,203.57,189.78,115.57,10.401,12.112,15.938,551.0,191.84,400.12,0.0,0.0,0.0,RT
3908,3.4315,2.079,204.36,196.59,125.38,10.517,11.996,14.979,554.0,167.46,324.86,0.0,0.0,0.0,RT
3909,4.2379,2.2343,218.88,183.24,129.51,10.513,11.746,14.295,556.6,150.25,259.96,0.0,0.0,0.0,RT
3910,4.1068,1.9671,213.07,205.44,115.09,10.246,12.432,15.257,556.7,259.33,323.14,0.0,0.0,0.0,RT
3911,2.977,2.847,204.05,183.31,132.83,10.489,12.704,15.8,553.4,250.12,313.99,0.0,0.0,0.0,RT
3912,3.9097,2.9428,202.53,179.91,129.48,10.092,12.888,16.0,539.2,305.36,301.85,0.0,0.0,0.0,RT
3913,3.4217,2.0943,204.54,178.96,109.44,10.355,12.699,15.646,541.3,259.46,285.54,0.0,0.0,0.0,RT
3914,4.7193,1.8132,207.03,182.26,133.56,10.166,12.277,14.896,541.3,236.54,258.41,0.0,0.0,0.0,RT
3915,4.6325,3.1842,217.01,178.31,109.89,10.237,12.933,15.937,549.3,321.39,294.25,0.0,0.0,0.0,RT
3916,4.3347,2.1393,197.49,197.51,114.16,9.823,12.416,15.737,560.9,287.25,367.9,0.0,0.0,0.0,RT
3917,3.2606,2.3516,227.5,179.99,125.81,10.371,12.524,15.944,543.0,265.97,334.23,0.0,0.0,0.0,RT
3918,3.0061,2.0263,217.02,188.67,128.85,10.646,12.235,14.966,546.9,188.65,281.74,0.0,0.0,0.0,RT
3919,4.179,2.7879,177.14,179.7,120.84,10.553,12.402,15.808,562.0,184.04,343.99,0.0,0.0,0.0,RT
3920,3.1341,2.8027,211.02,178.26,114.65,10.825,12.332,16.021,536.3,170.48,352.71,0.0,0.0,0.0,RT
3921,4.046,3.3059,222.49,201.07,117.79,10.214,11.947,14.689,565.2,217.96,311.62,0.0,0.0,0.0,RT
3922,4.1257,3.0232,214.66,206.03,116.78,10.356,12.755,15.131,556.2,286.37,272.26,0.0,0.0,0.0,RT
3923,4.0617,2.9765,205.05,202.69,127.15,10.775,12.567,14.587,543.0,199.52,222.35,0.0,0.0,0.0,RT
3924,3.0102,2.3931,209.27,175.29,116.55,10.474,12.818,15.013,546.6,268.11,210.27,0.0,0.0,0.0,RT
3925,3.7209,2.3359,212.14,176.67,114.46,10.555,12.218,15.438,567.0,200.01,322.49,0.0,0.0,0.0,RT
3926,4.0389,2.7796,219.24,209.78,107.44,11.134,12.782,14.631,545.0,196.9,211.43,0.0,0.0,0.0,RT
3927,4.0036,2.367,193.02,187.46,114.95,10.424,11.872,16.167,557.2,155.8,448.57,0.0,0.0,0.0,RT
3928,3.3057,3.0464,202.74,176.25,118.99,10.355,12.717,16.176,570.4,273.13,347.79,0.0,0.0,0.0,RT
3929,3.9748,2.0036,229.66,200.82,110.39,10.202,12.77,15.422,549.6,324.16,292.64,0.0,0.0,0.0,RT
3930,3.6244,1.7357,210.4,190.67,105.17,10.413,12.085,15.106,549.9,193.37,316.79,0.0,0.0,0.0,RT
3931,3.7682,2.357,228.33,195.69,128.33,10.807,12.947,15.474,572.1,279.57,282.91,0.0,0.0,0.0,RT
3932,3.3974,3.3552,245.83,167.62,111.5,10.672,13.123,16.375,539.1,324.87,293.88,0.0,0.0,0.0,RT
3933,3.0779,2.8195,204.1,186.74,108.87,10.93,12.27,15.875,549.8,150.4,370.11,0.0,0.0,0.0,RT
3934,5.43,3.0344,195.63,199.49,133.34,10.608,13.08,14.42,554.3,267.99,148.24,0.0,0.0,0.0,RT
3935,3.7256,1.9583,206.81,183.6,127.21,9.828,11.819,14.148,534.6,220.18,228.52,0.0,0.0,0.0,RT
3936,2.9721,2.2596,223.19,202.35,128.72,10.689,12.445,14.956,538.4,211.09,273.54,0.0,0.0,0.0,RT
3937,3.3331,2.1259,224.87,176.83,124.29,10.531,11.454,15.474,544.3,112.98,386.9,0.0,0.0,0.0,RT
3938,3.5437,2.4023,237.26,188.87,131.15,10.501,12.872,14.479,554.1,311.75,168.14,0.0,0.0,0.0,RT
3939,4.0673,1.9185,209.56,206.45,127.51,10.865,11.888,15.376,545.2,116.8,392.62,0.0,0.0,0.0,RT
3940,3.3358,2.3751,215.86,178.49,117.07,10.418,11.72,14.494,549.1,154.31,271.96,0.0,0.0,0.0,RT
3941,3.6233,3.5267,201.46,192.71,110.95,10.674,12.605,15.505,557.8,217.0,311.73,0.0,0.0,0.0,RT
3942,3.8963,1.7809,179.92,195.85,109.09,10.177,12.915,15.631,556.0,273.85,295.76,0.0,0.0,0.0,RT
3943,4.0213,2.7312,209.52,190.91,118.81,10.045,12.338,16.523,529.5,254.47,422.99,0.0,0.0,0.0,RT
3944,3.6668,1.9278,196.15,187.5,110.65,10.32,12.555,15.421,551.8,241.83,296.56,0.0,0.0,0.0,RT
3945,5.0487,1.9834,217.72,181.24,113.22,10.406,13.205,15.287,555.5,338.5,209.62,0.0,0.0,0.0,RT
3946,4.1904,2.5505,187.42,191.97,118.71,10.664,12.12,16.3,549.2,149.8,440.72,0.0,0.0,0.0,RT
3947,4.1479,3.4374,201.13,188.97,131.88,10.171,12.107,15.892,555.3,216.28,397.1,0.0,0.0,0.0,RT
3948,4.1204,2.1947,213.21,175.64,107.16,10.952,12.934,15.526,557.7,235.69,253.83,0.0,0.0,0.0,RT
3949,4.5195,2.1634,214.47,201.0,120.25,10.21,12.59,15.317,553.2,282.33,303.33,0.0,0.0,0.0,RT
3950,3.8511,1.8976,209.43,180.9,109.36,10.474,13.07,16.521,549.0,298.55,342.72,0.0,0.0,0.0,RT
3951,3.1428,2.4765,232.41,175.9,115.27,10.503,11.982,15.061,552.5,189.82,299.24,0.0,0.0,0.0,RT
3952,3.9872,1.7499,228.83,184.04,127.9,10.59,11.784,14.614,526.7,144.0,274.26,0.0,0.0,0.0,RT
3953,4.0757,2.0842,201.79,181.07,112.79,10.635,11.926,15.385,564.1,146.97,353.28,0.0,0.0,0.0,RT
3954,4.6548,2.2864,229.31,187.42,117.76,11.179,12.783,15.31,563.2,207.17,266.8,0.0,0.0,0.0,RT
3955,3.0949,2.4885,231.15,177.58,121.2,10.319,12.98,16.223,562.5,346.0,323.95,0.0,0.0,0.0,RT
3956,3.2059,3.1518,208.51,194.48,125.96,10.594,12.928,15.593,551.3,268.34,285.74,0.0,0.0,0.0,RT
3957,3.7459,2.3789,210.54,203.81,115.34,10.475,12.722,16.049,555.7,262.93,376.81,0.0,0.0,0.0,RT
3958,4.1416,2.009,209.39,191.06,130.72,10.795,13.001,13.964,551.4,254.73,101.41,0.0,0.0,0.0,RT
3959,3.0091,2.6579,202.26,175.56,116.22,10.635,12.257,15.299,553.2,181.54,295.49,0.0,0.0,0.0,RT
3960,3.1075,1.9716,203.45,180.87,124.12,10.566,11.706,16.385,563.7,130.71,477.11,0.0,0.0,0.0,RT
3961,4.3175,2.7201,225.83,192.21,118.39,10.052,11.853,14.853,532.3,216.54,306.88,0.0,0.0,0.0,RT
3962,3.0273,2.1686,215.25,170.33,126.3,10.364,11.919,15.332,554.4,185.52,322.36,0.0,0.0,0.0,RT
3963,3.2127,3.485,203.35,177.67,137.23,10.207,11.726,16.003,541.7,167.3,411.66,0.0,0.0,0.0,RT
3964,4.3686,2.2554,198.89,173.52,117.64,10.366,11.956,15.197,538.5,170.28,302.87,0.0,0.0,0.0,RT
3965,4.1306,1.874,200.9,191.15,119.86,10.252,12.13,15.969,548.7,206.99,402.75,0.0,0.0,0.0,RT
3966,3.3413,2.5029,208.03,211.62,116.33,10.345,12.743,15.138,537.5,268.14,272.39,0.0,0.0,0.0,RT
3967,4.0446,2.4046,220.96,177.39,115.02,10.377,12.618,15.478,537.5,266.13,272.66,0.0,0.0,0.0,RT
3968,3.9067,2.4898,199.68,198.16,114.06,10.382,13.103,15.903,533.4,289.85,295.87,0.0,0.0,0.0,RT
3969,3.643,2.3118,220.82,184.36,119.84,10.412,12.004,14.845,545.2,191.71,285.53,0.0,0.0,0.0,RT
3970,3.484,2.5667,212.36,176.8,113.4,10.222,12.649,15.012,555.3,286.29,231.93,0.0,0.0,0.0,RT
3971,4.0162,2.5497,211.71,205.64,113.65,10.511,13.026,16.049,558.3,297.29,346.94,0.0,0.0,0.0,RT
3972,3.0662,2.0114,222.31,211.6,93.09,10.229,12.296,15.027,569.8,261.72,329.34,0.0,0.0,0.0,RT
3973,4.0081,3.281,220.12,194.12,131.77,10.32,12.322,15.576,546.0,240.54,344.85,0.0,0.0,0.0,RT
3974,3.8438,2.2595,193.15,193.63,133.97,10.485,13.053,16.084,558.0,276.73,327.53,0.0,0.0,0.0,RT
3975,3.8911,1.9573,196.99,190.62,125.51,9.726,12.358,15.555,551.8,286.11,336.35,0.0,0.0,0.0,RT
3976,4.678,2.5437,207.25,188.52,112.57,11.247,13.073,15.664,551.5,208.69,269.32,0.0,0.0,0.0,RT
3977,3.3431,2.3718,214.27,193.4,109.26,10.657,11.907,16.43,553.7,148.31,484.31,0.0,0.0,0.0,RT
3978,3.4249,3.1786,226.37,196.76,106.7,10.596,13.148,16.88,558.0,322.33,409.84,0.0,0.0,0.0,RT
3979,3.6191,2.5281,210.78,206.63,125.43,10.343,13.003,15.582,554.8,311.0,295.62,0.0,0.0,0.0,RT
3980,4.1289,2.117,230.44,184.77,130.76,10.528,12.117,15.246,546.0,199.98,315.61,0.0,0.0,0.0,RT
3981,3.8709,2.5884,201.52,191.27,121.41,10.137,12.377,16.0,555.8,250.87,385.22,0.0,0.0,0.0,RT
3982,2.8768,2.5773,203.55,189.12,127.29,10.647,12.004,15.034,543.7,150.13,311.59,0.0,0.0,0.0,RT
3983,3.7166,2.5154,206.33,200.24,123.78,9.995,12.303,16.288,555.9,264.68,443.59,0.0,0.0,0.0,RT
3984,3.7683,2.5806,200.19,214.0,113.45,10.119,11.874,15.172,551.2,193.66,388.9,0.0,0.0,0.0,RT
3985,4.7006,1.9408,223.91,200.59,128.58,10.287,11.788,15.246,531.3,178.56,368.54,0.0,0.0,0.0,RT
3986,3.5342,2.7974,176.76,197.98,128.04,10.953,11.998,14.884,548.6,101.38,313.46,0.0,0.0,0.0,RT
3987,4.0643,2.6849,203.96,199.08,111.58,10.169,12.915,14.99,559.3,313.17,231.13,0.0,0.0,0.0,RT
3988,5.9787,2.7685,223.78,202.67,126.86,10.6,11.756,16.208,548.7,141.93,495.16,0.0,0.0,0.0,RT
3989,4.5387,2.3068,206.25,214.14,118.75,9.881,13.049,15.705,552.3,360.86,314.17,0.0,0.0,0.0,RT
3990,3.1644,2.3035,222.87,173.15,117.78,10.507,12.866,15.468,545.2,286.58,245.69,0.0,0.0,0.0,RT
3991,4.227,2.6571,236.37,196.0,123.32,11.021,13.027,16.73,547.3,259.54,397.21,0.0,0.0,0.0,RT
3992,4.0111,2.3496,210.96,164.19,123.06,10.65,12.638,15.571,559.5,234.62,269.44,0.0,0.0,0.0,RT
3993,3.5152,2.3657,224.03,199.51,127.55,9.878,13.16,15.489,545.7,401.17,253.65,0.0,0.0,0.0,RT
3994,4.236,2.8956,239.03,195.51,112.78,10.513,11.926,14.832,538.5,181.9,305.95,0.0,0.0,0.0,RT
3995,3.1572,2.851,214.83,184.53,124.81,10.361,13.047,15.015,528.2,304.84,191.74,0.0,0.0,0.0,RT
3996,3.3537,2.69,209.42,163.3,110.14,10.868,13.717,14.939,542.4,323.57,108.24,0.0,0.0,0.0,RT
3997,3.6255,3.3427,220.83,189.86,118.48,10.47,12.395,15.089,539.0,229.09,275.69,0.0,0.0,0.0,RT
3998,3.4889,2.5397,224.21,192.23,119.05,10.068,12.478,15.219,535.1,289.15,282.0,0.0,0.0,0.0,RT
3999,4.152,2.0618,209.53,189.37,128.25,10.459,12.131,15.329,539.3,188.96,326.53,0.0,0.0,0.0,RT
4000,3.6995,2.3254,204.19,183.79,120.08,10.291,12.527,15.92,540.1,246.53,336.81,0.0,0.0,0.0,RT
4001,3.4326,2.247,230.61,181.03,117.77,9.852,12.574,15.485,539.4,338.67,284.21,0.0,0.0,0.0,RT
4002,4.5241,2.1774,206.75,189.48,132.12,10.448,11.555,16.573,563.8,129.06,536.11,0.0,0.0,0.0,RT
4003,4.1238,2.609,224.32,181.98,116.35,10.501,12.745,15.878,533.5,268.49,304.21,0.0,0.0,0.0,RT
4004,2.9545,2.7169,213.15,198.09,116.0,10.614,12.944,15.076,555.8,275.96,234.75,0.0,0.0,0.0,RT
4005,2.9463,2.7762,231.92,189.21,104.05,10.805,12.148,15.771,555.4,172.89,380.79,0.0,0.0,0.0,RT
4006,3.4365,2.4555,199.81,172.75,118.16,10.416,12.33,15.591,556.1,212.74,313.26,0.0,0.0,0.0,RT
4007,3.0065,2.5116,199.79,191.77,112.01,10.05,12.839,16.338,549.5,306.27,368.69,0.0,0.0,0.0,RT
4008,4.3842,2.0894,220.25,194.14,117.87,10.249,12.128,15.993,562.7,232.9,422.13,0.0,0.0,0.0,RT
4009,3.3786,2.6824,196.44,206.18,122.04,10.494,12.797,15.541,550.0,248.81,311.1,0.0,0.0,0.0,RT
4010,4.0634,1.5138,211.4,199.28,110.78,10.865,12.614,16.549,547.9,202.68,429.61,0.0,0.0,0.0,RT
4011,5.2743,2.722,228.58,181.01,113.0,10.501,13.434,15.834,561.7,376.52,244.05,0.0,0.0,0.0,RT
4012,4.2162,2.3827,188.58,204.26,106.4,10.46,12.449,15.861,548.3,205.58,382.1,0.0,0.0,0.0,RT
4013,2.7333,2.8019,214.83,176.14,115.67,10.429,12.286,16.402,534.1,213.11,387.16,0.0,0.0,0.0,RT
4014,3.4028,2.7303,224.54,190.28,111.97,10.498,12.599,16.014,555.0,261.87,360.68,0.0,0.0,0.0,RT
4015,3.609,2.5698,209.69,197.54,138.23,11.073,12.546,15.63,560.8,173.25,341.6,0.0,0.0,0.0,RT
4016,3.2837,2.9092,198.87,204.59,132.78,10.475,13.153,15.453,552.9,294.49,260.23,0.0,0.0,0.0,RT
4017,3.0611,3.8244,206.85,208.89,131.41,10.421,13.132,14.289,546.4,306.38,132.03,0.0,0.0,0.0,RT
4018,5.4774,3.3873,199.94,202.75,108.99,10.511,12.208,14.393,552.6,187.46,244.74,0.0,0.0,0.0,RT
4019,4.6515,2.4107,210.83,188.63,118.49,10.297,12.423,15.43,556.8,249.59,315.79,0.0,0.0,0.0,RT
4020,4.5662,2.4052,206.68,195.8,109.77,10.032,12.222,15.167,539.7,244.33,311.16,0.0,0.0,0.0,RT
4021,2.877,3.3015,203.84,192.24,135.66,9.978,12.151,15.511,529.6,234.61,342.08,0.0,0.0,0.0,RT
4022,4.5371,2.4363,215.59,182.91,127.06,10.282,11.196,16.11,548.6,108.08,493.16,0.0,0.0,0.0,RT
4023,3.042,2.1828,228.95,188.84,111.05,10.854,13.176,15.036,560.4,297.8,196.93,0.0,0.0,0.0,RT
4024,2.7492,2.956,213.93,207.98,123.14,10.85,12.232,14.554,538.6,159.22,260.16,0.0,0.0,0.0,RT
4025,2.8528,2.5947,226.12,196.46,107.4,10.165,12.322,14.721,537.2,261.94,253.18,0.0,0.0,0.0,RT
4026,3.2456,1.8481,228.95,210.59,118.84,10.453,13.608,14.909,552.0,398.81,151.3,0.0,0.0,0.0,RT
4027,3.9003,2.2946,202.96,179.18,118.51,10.539,12.244,14.816,547.7,189.46,252.39,0.0,0.0,0.0,RT
4028,4.3186,1.9072,213.3,186.18,126.29,10.283,12.427,15.526,543.1,248.38,313.36,0.0,0.0,0.0,RT
4029,3.2936,1.5278,204.9,194.15,128.4,10.893,12.607,16.423,561.6,197.27,416.17,0.0,0.0,0.0,RT
4030,2.5848,3.5001,192.21,197.42,120.17,10.729,12.635,15.869,543.3,199.1,346.83,0.0,0.0,0.0,RT
4031,5.3357,2.4969,214.27,188.83,118.1,10.608,12.253,15.913,553.6,195.04,382.68,0.0,0.0,0.0,RT
4032,3.2566,2.3108,197.37,198.01,92.5,10.521,12.949,15.631,558.4,267.68,296.55,0.0,0.0,0.0,RT
4033,4.3446,2.214,215.81,197.93,133.28,10.031,12.564,14.757,547.9,299.54,237.78,0.0,0.0,0.0,RT
4034,3.8998,2.4453,191.33,176.12,114.41,10.907,12.545,16.844,558.4,174.99,422.85,0.0,0.0,0.0,RT
4035,3.4007,2.2088,212.05,197.53,120.87,10.674,12.231,15.309,556.7,183.72,338.55,0.0,0.0,0.0,RT
4036,3.9369,2.0202,191.15,200.73,139.2,10.623,12.448,15.966,551.8,192.51,389.67,0.0,0.0,0.0,RT
4037,4.0442,2.2329,218.09,192.96,109.85,10.279,12.89,14.157,546.3,311.08,133.59,0.0,0.0,0.0,RT
4038,3.8275,3.2245,205.28,171.6,120.18,10.305,12.891,15.447,564.3,299.63,247.45,0.0,0.0,0.0,RT
4039,3.6401,2.9413,204.12,187.23,124.22,10.648,12.328,15.397,559.1,191.72,321.2,0.0,0.0,0.0,RT
4040,2.7628,2.2334,223.52,194.38,129.29,10.831,12.19,15.34,557.4,169.4,341.21,0.0,0.0,0.0,RT
4041,3.7633,3.588,206.14,181.34,120.01,11.017,12.851,14.659,550.6,208.15,180.49,0.0,0.0,0.0,RT
4042,2.6852,2.4052,211.33,199.18,129.99,10.279,12.621,15.619,544.6,269.45,325.26,0.0,0.0,0.0,RT
4043,4.7968,2.0985,207.62,197.3,116.47,10.452,12.851,16.232,530.7,264.24,353.99,0.0,0.0,0.0,RT
4044,3.6126,2.6179,216.09,191.34,124.62,9.872,12.112,16.76,555.2,268.84,493.75,0.0,0.0,0.0,RT
4045,3.8648,3.3427,222.52,190.17,123.52,9.762,12.491,16.489,546.7,332.05,415.63,0.0,0.0,0.0,RT
4046,4.042,3.1888,220.03,191.93,119.23,10.657,12.852,16.259,552.2,266.63,361.1,0.0,0.0,0.0,RT
4047,3.5235,2.1171,204.4,189.96,122.75,10.244,12.215,16.525,574.7,231.54,470.52,0.0,0.0,0.0,RT
4048,3.6047,1.9486,224.51,177.15,112.57,9.908,13.255,16.596,562.5,422.67,332.88,0.0,0.0,0.0,RT
4049,4.0661,2.2711,199.0,185.7,117.46,10.151,13.152,14.946,554.5,331.14,184.69,0.0,0.0,0.0,RT
4050,3.3418,2.7059,201.09,190.72,109.06,10.603,12.418,15.651,549.0,200.44,338.46,0.0,0.0,0.0,RT
4051,3.0844,2.8556,208.47,204.19,116.25,10.615,12.421,14.734,557.8,210.03,263.42,0.0,0.0,0.0,RT
4052,3.4534,3.084,222.56,196.92,129.67,10.009,12.628,15.823,559.1,325.95,351.7,0.0,0.0,0.0,RT
4053,3.5039,2.7783,195.96,204.72,123.57,10.871,12.568,15.352,546.1,181.62,311.3,0.0,0.0,0.0,RT
4054,3.8616,2.8406,220.7,175.95,122.62,10.291,12.986,15.407,547.4,325.52,233.21,0.0,0.0,0.0,RT
4055,3.8162,1.7634,209.34,186.44,106.41,10.582,12.148,15.336,552.3,180.98,328.31,0.0,0.0,0.0,RT
4056,4.4455,2.4092,204.8,210.74,122.72,10.511,12.152,14.003,542.4,182.25,211.56,0.0,0.0,0.0,RT
4057,4.283,2.8105,223.17,182.57,119.47,10.497,12.608,14.355,543.1,255.99,173.16,0.0,0.0,0.0,RT
4058,3.2846,2.0452,200.37,182.37,124.57,10.219,12.698,16.014,538.7,267.6,325.74,0.0,0.0,0.0,RT
4059,4.1865,2.3086,237.43,187.28,131.76,10.493,12.486,15.096,567.4,268.49,277.37,0.0,0.0,0.0,RT
4060,4.3912,2.3664,207.88,210.18,116.52,10.581,12.858,16.114,536.5,254.0,367.11,0.0,0.0,0.0,RT
4061,4.4566,2.6658,211.8,183.28,117.32,10.44,13.047,15.403,536.9,296.41,231.87,0.0,0.0,0.0,RT
4062,3.9333,2.2764,228.51,195.57,127.8,10.53,12.799,14.548,527.2,273.29,180.37,0.0,0.0,0.0,RT
4063,3.8964,3.1047,212.11,193.92,114.87,10.831,12.648,14.66,556.2,214.47,216.92,0.0,0.0,0.0,RT
4064,3.7113,2.7234,224.27,170.72,120.74,10.359,12.413,15.097,540.5,249.08,247.64,0.0,0.0,0.0,RT
4065,3.7752,2.5127,186.56,189.84,103.03,10.696,12.53,14.943,557.6,190.78,255.46,0.0,0.0,0.0,RT
4066,5.0191,3.1102,204.69,184.47,117.38,10.437,11.953,15.447,549.5,170.59,354.13,0.0,0.0,0.0,RT
4067,3.7964,2.5578,214.76,196.78,131.09,10.927,12.024,15.651,562.7,132.55,401.64,0.0,0.0,0.0,RT
4068,3.3247,2.3689,222.98,207.39,122.85,10.078,13.003,15.704,541.5,353.2,303.28,0.0,0.0,0.0,RT
4069,3.9477,2.9012,219.24,186.55,127.65,10.891,13.201,15.637,550.6,278.87,250.16,0.0,0.0,0.0,RT
4070,4.2538,1.968,218.11,186.55,128.13,10.341,11.954,16.03,561.1,197.41,426.76,0.0,0.0,0.0,RT
4071,4.4216,2.4087,222.73,215.18,131.47,11.134,12.719,16.102,562.1,198.46,409.22,0.0,0.0,0.0,RT
4072,3.1676,3.1942,215.7,182.88,117.05,10.631,11.89,14.942,560.9,152.38,313.06,0.0,0.0,0.0,RT
4073,4.8022,2.5829,184.28,176.57,128.01,10.755,13.159,14.381,555.5,246.12,119.87,0.0,0.0,0.0,RT
4074,4.2247,2.8538,227.31,203.78,139.1,10.452,12.493,15.093,549.7,255.12,291.21,0.0,0.0,0.0,RT
4075,4.7475,2.8317,199.95,189.49,119.78,10.704,13.508,15.55,555.8,311.58,215.12,0.0,0.0,0.0,RT
4076,2.9895,3.6499,213.76,192.83,108.78,10.704,12.245,15.185,536.9,176.89,304.32,0.0,0.0,0.0,RT
4077,4.4887,2.2162,212.17,212.32,114.94,10.457,12.296,15.88,546.2,213.11,415.61,0.0,0.0,0.0,RT
4078,3.1447,2.7092,210.57,175.97,123.98,10.729,12.66,14.701,564.1,229.31,202.59,0.0,0.0,0.0,RT
4079,3.5727,2.617,196.73,188.05,105.88,9.492,12.861,16.448,559.2,370.72,377.18,0.0,0.0,0.0,RT
4080,4.2496,2.1913,186.74,177.64,113.52,10.307,12.824,15.971,537.8,252.85,300.56,0.0,0.0,0.0,RT
4081,3.0989,2.6461,197.97,193.35,117.2,10.506,12.89,15.269,553.5,261.15,254.64,0.0,0.0,0.0,RT
4082,3.4212,2.5234,219.91,184.47,120.93,10.651,12.41,15.042,541.0,209.27,262.68,0.0,0.0,0.0,RT
4083,2.9816,2.332,192.64,178.27,135.27,10.792,12.894,15.409,547.2,221.62,245.28,0.0,0.0,0.0,RT
4084,4.2291,2.764,199.44,197.32,125.85,10.424,13.389,16.189,564.8,334.02,311.98,0.0,0.0,0.0,RT
4085,3.2763,1.9451,215.02,190.1,110.53,10.383,12.82,15.261,531.8,278.73,246.68,0.0,0.0,0.0,RT
4086,3.7556,2.7395,197.67,177.48,152.87,10.761,12.173,15.151,537.2,149.88,283.97,0.0,0.0,0.0,RT
4087,4.0124,2.215,203.48,178.1,119.86,10.845,12.671,15.497,551.5,204.84,277.6,0.0,0.0,0.0,RT
4088,3.9399,3.3009,210.98,192.08,105.72,10.722,11.717,14.747,554.7,116.44,322.82,0.0,0.0,0.0,RT
