firm_code,survey_date,years_operation,employees_cat,employees_est,annual_revenue_cat,ownership_type,fdi_partnership,FDI,fdi_equity,fdi_joint_venture,fdi_tech_transfer,fdi_mgmt_contract,years_with_fdi,ka1,ka2,ka3,ka4,tp1,tp2,tp3,tp4,r_and_d_pct,new_products_3yr,proc_innov_iot,proc_innov_automation,proc_innov_quality,proc_innov_other,inn1,inn2,inn3,skilled_workforce_pct,training_hours_per_employee,modern_equipment,machinery_age_years,access_credit,reinvestment_rate_pct,gp1_tax_incentives,gp2_regulatory_stability,gp3_infrastructure_support,gp4_ease_of_permits,avg_roi_pct,avg_roa_pct,export_intensity_pct,capacity_utilization_pct,market_share_lagos_pct,KA_score,TP_score,INN_score,FR_score,GP_score,PERFORM_index
FIRM172,08/06/2025,3,1-50,35,<50M,Local,No,0,0,0,0,0,0,3,4,3,2,1,1,4,3,3.22,1,0,0,1,0,3.22,1,1,43.4,44.5,1,2,Moderate,9.8,4,3,3,3,0.69,2.08,5.0,65.36,4.1,3.0,2.25,1.087,0.653,3.333,17.93
FIRM173,07/05/2025,26,500+,700,>5B,Foreign-owned,Yes,1,1,1,1,0,10,3,5,4,4,4,3,3,2,4.68,1,0,1,1,0,4.68,1,2,72.1,12.8,0,6,Moderate,36.0,4,3,3,6,16.54,6.07,23.82,72.14,8.11,4.0,3.0,1.845,0.548,3.333,37.87
FIRM174,07/05/2025,4,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,3,2,4,3,1,4,3,3,2.13,2,0,0,0,0,2.13,2,0,54.8,31.4,0,11,Moderate,1.1,3,3,3,3,5.83,2.41,2.09,58.09,2.9,3.0,2.75,0.462,0.384,3.0,18.86
FIRM175,18/06/2025,7,1-50,35,500M-5B,Local,No,0,0,0,0,0,0,5,4,2,4,3,2,3,2,3.46,7,0,1,0,0,3.46,7,1,43.2,39.3,0,18,Moderate,13.3,5,4,3,3,6.97,5.04,0,70.38,2.38,3.75,2.5,1.62,0.381,4.0,23.49
FIRM176,03/02/2025,21,1-50,35,<50M,Local,Yes,1,1,0,1,0,2,2,3,4,5,3,2,3,1,3.48,6,0,0,0,0,3.48,6,0,56.0,16.8,0,14,Easy,0,3,3,1,2,0.31,3.75,11.21,53.47,4.06,3.5,2.25,0.984,0.341,2.333,17.87
FIRM177,29/04/2025,11,51-250,150,50M-500M,Local,No,0,0,0,0,0,0,3,3,2,3,2,3,3,3,4.23,3,0,0,0,0,4.23,3,0,61.2,35.3,1,16,Moderate,13.4,4,4,2,2,4.3,4.34,11.37,62.13,0.24,2.75,2.75,0.838,0.578,3.333,20.96
FIRM178,04/06/2025,26,500+,700,500M-5B,Foreign-owned,No,0,0,0,0,0,0,3,4,4,4,3,4,2,2,2.34,1,0,1,0,0,2.34,1,1,46.7,20.2,1,1,Easy,25.3,6,4,3,5,6.55,6.51,7.53,68.73,8.67,3.75,2.75,0.964,0.685,4.333,28.27
FIRM179,11/04/2025,4,1-50,35,<50M,Joint venture,No,0,0,0,0,0,0,1,2,3,2,2,3,2,2,2.08,2,0,0,0,0,2.08,2,0,38.1,20.7,0,5,Moderate,6.8,4,2,2,2,-1.23,-0.63,7.34,58.65,4.21,2.0,2.25,0.456,0.376,2.667,13.73
FIRM180,26/02/2025,35,251-500,350,500M-5B,Joint venture,Yes,1,0,1,0,0,4,4,5,5,5,3,4,3,3,4.7,0,0,1,0,0,4.7,0,1,37.2,44.3,1,5,Difficult,27.0,4,4,3,3,12.33,4.36,18.69,66.49,10.28,4.75,3.25,1.208,0.659,3.667,32.64
FIRM181,24/05/2025,15,1-50,35,<50M,Local,No,0,0,0,0,0,0,1,4,4,3,1,1,3,2,1.5,0,0,0,1,0,1.5,0,1,75.6,29.1,1,16,Moderate,26.0,3,2,4,2,-2.75,1.49,0,57.75,4.34,3.0,1.75,0.764,0.647,3.0,12.89
FIRM182,27/03/2025,17,51-250,150,<50M,Local,No,0,0,0,0,0,0,3,4,1,3,1,1,1,3,2.9,4,0,0,0,0,2.9,4,0,52.2,20.6,0,7,Moderate,17.1,3,5,2,4,-4.66,-3,9.98,57.78,0,2.75,1.5,0.736,0.44,3.333,8.24
FIRM183,22/04/2025,18,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,2,4,3,3,1,2,1,1,2.31,4,0,0,0,0,2.31,4,0,55.4,19.6,0,10,Moderate,4.6,3,5,2,1,-1.86,-3,1.51,54.84,0.83,3.0,1.25,0.654,0.368,3.333,8.06
FIRM184,27/03/2025,13,1-50,35,50M-500M,Joint venture,No,0,0,0,0,0,0,4,3,2,4,4,2,3,3,2.42,0,0,0,1,0,2.42,0,1,43.9,19.9,1,10,Moderate,22.8,6,4,2,3,5.02,5.88,5.96,59.79,3.46,3.25,3.0,0.891,0.569,4.0,22.47
FIRM185,20/06/2025,1,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,4,4,3,3,2,2,2,3,3.98,4,0,0,0,0,3.98,4,0,56.1,3.4,0,10,Moderate,6.6,3,5,4,2,-2.21,0.85,0,68.43,0,3.5,2.25,0.886,0.325,4.0,12.98
FIRM186,11/02/2025,13,1-50,35,<50M,Local,Yes,1,1,0,1,0,3,5,5,4,3,4,3,2,4,3.43,5,1,0,0,0,3.43,5,1,29.0,32.8,0,10,Moderate,12.6,4,3,3,4,11.61,8.1,12.64,62.64,5.06,4.25,3.25,1.448,0.381,3.333,30.96
FIRM187,28/03/2025,19,500+,700,500M-5B,Joint venture,Yes,1,1,1,1,0,2,4,3,5,3,3,4,3,3,3.0,2,0,0,1,0,3.0,2,1,69.1,22.1,0,6,Easy,12.9,3,5,6,3,8.19,5.95,4.94,75.11,12.61,3.75,3.25,1.139,0.507,4.667,31.3
FIRM188,16/02/2025,23,51-250,150,<50M,Local,No,0,0,0,0,0,0,4,3,3,3,4,2,5,3,3.33,2,0,1,0,0,3.33,2,1,60.4,8.6,1,7,Moderate,14.5,1,4,3,4,11.2,9.8,4.91,78.78,8.14,3.25,3.5,1.185,0.559,2.667,35.07
FIRM189,08/03/2025,23,1-50,35,50M-500M,Local,Yes,1,0,0,1,1,6,4,5,5,5,4,5,3,2,2.83,2,0,1,0,0,2.83,2,1,36.1,34.5,1,14,Moderate,11.1,4,4,2,5,10.02,9.42,12.71,84.03,6.71,4.75,3.5,1.116,0.518,3.333,36.03
FIRM190,08/06/2025,28,1-50,35,500M-5B,Local,No,0,0,0,0,0,0,3,3,4,4,4,3,3,3,3.31,2,0,0,1,0,3.31,2,1,52.1,28.3,1,7,Moderate,7.8,3,5,4,2,5.14,5.96,24.17,68.04,6.86,3.5,3.25,1.181,0.575,4.0,29.36
FIRM191,03/06/2025,22,1-50,35,500M-5B,Local,Yes,1,1,0,0,0,12,5,5,4,4,5,3,3,2,4.02,1,0,1,1,0,4.02,1,2,40.0,22.8,1,17,Moderate,7.9,5,2,2,3,9.99,5.21,21.16,62.01,6.71,4.5,3.25,1.753,0.452,3.0,29.92
FIRM192,07/05/2025,7,51-250,150,<50M,Local,No,0,0,0,0,0,0,2,2,3,4,2,4,4,2,2.41,1,0,0,0,0,2.41,1,0,50.9,21.1,0,10,Moderate,13.0,3,3,4,5,2.34,-0.1,0,54.46,6.61,2.75,3.0,0.418,0.398,3.333,15.11
FIRM193,22/06/2025,22,500+,700,50M-500M,Joint venture,Yes,1,0,1,1,0,11,5,5,5,5,4,2,4,3,4.27,5,1,1,0,0,4.27,5,2,61.7,31.4,1,1,Moderate,12.3,5,5,4,5,10.6,7.49,24.46,77.97,10.13,5.0,3.25,2.121,0.674,4.667,37.44
FIRM194,29/03/2025,6,51-250,150,50M-500M,Local,No,0,0,0,0,0,0,2,5,4,4,3,2,3,4,2.94,1,1,1,0,0,2.94,1,2,50.9,17.0,1,12,Moderate,33.6,3,2,5,2,3.78,3.25,3.01,62.3,4.97,3.75,3.0,1.603,0.608,3.333,20.15
FIRM195,08/06/2025,23,51-250,150,<50M,Local,No,0,0,0,0,0,0,4,3,2,3,3,3,1,3,3.64,4,0,0,0,0,3.64,4,0,44.0,24.0,0,14,Easy,17.3,3,2,2,3,3.8,-0.06,9.15,75.16,3.63,3.0,2.5,0.838,0.409,2.333,20.74
FIRM196,23/06/2025,15,1-50,35,<50M,Local,No,0,0,0,0,0,0,2,2,3,3,4,2,2,3,2.96,5,0,0,0,0,2.96,5,0,38.1,39.0,1,10,Easy,19.4,5,3,2,2,7.73,3.62,0,70.9,2.18,2.5,2.75,0.828,0.633,3.333,22.84
FIRM197,13/04/2025,19,251-500,350,>5B,Local,Yes,1,1,0,0,0,9,5,3,5,5,4,3,5,3,3.33,5,1,0,1,0,3.33,5,2,64.8,30.8,1,13,Moderate,34.8,3,5,4,4,21.48,9.93,21.06,76.4,13.0,4.5,3.75,1.99,0.686,4.0,46.43
FIRM198,18/02/2025,36,251-500,350,500M-5B,Local,Yes,1,1,0,1,0,10,5,3,5,5,2,2,4,3,4.52,3,0,1,0,0,4.52,3,1,60.7,32.6,1,4,Moderate,30.9,2,6,3,4,4.44,4.84,23.5,77.99,6.94,4.5,2.75,1.434,0.733,3.667,29.92
FIRM199,10/01/2025,7,1-50,35,500M-5B,Local,No,0,0,0,0,0,0,3,2,3,2,3,4,3,2,2.67,1,0,1,0,0,2.67,1,1,54.6,17.0,0,14,Moderate,27.5,5,3,5,3,9.62,3.38,6.16,68.68,5.92,2.5,3.0,1.01,0.426,4.333,26.23
FIRM200,31/01/2025,13,1-50,35,<50M,Local,No,0,0,0,0,0,0,3,3,5,3,3,3,3,3,1.79,0,0,0,0,0,1.79,0,0,59.6,29.3,1,5,Difficult,44.7,3,3,1,3,9.07,-0.02,3.73,74.01,1.22,3.5,3.0,0.249,0.699,2.333,21.73
FIRM201,29/04/2025,26,251-500,350,50M-500M,Joint venture,Yes,1,1,1,0,1,4,4,3,4,5,4,1,3,3,3.88,3,1,0,0,0,3.88,3,1,77.7,48.7,1,8,Moderate,10.6,3,4,2,4,1.87,8.82,21.99,71.64,6.44,4.0,2.75,1.344,0.712,3.0,29.72
FIRM202,26/04/2025,23,500+,700,500M-5B,Local,No,0,0,0,0,0,0,2,4,4,3,2,4,3,5,3.9,2,0,1,0,0,3.9,2,1,71.9,50.2,1,12,Difficult,20.9,3,4,3,5,8.11,11.15,4.83,71.89,6.96,3.25,3.5,1.265,0.686,3.333,32.31
FIRM203,21/02/2025,9,1-50,35,50M-500M,Local,Yes,1,0,0,1,0,6,4,3,3,5,2,1,4,3,3.74,6,0,0,1,0,3.74,6,1,55.4,31.7,0,8,Difficult,12.1,6,2,4,3,12.02,3.34,26.57,59.99,9.0,3.75,2.5,1.575,0.426,4.0,31.36
FIRM204,28/06/2025,18,51-250,150,500M-5B,Foreign-owned,Yes,1,0,0,1,0,3,4,4,4,5,3,2,3,3,3.92,5,0,1,1,0,3.92,5,2,45.9,25.9,1,13,Moderate,16.5,3,2,2,4,11.26,9.23,15.12,64.61,7.54,4.25,2.75,2.072,0.544,2.333,33.6
FIRM205,13/02/2025,20,1-50,35,50M-500M,Local,Yes,1,1,0,1,0,4,4,4,2,4,4,3,5,3,3.51,5,0,1,1,0,3.51,5,2,58.5,33.3,0,4,Difficult,22.4,3,3,3,5,8.92,10.04,21.7,74.27,7.68,3.5,3.75,2.015,0.513,3.0,36.1
FIRM206,25/03/2025,8,251-500,350,500M-5B,Local,Yes,1,1,1,1,1,1,4,3,5,4,3,3,5,3,4.55,0,0,1,1,0,4.55,0,2,60.9,28.5,1,10,Moderate,31.5,4,4,5,3,14.56,9.9,19.74,63.72,12.64,4.0,3.5,1.743,0.677,4.333,39.13
FIRM207,18/01/2025,10,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,3,3,2,3,2,1,2,4,2.69,3,1,0,0,0,2.69,3,1,46.5,15.3,0,15,Moderate,15.6,4,3,3,1,1.63,-1.99,14.96,60.08,2.9,2.75,2.25,1.179,0.341,3.333,15.67
FIRM208,26/03/2025,13,1-50,35,<50M,Local,No,0,0,0,0,0,0,3,3,5,3,2,3,3,3,2.95,3,0,0,1,0,2.95,3,1,73.5,20.4,0,13,Moderate,32.0,4,5,4,3,1.85,5.4,4.9,77.47,5.31,3.5,2.75,1.215,0.512,4.333,24.23
FIRM209,04/05/2025,11,1-50,35,500M-5B,Local,Yes,1,0,0,0,0,1,5,3,4,4,4,3,2,5,3.18,4,1,1,1,0,3.18,4,3,57.1,33.7,0,12,Difficult,25.5,3,5,5,3,11.21,11.75,20.09,63.39,6.89,4.0,3.5,2.442,0.464,4.333,36.05
FIRM210,31/05/2025,15,1-50,35,500M-5B,Joint venture,Yes,1,0,1,0,0,5,5,4,4,4,2,2,3,3,3.12,2,0,0,1,0,3.12,2,1,52.1,10.9,0,8,Easy,10.3,3,4,3,4,8.46,5.08,9.28,72.82,5.51,4.25,2.5,1.155,0.401,3.333,28.13
FIRM211,18/02/2025,11,51-250,150,<50M,Local,No,0,0,0,0,0,0,3,1,3,4,3,2,2,3,2.46,0,1,1,0,0,2.46,0,2,37.2,21.9,0,5,Difficult,9.3,6,2,4,4,2.26,3.4,9.11,68.25,1.14,2.75,2.5,1.453,0.358,4.0,20.1
FIRM212,29/01/2025,12,1-50,35,50M-500M,Local,Yes,1,1,0,1,0,8,5,5,5,5,3,5,4,5,3.44,0,1,1,1,0,3.44,0,3,70.5,4.9,1,4,Moderate,11.4,4,3,5,1,16.95,10.65,25.36,71.34,11.25,5.0,4.25,2.144,0.581,4.0,43.27
FIRM213,22/03/2025,18,500+,700,>5B,Local,Yes,1,1,1,1,0,4,4,3,4,5,4,3,2,4,5.74,3,0,1,1,1,5.74,3,2,58.1,5.2,1,1,Moderate,10.4,3,2,2,5,8.18,9.38,23.84,76.98,13.4,4.0,3.25,2.158,0.569,2.333,38.52
FIRM214,18/06/2025,14,500+,700,>5B,Joint venture,Yes,1,1,1,0,0,8,4,4,4,5,3,5,2,3,5.25,3,1,0,1,0,5.25,3,2,68.3,23.7,0,8,Moderate,15.3,3,4,3,3,13.85,2.19,21.01,75.47,9.95,4.25,3.25,2.091,0.475,3.333,33.97
FIRM215,17/05/2025,13,51-250,150,50M-500M,Local,No,0,0,0,0,0,0,3,3,4,3,3,2,3,2,2.71,1,0,0,0,0,2.71,1,0,41.6,25.9,1,11,Difficult,15.4,2,2,1,4,-1.8,-0.73,0.46,58.66,4.86,3.25,2.5,0.46,0.514,1.667,12.19
FIRM216,04/04/2025,19,51-250,150,500M-5B,Local,Yes,1,1,0,1,0,10,3,5,4,5,3,3,3,1,2.46,2,1,1,0,1,2.46,2,2,49.6,30.1,0,14,Difficult,21.2,5,2,4,3,7.8,3.03,16.81,46.45,5.34,4.25,2.5,1.619,0.4,3.667,22.24
FIRM217,11/04/2025,6,251-500,350,>5B,Joint venture,Yes,1,1,1,1,0,6,5,5,4,5,3,4,3,3,3.95,2,1,1,0,0,3.95,2,2,63.6,26.4,1,10,Moderate,31.0,3,3,3,2,9.03,8.06,15.79,76.87,5.34,4.75,3.25,1.827,0.675,3.0,32.91
FIRM218,07/04/2025,20,51-250,150,<50M,Local,No,0,0,0,0,0,0,3,2,3,4,3,2,1,1,2.1,0,0,0,0,0,2.1,0,0,29.0,23.7,0,13,Moderate,0,2,3,2,4,-5,-2.07,4.41,44.5,2.2,3.0,1.75,0.292,0.274,2.333,5.94
FIRM219,11/05/2025,31,251-500,350,500M-5B,Foreign-owned,Yes,1,1,0,0,0,7,5,3,5,5,5,5,3,3,2.88,2,0,0,1,0,2.88,2,1,60.1,35.9,1,6,Moderate,4.5,2,5,2,5,11.44,9.87,23.48,83.12,10.21,4.5,4.0,1.123,0.614,3.0,40.74
FIRM220,07/03/2025,9,51-250,150,<50M,Joint venture,No,0,0,0,0,0,0,2,4,3,2,3,3,2,4,3.09,2,0,1,1,0,3.09,2,2,42.2,33.4,1,12,Moderate,16.0,5,3,3,1,11.98,4.51,9.49,77.7,6.43,2.75,3.0,1.707,0.565,3.667,31.29
FIRM221,20/01/2025,19,1-50,35,<50M,Local,Yes,1,0,0,1,1,1,5,3,5,2,3,5,4,3,4.38,3,0,0,1,0,4.38,3,1,59.9,15.5,0,9,Moderate,13.7,2,3,2,4,10.53,8.52,11.49,95.27,10.42,3.75,3.75,1.414,0.413,2.333,39.22
FIRM222,26/02/2025,15,1-50,35,<50M,Local,No,0,0,0,0,0,0,5,2,4,3,2,2,3,3,0.57,0,0,0,1,1,0.57,0,1,48.6,28.0,1,6,Difficult,22.7,2,1,1,4,3.41,0.88,0.77,62.2,0,3.5,2.5,0.635,0.607,1.333,15.43
FIRM223,05/03/2025,4,51-250,150,<50M,Local,No,0,0,0,0,0,0,5,4,2,4,4,5,3,2,2.83,4,1,1,0,0,2.83,4,2,55.4,15.2,1,24,Difficult,21.1,3,3,3,2,4.51,9.07,13.34,70.08,2.74,3.75,3.5,1.838,0.47,3.0,27.93
FIRM224,17/05/2025,8,500+,700,500M-5B,Joint venture,Yes,1,0,1,0,1,2,3,4,5,5,4,3,2,3,2.26,2,1,1,1,0,2.26,2,3,60.0,0.6,0,13,Moderate,13.3,1,2,2,1,10.81,7.02,16.49,74.49,8.5,4.25,3.0,2.147,0.331,1.667,34.22
FIRM225,25/02/2025,2,51-250,150,500M-5B,Joint venture,No,0,0,0,0,0,0,3,2,4,3,2,2,1,2,2.77,4,0,0,0,1,2.77,4,0,74.0,4.6,0,12,Easy,13.8,3,4,4,4,-5,2.6,0.69,55.66,4.92,3.0,1.75,0.718,0.419,3.667,12.33
FIRM226,23/04/2025,11,1-50,35,<50M,Local,No,0,0,0,0,0,0,3,3,2,4,4,2,2,3,2.83,0,0,0,0,0,2.83,0,0,57.5,16.2,1,16,Difficult,18.0,4,3,4,4,3.54,2.62,8.3,75.28,4.16,3.0,2.75,0.394,0.495,3.667,22.81
FIRM227,23/06/2025,6,51-250,150,<50M,Local,Yes,1,1,0,0,0,2,4,4,3,5,3,4,4,4,4.49,3,1,1,1,0,4.49,3,3,53.2,25.8,1,15,Moderate,12.4,2,2,4,3,21.22,7.76,24.79,70.75,1.87,4.0,3.75,2.54,0.53,2.667,39.38
FIRM228,26/02/2025,10,251-500,350,500M-5B,Local,Yes,1,1,0,1,0,7,4,5,5,5,3,4,3,3,2.95,2,1,0,1,0,2.95,2,2,65.3,31.0,1,8,Moderate,14.5,4,3,5,6,6.71,10.94,25.31,82.83,11.13,4.75,3.25,1.687,0.639,4.0,39.34
FIRM229,17/06/2025,18,51-250,150,<50M,Local,Yes,1,1,0,0,0,11,5,4,5,4,3,3,5,5,3.63,0,0,1,1,0,3.63,0,2,46.0,25.6,1,14,Difficult,26.5,2,4,2,2,17.76,11.32,27.26,70.38,7.78,4.5,4.0,1.615,0.549,2.667,43.02
FIRM230,12/05/2025,12,51-250,150,<50M,Foreign-owned,Yes,1,1,0,1,1,2,4,4,4,4,3,5,3,3,4.13,6,0,1,0,0,4.13,6,1,43.9,0,0,4,Moderate,19.5,3,4,3,1,9.29,10.38,16.02,76.86,6.0,4.0,3.5,1.63,0.383,3.333,35.26
FIRM231,04/02/2025,3,1-50,35,50M-500M,Local,Yes,1,1,0,1,0,3,3,2,3,4,2,1,4,3,3.64,0,0,1,1,0,3.64,0,2,31.5,0,0,8,Difficult,26.4,5,2,4,4,6.64,5.56,28.98,67.59,6.85,3.0,2.5,1.616,0.322,3.667,30.85
FIRM232,16/02/2025,14,51-250,150,<50M,Local,No,0,0,0,0,0,0,2,3,3,4,3,5,3,3,1.33,2,0,1,1,0,1.33,2,2,58.4,26.2,1,12,Difficult,19.6,3,1,3,4,9.4,6.31,0.79,73.92,4.2,3.0,3.5,1.463,0.567,2.333,27.67
FIRM233,03/05/2025,14,51-250,150,500M-5B,Local,Yes,1,0,0,1,1,2,4,5,4,3,3,3,3,4,2.94,0,0,0,1,0,2.94,0,1,66.5,26.2,1,15,Easy,10.6,4,4,2,4,10.21,5.52,19.03,74.16,4.57,4.0,3.25,0.963,0.586,3.333,31.4
FIRM234,16/02/2025,14,51-250,150,<50M,Local,No,0,0,0,0,0,0,4,3,3,2,3,2,5,4,1.58,4,0,0,1,0,1.58,4,1,56.6,11.9,1,18,Difficult,10.1,4,2,3,3,10.03,8.21,3.16,82.26,4.78,3.0,3.5,1.108,0.429,3.0,31.98
FIRM235,12/06/2025,5,1-50,35,50M-500M,Local,Yes,1,0,0,0,0,1,4,2,3,4,4,4,1,3,2.95,1,0,0,1,0,2.95,1,1,58.9,11.0,0,9,Difficult,15.9,2,3,3,3,5.66,4.84,13.51,82.63,9.6,3.25,3.0,1.048,0.374,2.667,30.75
FIRM236,30/06/2025,9,1-50,35,50M-500M,Local,Yes,1,0,0,0,1,2,5,4,4,3,4,4,2,4,3.2,3,1,1,0,0,3.2,3,2,56.0,27.3,1,21,Moderate,17.2,4,2,4,4,15.63,7.26,17.14,69.12,5.16,4.0,3.5,1.805,0.525,3.333,35.04
FIRM237,28/02/2025,19,251-500,350,50M-500M,Joint venture,Yes,1,1,1,0,1,10,4,5,4,5,4,5,4,4,4.51,6,0,1,1,0,4.51,6,2,61.1,38.0,1,16,Difficult,23.7,3,3,5,4,15.9,8.7,17.15,89.21,11.52,4.5,4.25,2.237,0.601,3.667,43.1
FIRM238,26/05/2025,12,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,3,2,4,4,4,3,3,3,3.24,4,0,0,0,0,3.24,4,0,48.4,33.3,1,12,Moderate,20.5,5,3,1,3,6.13,3.8,0,77.12,2.27,3.25,3.25,0.784,0.6,3.0,23.27
FIRM239,11/02/2025,21,51-250,150,50M-500M,Local,No,0,0,0,0,0,0,5,1,2,1,2,3,2,2,1.32,2,0,1,0,0,1.32,2,1,51.2,16.0,1,12,Moderate,18.1,3,3,1,3,1.31,0.35,6.71,56.07,2.14,2.25,2.25,0.905,0.539,2.333,14.57
FIRM240,19/01/2025,21,251-500,350,>5B,Local,No,0,0,0,0,0,0,3,2,5,4,2,2,2,3,3.19,1,1,0,0,0,3.19,1,1,75.6,26.1,1,6,Moderate,35.3,4,2,5,4,8.11,6.73,7.0,62.57,7.14,3.5,2.25,1.082,0.751,3.667,27.42
FIRM241,13/04/2025,19,51-250,150,<50M,Local,No,0,0,0,0,0,0,3,2,4,3,3,1,2,3,3.61,4,0,0,1,0,3.61,4,1,39.3,0.4,1,9,Moderate,31.7,5,2,4,3,1.61,3.47,0,68.18,2.81,3.0,2.25,1.391,0.538,3.667,18.62
FIRM242,24/02/2025,9,51-250,150,500M-5B,Local,Yes,1,1,0,1,0,3,4,5,3,4,3,2,4,4,3.84,6,0,0,1,1,3.84,6,1,62.1,11.4,0,11,Easy,31.0,4,3,3,2,8.4,5.28,31.74,70.85,6.05,4.0,3.25,1.589,0.494,3.333,32.58
FIRM243,23/03/2025,8,251-500,350,>5B,Joint venture,Yes,1,0,1,1,0,5,5,5,3,5,5,3,5,4,4.72,4,0,1,1,0,4.72,4,2,81.4,58.7,0,8,Moderate,13.2,3,6,4,4,21.0,14.75,20.09,74.12,14.21,4.5,4.25,2.099,0.616,4.333,49.86
FIRM244,20/04/2025,15,1-50,35,50M-500M,Local,Yes,1,0,0,1,0,7,4,4,3,5,2,3,2,3,3.66,3,0,0,1,0,3.66,3,1,47.2,10.1,1,3,Difficult,3.5,6,3,5,4,6.95,6.51,29.26,79.68,6.47,4.0,2.5,1.314,0.484,4.667,34.11
FIRM245,15/06/2025,17,500+,700,>5B,Local,Yes,1,0,0,0,0,8,3,3,5,5,3,4,4,3,4.07,4,0,0,0,0,4.07,4,0,71.7,22.3,0,10,Moderate,24.6,4,2,5,4,10.08,9.36,11.76,71.64,10.05,4.0,3.5,0.899,0.504,3.667,34.77
FIRM246,02/02/2025,14,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,1,4,4,3,3,2,2,3,2.1,0,0,1,0,0,2.1,0,1,29.4,0,1,8,Easy,5.6,4,3,3,2,-2.83,2.2,0,61.77,8.12,3.0,2.5,0.847,0.438,3.333,15.82
FIRM247,10/06/2025,14,1-50,35,>5B,Joint venture,Yes,1,1,1,1,1,4,3,5,3,4,3,3,1,5,3.48,4,0,0,0,0,3.48,4,0,72.5,32.8,0,12,Difficult,19.6,2,4,2,2,6.3,4.14,10.06,69.04,7.67,3.75,3.0,0.816,0.474,2.667,26.36
FIRM248,18/05/2025,18,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,2,3,3,2,2,3,1,2,1.71,2,0,1,0,0,1.71,2,1,58.3,27.5,1,13,Difficult,28.7,3,5,4,3,-1.55,4.61,13.03,57.86,4.06,2.5,2.0,0.96,0.603,4.0,18.64
FIRM249,11/03/2025,7,51-250,150,50M-500M,Local,No,0,0,0,0,0,0,1,1,3,3,1,3,3,3,2.45,4,0,0,1,0,2.45,4,1,41.4,17.2,0,14,Easy,17.9,2,3,2,5,5.31,1.95,0,67.49,5.57,2.0,2.5,1.229,0.383,2.333,20.76
FIRM250,09/04/2025,6,1-50,35,<50M,Local,No,0,0,0,0,0,0,4,3,4,3,4,3,2,2,3.08,4,0,0,1,1,3.08,4,1,45.9,0,0,8,Moderate,6.8,3,2,3,2,2.74,3.21,7.73,66.07,1.6,3.5,2.75,1.316,0.304,2.667,19.73
FIRM251,28/03/2025,10,51-250,150,<50M,Local,No,0,0,0,0,0,0,4,1,4,3,3,2,3,3,2.31,2,1,1,1,0,2.31,2,3,50.4,12.5,0,6,Moderate,22.0,3,3,3,2,9.3,3.17,23.82,53.34,7.68,3.0,2.75,2.155,0.437,3.0,27.08
FIRM252,08/03/2025,6,51-250,150,<50M,Local,No,0,0,0,0,0,0,1,2,4,2,2,1,3,3,1.87,0,0,0,0,0,1.87,0,0,50.4,40.2,0,6,Difficult,24.5,3,3,3,4,-1.24,-2.4,5.57,57.43,0.63,2.25,2.25,0.26,0.51,3.0,10.17
FIRM253,27/06/2025,1,1-50,35,500M-5B,Local,Yes,1,1,1,1,0,1,5,5,3,2,4,4,4,3,3.06,4,1,1,0,0,3.06,4,2,73.7,0,0,10,Moderate,11.6,4,1,3,3,11.17,9.94,15.39,88.49,7.73,3.75,3.75,1.87,0.379,2.667,39.02
FIRM254,26/04/2025,14,251-500,350,50M-500M,Local,Yes,1,1,0,1,0,6,5,5,5,5,4,3,3,4,5.04,2,1,1,1,0,5.04,2,3,73.2,33.6,0,10,Easy,24.9,4,5,3,3,16.88,6.18,17.43,75.53,10.52,5.0,3.5,2.534,0.577,4.0,38.59
FIRM255,30/06/2025,21,1-50,35,50M-500M,Local,No,0,0,0,0,0,0,4,3,3,4,2,2,3,3,2.6,3,0,0,0,0,2.6,3,0,47.8,9.0,1,15,Moderate,12.7,4,4,4,2,3.79,-1.25,16.71,63.89,2.3,3.5,2.5,0.611,0.462,4.0,18.48
FIRM256,07/02/2025,11,51-250,150,<50M,Joint venture,Yes,1,0,1,0,0,2,4,3,4,5,5,2,3,5,3.82,4,0,1,0,0,3.82,4,1,52.7,0.2,1,14,Moderate,4.3,3,5,1,2,16.14,7.35,18.75,75.4,9.98,4.0,3.75,1.419,0.416,3.0,39.07
FIRM257,20/05/2025,20,51-250,150,<50M,Local,No,0,0,0,0,0,0,2,1,4,3,2,2,2,2,1.78,4,0,0,1,0,1.78,4,1,48.2,31.1,1,8,Difficult,15.2,4,2,3,2,2.63,0.43,4.9,66.66,2.92,2.5,2.0,1.137,0.569,3.0,17.55
FIRM258,01/06/2025,18,1-50,35,50M-500M,Joint venture,Yes,1,1,1,0,0,6,5,5,4,5,3,4,4,2,2.86,4,0,0,0,0,2.86,4,0,21.7,21.6,0,19,Moderate,12.4,3,2,4,2,10.63,8.14,14.69,79.59,6.73,4.75,3.25,0.73,0.257,3.0,34.89
