Country_Code,Country_Name,Year,Quarter,Date,Bank_NPL_to_Total_Loans_%,Bank_Z_Score,Bank_ROA_%,Domestic_Credit_to_Private_Sector_%_GDP,WGI_Regulatory_Quality,Financial_Regulation_Index,Digital_Lending_Regulation,Mobile_Money_Regulation,Data_Protection_Law,Regulatory_Sandbox,Total_FinTech_Regulations,Account_Ownership_%_Adults,Mobile_Money_Account_%_Adults,Bank_Branches_per_100k_Adults,ATMs_per_100k_Adults,Banking_Market_HHI,Interest_Rate_Spread_%,Capital_Adequacy_Ratio_%,Liquid_Assets_to_Deposits_%,Forex_Reserves_Months_Imports,Financial_Stress_Index,Systemic_Risk_Score,Data_Source,Last_Updated,Region,Banking_Health_Index,Regulatory_Strength_Index,Financial_Development_Index
MDG,Madagascar,2016,Q4,2016-Q4,9.16,4.95,0.53,27.5,-0.576,20.14,0,0,0,0,0,22.07,6.28,2.86,2.72,4106.0,11.77,10.71,20.05,1.26,40.36,104.8,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,14.8325,19.54,15.118
MDG,Madagascar,2017,Q1,2017-Q1,9.59,5.1,0.549,28.08,-0.581,20.56,0,0,0,0,0,22.68,6.56,2.9,2.79,4173.0,12.09,10.93,20.63,1.32,42.19,105.31,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.038124999999999,19.646666666666665,15.479999999999999
MDG,Madagascar,2017,Q2,2017-Q2,9.45,5.05,0.541,27.96,-0.58,20.47,0,0,0,0,0,22.7,6.58,2.9,2.79,4139.0,11.96,10.89,20.46,1.3,41.5,105.08,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,14.981874999999999,19.62333333333333,15.463999999999999
MDG,Madagascar,2017,Q3,2017-Q3,9.92,5.21,0.562,28.56,-0.586,20.91,0,0,0,0,0,23.33,6.88,2.93,2.85,4212.0,12.3,11.12,21.08,1.36,43.48,105.64,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.2,19.73,15.824000000000002
MDG,Madagascar,2017,Q4,2017-Q4,9.84,5.18,0.557,28.51,-0.585,20.87,0,0,0,0,0,23.43,6.94,2.94,2.86,4188.0,12.22,11.1,20.98,1.35,43.04,105.48,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.1675,19.723333333333333,15.86
MDG,Madagascar,2018,Q1,2018-Q1,9.26,5.0,0.53,27.88,-0.578,20.41,0,0,0,0,0,23.03,6.78,2.91,2.8,4080.0,11.77,10.86,20.25,1.27,40.43,104.66,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,14.92625,19.61666666666667,15.567999999999998
MDG,Madagascar,2018,Q2,2018-Q2,9.9,5.21,0.558,28.69,-0.586,21.01,0,0,0,0,0,23.86,7.17,2.96,2.89,4182.0,12.24,11.17,21.1,1.36,43.12,105.43,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.216249999999999,19.763333333333335,16.06
MDG,Madagascar,2018,Q3,2018-Q3,10.41,5.37,0.58,29.33,-0.593,21.47,0,0,0,0,0,24.52,7.49,3.0,2.97,4258.0,12.59,11.42,21.75,1.43,45.24,106.04,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.444375,19.87,16.456
MDG,Madagascar,2018,Q4,2018-Q4,10.08,5.27,0.565,29.01,-0.589,21.24,0,0,0,0,0,24.41,7.46,2.99,2.94,4194.0,12.34,11.3,21.35,1.39,43.74,105.54,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.317499999999999,19.819999999999997,16.342
MDG,Madagascar,2019,Q1,2019-Q1,10.87,5.52,0.599,29.96,-0.598,21.93,0,0,0,0,0,25.36,7.92,3.04,3.05,4314.0,12.89,11.67,22.36,1.49,47.06,106.51,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.663125,19.990000000000002,16.907999999999998
MDG,Madagascar,2019,Q2,2019-Q2,11.73,5.79,0.636,30.96,-0.608,22.66,0,0,0,0,0,26.36,8.41,3.1,3.16,4441.0,13.49,12.06,23.43,1.61,50.69,107.6,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.031875,20.166666666666668,17.51
MDG,Madagascar,2019,Q3,2019-Q3,12.22,5.93,0.656,31.51,-0.613,23.07,0,0,0,0,0,26.95,8.71,3.13,3.22,4507.0,13.81,12.27,24.03,1.68,52.74,108.22,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.22625,20.27,17.851999999999997
MDG,Madagascar,2019,Q4,2019-Q4,12.05,5.89,0.648,31.39,-0.612,22.98,0,0,0,0,0,27.01,8.77,3.13,3.22,4471.0,13.67,12.22,23.84,1.66,51.89,107.92,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.171875,20.246666666666666,17.851999999999997
MDG,Madagascar,2020,Q1,2020-Q1,16.25,4.15,0.437,30.2,-0.6,22.11,0,0,0,0,0,26.15,8.38,3.08,3.11,4284.0,12.84,10.28,22.44,1.49,93.03,130.16,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,13.541875000000001,20.036666666666665,17.27
MDG,Madagascar,2020,Q2,2020-Q2,16.55,4.2,0.443,30.48,-0.602,22.31,0,0,0,0,0,26.54,8.59,3.1,3.15,4307.0,12.97,10.38,22.7,1.52,94.6,130.76,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,13.613125,20.09,17.482
MDG,Madagascar,2020,Q3,2020-Q3,16.14,4.14,0.433,30.23,-0.6,22.13,0,0,0,0,0,26.51,8.6,3.09,3.13,4252.0,12.75,10.29,22.37,1.48,92.04,129.69,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,13.538749999999999,20.043333333333333,17.410000000000004
MDG,Madagascar,2020,Q4,2020-Q4,15.75,4.08,0.424,29.98,-0.597,21.95,0,0,0,0,0,26.44,8.59,3.09,3.11,4202.0,12.55,10.21,22.06,1.45,89.65,128.69,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,13.470625,20.003333333333334,17.336000000000002
MDG,Madagascar,2021,Q1,2021-Q1,16.03,4.12,0.429,30.25,-0.599,22.14,0,0,0,0,0,26.84,8.82,3.11,3.15,4220.0,12.66,10.3,22.3,1.47,91.03,129.21,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,13.530625,20.053333333333335,17.552
MDG,Madagascar,2021,Q2,2021-Q2,16.46,4.19,0.438,30.61,-0.602,22.41,0,0,0,0,0,27.32,9.08,3.13,3.2,4255.0,12.84,10.42,22.66,1.51,93.28,130.09,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,13.62125,20.123333333333335,17.812
MDG,Madagascar,2021,Q3,2021-Q3,17.27,4.32,0.454,31.27,-0.609,22.89,0,0,0,0,0,28.07,9.48,3.17,3.28,4329.0,13.2,12.18,23.35,1.59,49.03,106.75,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,14.555625000000001,20.236666666666668,18.246000000000002
MDG,Madagascar,2021,Q4,2021-Q4,17.0,4.28,0.448,31.12,-0.607,22.78,0,0,0,0,0,28.1,9.52,3.17,3.27,4293.0,13.06,12.12,23.14,1.56,48.18,106.46,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,14.5075,20.213333333333335,18.226
MDG,Madagascar,2022,Q1,2022-Q1,10.55,5.47,0.574,30.27,-0.598,22.16,0,0,0,0,0,27.49,9.24,3.13,3.19,4159.0,12.47,11.79,22.14,1.45,44.61,105.34,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.655625,20.066666666666666,17.806
MDG,Madagascar,2022,Q2,2022-Q2,10.7,5.52,0.579,30.49,-0.6,22.32,0,0,0,0,0,27.86,9.45,3.15,3.22,4172.0,12.56,11.87,22.34,1.47,45.14,105.46,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.723749999999999,20.106666666666666,17.997999999999998
MDG,Madagascar,2022,Q3,2022-Q3,10.58,5.48,0.573,30.41,-0.599,22.26,0,0,0,0,0,27.95,9.53,3.15,3.22,4144.0,12.46,11.84,22.21,1.46,44.57,105.26,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.681249999999999,20.093333333333334,18.016
MDG,Madagascar,2022,Q4,2022-Q4,10.37,5.42,0.563,30.21,-0.597,22.11,0,0,0,0,0,27.91,9.53,3.15,3.21,4102.0,12.29,11.76,21.94,1.43,43.59,104.94,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.599374999999998,20.05666666666667,17.964000000000002
MDG,Madagascar,2023,Q1,2023-Q1,9.96,5.29,0.544,29.78,-0.592,21.8,0,0,0,0,0,27.68,9.44,3.13,3.17,4029.0,11.98,11.6,21.44,1.37,41.8,104.38,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.432499999999997,19.986666666666665,17.778000000000002
MDG,Madagascar,2023,Q2,2023-Q2,10.17,5.36,0.553,30.08,-0.595,22.02,0,0,0,0,0,28.12,9.7,3.15,3.22,4053.0,12.11,11.71,21.72,1.4,42.6,104.59,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.531875000000001,20.040000000000003,18.018
MDG,Madagascar,2023,Q3,2023-Q3,10.27,5.4,0.556,30.26,-0.596,22.15,0,0,0,0,0,28.48,9.92,3.17,3.25,4058.0,12.16,11.78,21.86,1.41,42.92,104.64,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.588125000000002,20.076666666666664,18.201999999999998
MDG,Madagascar,2023,Q4,2023-Q4,10.25,5.39,0.554,30.27,-0.596,22.16,0,0,0,0,0,28.68,10.05,3.18,3.26,4043.0,12.12,11.79,21.83,1.41,42.72,104.55,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.584375,20.08,18.284
MDG,Madagascar,2024,Q1,2024-Q1,10.24,5.39,0.553,30.3,-0.596,22.19,0,0,0,0,0,28.85,10.16,3.18,3.27,4035.0,12.1,11.8,21.83,1.41,42.63,104.5,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.5875,20.09,18.35
MDG,Madagascar,2024,Q2,2024-Q2,11.51,5.8,0.606,31.86,-0.611,23.32,0,0,0,0,0,30.5,11.07,3.27,3.45,4225.0,12.99,12.41,23.47,1.58,47.84,105.98,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.150624999999998,20.366666666666667,19.336000000000002
MDG,Madagascar,2024,Q3,2024-Q3,11.7,5.85,0.613,32.11,-0.613,23.51,0,0,0,0,0,30.92,11.33,3.29,3.49,4242.0,13.09,12.51,23.7,1.61,48.51,106.15,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.23125,20.416666666666668,19.558
MDG,Madagascar,2024,Q4,2024-Q4,11.02,5.65,0.584,31.43,-0.607,23.01,0,0,0,0,0,30.45,11.1,3.26,3.42,4135.0,12.62,12.24,22.89,1.52,45.63,105.25,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,15.966250000000002,20.290000000000003,19.223999999999997
MLI,Mali,2010,Q1,2010-Q1,11.1,14.11,0.949,28.8,-0.924,38.21,0,0,0,0,0,34.79,20.35,2.49,6.18,4964.0,14.9,10.23,29.36,2.74,59.57,109.99,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.098750000000003,23.243333333333336,21.75
MLI,Mali,2010,Q2,2010-Q2,11.04,14.06,0.943,28.78,-0.923,38.19,0,0,0,0,0,34.99,20.58,2.5,6.2,4940.0,14.82,10.22,29.27,2.72,59.1,109.81,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.0575,23.24333333333333,21.85
MLI,Mali,2010,Q3,2010-Q3,11.89,14.72,0.999,29.71,-0.938,39.43,0,0,0,0,0,36.35,21.85,2.54,6.42,5080.0,15.48,10.55,30.64,2.93,63.53,111.17,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.639375,23.55666666666667,22.69
MLI,Mali,2010,Q4,2010-Q4,11.76,14.63,0.989,29.63,-0.936,39.32,0,0,0,0,0,36.46,22.02,2.55,6.42,5046.0,15.36,10.52,30.45,2.9,62.73,110.88,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.5625,23.53333333333333,22.740000000000002
MLI,Mali,2011,Q1,2011-Q1,12.22,14.98,1.018,30.16,-0.944,40.02,0,0,0,0,0,37.36,22.91,2.57,6.56,5112.0,15.7,10.71,31.19,3.02,65.06,111.58,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.87625,23.713333333333335,23.279999999999998
MLI,Mali,2011,Q2,2011-Q2,12.57,15.24,1.039,30.54,-0.95,40.53,0,0,0,0,0,38.05,23.61,2.6,6.66,5158.0,15.94,10.84,31.72,3.1,66.76,112.1,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,21.101875,23.843333333333334,23.704
MLI,Mali,2011,Q3,2011-Q3,12.29,15.04,1.019,30.31,-0.946,40.23,0,0,0,0,0,37.99,23.62,2.59,6.63,5100.0,15.7,10.76,31.31,3.03,65.15,111.54,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.929375,23.77,23.626
MLI,Mali,2011,Q4,2011-Q4,11.12,14.2,0.94,29.22,-0.928,38.77,0,0,0,0,0,36.84,22.62,2.55,6.41,4894.0,14.78,10.37,29.55,2.75,58.85,109.46,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.189999999999998,23.403333333333336,22.85
MLI,Mali,2012,Q1,2012-Q1,10.82,13.97,0.918,28.94,-0.923,38.4,0,0,0,0,0,36.67,22.52,2.54,6.36,4831.0,14.52,10.28,29.07,2.67,57.14,108.9,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.99375,23.313333333333333,22.71
MLI,Mali,2012,Q2,2012-Q2,11.0,14.11,0.929,29.17,-0.926,38.71,0,0,0,0,0,37.17,23.04,2.56,6.43,4853.0,14.64,10.36,29.37,2.71,57.99,109.13,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.119999999999997,23.396666666666665,23.008
MLI,Mali,2012,Q3,2012-Q3,10.23,13.53,0.875,28.4,-0.914,37.69,0,0,0,0,0,36.39,22.38,2.53,6.28,4707.0,14.01,10.08,28.15,2.53,53.84,107.8,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.603125,23.136666666666667,22.476
MLI,Mali,2012,Q4,2012-Q4,10.13,13.45,0.867,28.34,-0.912,37.6,0,0,0,0,0,36.56,22.61,2.53,6.29,4675.0,13.9,10.06,28.0,2.5,53.17,107.56,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.539375,23.12,22.548
MLI,Mali,2013,Q1,2013-Q1,9.42,12.89,0.816,27.59,-0.9,36.61,0,0,0,0,0,35.81,21.98,2.5,6.14,4532.0,13.29,9.8,26.83,2.32,49.33,106.35,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.04625,22.87,22.032000000000004
MLI,Mali,2013,Q2,2013-Q2,9.48,12.94,0.819,27.7,-0.901,36.76,0,0,0,0,0,36.16,22.37,2.51,6.18,4534.0,13.32,9.84,26.94,2.34,49.56,106.39,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.095,22.91333333333333,22.228
MLI,Mali,2013,Q3,2013-Q3,9.67,13.1,0.831,27.96,-0.905,37.1,0,0,0,0,0,36.69,22.92,2.53,6.26,4560.0,13.46,9.93,27.27,2.39,50.45,106.62,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.238125,23.0,22.548
MLI,Mali,2013,Q4,2013-Q4,9.53,13.0,0.82,27.85,-0.903,36.95,0,0,0,0,0,36.75,23.04,2.53,6.25,4525.0,13.33,9.89,27.06,2.35,49.66,106.36,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.149375,22.963333333333335,22.558
MLI,Mali,2014,Q1,2014-Q1,10.43,13.73,0.88,28.93,-0.92,38.39,0,0,0,0,0,38.39,24.65,2.58,6.51,4684.0,14.06,10.27,28.59,2.57,54.22,107.68,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.798125,23.330000000000002,23.578
MLI,Mali,2014,Q2,2014-Q2,9.89,13.31,0.842,28.38,-0.911,37.65,0,0,0,0,0,37.88,24.23,2.56,6.41,4575.0,13.6,10.08,27.71,2.44,51.29,106.76,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.431875,23.143333333333334,23.222
MLI,Mali,2014,Q3,2014-Q3,9.29,12.84,0.8,27.74,-0.9,36.82,0,0,0,0,0,37.29,23.74,2.54,6.28,4454.0,13.09,9.85,26.72,2.29,48.11,105.77,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.014375,22.939999999999998,22.806
MLI,Mali,2014,Q4,2014-Q4,8.39,12.1,0.737,26.71,-0.883,35.45,0,0,0,0,0,36.13,22.71,2.5,6.07,4270.0,12.3,9.49,25.18,2.07,43.34,104.34,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.363125,22.596666666666668,22.038000000000004
MLI,Mali,2015,Q1,2015-Q1,8.48,12.18,0.742,26.86,-0.885,35.65,0,0,0,0,0,36.52,23.14,2.51,6.12,4279.0,12.36,9.54,25.35,2.09,43.73,104.42,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.435,22.649999999999995,22.262
MLI,Mali,2015,Q2,2015-Q2,8.56,12.25,0.746,27.01,-0.887,35.85,0,0,0,0,0,36.96,23.63,2.52,6.17,4285.0,12.42,9.59,25.51,2.11,44.06,104.48,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.5,22.703333333333333,22.508
MLI,Mali,2015,Q3,2015-Q3,8.44,12.16,0.736,26.91,-0.885,35.7,0,0,0,0,0,37.03,23.77,2.52,6.17,4251.0,12.29,9.55,25.3,2.08,43.35,104.25,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.4175,22.666666666666668,22.529999999999998
MLI,Mali,2015,Q4,2015-Q4,8.15,11.9,0.714,26.56,-0.879,35.25,0,0,0,0,0,36.75,23.56,2.51,6.1,4182.0,12.01,9.43,24.78,2.01,41.76,103.77,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.190625,22.55666666666667,22.324
MLI,Mali,2016,Q1,2016-Q1,8.58,12.29,0.744,27.18,-0.888,36.06,0,0,0,0,0,37.81,24.64,2.54,6.26,4263.0,12.38,9.65,25.59,2.12,43.92,104.34,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.54375,22.76666666666667,22.970000000000002
MLI,Mali,2016,Q2,2016-Q2,7.84,11.66,0.691,26.27,-0.873,34.87,0,0,0,0,0,36.79,23.72,2.51,6.07,4103.0,11.72,9.33,24.26,1.93,40.01,103.21,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.982499999999998,22.47,22.294
MLI,Mali,2016,Q3,2016-Q3,7.69,11.53,0.679,26.13,-0.87,34.67,0,0,0,0,0,36.81,23.81,2.5,6.06,4063.0,11.57,9.28,24.0,1.9,39.2,102.96,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.871875,22.423333333333332,22.274
MLI,Mali,2016,Q4,2016-Q4,7.94,11.76,0.695,26.49,-0.876,35.16,0,0,0,0,0,37.53,24.58,2.53,6.16,4106.0,11.77,9.41,24.47,1.96,40.36,103.24,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.07625,22.546666666666667,22.714
MLI,Mali,2017,Q1,2017-Q1,8.31,12.1,0.721,27.05,-0.885,35.89,0,0,0,0,0,38.56,25.68,2.56,6.31,4173.0,12.09,9.6,25.18,2.05,42.19,103.71,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.383125,22.73,23.342
MLI,Mali,2017,Q2,2017-Q2,8.19,12.0,0.711,26.93,-0.882,35.73,0,0,0,0,0,38.61,25.79,2.56,6.3,4139.0,11.96,9.56,24.97,2.02,41.5,103.49,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.295625,22.69666666666667,23.345999999999997
MLI,Mali,2017,Q3,2017-Q3,8.6,12.36,0.738,27.51,-0.891,36.5,0,0,0,0,0,39.68,26.94,2.59,6.45,4212.0,12.3,9.77,25.72,2.12,43.48,104.0,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.622500000000002,22.893333333333334,23.996000000000002
MLI,Mali,2017,Q4,2017-Q4,8.53,12.3,0.732,27.46,-0.89,36.44,0,0,0,0,0,39.83,27.18,2.59,6.46,4188.0,12.22,9.75,25.6,2.1,43.04,103.84,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.571875,22.879999999999995,24.068
MLI,Mali,2018,Q1,2018-Q1,8.03,11.87,0.696,26.85,-0.88,35.63,0,0,0,0,0,39.16,26.57,2.57,6.34,4080.0,11.77,9.53,24.71,1.98,40.43,103.09,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.188125,22.676666666666666,23.621999999999996
MLI,Mali,2018,Q2,2018-Q2,8.58,12.37,0.733,27.64,-0.892,36.68,0,0,0,0,0,40.57,28.08,2.61,6.54,4182.0,12.24,9.81,25.74,2.12,43.12,103.78,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.63625,22.94666666666667,24.484
MLI,Mali,2018,Q3,2018-Q3,9.02,12.75,0.762,28.25,-0.902,37.48,0,0,0,0,0,41.7,29.34,2.65,6.71,4258.0,12.59,10.03,26.54,2.23,45.24,104.34,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.98125,23.146666666666665,25.192
MLI,Mali,2018,Q4,2018-Q4,8.74,12.52,0.741,27.94,-0.896,37.08,0,0,0,0,0,41.51,29.23,2.64,6.65,4194.0,12.34,9.92,26.05,2.16,43.74,103.88,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.77625,23.05333333333333,25.036
MLI,Mali,2019,Q1,2019-Q1,9.42,13.11,0.786,28.86,-0.911,38.3,0,0,0,0,0,43.13,31.03,2.69,6.89,4314.0,12.89,10.25,27.28,2.32,47.06,104.76,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.30625,23.36,26.05
MLI,Mali,2019,Q2,2019-Q2,10.16,13.74,0.835,29.82,-0.925,39.57,0,0,0,0,0,44.82,32.95,2.74,7.14,4441.0,13.49,10.59,28.59,2.51,50.69,105.75,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.8675,23.689999999999998,27.113999999999997
MLI,Mali,2019,Q3,2019-Q3,10.59,14.09,0.861,30.35,-0.933,40.28,0,0,0,0,0,45.82,34.13,2.76,7.29,4507.0,13.81,10.78,29.32,2.61,52.74,106.32,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.175625,23.873333333333335,27.736
MLI,Mali,2019,Q4,2019-Q4,10.44,13.97,0.85,30.23,-0.931,40.12,0,0,0,0,0,45.92,34.34,2.76,7.28,4471.0,13.67,10.74,29.08,2.58,51.89,106.04,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,20.0775,23.833333333333332,27.77
MLI,Mali,2020,Q1,2020-Q1,14.08,9.85,0.574,29.09,-0.913,38.61,0,0,0,0,0,44.47,32.81,2.72,7.03,4284.0,12.84,9.03,27.38,2.32,93.03,128.31,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.245,23.45,26.806
MLI,Mali,2020,Q2,2020-Q2,14.35,9.96,0.582,29.36,-0.917,38.96,0,0,0,0,0,45.13,33.65,2.74,7.11,4307.0,12.97,9.11,27.7,2.37,94.6,128.9,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.343125,23.540000000000003,27.212000000000007
MLI,Mali,2020,Q3,2020-Q3,13.99,9.82,0.569,29.12,-0.912,38.64,0,0,0,0,0,45.08,33.7,2.73,7.08,4252.0,12.75,9.04,27.3,2.31,92.04,127.85,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.228125,23.46666666666667,27.142000000000003
MLI,Mali,2020,Q4,2020-Q4,13.65,9.68,0.557,28.88,-0.908,38.33,0,0,0,0,0,44.96,33.66,2.72,7.04,4202.0,12.55,8.97,26.91,2.25,89.65,126.88,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.114375,23.39,27.036
MLI,Mali,2021,Q1,2021-Q1,13.89,9.78,0.564,29.14,-0.912,38.66,0,0,0,0,0,45.65,34.54,2.74,7.13,4220.0,12.66,9.04,27.21,2.29,91.03,127.39,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.201875,23.473333333333333,27.458
MLI,Mali,2021,Q2,2021-Q2,14.26,9.94,0.575,29.49,-0.917,39.13,0,0,0,0,0,46.46,35.57,2.76,7.23,4255.0,12.84,9.15,27.65,2.35,93.28,128.23,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,16.34125,23.596666666666668,27.956
MLI,Mali,2021,Q3,2021-Q3,14.97,10.24,0.597,30.12,-0.926,39.97,0,0,0,0,0,47.74,37.14,2.8,7.41,4329.0,13.2,10.7,28.49,2.47,49.03,104.92,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.276874999999997,23.816666666666663,28.764
MLI,Mali,2021,Q4,2021-Q4,14.74,10.15,0.588,29.98,-0.924,39.78,0,0,0,0,0,47.78,37.29,2.8,7.39,4293.0,13.06,10.65,28.23,2.43,48.18,104.65,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,17.19875,23.76666666666667,28.766000000000002
MLI,Mali,2022,Q1,2022-Q1,9.14,12.98,0.753,29.16,-0.911,38.69,0,0,0,0,0,46.75,36.19,2.76,7.21,4159.0,12.47,10.35,27.02,2.26,44.61,103.62,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.22625,23.49,28.064
MLI,Mali,2022,Q2,2022-Q2,9.27,13.1,0.76,29.37,-0.913,38.98,0,0,0,0,0,47.38,37.03,2.78,7.29,4172.0,12.56,10.43,27.26,2.29,45.14,103.73,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.335625,23.573333333333334,28.452000000000005
MLI,Mali,2022,Q3,2022-Q3,9.17,13.02,0.753,29.29,-0.912,38.87,0,0,0,0,0,47.53,37.33,2.78,7.29,4144.0,12.46,10.4,27.09,2.26,44.57,103.54,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.269375,23.543333333333333,28.526
MLI,Mali,2022,Q4,2022-Q4,8.99,12.86,0.739,29.1,-0.908,38.61,0,0,0,0,0,47.46,37.34,2.78,7.26,4102.0,12.29,10.33,26.78,2.22,43.59,103.24,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.130625,23.483333333333334,28.464000000000006
MLI,Mali,2023,Q1,2023-Q1,8.63,12.57,0.715,28.69,-0.901,38.07,0,0,0,0,0,47.06,36.98,2.76,7.18,4029.0,11.98,10.19,26.16,2.13,41.8,102.73,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,18.878125,23.349999999999998,28.177999999999997
MLI,Mali,2023,Q2,2023-Q2,8.82,12.73,0.726,28.97,-0.905,38.45,0,0,0,0,0,47.81,37.97,2.78,7.27,4053.0,12.11,10.29,26.5,2.18,42.6,102.91,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.02375,23.45,28.637999999999998
MLI,Mali,2023,Q3,2023-Q3,8.9,12.81,0.73,29.14,-0.908,38.67,0,0,0,0,0,48.44,38.85,2.8,7.34,4058.0,12.16,10.35,26.67,2.2,42.92,102.95,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.09875,23.503333333333334,29.022000000000002
MLI,Mali,2023,Q4,2023-Q4,8.88,12.8,0.727,29.16,-0.907,38.69,0,0,0,0,0,48.76,39.36,2.8,7.37,4043.0,12.12,10.35,26.64,2.19,42.72,102.86,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.087500000000002,23.516666666666666,29.204
MLI,Mali,2024,Q1,2024-Q1,8.88,12.8,0.726,29.19,-0.907,38.74,0,0,0,0,0,49.05,39.81,2.81,7.39,4035.0,12.1,10.37,26.64,2.19,42.63,102.81,Synthetic/Estimated,2025-10-11,Sub-Saharan Africa,19.095,23.53333333333333,29.375999999999998
