date,precipitation_mm,temperature_c,evapotranspiration_mm,antecedent_rain_7d_mm,soil_moisture_index,water_balance_mm,failure_warning_index,warning_level,context_soil_type,source_reference
2023-03-10,9.504,8.936,3.379,61.277,100.0,6.125,66.493,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-11,5.136,7.432,3.046,61.353,100.0,2.09,59.625,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-12,8.824,9.067,2.99,62.758,100.0,5.834,67.154,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-13,1.507,10.056,2.929,61.979,100.0,-1.422,64.483,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-14,4.232,7.15,4.673,31.639,100.0,-0.441,46.929,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-15,14.635,10.264,4.467,46.274,100.0,10.168,58.508,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-16,9.236,7.529,4.608,53.075,100.0,4.628,57.092,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-17,0.342,11.313,4.777,43.913,99.423,-4.435,54.163,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-18,0.0,8.72,4.589,38.777,99.151,-4.589,55.453,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-19,0.184,9.74,3.762,30.136,97.953,-3.579,48.168,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-20,17.271,9.398,5.014,45.9,100.0,12.258,51.003,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-21,5.789,11.655,4.733,47.457,100.0,1.055,60.49,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-22,5.962,11.662,5.754,38.785,100.0,0.208,44.298,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-23,1.001,8.772,5.221,30.55,100.0,-4.22,37.665,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-24,3.447,10.671,4.63,33.654,100.0,-1.184,41.387,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-25,0.0,11.305,3.977,33.654,97.249,-3.977,48.397,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-26,7.021,13.205,6.63,40.491,98.158,0.391,46.199,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-27,2.503,10.956,4.361,25.723,97.522,-1.857,48.431,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-28,4.192,9.558,3.988,24.126,98.326,0.203,47.09,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-29,0.0,13.884,6.953,18.163,96.409,-6.953,35.979,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-30,2.765,11.33,5.691,19.927,94.887,-2.926,27.35,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-03-31,7.728,10.838,3.892,24.209,97.456,3.836,42.195,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-01,5.752,12.045,5.083,29.961,97.493,0.669,38.767,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-02,0.458,12.673,5.837,23.398,97.282,-5.378,43.344,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-03,39.298,15.723,7.168,60.193,100.0,32.13,67.395,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-04,5.886,12.517,5.008,61.887,100.0,0.878,68.117,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-05,0.137,10.596,4.316,62.024,98.031,-4.178,71.653,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-06,0.919,12.428,6.31,60.179,97.917,-5.391,60.551,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-07,1.715,11.635,3.896,54.166,97.534,-2.181,55.852,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-08,3.392,14.933,6.811,51.805,96.799,-3.42,59.566,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-09,3.794,10.682,7.195,55.141,96.592,-3.401,54.278,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-10,0.126,16.736,9.203,15.97,94.049,-9.077,35.534,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-11,2.493,11.407,4.631,12.577,92.936,-2.138,34.17,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-12,0.248,13.307,6.661,12.687,91.001,-6.413,37.946,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-13,2.982,16.98,6.951,14.75,90.41,-3.969,21.732,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-14,6.692,11.384,5.211,19.727,92.655,1.48,33.399,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-15,21.589,13.327,6.107,37.924,98.05,15.482,51.73,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-16,9.279,15.202,7.466,43.409,100.0,1.814,58.335,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-17,0.901,13.375,6.431,44.184,96.748,-5.53,46.381,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-18,0.0,12.924,5.597,41.691,95.136,-5.597,50.305,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-19,0.0,18.494,8.949,41.443,90.025,-8.949,46.869,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-20,1.681,15.755,8.329,40.142,88.498,-6.649,44.071,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-21,5.792,15.904,6.84,39.243,87.043,-1.047,46.796,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-22,2.305,12.161,6.749,19.959,84.8,-4.444,32.806,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-23,15.314,18.551,8.773,25.994,88.694,6.542,36.661,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-24,1.294,17.462,10.088,26.387,86.843,-8.794,32.985,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-25,7.166,16.095,7.706,33.553,87.536,-0.54,41.56,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-26,2.984,15.221,6.751,36.536,86.894,-3.767,40.607,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-27,7.847,17.49,7.658,42.703,87.071,0.189,33.761,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-28,4.313,12.823,7.234,41.224,86.314,-2.921,42.668,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-29,0.0,13.998,6.609,38.919,83.888,-6.609,34.934,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-04-30,1.349,16.407,7.302,24.953,80.832,-5.954,30.211,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-01,14.076,18.071,6.942,37.735,85.47,7.134,38.775,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-02,0.311,15.343,6.626,30.88,81.551,-6.315,35.158,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-03,17.433,15.073,5.86,45.33,84.651,11.574,54.948,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-04,5.318,16.052,8.096,42.8,85.266,-2.778,44.614,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-05,2.267,18.237,8.384,40.754,85.562,-6.117,38.463,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-06,12.664,16.437,6.814,53.417,87.651,5.85,51.696,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-07,0.231,14.999,7.928,52.299,84.39,-7.698,52.911,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-08,1.079,13.772,7.121,39.302,79.254,-6.042,39.371,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-09,3.45,16.512,6.632,42.441,78.926,-3.182,34.272,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-10,1.062,16.517,8.136,26.07,78.4,-7.074,27.902,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-11,35.41,18.073,7.881,56.162,91.799,27.528,55.979,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-12,1.441,16.137,7.467,55.337,88.917,-6.026,54.105,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-13,16.641,14.11,5.972,59.314,93.175,10.669,54.456,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-14,0.0,20.738,9.909,59.083,91.079,-9.909,64.344,high,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-15,4.321,18.961,9.643,62.325,88.21,-5.322,56.225,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-16,0.0,16.723,7.846,58.875,85.183,-7.846,53.555,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-17,7.988,16.165,7.563,65.801,84.296,0.426,55.988,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-18,4.333,13.754,6.8,34.725,83.823,-2.467,48.67,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-19,9.563,18.165,8.304,42.846,85.032,1.259,41.133,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-20,1.693,18.829,8.653,27.898,84.251,-6.96,42.021,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-21,5.06,20.134,8.68,32.958,83.914,-3.62,34.504,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-22,0.631,16.25,8.771,29.268,81.41,-8.14,35.045,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-23,7.191,20.283,8.999,36.459,80.369,-1.808,39.192,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-24,0.56,20.046,9.196,29.03,76.749,-8.636,34.68,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-25,0.0,20.371,11.325,24.697,74.316,-11.325,28.97,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-26,0.707,17.389,7.942,15.841,72.457,-7.235,28.183,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-27,6.521,18.549,8.003,20.67,72.249,-1.481,32.139,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-28,3.374,18.355,8.854,18.984,71.068,-5.48,19.208,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-29,9.319,17.013,7.388,27.673,72.822,1.932,30.191,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-30,2.199,17.031,7.604,22.68,72.431,-5.405,24.534,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-05-31,15.769,18.926,8.777,37.889,77.109,6.992,38.835,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-01,10.302,19.503,8.692,48.191,78.464,1.61,47.196,moderate,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-02,4.088,17.671,7.247,51.572,79.229,-3.159,36.812,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-03,0.0,17.577,7.989,45.051,75.115,-7.989,39.153,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-04,0.756,17.163,7.549,42.433,71.748,-6.794,26.201,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-05,0.0,19.68,8.903,33.113,68.401,-8.903,22.091,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-06,0.011,18.619,8.165,30.926,65.483,-8.155,24.377,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-07,2.243,16.546,7.8,17.399,64.732,-5.557,17.799,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-08,2.484,18.268,8.649,9.581,62.68,-6.165,11.564,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-09,0.264,17.999,9.082,5.757,59.259,-8.818,2.81,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-10,6.606,16.946,7.977,12.363,57.632,-1.371,10.319,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-11,1.314,17.918,6.742,12.922,54.941,-5.427,8.91,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-12,0.025,21.003,9.092,12.947,51.405,-9.067,8.777,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-13,4.733,20.437,9.221,17.669,47.651,-4.489,1.703,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-14,6.591,21.433,10.534,22.018,45.593,-3.942,2.62,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-15,0.891,18.6,7.161,20.425,44.174,-6.269,3.47,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-16,10.869,17.594,7.895,31.03,46.494,2.974,9.548,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-17,0.623,20.427,9.309,25.046,43.281,-8.687,10.554,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-18,19.459,19.296,8.625,43.192,49.028,10.835,16.767,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-19,4.588,22.209,10.468,47.754,48.234,-5.88,23.776,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-20,4.106,14.793,6.499,47.127,48.985,-2.393,22.018,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-21,2.936,18.664,6.619,43.472,49.389,-3.683,22.192,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-22,2.327,19.718,9.077,44.908,47.13,-6.749,23.296,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-23,0.153,18.792,8.217,34.193,44.951,-8.063,9.065,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-24,1.368,15.712,7.097,34.938,41.338,-5.729,14.364,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-25,1.483,19.511,8.526,16.961,39.309,-7.044,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-26,3.652,19.245,9.734,16.026,37.351,-6.082,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-27,5.638,20.38,8.889,17.558,37.421,-3.251,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-28,1.913,19.769,9.996,16.534,35.185,-8.083,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-29,1.539,16.862,7.821,15.746,33.986,-6.282,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-06-30,4.469,17.306,7.514,20.061,31.102,-3.045,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-01,0.0,19.064,8.304,18.694,29.595,-8.304,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-02,5.051,19.365,8.471,22.262,27.045,-3.42,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-03,2.711,16.83,6.488,21.321,25.731,-3.776,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-04,0.0,17.919,7.763,15.683,22.628,-7.763,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-05,3.895,18.636,8.466,17.665,22.414,-4.571,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-06,0.0,17.839,7.682,16.127,18.146,-7.682,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-07,1.718,15.91,8.966,13.376,14.56,-7.248,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-08,1.386,17.633,8.226,14.761,12.287,-6.84,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-09,2.642,16.906,8.922,12.353,12.759,-6.28,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-10,0.0,16.335,9.479,9.641,8.483,-9.479,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-11,7.264,18.049,8.932,16.905,8.16,-1.668,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-12,1.589,17.637,9.149,14.599,6.823,-7.56,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-13,10.758,21.715,10.599,25.357,8.897,0.159,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-14,8.412,22.041,9.364,32.051,11.301,-0.952,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-15,2.263,16.372,7.814,32.929,8.966,-5.551,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-16,1.806,17.036,8.091,32.093,6.438,-6.285,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-17,1.495,21.878,9.59,33.588,5.548,-8.095,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-18,2.211,18.006,6.819,28.535,5.0,-4.608,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-19,0.87,18.093,8.431,27.816,5.0,-7.562,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-20,3.272,18.734,8.315,20.33,5.0,-5.043,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-21,0.818,20.742,10.974,12.735,5.0,-10.156,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-22,17.629,20.758,10.263,28.1,8.46,7.365,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-23,1.928,20.061,9.521,28.222,5.0,-7.593,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-24,3.935,16.566,6.986,30.662,5.0,-3.052,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-25,2.66,20.748,10.03,31.111,5.0,-7.37,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-26,6.445,13.716,5.066,36.687,5.482,1.379,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-27,2.326,19.999,10.441,35.741,5.0,-8.114,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-28,2.725,18.999,7.3,37.648,5.0,-4.576,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-29,3.425,20.019,8.852,23.444,5.0,-5.427,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-30,1.744,14.486,6.265,23.26,5.0,-4.522,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-07-31,1.755,18.947,7.451,21.08,5.0,-5.696,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-01,4.528,17.854,9.436,22.948,5.0,-4.907,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-02,0.256,18.39,8.656,16.758,5.0,-8.4,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-03,3.424,18.853,8.597,17.856,5.0,-5.173,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-04,0.514,14.82,6.946,15.645,5.0,-6.433,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-05,0.102,16.814,6.339,12.322,5.0,-6.237,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-06,1.749,17.131,7.573,12.327,5.0,-5.825,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-07,1.869,16.422,6.979,12.441,5.0,-5.11,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-08,0.036,17.313,7.76,7.949,5.0,-7.724,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-09,0.257,16.536,8.504,7.95,5.0,-8.248,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-10,2.113,16.505,7.493,6.639,5.0,-5.38,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-11,1.926,17.528,9.146,8.052,5.0,-7.22,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-12,1.097,14.124,6.16,9.048,5.0,-5.063,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-13,3.391,14.52,7.525,10.69,5.0,-4.134,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-14,0.587,12.492,5.424,9.408,5.0,-4.837,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-15,0.0,16.358,7.888,9.372,5.0,-7.888,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-16,12.639,11.647,4.511,21.754,10.101,8.128,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-17,0.348,15.023,7.142,19.989,7.702,-6.794,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-18,4.037,13.309,5.6,22.099,10.146,-1.563,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-19,0.296,14.659,6.928,21.298,7.397,-6.632,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-20,0.43,12.951,6.612,18.336,5.0,-6.182,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-21,0.0,16.713,8.025,17.749,5.0,-8.025,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-22,1.067,14.022,8.612,18.816,5.0,-7.545,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-23,0.11,15.359,6.324,6.287,5.0,-6.214,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-24,0.123,15.169,6.575,6.062,5.0,-6.451,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-25,4.147,13.054,6.146,6.173,5.0,-1.999,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-26,1.453,15.624,6.847,7.33,5.0,-5.394,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-27,1.372,11.921,5.608,8.272,5.878,-4.237,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-28,0.984,12.253,5.526,9.257,5.0,-4.542,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-29,1.752,11.258,6.749,9.942,5.0,-4.997,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-30,5.477,10.94,3.927,15.309,5.0,1.55,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-08-31,5.587,14.771,4.975,20.773,8.658,0.612,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-01,0.138,14.789,6.193,16.763,5.672,-6.055,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-02,4.918,11.138,6.554,20.229,8.047,-1.636,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-03,0.881,15.283,8.14,19.737,7.89,-7.259,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-04,0.0,13.996,8.026,18.753,5.564,-8.026,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-05,2.107,10.98,6.094,19.109,5.0,-3.987,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-06,0.487,9.393,4.25,14.119,5.0,-3.763,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-07,0.148,10.392,3.757,8.679,5.0,-3.609,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-08,1.515,11.186,5.0,10.056,5.0,-3.485,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-09,1.022,9.159,4.546,6.16,5.0,-3.524,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-10,2.373,12.854,5.946,7.653,5.0,-3.573,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-11,0.284,14.021,7.307,7.936,5.0,-7.023,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-12,0.135,10.589,4.006,5.964,5.0,-3.871,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-13,0.553,13.942,6.085,6.03,5.0,-5.533,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-14,36.563,11.965,5.32,42.445,20.79,31.243,0.522,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-15,3.115,11.894,6.443,44.045,19.745,-3.328,4.291,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-16,23.237,12.526,6.458,66.26,27.174,16.78,28.705,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-17,0.0,8.002,3.478,63.887,25.587,-3.478,19.965,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-18,0.726,12.168,6.327,64.329,21.421,-5.601,19.406,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-19,0.81,9.664,4.676,65.004,17.972,-3.866,13.785,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-20,1.8,16.28,5.832,66.252,14.684,-4.032,17.962,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-21,0.497,10.895,4.417,30.185,13.341,-3.921,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-22,1.906,10.232,4.485,28.976,13.389,-2.579,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-23,0.723,10.465,4.33,6.461,12.631,-3.608,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-24,2.413,11.369,5.296,8.875,13.127,-2.883,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-25,0.0,13.028,6.36,8.149,12.046,-6.36,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-26,7.69,12.226,4.621,15.03,12.144,3.069,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-27,2.574,10.363,5.784,15.803,11.271,-3.211,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-28,0.0,11.081,5.89,15.306,11.074,-5.89,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-29,3.24,11.145,5.803,16.64,9.85,-2.563,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-09-30,1.135,8.988,4.437,17.052,8.477,-3.301,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-01,1.022,7.034,3.056,15.661,7.363,-2.034,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-02,30.133,8.709,4.208,45.794,19.525,25.925,6.106,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-03,0.81,4.925,2.948,38.914,19.854,-2.138,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-04,4.813,9.635,4.4,41.153,18.955,0.413,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-05,0.526,9.607,4.175,41.68,18.89,-3.648,3.025,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-06,0.798,7.59,4.018,39.238,18.434,-3.22,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-07,0.0,7.524,3.41,38.103,15.889,-3.41,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-08,0.0,7.598,2.75,37.081,16.223,-2.75,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-09,0.0,9.846,4.507,6.948,16.622,-4.507,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-10,1.003,1.58,2.069,7.141,17.181,-1.066,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-11,0.155,7.752,3.397,2.483,15.064,-3.241,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
2023-10-12,2.185,7.751,3.692,4.141,13.185,-1.507,0.0,low,Clay,Newcastle University style weather context (synthetic reconstruction)
