record_id,structure_type,soil_type,cover_depth_m,diameter_or_width_m,wall_thickness_m,groundwater_state,surface_settlement_mm,lateral_deflection_mm,earth_pressure_kpa,pore_pressure_kpa,failure_mode,failure_label,source_reference
STR-00341,Basement wall,Sand,17.711,10.083,1.083,Perched,6.128,7.777,366.145,140.978,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00342,Shaft lining,Clay,34.22,8.114,0.58,Perched,25.297,16.396,794.699,175.778,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00343,Basement wall,Clay,7.184,11.386,0.424,Saturated,18.499,18.695,148.743,144.22,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00344,Shaft lining,Clay,19.99,14.445,1.029,Perched,12.634,15.623,436.356,133.176,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00345,Tunnel,Clay,20.82,7.894,0.336,Perched,29.854,20.765,441.927,139.256,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00346,Shaft lining,Sand,21.774,10.789,0.881,Dry,8.401,8.069,429.334,77.632,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00347,Basement wall,Clay,14.339,13.684,0.654,Saturated,19.031,19.801,361.183,172.749,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00348,Basement wall,Sand,23.046,5.218,0.711,Saturated,11.605,8.699,566.564,184.627,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00349,Basement wall,Clay,17.699,4.169,1.178,Dry,6.264,5.083,317.573,77.597,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00350,Shaft lining,Clay,12.988,14.925,0.578,Saturated,21.301,21.196,307.054,155.986,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00351,Basement wall,Sand,4.544,10.903,1.15,Dry,1.696,6.75,73.372,53.284,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00352,Tunnel,Sand,7.205,4.947,0.408,Dry,8.302,5.561,129.833,44.414,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00353,Tunnel,Clay-Sand Mix,25.183,7.369,0.322,Perched,26.262,20.612,584.34,137.151,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00354,Shaft lining,Clay-Sand Mix,25.796,6.643,0.974,Dry,5.924,8.231,500.961,88.556,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00355,Basement wall,Sand,8.988,8.77,1.103,Saturated,3.303,4.933,204.433,142.717,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00356,Shaft lining,Sand,15.879,8.333,1.184,Saturated,3.16,5.083,384.201,168.251,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00357,Basement wall,Sand,15.884,8.804,0.72,Saturated,5.209,7.795,439.237,157.678,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00358,Basement wall,Clay,26.835,4.726,0.321,Perched,26.797,18.154,598.359,156.324,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00359,Shaft lining,Clay,12.837,11.293,0.304,Saturated,38.094,27.333,349.899,160.181,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00360,Shaft lining,Clay,6.208,14.638,0.983,Dry,8.528,9.922,154.735,62.503,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00361,Shaft lining,Clay,15.189,7.702,0.41,Dry,14.163,9.771,259.387,75.185,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00362,Shaft lining,Sand,21.883,10.85,1.057,Perched,7.134,6.406,495.818,142.451,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00363,Tunnel,Clay,33.905,9.405,0.549,Dry,23.413,18.716,649.439,110.967,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00364,Basement wall,Sand,17.679,10.159,0.698,Saturated,12.311,11.045,458.58,174.423,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00365,Basement wall,Clay,21.974,7.127,0.577,Saturated,18.542,15.649,554.098,195.275,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00366,Tunnel,Clay,25.297,5.248,0.576,Saturated,17.057,9.44,622.006,197.926,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00367,Basement wall,Clay-Sand Mix,18.376,5.348,0.279,Saturated,27.995,21.138,480.722,177.594,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00368,Shaft lining,Clay-Sand Mix,25.388,4.442,0.307,Saturated,31.81,22.006,629.528,205.671,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00369,Shaft lining,Sand,33.984,12.308,0.792,Perched,11.877,12.097,670.013,187.298,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00370,Shaft lining,Sand,12.639,6.715,0.363,Dry,11.472,10.578,215.077,73.138,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00371,Shaft lining,Clay,34.474,5.43,1.144,Saturated,14.648,10.345,916.745,213.313,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00372,Basement wall,Clay,20.641,9.413,0.354,Perched,30.53,25.818,493.081,135.571,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00373,Shaft lining,Sand,21.135,7.693,0.539,Perched,8.115,8.333,457.732,141.614,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00374,Shaft lining,Sand,23.281,10.51,0.419,Saturated,26.081,23.147,518.355,174.947,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00375,Shaft lining,Sand,15.751,7.48,0.664,Saturated,8.259,6.466,394.72,173.896,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00376,Tunnel,Clay,23.041,12.378,0.971,Saturated,15.437,15.738,634.349,166.708,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00377,Basement wall,Sand,6.202,7.25,0.766,Perched,3.09,5.772,114.429,97.633,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00378,Basement wall,Clay,17.298,6.825,0.596,Perched,13.328,12.019,370.7,128.023,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00379,Shaft lining,Sand,25.701,12.989,0.655,Saturated,19.943,19.745,625.725,195.333,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00380,Tunnel,Clay,5.572,6.031,0.958,Perched,5.41,3.197,116.553,96.426,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00381,Shaft lining,Clay,15.293,5.234,0.278,Saturated,30.458,19.148,374.36,144.828,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00382,Basement wall,Clay-Sand Mix,12.175,7.417,0.681,Dry,10.731,9.048,232.045,69.066,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00383,Shaft lining,Clay,5.034,4.002,0.738,Saturated,5.402,2.277,153.891,149.923,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00384,Basement wall,Sand,18.822,14.233,0.354,Saturated,28.233,23.566,443.158,161.614,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00385,Shaft lining,Clay,17.99,5.742,0.898,Saturated,9.485,8.751,463.598,165.906,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00386,Basement wall,Clay,17.907,10.701,0.589,Saturated,23.748,20.694,442.299,189.693,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00387,Basement wall,Sand,30.574,11.655,0.421,Perched,25.446,21.034,640.873,156.648,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00388,Shaft lining,Sand,24.307,11.187,0.792,Saturated,11.903,12.329,656.566,178.629,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00389,Basement wall,Clay,6.599,4.307,0.441,Dry,4.749,2.704,137.124,41.227,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00390,Basement wall,Sand,19.317,14.108,1.103,Perched,7.048,9.675,417.908,130.102,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00391,Tunnel,Clay-Sand Mix,24.836,13.747,0.821,Saturated,17.383,17.604,661.196,196.904,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00392,Tunnel,Clay,12.526,12.186,0.308,Dry,25.096,19.503,233.577,51.575,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00393,Tunnel,Sand,13.57,11.766,0.456,Saturated,17.465,16.482,328.594,170.176,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00394,Tunnel,Sand,28.828,14.593,0.858,Saturated,15.284,14.448,703.625,199.609,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00395,Tunnel,Clay,33.073,6.472,0.724,Perched,17.55,15.28,757.689,163.561,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00396,Basement wall,Sand,20.624,5.477,0.325,Perched,18.986,11.659,415.405,135.521,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00397,Tunnel,Sand,6.088,14.057,1.045,Saturated,4.771,8.814,157.204,150.357,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00398,Basement wall,Clay,19.962,5.377,0.984,Dry,10.518,9.712,399.892,70.83,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00399,Tunnel,Sand,6.955,14.698,0.413,Saturated,20.27,17.943,167.922,133.87,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00400,Shaft lining,Clay,16.42,14.127,0.949,Saturated,9.041,12.095,427.448,140.363,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00401,Shaft lining,Clay,26.112,11.403,0.55,Saturated,26.016,19.416,665.975,191.913,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00402,Tunnel,Clay-Sand Mix,11.526,9.331,0.984,Dry,5.039,7.776,225.759,57.847,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00403,Basement wall,Clay,30.264,8.307,0.97,Dry,11.095,13.821,566.917,97.181,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00404,Tunnel,Clay,21.645,7.849,0.784,Saturated,13.982,8.831,600.04,169.607,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00405,Shaft lining,Clay-Sand Mix,29.687,12.375,0.659,Perched,16.859,17.639,657.485,150.856,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00406,Basement wall,Sand,22.641,6.611,1.134,Dry,3.631,6.113,397.048,105.168,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00407,Basement wall,Sand,27.327,9.679,1.094,Saturated,9.37,9.962,657.292,184.391,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00408,Shaft lining,Clay,7.632,12.835,1.026,Perched,6.654,12.97,223.662,127.202,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00409,Tunnel,Clay,14.722,13.212,0.76,Dry,9.87,11.773,283.34,71.449,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00410,Tunnel,Sand,7.583,9.749,0.344,Saturated,17.481,14.027,197.035,144.773,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00411,Shaft lining,Sand,11.255,9.573,0.263,Perched,18.374,15.091,238.993,126.076,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00412,Basement wall,Clay-Sand Mix,16.378,5.195,0.776,Dry,8.238,9.765,311.224,67.267,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00413,Shaft lining,Sand,4.477,7.373,0.269,Perched,14.401,12.686,36.316,84.87,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00414,Tunnel,Sand,34.175,9.078,0.461,Saturated,22.728,14.92,842.677,202.31,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00415,Basement wall,Sand,11.486,8.771,0.51,Saturated,11.681,13.688,228.532,141.065,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00416,Tunnel,Sand,14.418,4.617,0.864,Saturated,8.99,7.737,354.128,167.664,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00417,Shaft lining,Clay-Sand Mix,11.338,11.781,0.878,Perched,11.331,13.676,259.574,130.774,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00418,Tunnel,Clay,34.495,5.226,1.095,Perched,8.762,8.963,718.174,178.642,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00419,Tunnel,Sand,17.528,5.397,0.824,Dry,4.305,3.107,329.344,90.661,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00420,Tunnel,Clay,5.608,8.171,0.39,Saturated,18.965,15.173,161.977,142.676,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00421,Tunnel,Clay-Sand Mix,14.649,12.417,0.391,Saturated,34.798,29.784,385.865,169.681,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00422,Tunnel,Sand,15.005,10.31,1.011,Saturated,7.138,9.265,328.004,168.875,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00423,Basement wall,Clay-Sand Mix,5.788,14.25,0.882,Dry,9.988,12.545,97.329,46.981,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00424,Basement wall,Sand,28.823,7.102,1.186,Perched,5.572,7.537,635.471,156.626,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00425,Basement wall,Sand,15.258,11.7,0.442,Dry,15.3,16.561,270.373,81.705,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00426,Basement wall,Clay,33.92,4.721,1.13,Perched,8.261,7.267,761.001,185.872,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00427,Basement wall,Sand,29.247,14.589,0.327,Dry,31.656,25.488,541.759,120.762,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00428,Tunnel,Clay,6.986,12.212,0.341,Saturated,25.654,18.977,190.643,144.857,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00429,Shaft lining,Clay,22.553,8.621,0.998,Saturated,17.095,13.192,585.193,184.143,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00430,Shaft lining,Sand,24.976,13.317,1.16,Saturated,12.455,10.985,596.708,176.003,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00431,Tunnel,Sand,6.899,13.849,1.17,Saturated,9.472,12.961,177.85,147.97,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00432,Shaft lining,Sand,17.873,12.73,1.168,Saturated,7.445,5.86,404.259,179.298,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00433,Tunnel,Sand,31.291,8.269,0.796,Saturated,13.904,12.031,775.374,216.906,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00434,Tunnel,Clay,4.185,7.301,0.54,Saturated,10.827,8.889,151.229,140.558,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00435,Shaft lining,Clay,32.028,11.479,0.548,Dry,21.268,16.135,620.263,98.748,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00436,Shaft lining,Sand,17.827,8.318,0.787,Saturated,9.021,11.683,399.679,162.992,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00437,Tunnel,Clay,17.66,6.692,0.537,Dry,16.279,13.746,357.475,71.565,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00438,Tunnel,Sand,34.333,11.835,0.335,Dry,31.002,23.097,587.725,108.482,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00439,Tunnel,Clay,15.277,14.008,0.829,Perched,16.193,13.437,366.201,130.992,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00440,Tunnel,Clay,7.599,14.645,1.03,Saturated,14.366,15.787,153.13,143.977,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00441,Tunnel,Clay,6.297,11.073,0.775,Perched,11.987,12.588,191.616,103.644,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00442,Shaft lining,Clay,6.946,12.636,0.645,Saturated,13.455,13.616,147.715,150.393,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00443,Basement wall,Clay,13.189,13.31,0.588,Dry,18.293,17.53,279.095,72.072,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00444,Shaft lining,Clay-Sand Mix,17.381,13.046,0.966,Dry,5.25,7.051,342.194,70.458,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00445,Tunnel,Clay,31.199,12.024,0.426,Saturated,39.144,30.445,828.681,197.777,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00446,Shaft lining,Sand,25.597,14.976,1.112,Perched,9.332,10.415,497.081,134.401,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00447,Tunnel,Sand,34.651,11.033,1.191,Perched,7.314,8.948,755.007,155.905,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00448,Shaft lining,Sand,8.736,8.569,1.105,Saturated,8.324,6.617,207.925,143.575,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00449,Tunnel,Clay,17.399,10.094,1.053,Dry,8.992,10.116,346.772,62.171,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00450,Tunnel,Clay-Sand Mix,5.918,9.229,0.296,Perched,16.808,14.015,191.785,70.521,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00451,Basement wall,Clay-Sand Mix,19.371,4.534,0.658,Saturated,10.688,4.746,520.62,188.162,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00452,Basement wall,Sand,30.179,13.734,0.901,Saturated,13.427,13.441,772.953,193.37,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00453,Tunnel,Clay,15.231,10.224,0.791,Dry,7.769,9.255,308.028,81.058,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00454,Shaft lining,Sand,29.384,14.409,0.955,Saturated,14.074,11.182,685.73,192.969,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00455,Basement wall,Sand,22.274,5.98,0.759,Saturated,9.565,8.545,582.19,178.392,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00456,Tunnel,Clay,19.166,10.511,0.921,Saturated,15.384,10.106,491.55,174.579,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00457,Basement wall,Clay,28.29,6.076,0.636,Saturated,17.493,14.302,776.679,185.432,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00458,Tunnel,Sand,15.957,13.479,0.431,Dry,17.919,14.926,288.413,80.769,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00459,Shaft lining,Clay,17.293,4.215,1.144,Saturated,2.771,4.475,447.397,180.222,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00460,Tunnel,Clay,17.908,14.263,0.659,Perched,21.182,22.356,398.549,138.806,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00461,Tunnel,Clay,30.974,10.054,1.063,Saturated,11.42,9.125,815.315,221.229,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00462,Tunnel,Clay,34.412,13.49,0.331,Saturated,55.795,41.499,903.457,220.344,Structural buckling,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00463,Basement wall,Sand,22.001,11.995,0.687,Dry,10.827,9.583,386.86,96.952,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00464,Shaft lining,Sand,21.134,13.619,0.925,Saturated,8.794,11.247,529.056,183.562,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00465,Basement wall,Clay,27.089,7.637,0.756,Saturated,18.023,17.661,743.973,190.941,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00466,Shaft lining,Clay,26.476,4.823,0.599,Dry,15.349,13.572,528.214,106.855,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00467,Tunnel,Clay,19.822,7.279,1.156,Perched,6.216,6.036,451.353,151.632,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00468,Tunnel,Sand,13.22,12.104,0.292,Dry,18.845,16.896,225.025,81.301,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00469,Shaft lining,Clay-Sand Mix,32.228,4.884,0.753,Saturated,9.163,6.731,853.081,201.237,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00470,Shaft lining,Sand,30.456,13.515,0.741,Dry,12.328,14.464,517.891,102.775,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00471,Tunnel,Clay-Sand Mix,10.225,9.415,1.163,Perched,6.216,7.199,263.362,104.712,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00472,Shaft lining,Clay-Sand Mix,21.935,9.72,0.868,Saturated,10.406,10.46,598.556,193.534,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00473,Basement wall,Clay,34.399,12.711,1.168,Saturated,13.875,14.572,917.694,204.793,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00474,Shaft lining,Sand,29.283,9.995,0.386,Dry,22.976,18.562,526.845,117.494,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00475,Tunnel,Clay-Sand Mix,16.447,10.013,0.641,Dry,15.978,16.004,317.131,58.26,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00476,Tunnel,Clay-Sand Mix,33.608,13.766,0.666,Saturated,22.599,19.09,874.018,202.625,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00477,Tunnel,Clay,27.876,11.592,0.361,Perched,38.889,26.221,604.78,155.203,Consolidation settlement,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00478,Tunnel,Clay,14.233,4.701,0.427,Perched,15.288,10.784,319.853,121.058,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00479,Shaft lining,Sand,28.489,6.217,0.566,Perched,16.953,17.427,607.827,160.691,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00480,Tunnel,Sand,11.322,10.75,0.617,Saturated,14.489,12.855,298.836,159.531,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00481,Shaft lining,Clay-Sand Mix,27.277,11.759,0.796,Dry,16.307,17.451,569.843,108.323,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00482,Basement wall,Sand,10.846,7.393,0.431,Dry,8.618,8.784,186.941,61.106,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00483,Shaft lining,Clay,31.592,9.839,0.287,Dry,32.526,23.532,631.317,108.423,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00484,Tunnel,Sand,33.014,6.838,1.038,Dry,9.838,12.942,594.185,108.547,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00485,Tunnel,Sand,24.14,12.904,0.569,Dry,11.185,13.969,399.358,83.752,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00486,Basement wall,Sand,22.849,6.987,1.179,Saturated,6.321,4.368,588.284,176.794,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00487,Basement wall,Sand,23.41,5.054,0.958,Perched,5.661,8.452,477.2,157.25,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00488,Basement wall,Sand,9.615,6.169,0.946,Saturated,7.128,9.746,221.884,145.78,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00489,Tunnel,Sand,10.62,5.641,0.396,Dry,6.39,3.621,213.955,75.54,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00490,Tunnel,Clay,8.089,8.707,0.504,Dry,12.452,11.923,185.033,48.892,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00491,Basement wall,Clay-Sand Mix,29.895,7.605,0.938,Saturated,11.283,9.763,789.142,198.241,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00492,Shaft lining,Sand,18.508,4.778,1.014,Dry,2.119,3.515,331.746,84.069,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00493,Basement wall,Sand,8.782,13.876,0.913,Dry,8.076,9.993,163.028,46.737,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00494,Shaft lining,Sand,7.109,5.394,0.538,Saturated,6.462,6.743,162.167,151.555,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00495,Shaft lining,Sand,14.165,13.244,0.8,Dry,12.71,14.489,276.678,75.836,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00496,Basement wall,Clay,15.16,4.039,0.915,Perched,12.008,10.593,320.341,138.338,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00497,Basement wall,Clay-Sand Mix,26.734,11.61,0.398,Saturated,32.43,23.078,724.052,189.323,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00498,Basement wall,Clay-Sand Mix,31.394,9.125,0.628,Saturated,22.441,17.059,816.776,217.65,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00499,Shaft lining,Clay,9.395,8.766,0.674,Saturated,8.426,8.684,278.959,141.746,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00500,Shaft lining,Sand,10.861,12.307,0.708,Dry,8.548,10.158,192.591,68.247,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00501,Tunnel,Sand,12.514,12.366,1.044,Dry,7.23,10.575,240.244,36.604,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00502,Shaft lining,Clay,29.453,13.161,0.94,Saturated,15.155,15.363,774.103,197.6,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00503,Basement wall,Clay-Sand Mix,4.37,12.506,0.619,Saturated,16.253,12.01,95.373,142.08,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00504,Basement wall,Clay,24.623,5.726,0.473,Perched,19.04,16.565,511.175,155.171,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00505,Basement wall,Sand,26.669,14.736,1.046,Perched,11.041,13.044,539.222,168.155,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00506,Tunnel,Sand,19.686,7.556,0.849,Saturated,8.204,7.691,485.91,166.906,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00507,Tunnel,Clay,16.304,14.487,0.361,Perched,34.484,29.477,347.342,141.203,Serviceability exceedance,1,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00508,Shaft lining,Clay,27.452,14.698,1.16,Perched,14.758,15.091,575.106,138.506,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00509,Tunnel,Clay-Sand Mix,10.218,4.723,0.5,Dry,8.011,8.532,209.048,48.915,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
STR-00510,Tunnel,Clay,32.636,5.884,0.84,Dry,9.684,6.717,619.895,121.487,Stable,0,Kaggle/BGS style infrastructure dataset (synthetic)
