sim_id,soil_type,embedment_ratio_H_D,groundwater_condition,cohesion_kpa,friction_angle_deg,elastic_modulus_mpa,loading_rate_kpa_per_day,max_settlement_mm,max_lateral_displacement_mm,peak_pore_pressure_kpa,failure_mode,failed,source_reference
FEM-00831,Sand,3.0,Saturated,8.3,31.495,57.233,51.624,20.84,23.289,193.67,Stable,0,FEM parametric study (synthetic)
FEM-00832,Sand,3.0,Saturated,2.616,32.22,30.912,68.735,34.787,27.975,205.204,Stable,0,FEM parametric study (synthetic)
FEM-00833,Sand,3.0,Saturated,1.027,37.411,78.764,54.542,13.046,11.407,186.554,Stable,0,FEM parametric study (synthetic)
FEM-00834,Sand,3.0,Saturated,8.126,34.725,33.214,85.526,33.634,26.218,219.018,Stable,0,FEM parametric study (synthetic)
FEM-00835,Sand,3.0,Saturated,3.936,31.604,118.354,58.573,9.63,2.694,192.308,Stable,0,FEM parametric study (synthetic)
FEM-00836,Sand,3.0,Saturated,3.644,40.345,57.2,9.137,14.326,8.92,169.607,Stable,0,FEM parametric study (synthetic)
FEM-00837,Sand,3.0,Saturated,5.059,37.604,27.873,18.154,24.97,15.384,166.202,Stable,0,FEM parametric study (synthetic)
FEM-00838,Sand,3.0,Saturated,2.031,35.975,118.549,26.97,8.612,9.073,174.162,Stable,0,FEM parametric study (synthetic)
FEM-00839,Sand,3.0,Saturated,5.232,33.597,20.44,37.166,37.835,24.566,188.762,Stable,0,FEM parametric study (synthetic)
FEM-00840,Sand,3.0,Saturated,5.6,34.18,29.711,81.281,36.465,23.456,202.849,Stable,0,FEM parametric study (synthetic)
FEM-00841,Clay,0.8,Dry,47.835,21.81,10.702,59.886,219.363,159.183,131.544,Basal heave,1,FEM parametric study (synthetic)
FEM-00842,Clay,0.8,Dry,151.391,17.135,56.306,30.737,58.285,45.554,121.283,Basal heave,1,FEM parametric study (synthetic)
FEM-00843,Clay,0.8,Dry,65.288,28.774,20.188,77.587,166.109,120.507,134.221,Basal heave,1,FEM parametric study (synthetic)
FEM-00844,Clay,0.8,Dry,138.347,18.767,31.746,17.141,83.753,58.72,106.661,Basal heave,1,FEM parametric study (synthetic)
FEM-00845,Clay,0.8,Dry,43.038,25.463,56.077,53.282,67.231,48.192,132.21,Basal heave,1,FEM parametric study (synthetic)
FEM-00846,Clay,0.8,Dry,103.373,22.335,32.964,16.551,78.564,54.44,112.067,Basal heave,1,FEM parametric study (synthetic)
FEM-00847,Clay,0.8,Dry,158.738,18.289,54.191,69.584,72.874,52.519,130.3,Basal heave,1,FEM parametric study (synthetic)
FEM-00848,Clay,0.8,Dry,157.777,25.376,35.295,32.445,87.227,59.651,125.053,Basal heave,1,FEM parametric study (synthetic)
FEM-00849,Clay,0.8,Dry,61.535,21.718,51.432,62.663,71.096,50.816,131.251,Basal heave,1,FEM parametric study (synthetic)
FEM-00850,Clay,0.8,Dry,127.46,27.342,9.469,35.155,202.396,148.179,122.242,Basal heave,1,FEM parametric study (synthetic)
FEM-00851,Clay,0.8,Dry,129.981,21.316,31.241,53.413,104.054,71.769,141.304,Basal heave,1,FEM parametric study (synthetic)
FEM-00852,Clay,0.8,Dry,108.338,27.327,55.725,84.433,78.863,56.533,160.422,Basal heave,1,FEM parametric study (synthetic)
FEM-00853,Clay,0.8,Dry,47.933,21.529,29.797,40.194,104.555,77.784,124.704,Basal heave,1,FEM parametric study (synthetic)
FEM-00854,Clay,0.8,Dry,91.334,30.633,41.161,82.83,97.994,67.567,160.79,Basal heave,1,FEM parametric study (synthetic)
FEM-00855,Clay,0.8,Dry,64.467,25.813,28.121,80.26,131.201,92.359,147.783,Basal heave,1,FEM parametric study (synthetic)
FEM-00856,Clay,0.8,Dry,138.991,30.935,52.492,70.988,74.536,57.37,129.557,Basal heave,1,FEM parametric study (synthetic)
FEM-00857,Clay,0.8,Dry,80.459,21.049,59.816,69.063,67.065,47.688,130.494,Basal heave,1,FEM parametric study (synthetic)
FEM-00858,Clay,0.8,Dry,34.458,22.092,22.904,25.216,112.996,81.784,106.375,Basal heave,1,FEM parametric study (synthetic)
FEM-00859,Clay,0.8,Dry,54.843,20.015,34.638,63.505,104.264,81.177,124.893,Basal heave,1,FEM parametric study (synthetic)
FEM-00860,Clay,0.8,Dry,43.887,19.955,29.143,48.066,109.408,78.99,131.507,Basal heave,1,FEM parametric study (synthetic)
FEM-00861,Clay,0.8,Dry,90.905,25.167,38.412,13.9,72.298,56.049,100.174,Basal heave,1,FEM parametric study (synthetic)
FEM-00862,Clay,0.8,Dry,30.57,29.838,15.525,15.441,137.801,99.902,109.261,Basal heave,1,FEM parametric study (synthetic)
FEM-00863,Clay,0.8,Dry,64.412,17.857,9.879,13.562,176.078,124.693,108.686,Basal heave,1,FEM parametric study (synthetic)
FEM-00864,Clay,0.8,Dry,123.036,27.279,57.232,60.907,67.21,48.958,143.636,Basal heave,1,FEM parametric study (synthetic)
FEM-00865,Clay,0.8,Dry,61.56,18.238,33.001,86.004,119.799,83.969,151.443,Basal heave,1,FEM parametric study (synthetic)
FEM-00866,Clay,0.8,Dry,139.008,29.787,42.201,29.453,75.867,56.88,110.249,Basal heave,1,FEM parametric study (synthetic)
FEM-00867,Clay,0.8,Dry,138.189,26.98,32.625,78.339,118.173,84.125,152.984,Basal heave,1,FEM parametric study (synthetic)
FEM-00868,Clay,0.8,Dry,98.104,24.032,34.575,43.9,95.378,72.678,120.864,Basal heave,1,FEM parametric study (synthetic)
FEM-00869,Clay,0.8,Dry,40.961,24.037,29.545,64.803,116.651,83.385,130.059,Basal heave,1,FEM parametric study (synthetic)
FEM-00870,Clay,0.8,Dry,96.895,27.443,14.243,9.778,140.801,100.433,113.55,Basal heave,1,FEM parametric study (synthetic)
FEM-00871,Clay,0.8,Dry,70.232,17.446,38.257,43.505,87.369,64.791,133.541,Basal heave,1,FEM parametric study (synthetic)
FEM-00872,Clay,0.8,Dry,91.246,29.387,29.815,44.478,103.327,76.019,117.114,Basal heave,1,FEM parametric study (synthetic)
FEM-00873,Clay,0.8,Dry,54.612,17.083,19.952,86.154,168.037,126.894,152.41,Basal heave,1,FEM parametric study (synthetic)
FEM-00874,Clay,0.8,Dry,55.991,26.46,28.434,48.265,110.773,80.677,109.115,Basal heave,1,FEM parametric study (synthetic)
FEM-00875,Clay,0.8,Dry,86.728,18.233,21.908,40.389,128.43,92.673,123.427,Basal heave,1,FEM parametric study (synthetic)
FEM-00876,Clay,0.8,Saturated,32.15,29.458,45.771,89.872,130.502,94.409,258.024,Basal heave,1,FEM parametric study (synthetic)
FEM-00877,Clay,0.8,Saturated,96.581,18.227,51.141,17.588,82.322,58.473,205.386,Basal heave,1,FEM parametric study (synthetic)
FEM-00878,Clay,0.8,Saturated,119.6,24.67,21.151,80.713,221.285,157.393,236.201,Basal heave,1,FEM parametric study (synthetic)
FEM-00879,Clay,0.8,Saturated,150.454,26.274,16.865,80.702,251.497,175.404,251.715,Basal heave,1,FEM parametric study (synthetic)
FEM-00880,Clay,0.8,Saturated,101.052,21.492,11.515,31.246,244.435,177.819,202.133,Basal heave,1,FEM parametric study (synthetic)
FEM-00881,Clay,0.8,Saturated,35.64,25.827,58.047,28.85,78.554,56.322,195.98,Basal heave,1,FEM parametric study (synthetic)
FEM-00882,Clay,0.8,Saturated,67.793,30.892,36.185,71.245,138.821,96.09,226.516,Basal heave,1,FEM parametric study (synthetic)
FEM-00883,Clay,0.8,Saturated,74.753,25.984,11.784,77.817,305.691,218.794,255.23,Basal heave,1,FEM parametric study (synthetic)
FEM-00884,Clay,0.8,Saturated,31.147,29.2,46.967,18.397,83.932,59.264,194.258,Basal heave,1,FEM parametric study (synthetic)
FEM-00885,Clay,0.8,Saturated,82.578,24.108,8.127,28.859,286.056,205.195,204.48,Basal heave,1,FEM parametric study (synthetic)
FEM-00886,Clay,0.8,Saturated,144.919,29.516,13.808,51.309,245.716,171.082,208.761,Basal heave,1,FEM parametric study (synthetic)
FEM-00887,Clay,0.8,Saturated,62.343,28.599,49.467,44.096,96.425,64.886,222.972,Basal heave,1,FEM parametric study (synthetic)
FEM-00888,Clay,0.8,Saturated,127.124,19.045,35.292,6.602,97.341,68.743,195.992,Basal heave,1,FEM parametric study (synthetic)
FEM-00889,Clay,0.8,Saturated,131.859,30.416,21.044,28.58,165.352,114.691,212.968,Basal heave,1,FEM parametric study (synthetic)
FEM-00890,Clay,0.8,Saturated,123.194,22.77,30.124,22.303,125.149,90.929,191.615,Basal heave,1,FEM parametric study (synthetic)
FEM-00891,Clay,0.8,Saturated,32.79,17.005,8.935,66.116,335.041,238.295,238.124,Basal heave,1,FEM parametric study (synthetic)
FEM-00892,Clay,0.8,Saturated,71.122,27.652,39.274,88.423,145.545,107.665,248.407,Basal heave,1,FEM parametric study (synthetic)
FEM-00893,Clay,0.8,Saturated,123.042,24.988,58.912,32.591,76.745,53.727,210.755,Basal heave,1,FEM parametric study (synthetic)
FEM-00894,Clay,0.8,Saturated,156.944,24.523,45.556,51.403,107.876,76.558,222.16,Basal heave,1,FEM parametric study (synthetic)
FEM-00895,Clay,0.8,Saturated,32.448,23.724,58.24,54.761,85.557,63.389,217.79,Basal heave,1,FEM parametric study (synthetic)
FEM-00896,Clay,0.8,Saturated,37.822,28.362,34.581,85.489,153.834,113.866,267.447,Basal heave,1,FEM parametric study (synthetic)
FEM-00897,Clay,0.8,Saturated,51.043,28.95,17.62,23.506,183.662,129.447,211.599,Basal heave,1,FEM parametric study (synthetic)
FEM-00898,Clay,0.8,Saturated,158.321,25.435,59.884,10.07,68.065,49.399,190.074,Basal heave,1,FEM parametric study (synthetic)
FEM-00899,Clay,0.8,Saturated,127.693,20.079,19.315,27.744,177.15,125.805,203.157,Basal heave,1,FEM parametric study (synthetic)
FEM-00900,Clay,0.8,Saturated,128.382,30.889,15.604,18.667,194.925,144.538,205.13,Basal heave,1,FEM parametric study (synthetic)
FEM-00901,Clay,0.8,Saturated,43.501,26.915,9.917,79.658,338.328,239.913,242.392,Basal heave,1,FEM parametric study (synthetic)
FEM-00902,Clay,0.8,Saturated,75.564,30.852,46.829,86.098,122.42,86.507,253.453,Basal heave,1,FEM parametric study (synthetic)
FEM-00903,Clay,0.8,Saturated,107.655,19.168,28.628,57.726,157.268,114.314,225.714,Basal heave,1,FEM parametric study (synthetic)
FEM-00904,Clay,0.8,Saturated,120.161,21.557,34.946,59.69,135.132,97.655,228.28,Basal heave,1,FEM parametric study (synthetic)
FEM-00905,Clay,0.8,Saturated,85.608,28.905,34.689,38.476,119.201,80.774,216.755,Basal heave,1,FEM parametric study (synthetic)
FEM-00906,Clay,0.8,Saturated,81.429,26.926,26.14,29.026,141.634,101.188,208.982,Basal heave,1,FEM parametric study (synthetic)
FEM-00907,Clay,0.8,Saturated,103.947,18.415,49.81,70.578,106.471,70.096,242.589,Basal heave,1,FEM parametric study (synthetic)
FEM-00908,Clay,0.8,Saturated,136.627,30.095,37.624,42.519,118.805,81.913,215.207,Basal heave,1,FEM parametric study (synthetic)
FEM-00909,Clay,0.8,Saturated,121.293,17.208,21.009,49.335,186.043,136.165,217.951,Basal heave,1,FEM parametric study (synthetic)
FEM-00910,Clay,0.8,Saturated,42.271,25.797,19.514,19.769,165.704,119.389,193.89,Basal heave,1,FEM parametric study (synthetic)
FEM-00911,Clay,1.0,Dry,61.503,23.169,8.583,21.363,156.229,108.822,101.904,Basal heave,1,FEM parametric study (synthetic)
FEM-00912,Clay,1.0,Dry,131.517,24.351,10.434,56.322,175.793,130.698,117.639,Basal heave,1,FEM parametric study (synthetic)
FEM-00913,Clay,1.0,Dry,120.722,27.459,18.961,46.209,116.688,88.228,125.224,Basal heave,1,FEM parametric study (synthetic)
FEM-00914,Clay,1.0,Dry,76.549,21.233,45.932,47.364,58.511,41.604,102.97,Basal heave,1,FEM parametric study (synthetic)
FEM-00915,Clay,1.0,Dry,95.333,23.134,18.276,77.522,140.372,102.843,126.982,Basal heave,1,FEM parametric study (synthetic)
FEM-00916,Clay,1.0,Dry,34.531,29.22,43.666,12.919,52.969,34.659,99.175,Basal heave,1,FEM parametric study (synthetic)
FEM-00917,Clay,1.0,Dry,42.852,17.893,19.192,83.478,142.328,103.819,144.17,Basal heave,1,FEM parametric study (synthetic)
FEM-00918,Clay,1.0,Dry,141.45,19.373,43.246,57.461,66.424,43.469,109.09,Basal heave,1,FEM parametric study (synthetic)
FEM-00919,Clay,1.0,Dry,150.306,27.729,47.639,39.558,53.395,41.843,112.298,Basal heave,1,FEM parametric study (synthetic)
FEM-00920,Clay,1.0,Dry,87.712,23.291,18.883,55.096,123.994,88.014,129.643,Basal heave,1,FEM parametric study (synthetic)
FEM-00921,Clay,1.0,Dry,115.9,26.091,32.437,72.134,91.979,62.024,131.947,Basal heave,1,FEM parametric study (synthetic)
FEM-00922,Clay,1.0,Dry,118.772,29.473,47.195,42.616,57.556,43.957,107.316,Basal heave,1,FEM parametric study (synthetic)
FEM-00923,Clay,1.0,Dry,143.773,20.723,34.942,18.829,64.597,49.095,92.663,Basal heave,1,FEM parametric study (synthetic)
FEM-00924,Clay,1.0,Dry,152.25,22.333,48.865,60.194,62.63,44.791,133.585,Basal heave,1,FEM parametric study (synthetic)
FEM-00925,Clay,1.0,Dry,86.867,30.159,19.567,25.386,102.901,75.666,97.929,Basal heave,1,FEM parametric study (synthetic)
FEM-00926,Clay,1.0,Dry,115.801,18.682,40.26,87.886,85.392,66.401,150.681,Basal heave,1,FEM parametric study (synthetic)
FEM-00927,Clay,1.0,Dry,43.841,30.396,44.549,5.361,47.904,32.011,73.431,Basal heave,1,FEM parametric study (synthetic)
FEM-00928,Clay,1.0,Dry,55.23,17.868,46.877,80.424,71.428,53.041,149.289,Basal heave,1,FEM parametric study (synthetic)
FEM-00929,Clay,1.0,Dry,78.542,24.319,34.949,63.945,83.381,60.102,111.171,Basal heave,1,FEM parametric study (synthetic)
FEM-00930,Clay,1.0,Dry,90.401,22.241,37.68,46.06,72.13,56.562,120.91,Basal heave,1,FEM parametric study (synthetic)
FEM-00931,Clay,1.0,Dry,87.658,17.791,39.301,61.482,72.459,51.271,122.283,Basal heave,1,FEM parametric study (synthetic)
FEM-00932,Clay,1.0,Dry,147.373,22.817,40.068,48.354,68.31,43.566,123.93,Basal heave,1,FEM parametric study (synthetic)
FEM-00933,Clay,1.0,Dry,66.611,28.909,54.554,48.766,52.092,36.054,107.192,Basal heave,1,FEM parametric study (synthetic)
FEM-00934,Clay,1.0,Dry,117.86,28.392,45.27,62.354,61.903,42.032,117.524,Basal heave,1,FEM parametric study (synthetic)
FEM-00935,Clay,1.0,Dry,159.381,21.581,30.012,72.877,97.804,69.334,138.8,Basal heave,1,FEM parametric study (synthetic)
FEM-00936,Clay,1.0,Dry,110.636,24.131,30.173,43.786,82.32,60.635,114.895,Basal heave,1,FEM parametric study (synthetic)
FEM-00937,Clay,1.0,Dry,149.901,18.508,9.472,29.988,159.64,113.355,109.431,Basal heave,1,FEM parametric study (synthetic)
FEM-00938,Clay,1.0,Dry,111.524,19.225,46.259,11.893,48.932,35.592,87.629,Basal heave,1,FEM parametric study (synthetic)
FEM-00939,Clay,1.0,Dry,79.26,18.467,46.555,35.42,54.783,38.734,101.995,Basal heave,1,FEM parametric study (synthetic)
FEM-00940,Clay,1.0,Dry,65.663,22.482,35.426,5.281,57.041,43.88,83.015,Basal heave,1,FEM parametric study (synthetic)
FEM-00941,Clay,1.0,Dry,115.666,20.735,38.092,55.503,76.165,54.237,118.274,Basal heave,1,FEM parametric study (synthetic)
FEM-00942,Clay,1.0,Dry,112.846,27.769,45.39,62.578,70.518,51.554,128.851,Basal heave,1,FEM parametric study (synthetic)
FEM-00943,Clay,1.0,Dry,86.505,21.809,22.744,37.366,99.034,68.771,104.373,Basal heave,1,FEM parametric study (synthetic)
FEM-00944,Clay,1.0,Dry,94.337,21.075,58.665,77.157,57.383,41.117,132.405,Basal heave,1,FEM parametric study (synthetic)
FEM-00945,Clay,1.0,Dry,50.934,18.845,31.583,6.456,63.986,43.969,88.478,Basal heave,1,FEM parametric study (synthetic)
FEM-00946,Clay,1.0,Saturated,136.666,29.378,18.618,25.161,141.078,109.77,213.081,Basal heave,1,FEM parametric study (synthetic)
FEM-00947,Clay,1.0,Saturated,71.38,20.832,45.61,63.548,89.782,67.202,234.817,Basal heave,1,FEM parametric study (synthetic)
FEM-00948,Clay,1.0,Saturated,76.928,28.841,24.772,49.642,132.005,95.212,216.803,Basal heave,1,FEM parametric study (synthetic)
FEM-00949,Clay,1.0,Saturated,44.935,30.204,19.428,31.395,140.767,97.12,195.087,Basal heave,1,FEM parametric study (synthetic)
FEM-00950,Clay,1.0,Saturated,126.162,19.032,39.468,21.267,81.042,54.875,195.985,Basal heave,1,FEM parametric study (synthetic)
FEM-00951,Clay,1.0,Saturated,90.822,30.398,51.043,33.94,67.242,50.22,207.745,Basal heave,1,FEM parametric study (synthetic)
FEM-00952,Clay,1.0,Saturated,37.68,26.248,51.023,73.576,85.08,64.136,226.512,Basal heave,1,FEM parametric study (synthetic)
FEM-00953,Clay,1.0,Saturated,122.872,19.657,50.076,46.316,74.873,53.217,211.137,Basal heave,1,FEM parametric study (synthetic)
FEM-00954,Clay,1.0,Saturated,76.718,30.992,59.144,50.766,63.765,48.43,217.154,Basal heave,1,FEM parametric study (synthetic)
FEM-00955,Clay,1.0,Saturated,85.969,30.221,41.815,85.149,107.977,78.001,234.942,Basal heave,1,FEM parametric study (synthetic)
FEM-00956,Clay,1.0,Saturated,74.629,17.673,34.098,25.367,94.487,66.017,188.528,Basal heave,1,FEM parametric study (synthetic)
FEM-00957,Clay,1.0,Saturated,121.653,24.24,44.858,58.291,89.097,63.326,225.108,Basal heave,1,FEM parametric study (synthetic)
FEM-00958,Clay,1.0,Saturated,126.554,21.112,27.208,12.8,101.049,70.639,176.832,Basal heave,1,FEM parametric study (synthetic)
FEM-00959,Clay,1.0,Saturated,78.322,28.282,35.5,77.825,118.012,86.139,228.017,Basal heave,1,FEM parametric study (synthetic)
FEM-00960,Clay,1.0,Saturated,94.552,17.226,47.299,16.716,69.868,51.237,188.48,Basal heave,1,FEM parametric study (synthetic)
FEM-00961,Clay,1.0,Saturated,126.637,21.856,43.49,36.919,81.204,59.238,191.882,Basal heave,1,FEM parametric study (synthetic)
FEM-00962,Clay,1.0,Saturated,106.556,22.988,9.746,14.403,194.031,137.871,183.876,Basal heave,1,FEM parametric study (synthetic)
FEM-00963,Clay,1.0,Saturated,81.114,21.982,21.521,63.961,158.618,116.774,237.59,Basal heave,1,FEM parametric study (synthetic)
FEM-00964,Clay,1.0,Saturated,38.468,24.981,54.488,48.579,73.562,51.814,228.81,Basal heave,1,FEM parametric study (synthetic)
FEM-00965,Clay,1.0,Saturated,141.03,20.88,34.995,28.401,92.246,65.459,201.887,Basal heave,1,FEM parametric study (synthetic)
FEM-00966,Clay,1.0,Saturated,56.835,27.088,50.445,72.115,87.067,66.829,233.144,Basal heave,1,FEM parametric study (synthetic)
FEM-00967,Clay,1.0,Saturated,100.49,21.912,34.095,10.425,84.674,61.05,179.443,Basal heave,1,FEM parametric study (synthetic)
FEM-00968,Clay,1.0,Saturated,112.604,30.384,33.443,70.645,116.553,77.39,233.918,Basal heave,1,FEM parametric study (synthetic)
FEM-00969,Clay,1.0,Saturated,112.981,25.888,26.785,32.326,111.729,79.766,189.89,Basal heave,1,FEM parametric study (synthetic)
FEM-00970,Clay,1.0,Saturated,94.122,26.764,49.39,61.468,81.197,61.418,220.651,Basal heave,1,FEM parametric study (synthetic)
FEM-00971,Clay,1.0,Saturated,51.781,29.157,10.664,21.469,194.576,142.713,188.482,Basal heave,1,FEM parametric study (synthetic)
FEM-00972,Clay,1.0,Saturated,127.793,20.26,28.658,54.088,118.029,82.984,223.821,Basal heave,1,FEM parametric study (synthetic)
FEM-00973,Clay,1.0,Saturated,156.59,19.357,47.408,70.06,94.267,67.329,229.197,Basal heave,1,FEM parametric study (synthetic)
FEM-00974,Clay,1.0,Saturated,138.824,18.978,37.91,30.189,87.889,63.953,198.243,Basal heave,1,FEM parametric study (synthetic)
FEM-00975,Clay,1.0,Saturated,67.993,22.408,44.875,49.784,85.69,60.34,228.489,Basal heave,1,FEM parametric study (synthetic)
FEM-00976,Clay,1.0,Saturated,50.489,28.106,13.93,24.753,166.794,124.456,196.51,Basal heave,1,FEM parametric study (synthetic)
FEM-00977,Clay,1.0,Saturated,78.187,20.507,53.718,43.418,71.538,53.492,220.957,Basal heave,1,FEM parametric study (synthetic)
FEM-00978,Clay,1.0,Saturated,57.321,18.891,9.247,83.09,285.272,206.988,235.939,Basal heave,1,FEM parametric study (synthetic)
FEM-00979,Clay,1.0,Saturated,90.191,22.611,16.265,59.755,187.714,137.872,234.012,Basal heave,1,FEM parametric study (synthetic)
FEM-00980,Clay,1.0,Saturated,90.454,21.361,23.966,35.478,125.457,91.879,212.342,Basal heave,1,FEM parametric study (synthetic)
FEM-00981,Clay,1.2,Dry,83.5,17.911,12.539,71.432,142.999,103.133,114.135,Basal heave,1,FEM parametric study (synthetic)
FEM-00982,Clay,1.2,Dry,54.676,23.637,23.237,46.109,89.478,61.181,131.0,Basal heave,1,FEM parametric study (synthetic)
FEM-00983,Clay,1.2,Dry,157.993,20.942,50.289,31.823,43.931,33.15,98.436,Basal heave,1,FEM parametric study (synthetic)
FEM-00984,Clay,1.2,Dry,55.606,19.633,20.873,63.54,99.621,72.228,124.745,Basal heave,1,FEM parametric study (synthetic)
FEM-00985,Clay,1.2,Dry,149.618,30.421,40.677,52.502,56.851,42.903,111.542,Basal heave,1,FEM parametric study (synthetic)
FEM-00986,Clay,1.2,Dry,52.275,20.202,12.419,32.591,114.476,85.057,107.787,Basal heave,1,FEM parametric study (synthetic)
FEM-00987,Clay,1.2,Dry,63.082,24.844,25.247,73.173,92.914,64.076,127.651,Basal heave,1,FEM parametric study (synthetic)
FEM-00988,Clay,1.2,Dry,103.841,20.333,49.207,21.022,42.952,30.339,99.445,Basal heave,1,FEM parametric study (synthetic)
FEM-00989,Clay,1.2,Dry,92.868,22.371,34.648,15.418,51.946,40.673,86.516,Basal heave,1,FEM parametric study (synthetic)
FEM-00990,Clay,1.2,Dry,107.138,18.114,31.664,6.596,54.114,35.883,72.758,Basal heave,1,FEM parametric study (synthetic)
FEM-00991,Clay,1.2,Dry,136.567,24.023,9.523,66.704,157.926,111.811,130.247,Basal heave,1,FEM parametric study (synthetic)
FEM-00992,Clay,1.2,Dry,142.42,20.257,45.244,74.26,61.291,45.251,130.466,Basal heave,1,FEM parametric study (synthetic)
FEM-00993,Clay,1.2,Dry,116.726,29.075,31.665,25.436,63.023,40.644,85.724,Basal heave,1,FEM parametric study (synthetic)
FEM-00994,Clay,1.2,Dry,41.523,27.536,58.604,72.121,47.558,32.0,123.861,Basal heave,1,FEM parametric study (synthetic)
FEM-00995,Clay,1.2,Dry,64.961,20.671,54.254,9.98,35.316,26.878,84.39,Basal heave,1,FEM parametric study (synthetic)
FEM-00996,Clay,1.2,Dry,76.869,18.563,53.658,84.207,50.723,31.599,139.759,Basal heave,1,FEM parametric study (synthetic)
FEM-00997,Clay,1.2,Dry,147.713,20.32,39.211,30.445,52.268,39.925,93.944,Basal heave,1,FEM parametric study (synthetic)
FEM-00998,Clay,1.2,Dry,135.832,30.241,15.379,39.223,109.398,81.077,103.068,Basal heave,1,FEM parametric study (synthetic)
FEM-00999,Clay,1.2,Dry,94.783,26.067,31.564,45.958,67.512,51.753,109.694,Basal heave,1,FEM parametric study (synthetic)
FEM-01000,Clay,1.2,Dry,89.988,28.605,20.745,52.696,92.568,59.791,118.031,Basal heave,1,FEM parametric study (synthetic)
FEM-01001,Clay,1.2,Dry,96.01,30.531,27.62,70.781,84.397,62.095,130.892,Basal heave,1,FEM parametric study (synthetic)
FEM-01002,Clay,1.2,Dry,65.56,18.934,37.63,26.556,52.983,36.251,107.518,Basal heave,1,FEM parametric study (synthetic)
FEM-01003,Clay,1.2,Dry,42.98,28.89,44.861,80.265,60.044,38.026,131.615,Basal heave,1,FEM parametric study (synthetic)
FEM-01004,Clay,1.2,Dry,44.406,18.73,16.307,12.778,89.186,63.556,101.835,Basal heave,1,FEM parametric study (synthetic)
FEM-01005,Clay,1.2,Dry,120.893,24.086,39.053,10.857,43.578,31.637,103.206,Basal heave,1,FEM parametric study (synthetic)
FEM-01006,Clay,1.2,Dry,131.878,25.591,12.429,73.203,143.033,107.834,127.1,Basal heave,1,FEM parametric study (synthetic)
FEM-01007,Clay,1.2,Dry,104.701,26.003,54.198,52.382,43.408,35.658,119.948,Basal heave,1,FEM parametric study (synthetic)
FEM-01008,Clay,1.2,Dry,70.596,28.417,28.612,38.295,71.781,51.683,116.392,Basal heave,1,FEM parametric study (synthetic)
FEM-01009,Clay,1.2,Dry,117.373,30.048,17.791,29.953,92.003,64.785,92.571,Basal heave,1,FEM parametric study (synthetic)
FEM-01010,Clay,1.2,Dry,96.397,27.734,36.415,25.87,51.975,42.472,102.77,Basal heave,1,FEM parametric study (synthetic)
FEM-01011,Clay,1.2,Dry,44.201,29.735,39.642,35.741,56.814,44.498,117.624,Basal heave,1,FEM parametric study (synthetic)
FEM-01012,Clay,1.2,Dry,109.711,20.355,32.094,82.68,80.333,62.206,140.476,Basal heave,1,FEM parametric study (synthetic)
FEM-01013,Clay,1.2,Dry,117.724,23.698,18.402,57.592,104.435,75.749,133.496,Basal heave,1,FEM parametric study (synthetic)
FEM-01014,Clay,1.2,Dry,140.95,27.591,48.087,61.733,52.697,36.823,131.966,Basal heave,1,FEM parametric study (synthetic)
FEM-01015,Clay,1.2,Dry,67.267,18.857,38.358,9.264,48.047,38.326,81.455,Basal heave,1,FEM parametric study (synthetic)
FEM-01016,Clay,1.2,Saturated,98.502,26.385,55.015,57.985,59.625,41.584,205.472,Basal heave,1,FEM parametric study (synthetic)
FEM-01017,Clay,1.2,Saturated,125.712,27.035,20.83,43.454,119.655,82.956,201.109,Basal heave,1,FEM parametric study (synthetic)
FEM-01018,Clay,1.2,Saturated,43.835,19.736,57.101,21.689,50.257,37.309,195.471,Basal heave,1,FEM parametric study (synthetic)
FEM-01019,Clay,1.2,Saturated,48.785,24.919,58.063,70.198,63.81,42.518,233.788,Basal heave,1,FEM parametric study (synthetic)
FEM-01020,Clay,1.2,Saturated,57.365,28.626,52.729,21.595,51.987,35.831,199.682,Basal heave,1,FEM parametric study (synthetic)
FEM-01021,Clay,1.2,Saturated,120.866,28.996,13.809,32.264,145.999,102.6,194.16,Basal heave,1,FEM parametric study (synthetic)
FEM-01022,Clay,1.2,Saturated,118.73,23.257,33.255,75.73,103.316,68.746,215.543,Basal heave,1,FEM parametric study (synthetic)
FEM-01023,Clay,1.2,Saturated,111.957,18.003,55.246,25.291,50.646,34.909,192.222,Basal heave,1,FEM parametric study (synthetic)
FEM-01024,Clay,1.2,Saturated,34.609,28.532,24.099,84.302,134.1,100.076,234.428,Basal heave,1,FEM parametric study (synthetic)
FEM-01025,Clay,1.2,Saturated,135.641,22.877,49.141,53.545,67.977,47.571,210.911,Basal heave,1,FEM parametric study (synthetic)
FEM-01026,Clay,1.2,Saturated,117.873,23.238,44.836,27.302,63.228,48.119,199.385,Basal heave,1,FEM parametric study (synthetic)
FEM-01027,Clay,1.2,Saturated,71.66,27.501,27.417,17.896,86.191,68.145,197.543,Basal heave,1,FEM parametric study (synthetic)
FEM-01028,Clay,1.2,Saturated,63.695,26.616,42.541,42.059,71.422,56.816,200.88,Basal heave,1,FEM parametric study (synthetic)
FEM-01029,Clay,1.2,Saturated,129.479,18.772,18.984,48.821,135.722,101.198,201.34,Basal heave,1,FEM parametric study (synthetic)
FEM-01030,Clay,1.2,Saturated,157.056,18.541,14.565,38.048,145.721,104.043,206.152,Basal heave,1,FEM parametric study (synthetic)
