sample_id,soil_type,relative_density_pct,D10_mm,D50_mm,D90_mm,friction_angle_deg,dilation_angle_deg,undrained_shear_strength_cu_kpa,plasticity_index_PI,liquid_limit_pct,plastic_limit_pct,compression_index_Cc,swelling_index_Cs,youngs_modulus_mpa,poisson_ratio,source_reference
CLAY-0073,Clay soil (cohesive),,,,,24.757,0.0,125.28,38.694,70.744,32.05,0.3711,0.1112,33.652,0.3297,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0074,Clay soil (cohesive),,,,,23.805,0.0,109.958,37.61,65.47,27.86,0.4186,0.1168,29.343,0.3856,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0075,Clay soil (cohesive),,,,,28.655,0.0,117.403,32.716,66.556,33.84,0.3457,0.0966,28.701,0.3436,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0076,Clay soil (cohesive),,,,,21.127,0.0,75.734,19.16,44.516,25.355,0.2298,0.0501,20.017,0.3677,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0077,Clay soil (cohesive),,,,,27.883,0.0,78.263,21.699,51.979,30.28,0.2673,0.0765,25.327,0.3699,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0078,Clay soil (cohesive),,,,,26.236,0.0,113.67,32.907,58.632,25.724,0.3346,0.1137,32.939,0.3637,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0079,Clay soil (cohesive),,,,,29.663,0.0,125.279,40.096,74.095,33.999,0.4165,0.1046,30.957,0.4172,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0080,Clay soil (cohesive),,,,,25.966,0.0,110.802,29.763,61.18,31.417,0.3086,0.0922,27.295,0.404,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0081,Clay soil (cohesive),,,,,18.398,0.0,138.847,43.858,67.47,23.612,0.4345,0.1363,29.399,0.356,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0082,Clay soil (cohesive),,,,,29.994,0.0,59.769,23.185,45.621,22.436,0.2671,0.0562,18.066,0.3183,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0083,Clay soil (cohesive),,,,,20.584,0.0,57.683,19.497,57.488,37.991,0.2742,0.0624,13.625,0.3907,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0084,Clay soil (cohesive),,,,,26.641,0.0,63.636,15.131,48.343,33.212,0.2093,0.058,21.664,0.3447,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0085,Clay soil (cohesive),,,,,18.048,0.0,101.432,28.015,54.481,26.466,0.2885,0.1131,21.896,0.3636,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0086,Clay soil (cohesive),,,,,29.716,0.0,88.939,26.879,61.843,34.964,0.2912,0.1001,25.903,0.3945,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0087,Clay soil (cohesive),,,,,22.272,0.0,86.801,29.934,55.214,25.28,0.3266,0.0864,24.392,0.3545,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0088,Clay soil (cohesive),,,,,29.4,0.0,143.491,36.986,73.063,36.077,0.3828,0.1156,34.184,0.3282,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0089,Clay soil (cohesive),,,,,20.502,0.0,152.161,43.86,66.406,22.545,0.44,0.1332,41.48,0.3784,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0090,Clay soil (cohesive),,,,,30.448,0.0,121.283,41.472,70.361,28.889,0.3979,0.1383,27.246,0.3978,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0091,Clay soil (cohesive),,,,,30.168,0.0,98.938,38.989,64.035,25.046,0.3893,0.1086,28.577,0.3277,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0092,Clay soil (cohesive),,,,,23.182,0.0,135.894,34.342,61.968,27.626,0.3648,0.0932,33.954,0.4396,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0093,Clay soil (cohesive),,,,,20.197,0.0,70.277,12.518,48.307,35.79,0.2085,0.0581,14.875,0.396,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0094,Clay soil (cohesive),,,,,20.409,0.0,114.316,33.068,69.042,35.974,0.371,0.1146,33.838,0.3453,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0095,Clay soil (cohesive),,,,,23.459,0.0,73.653,16.957,41.077,24.12,0.2547,0.0336,18.718,0.3481,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0096,Clay soil (cohesive),,,,,22.688,0.0,101.57,33.725,70.385,36.66,0.3757,0.1083,25.202,0.3,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0097,Clay soil (cohesive),,,,,28.833,0.0,106.88,28.321,51.245,22.924,0.3261,0.0883,27.13,0.3604,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0098,Clay soil (cohesive),,,,,23.869,0.0,68.258,15.196,43.49,28.294,0.2271,0.061,14.488,0.4334,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0099,Clay soil (cohesive),,,,,19.325,0.0,88.427,21.924,54.26,32.336,0.3092,0.0785,21.674,0.373,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0100,Clay soil (cohesive),,,,,27.561,0.0,119.083,39.815,64.392,24.576,0.4028,0.1134,30.709,0.4285,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0101,Clay soil (cohesive),,,,,19.87,0.0,66.859,24.047,55.535,31.488,0.3014,0.0872,16.789,0.3885,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0102,Clay soil (cohesive),,,,,19.184,0.0,138.364,36.919,66.453,29.535,0.3691,0.106,39.361,0.347,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0103,Clay soil (cohesive),,,,,24.271,0.0,81.871,25.831,61.036,35.205,0.3065,0.0951,22.314,0.325,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0104,Clay soil (cohesive),,,,,26.631,0.0,113.444,42.986,75.751,32.764,0.4109,0.1248,34.365,0.3447,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0105,Clay soil (cohesive),,,,,23.318,0.0,106.311,33.506,57.53,24.024,0.3374,0.1092,22.893,0.4034,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0106,Clay soil (cohesive),,,,,28.592,0.0,58.358,19.493,52.247,32.754,0.2743,0.0751,20.373,0.3774,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0107,Clay soil (cohesive),,,,,27.593,0.0,60.143,16.504,51.497,34.993,0.2086,0.0586,19.5,0.3803,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0108,Clay soil (cohesive),,,,,26.023,0.0,137.414,41.06,75.799,34.739,0.4092,0.1011,32.118,0.3933,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0109,Clay soil (cohesive),,,,,27.734,0.0,111.335,41.773,70.934,29.161,0.4364,0.1293,34.988,0.3922,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0110,Clay soil (cohesive),,,,,26.06,0.0,75.34,21.635,46.958,25.323,0.2939,0.0968,21.074,0.383,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0111,Clay soil (cohesive),,,,,27.422,0.0,101.358,31.939,67.221,35.282,0.3366,0.1163,25.373,0.4141,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0112,Clay soil (cohesive),,,,,25.267,0.0,100.945,33.645,66.722,33.077,0.3832,0.093,32.275,0.3841,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0113,Clay soil (cohesive),,,,,22.052,0.0,132.346,44.499,80.862,36.363,0.3987,0.134,39.628,0.3363,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0114,Clay soil (cohesive),,,,,21.538,0.0,93.214,33.14,65.754,32.614,0.3985,0.1097,25.021,0.4045,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0115,Clay soil (cohesive),,,,,23.023,0.0,125.153,36.771,71.309,34.539,0.3904,0.128,30.621,0.3804,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0116,Clay soil (cohesive),,,,,20.855,0.0,102.977,31.026,65.12,34.094,0.3779,0.0951,31.969,0.3534,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0117,Clay soil (cohesive),,,,,18.487,0.0,117.074,36.284,73.5,37.216,0.3834,0.1067,28.263,0.3979,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0118,Clay soil (cohesive),,,,,26.341,0.0,112.06,35.638,72.701,37.063,0.3634,0.1005,29.517,0.3836,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0119,Clay soil (cohesive),,,,,30.627,0.0,108.54,31.54,63.397,31.857,0.3415,0.0978,29.163,0.394,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0120,Clay soil (cohesive),,,,,24.542,0.0,122.543,42.319,74.238,31.92,0.4269,0.1275,30.493,0.3237,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0121,Clay soil (cohesive),,,,,18.391,0.0,97.646,25.749,52.521,26.772,0.2673,0.0748,28.709,0.3643,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0122,Clay soil (cohesive),,,,,30.401,0.0,74.338,20.998,56.883,35.885,0.2754,0.0706,20.183,0.39,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0123,Clay soil (cohesive),,,,,26.529,0.0,120.415,35.701,63.544,27.844,0.3611,0.1039,30.037,0.3614,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0124,Clay soil (cohesive),,,,,24.223,0.0,66.602,18.036,49.356,31.319,0.2776,0.0499,24.449,0.3418,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0125,Clay soil (cohesive),,,,,29.086,0.0,129.126,44.373,75.186,30.812,0.4217,0.1327,37.034,0.4275,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0126,Clay soil (cohesive),,,,,24.555,0.0,95.349,27.057,58.815,31.758,0.3331,0.0855,23.052,0.3785,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0127,Clay soil (cohesive),,,,,20.71,0.0,86.346,23.109,49.986,26.877,0.2762,0.0686,20.752,0.4042,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0128,Clay soil (cohesive),,,,,25.051,0.0,61.691,21.85,53.394,31.544,0.259,0.0804,16.456,0.3986,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0129,Clay soil (cohesive),,,,,28.021,0.0,101.664,33.202,56.851,23.649,0.3468,0.1193,29.085,0.3585,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0130,Clay soil (cohesive),,,,,24.056,0.0,41.542,14.327,39.844,25.517,0.1862,0.0434,13.28,0.3533,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0131,Clay soil (cohesive),,,,,27.144,0.0,86.493,30.759,63.838,33.079,0.3468,0.1036,19.377,0.3201,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0132,Clay soil (cohesive),,,,,20.699,0.0,93.837,26.561,62.265,35.704,0.2824,0.0654,26.575,0.3915,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0133,Clay soil (cohesive),,,,,28.138,0.0,117.987,40.342,65.61,25.268,0.4199,0.1271,29.398,0.3894,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0134,Clay soil (cohesive),,,,,28.67,0.0,61.952,19.072,56.789,37.717,0.2574,0.0723,17.212,0.3286,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0135,Clay soil (cohesive),,,,,21.098,0.0,104.605,34.552,57.396,22.844,0.3623,0.1195,25.503,0.4099,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0136,Clay soil (cohesive),,,,,20.248,0.0,113.604,33.197,57.26,24.063,0.3188,0.1186,23.063,0.3926,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0137,Clay soil (cohesive),,,,,28.943,0.0,117.343,35.877,69.468,33.591,0.4112,0.1113,33.63,0.3961,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0138,Clay soil (cohesive),,,,,21.626,0.0,67.179,15.242,47.535,32.292,0.2478,0.0618,16.872,0.337,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0139,Clay soil (cohesive),,,,,21.275,0.0,124.92,44.39,77.087,32.697,0.473,0.1217,32.586,0.4211,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0140,Clay soil (cohesive),,,,,21.873,0.0,72.983,21.353,50.542,29.189,0.267,0.0796,19.803,0.3975,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0141,Clay soil (cohesive),,,,,18.118,0.0,115.426,29.431,64.423,34.992,0.3128,0.0891,30.042,0.3323,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0142,Clay soil (cohesive),,,,,26.7,0.0,85.045,19.657,50.401,30.744,0.2361,0.0745,23.952,0.4468,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0143,Clay soil (cohesive),,,,,18.393,0.0,109.746,29.946,65.594,35.647,0.2985,0.0857,34.601,0.3775,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0144,Clay soil (cohesive),,,,,29.348,0.0,142.019,44.494,75.779,31.285,0.4512,0.1453,37.525,0.3994,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0145,Clay soil (cohesive),,,,,23.766,0.0,114.562,34.35,64.635,30.286,0.3797,0.1069,30.809,0.327,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0146,Clay soil (cohesive),,,,,25.813,0.0,88.567,24.674,59.128,34.454,0.2823,0.0961,21.625,0.4371,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0147,Clay soil (cohesive),,,,,20.155,0.0,50.831,14.411,49.738,35.327,0.2215,0.0639,14.548,0.3493,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0148,Clay soil (cohesive),,,,,23.881,0.0,68.402,13.392,44.764,31.373,0.2306,0.0463,23.233,0.4013,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0149,Clay soil (cohesive),,,,,24.984,0.0,101.245,34.155,61.143,26.988,0.3242,0.1107,30.732,0.3766,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0150,Clay soil (cohesive),,,,,22.916,0.0,76.925,17.237,43.498,26.261,0.2779,0.076,20.596,0.405,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0151,Clay soil (cohesive),,,,,21.124,0.0,96.561,34.493,72.142,37.65,0.3447,0.0974,25.791,0.4005,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0152,Clay soil (cohesive),,,,,24.382,0.0,133.047,43.627,71.478,27.85,0.4253,0.1149,36.183,0.3301,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0153,Clay soil (cohesive),,,,,18.746,0.0,112.874,39.185,62.409,23.224,0.4319,0.1044,33.212,0.3358,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0154,Clay soil (cohesive),,,,,20.899,0.0,96.209,27.164,53.728,26.563,0.3126,0.0872,26.01,0.3899,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0155,Clay soil (cohesive),,,,,20.384,0.0,58.064,12.689,38.247,25.557,0.2268,0.0541,21.056,0.3814,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0156,Clay soil (cohesive),,,,,29.12,0.0,122.607,37.525,63.975,26.45,0.3599,0.091,35.335,0.3722,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0157,Clay soil (cohesive),,,,,19.384,0.0,118.54,35.37,61.54,26.171,0.3628,0.1107,29.418,0.3762,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0158,Clay soil (cohesive),,,,,29.74,0.0,61.35,18.136,45.084,26.947,0.2298,0.0562,17.692,0.4109,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0159,Clay soil (cohesive),,,,,26.749,0.0,109.846,29.217,65.512,36.295,0.3119,0.103,32.541,0.3859,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0160,Clay soil (cohesive),,,,,26.754,0.0,104.839,26.89,59.048,32.159,0.3117,0.0901,28.308,0.3774,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0161,Clay soil (cohesive),,,,,30.471,0.0,120.725,33.681,60.829,27.149,0.3552,0.1012,31.902,0.3818,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0162,Clay soil (cohesive),,,,,27.96,0.0,99.683,30.568,53.104,22.536,0.3373,0.1063,31.753,0.332,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0163,Clay soil (cohesive),,,,,24.209,0.0,44.638,13.701,48.395,34.694,0.2256,0.0588,14.519,0.3535,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0164,Clay soil (cohesive),,,,,19.46,0.0,73.606,21.061,52.158,31.097,0.2493,0.0843,19.969,0.4335,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0165,Clay soil (cohesive),,,,,22.864,0.0,119.605,28.891,54.821,25.93,0.3241,0.087,26.464,0.4,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0166,Clay soil (cohesive),,,,,18.498,0.0,120.195,34.662,57.432,22.771,0.3566,0.122,22.363,0.3616,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0167,Clay soil (cohesive),,,,,19.185,0.0,105.993,34.274,72.107,37.833,0.3638,0.1213,28.44,0.3884,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0168,Clay soil (cohesive),,,,,22.823,0.0,125.864,44.049,69.041,24.991,0.4061,0.1276,30.198,0.3195,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0169,Clay soil (cohesive),,,,,30.751,0.0,62.317,13.931,36.489,22.558,0.2448,0.0427,22.417,0.3475,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0170,Clay soil (cohesive),,,,,27.252,0.0,102.891,34.744,71.668,36.924,0.3643,0.1106,29.995,0.4113,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0171,Clay soil (cohesive),,,,,25.917,0.0,154.157,44.166,69.466,25.301,0.4022,0.1189,35.025,0.3928,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0172,Clay soil (cohesive),,,,,21.545,0.0,90.048,23.465,53.761,30.296,0.2593,0.0699,23.19,0.3695,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0173,Clay soil (cohesive),,,,,25.703,0.0,128.674,37.272,71.082,33.81,0.3712,0.1097,34.766,0.3751,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0174,Clay soil (cohesive),,,,,23.531,0.0,61.121,14.385,36.587,22.201,0.2249,0.067,20.206,0.3184,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0175,Clay soil (cohesive),,,,,19.482,0.0,90.0,30.783,67.134,36.351,0.3465,0.1015,26.61,0.3061,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0176,Clay soil (cohesive),,,,,18.302,0.0,75.953,26.326,51.738,25.412,0.3306,0.084,22.632,0.4241,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0177,Clay soil (cohesive),,,,,27.975,0.0,138.993,43.147,69.31,26.164,0.4087,0.1373,34.401,0.389,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0178,Clay soil (cohesive),,,,,30.192,0.0,90.493,25.631,54.588,28.956,0.3169,0.0758,28.391,0.4271,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0179,Clay soil (cohesive),,,,,28.971,0.0,89.62,24.929,50.677,25.748,0.2871,0.0837,29.159,0.372,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0180,Clay soil (cohesive),,,,,24.36,0.0,139.054,41.249,74.794,33.545,0.4229,0.1037,40.591,0.422,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0181,Clay soil (cohesive),,,,,24.817,0.0,136.414,43.745,81.737,37.992,0.4692,0.129,32.181,0.3556,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0182,Clay soil (cohesive),,,,,22.424,0.0,107.501,32.697,55.41,22.713,0.3908,0.1018,26.262,0.3909,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0183,Clay soil (cohesive),,,,,24.253,0.0,57.851,16.775,40.226,23.451,0.2255,0.0574,18.193,0.4274,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0184,Clay soil (cohesive),,,,,26.039,0.0,111.006,32.97,60.23,27.26,0.3555,0.1055,27.291,0.3881,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0185,Clay soil (cohesive),,,,,22.063,0.0,93.392,24.016,47.301,23.285,0.3055,0.082,24.395,0.4409,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0186,Clay soil (cohesive),,,,,29.448,0.0,111.821,38.325,65.759,27.435,0.3715,0.1153,27.684,0.4032,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0187,Clay soil (cohesive),,,,,23.332,0.0,127.306,35.534,60.224,24.69,0.4008,0.1098,37.854,0.4196,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0188,Clay soil (cohesive),,,,,18.481,0.0,107.565,33.625,59.496,25.871,0.3501,0.1167,28.052,0.3377,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0189,Clay soil (cohesive),,,,,21.585,0.0,125.006,35.65,68.216,32.566,0.3405,0.1016,29.589,0.3726,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0190,Clay soil (cohesive),,,,,18.121,0.0,133.383,42.273,73.492,31.219,0.4108,0.1284,36.888,0.3705,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0191,Clay soil (cohesive),,,,,22.169,0.0,126.089,34.584,70.24,35.656,0.3546,0.1094,30.911,0.4026,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0192,Clay soil (cohesive),,,,,26.322,0.0,99.305,26.082,61.394,35.312,0.2539,0.0777,27.247,0.3911,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0193,Clay soil (cohesive),,,,,28.372,0.0,89.919,28.016,51.098,23.082,0.3022,0.092,23.012,0.3842,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0194,Clay soil (cohesive),,,,,30.669,0.0,64.08,14.224,50.067,35.844,0.1961,0.0637,21.953,0.3542,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0195,Clay soil (cohesive),,,,,24.774,0.0,60.803,16.769,41.063,24.294,0.2336,0.0573,16.251,0.4273,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0196,Clay soil (cohesive),,,,,25.949,0.0,103.89,33.517,59.838,26.322,0.3502,0.1079,29.856,0.3889,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0197,Clay soil (cohesive),,,,,26.557,0.0,48.57,17.355,45.18,27.825,0.2342,0.0736,12.924,0.4238,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0198,Clay soil (cohesive),,,,,28.018,0.0,81.359,29.296,56.901,27.605,0.319,0.0946,25.182,0.3265,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0199,Clay soil (cohesive),,,,,19.027,0.0,84.165,21.481,50.184,28.703,0.2477,0.0631,20.142,0.3558,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0200,Clay soil (cohesive),,,,,30.334,0.0,65.057,12.909,50.406,37.497,0.2004,0.0499,20.519,0.3707,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0201,Clay soil (cohesive),,,,,26.758,0.0,118.043,35.635,63.993,28.357,0.3596,0.1102,30.854,0.3924,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0202,Clay soil (cohesive),,,,,22.143,0.0,113.741,35.77,71.625,35.854,0.3583,0.1002,32.844,0.3437,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0203,Clay soil (cohesive),,,,,27.55,0.0,118.015,39.466,69.723,30.257,0.4049,0.1109,31.497,0.3835,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0204,Clay soil (cohesive),,,,,26.678,0.0,51.535,15.38,44.896,29.516,0.1982,0.0568,16.689,0.3442,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0205,Clay soil (cohesive),,,,,25.122,0.0,80.52,26.411,51.719,25.308,0.3551,0.0928,21.437,0.3873,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0206,Clay soil (cohesive),,,,,19.973,0.0,66.872,15.019,43.957,28.937,0.2354,0.0642,19.756,0.3236,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0207,Clay soil (cohesive),,,,,24.318,0.0,75.769,20.83,56.859,36.028,0.3049,0.0719,21.637,0.387,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0208,Clay soil (cohesive),,,,,29.283,0.0,90.131,23.107,56.495,33.388,0.261,0.0885,23.914,0.4041,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0209,Clay soil (cohesive),,,,,21.484,0.0,110.099,37.503,73.274,35.771,0.3625,0.1037,30.049,0.3693,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0210,Clay soil (cohesive),,,,,28.055,0.0,141.605,40.966,71.616,30.65,0.4021,0.1288,35.925,0.3792,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0211,Clay soil (cohesive),,,,,26.865,0.0,72.131,22.149,49.765,27.616,0.2716,0.0832,19.176,0.3856,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0212,Clay soil (cohesive),,,,,23.973,0.0,123.525,38.777,74.419,35.642,0.4129,0.1067,34.377,0.3573,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0213,Clay soil (cohesive),,,,,18.259,0.0,39.595,13.195,39.417,26.223,0.2608,0.0553,11.593,0.4013,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0214,Clay soil (cohesive),,,,,29.192,0.0,111.179,41.188,75.344,34.156,0.4055,0.1139,32.405,0.3834,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0215,Clay soil (cohesive),,,,,27.469,0.0,87.01,24.422,55.358,30.936,0.2594,0.0749,31.633,0.3659,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0216,Clay soil (cohesive),,,,,25.26,0.0,74.954,26.32,48.903,22.583,0.3239,0.0815,20.339,0.4291,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0217,Clay soil (cohesive),,,,,25.419,0.0,123.219,37.734,67.041,29.307,0.4086,0.101,29.396,0.3979,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0218,Clay soil (cohesive),,,,,29.706,0.0,108.092,31.347,60.892,29.544,0.3847,0.1057,29.762,0.3551,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0219,Clay soil (cohesive),,,,,25.737,0.0,72.759,23.95,48.906,24.956,0.2919,0.0731,24.521,0.4325,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0220,Clay soil (cohesive),,,,,21.202,0.0,98.714,29.373,53.797,24.423,0.3134,0.0857,21.609,0.3202,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0221,Clay soil (cohesive),,,,,27.819,0.0,108.196,43.787,78.6,34.813,0.422,0.1333,27.733,0.4042,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0222,Clay soil (cohesive),,,,,18.176,0.0,132.578,40.56,65.242,24.682,0.4049,0.1258,30.481,0.3341,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0223,Clay soil (cohesive),,,,,27.56,0.0,78.245,22.888,57.984,35.096,0.262,0.0693,21.35,0.3839,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0224,Clay soil (cohesive),,,,,23.607,0.0,135.361,44.118,68.211,24.093,0.4498,0.1512,37.27,0.421,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0225,Clay soil (cohesive),,,,,25.48,0.0,63.77,18.606,43.446,24.84,0.2435,0.071,15.337,0.3565,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0226,Clay soil (cohesive),,,,,30.052,0.0,109.118,32.114,55.618,23.505,0.3772,0.103,29.497,0.3651,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0227,Clay soil (cohesive),,,,,25.085,0.0,83.937,23.715,52.949,29.234,0.2818,0.0928,20.499,0.3255,SoilModels / Mendeley style calibration set (synthetic)
CLAY-0228,Clay soil (cohesive),,,,,26.558,0.0,127.56,43.336,73.274,29.938,0.4414,0.1302,35.032,0.3606,SoilModels / Mendeley style calibration set (synthetic)
