monitor_point_id,chainage_m,depth_m,date,load_stage_kpa,p_wave_velocity_mps,s_wave_velocity_mps,extensometer_displacement_mm,pressure_cell_kpa,pore_pressure_kpa,creep_rate_mm_per_day,formation,alert_level,source_reference
EMB-04,75.0,11.0,2023-12-27,220.0,1640.628,423.839,8.77,176.026,99.704,0.1282,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-01-01,22.0,1430.463,320.177,1.17,20.083,52.242,5.6259,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-01-11,27.5,1441.214,323.155,1.319,22.084,55.272,0.5799,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-01-21,33.0,1446.323,324.256,1.322,25.563,54.537,0.3086,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-01-31,38.5,1444.729,326.818,1.504,30.394,57.898,0.2357,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-02-10,44.0,1438.725,320.324,1.843,37.766,55.29,0.2294,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-02-20,49.5,1454.66,330.609,2.399,35.227,65.464,0.2269,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-03-02,55.0,1448.795,326.385,2.452,43.563,69.361,0.2038,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-03-12,60.5,1456.265,331.942,2.84,48.422,68.055,0.1974,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-03-22,66.0,1458.675,333.641,3.628,51.044,72.64,0.2348,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-04-01,71.5,1454.052,331.432,3.723,51.628,66.417,0.2009,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-04-11,77.0,1467.687,325.55,4.13,58.772,67.087,0.2074,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-04-21,82.5,1458.944,334.34,4.428,60.079,70.438,0.1982,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-05-01,88.0,1458.207,343.97,5.081,67.544,75.208,0.2059,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-05-11,93.5,1452.828,340.528,4.791,71.777,70.344,0.1799,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-05-21,99.0,1450.46,346.403,5.35,78.919,73.406,0.186,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-05-31,104.5,1462.589,336.772,5.293,81.393,69.612,0.1753,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-06-10,110.0,1466.866,340.903,5.994,83.337,68.034,0.1891,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-06-20,115.5,1472.192,344.316,6.543,90.201,73.562,0.1866,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-06-30,121.0,1464.699,339.895,6.724,89.324,71.068,0.1924,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-07-10,126.5,1465.753,335.149,7.097,92.048,72.087,0.1923,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-07-20,132.0,1469.962,342.448,7.042,100.137,74.296,0.1785,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-07-30,137.5,1470.308,337.367,8.05,101.869,66.28,0.1974,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-08-09,143.0,1467.773,347.379,8.022,104.957,76.055,0.1836,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-08-19,148.5,1484.774,341.257,8.682,113.364,77.517,0.1869,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-08-29,154.0,1463.952,347.686,8.216,114.502,72.168,0.1807,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-09-08,159.5,1472.813,346.24,8.155,118.03,74.296,0.1649,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-09-18,165.0,1482.876,350.629,9.13,123.37,75.028,0.1773,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-09-28,170.5,1494.859,341.393,8.963,123.561,76.703,0.1675,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-10-08,176.0,1472.057,350.07,9.457,126.891,81.875,0.1817,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-10-18,181.5,1488.733,343.431,10.016,130.297,80.207,0.1849,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-10-28,187.0,1470.717,354.894,10.253,142.298,84.189,0.1788,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-11-07,192.5,1502.87,346.945,10.393,142.254,86.068,0.1716,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-11-17,198.0,1495.855,350.218,10.307,146.436,90.864,0.1557,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-11-27,203.5,1501.515,345.301,11.395,146.762,86.534,0.1739,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-12-07,209.0,1498.1,353.596,11.824,151.926,87.45,0.1775,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-12-17,214.5,1486.236,353.913,11.555,160.266,93.097,0.1676,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,2.0,2023-12-27,220.0,1509.791,354.778,12.246,156.698,95.226,0.1675,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-01-01,22.0,1488.35,338.821,1.738,22.4,57.559,8.3521,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-01-11,27.5,1485.999,337.243,1.557,25.474,49.998,0.6957,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-01-21,33.0,1486.887,329.549,1.274,28.937,63.584,0.3162,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-01-31,38.5,1487.674,331.432,2.334,30.722,64.076,0.3747,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-02-10,44.0,1501.174,337.313,2.936,39.024,68.329,0.3551,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-02-20,49.5,1495.527,340.686,2.475,41.295,63.597,0.2408,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-03-02,55.0,1495.336,339.005,3.075,46.152,57.428,0.2426,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-03-12,60.5,1492.846,335.508,3.293,52.912,61.856,0.2267,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-03-22,66.0,1505.312,345.214,3.689,55.753,65.775,0.2328,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-04-01,71.5,1500.339,349.782,3.749,59.714,66.083,0.2186,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-04-11,77.0,1505.857,348.742,4.374,57.868,66.851,0.2078,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-04-21,82.5,1515.908,338.513,3.815,65.291,70.043,0.1835,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-05-01,88.0,1509.443,338.39,4.192,68.666,67.644,0.1728,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-05-11,93.5,1512.424,353.231,4.282,76.712,61.673,0.1674,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-05-21,99.0,1530.978,352.906,5.192,78.278,63.766,0.183,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-05-31,104.5,1510.284,352.066,5.243,79.691,68.844,0.1777,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-06-10,110.0,1511.875,353.041,5.266,86.625,72.758,0.1705,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-06-20,115.5,1519.706,349.593,6.395,91.401,68.455,0.1883,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-06-30,121.0,1520.256,343.575,6.323,91.28,70.5,0.1778,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-07-10,126.5,1512.503,353.513,5.632,96.867,70.048,0.1501,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-07-20,132.0,1527.873,345.236,6.392,100.3,75.509,0.164,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-07-30,137.5,1504.57,367.175,7.071,104.255,74.269,0.1725,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-08-09,143.0,1529.563,357.177,6.695,106.88,69.525,0.1495,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-08-19,148.5,1539.669,360.311,7.305,117.2,69.741,0.1629,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-08-29,154.0,1528.277,358.844,7.509,117.028,78.114,0.1532,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-09-08,159.5,1530.283,356.671,8.405,114.992,76.874,0.1716,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-09-18,165.0,1543.714,356.953,7.709,125.521,80.791,0.1534,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-09-28,170.5,1537.262,345.858,9.053,130.138,78.915,0.1779,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-10-08,176.0,1531.043,356.193,8.848,131.96,81.429,0.1676,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-10-18,181.5,1536.89,364.322,9.191,137.682,88.016,0.1729,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-10-28,187.0,1546.063,354.523,8.735,146.625,80.693,0.1453,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-11-07,192.5,1537.252,355.699,9.58,148.54,83.111,0.1615,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-11-17,198.0,1540.63,356.155,9.19,153.183,91.533,0.1489,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-11-27,203.5,1543.991,353.775,10.093,153.269,88.525,0.158,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-12-07,209.0,1542.91,363.96,10.803,157.509,98.198,0.1577,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-12-17,214.5,1549.713,364.841,11.154,165.403,94.646,0.1601,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,5.0,2023-12-27,220.0,1540.744,373.875,10.761,157.937,103.157,0.1504,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-01-01,22.0,1529.734,363.206,1.685,25.245,58.599,8.1025,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-01-11,27.5,1527.107,357.542,1.101,33.934,57.233,0.4873,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-01-21,33.0,1526.214,365.27,0.915,35.79,61.844,0.2291,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-01-31,38.5,1533.66,363.354,1.736,44.981,60.635,0.2829,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-02-10,44.0,1546.386,361.148,2.375,44.651,63.75,0.2871,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-02-20,49.5,1526.302,371.266,2.4,48.496,61.755,0.2189,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-03-02,55.0,1542.822,370.634,2.121,48.942,62.346,0.18,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-03-12,60.5,1529.203,371.593,3.053,56.874,66.486,0.2218,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-03-22,66.0,1537.843,366.599,3.205,57.274,64.336,0.2001,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-04-01,71.5,1534.488,376.151,2.403,62.137,65.562,0.1462,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-04-11,77.0,1551.743,375.412,3.452,68.147,63.356,0.1762,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-04-21,82.5,1556.374,366.94,2.984,69.271,61.489,0.1423,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-05-01,88.0,1546.732,377.424,3.837,78.437,69.827,0.1626,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-05-11,93.5,1552.42,371.918,4.037,76.468,65.204,0.16,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-05-21,99.0,1551.913,376.659,4.275,84.366,67.306,0.1524,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-05-31,104.5,1555.123,373.142,5.258,88.287,71.648,0.1705,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-06-10,110.0,1556.24,384.019,4.958,89.376,61.22,0.157,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-06-20,115.5,1547.073,382.826,5.33,95.791,68.85,0.161,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-06-30,121.0,1555.412,378.622,4.584,99.714,66.734,0.134,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-07-10,126.5,1566.539,384.701,5.743,102.241,70.203,0.1505,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-07-20,132.0,1559.815,390.237,5.885,108.86,69.077,0.1443,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-07-30,137.5,1557.079,385.27,5.786,106.581,70.026,0.1406,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-08-09,143.0,1566.723,384.719,7.043,116.78,68.714,0.1673,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-08-19,148.5,1557.704,369.974,6.234,117.115,75.975,0.1408,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-08-29,154.0,1557.918,383.679,6.057,126.971,76.89,0.1243,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-09-08,159.5,1571.87,384.202,6.644,128.551,82.773,0.139,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-09-18,165.0,1552.64,379.637,7.367,131.664,85.335,0.1443,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-09-28,170.5,1576.266,398.34,7.471,134.617,83.846,0.1434,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-10-08,176.0,1562.359,394.514,7.624,137.167,84.615,0.1367,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-10-18,181.5,1573.028,385.675,8.114,140.919,83.813,0.1466,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-10-28,187.0,1585.508,386.145,8.101,145.49,91.966,0.1344,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-11-07,192.5,1575.934,392.5,7.648,149.468,91.788,0.1234,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-11-17,198.0,1590.951,392.546,8.353,152.658,87.337,0.1452,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-11-27,203.5,1603.015,399.132,8.7,160.038,87.91,0.1353,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-12-07,209.0,1574.405,400.922,9.006,161.6,92.568,0.1364,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-12-17,214.5,1590.397,396.659,8.829,165.15,92.557,0.128,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,8.0,2023-12-27,220.0,1603.783,387.515,9.214,169.711,97.255,0.1349,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-01-01,22.0,1588.026,391.169,0.905,29.506,57.791,4.3496,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-01-11,27.5,1579.774,382.884,1.347,35.225,55.168,0.5936,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-01-21,33.0,1585.263,387.818,1.706,33.736,57.796,0.4016,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-01-31,38.5,1593.111,394.514,1.271,42.184,59.704,0.2051,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-02-10,44.0,1598.459,386.523,1.918,45.125,51.389,0.2309,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-02-20,49.5,1593.162,394.134,2.868,52.704,59.761,0.2729,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-03-02,55.0,1608.292,406.843,2.389,58.052,64.666,0.1915,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-03-12,60.5,1597.281,400.601,2.245,56.715,63.925,0.1579,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-03-22,66.0,1600.03,397.682,3.382,59.141,61.963,0.205,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-04-01,71.5,1606.983,408.504,3.347,64.887,64.977,0.1929,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-04-11,77.0,1603.663,389.947,3.299,73.405,65.867,0.1648,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-04-21,82.5,1603.768,395.009,3.568,74.131,65.69,0.1678,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-05-01,88.0,1601.323,402.713,3.044,77.15,64.727,0.1328,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-05-11,93.5,1603.743,398.027,3.94,88.308,62.873,0.1603,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-05-21,99.0,1610.116,400.321,3.995,88.995,64.312,0.1395,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-05-31,104.5,1620.178,403.901,4.945,91.802,66.309,0.1696,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-06-10,110.0,1614.151,411.206,4.096,95.331,66.631,0.1323,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-06-20,115.5,1615.322,392.983,4.436,98.828,61.209,0.1362,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-06-30,121.0,1611.466,405.139,4.962,101.439,63.3,0.1459,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-07-10,126.5,1616.908,408.127,5.277,105.936,69.848,0.1371,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-07-20,132.0,1630.327,400.902,5.118,110.494,72.201,0.1301,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-07-30,137.5,1612.383,399.636,4.924,114.914,75.689,0.1277,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-08-09,143.0,1610.175,400.093,5.621,117.237,78.938,0.1287,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-08-19,148.5,1626.02,409.759,5.636,123.326,75.22,0.1265,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-08-29,154.0,1616.275,406.218,5.973,125.282,75.934,0.1325,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-09-08,159.5,1630.789,406.454,6.116,131.124,81.128,0.1265,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-09-18,165.0,1629.005,405.032,6.416,138.751,84.994,0.1202,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-09-28,170.5,1620.305,404.681,6.247,139.599,81.031,0.1186,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-10-08,176.0,1633.098,397.783,6.985,142.267,86.005,0.1225,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-10-18,181.5,1638.654,417.795,7.337,142.584,89.135,0.1204,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-10-28,187.0,1634.448,411.755,6.964,146.508,88.934,0.1249,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-11-07,192.5,1643.159,410.067,7.351,153.319,94.35,0.1246,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-11-17,198.0,1631.595,419.881,7.272,158.299,94.921,0.1288,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-11-27,203.5,1638.819,415.719,8.539,162.958,95.235,0.1369,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-12-07,209.0,1647.248,420.843,8.302,164.971,98.968,0.1261,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-12-17,214.5,1648.108,412.945,8.29,164.966,101.221,0.1252,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-05,100.0,11.0,2023-12-27,220.0,1649.716,410.939,8.596,176.369,105.797,0.1228,Clay (Mudstone Formation),medium,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-01-01,22.0,1420.155,301.274,1.357,19.285,55.07,6.5206,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-01-11,27.5,1424.646,296.579,1.771,23.915,53.962,0.778,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-01-21,33.0,1447.154,294.797,2.233,25.706,57.252,0.5171,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-01-31,38.5,1439.941,302.102,2.203,30.016,64.041,0.3578,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-02-10,44.0,1438.345,305.742,2.724,30.983,64.693,0.3246,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-02-20,49.5,1433.925,302.814,2.89,38.543,66.058,0.2901,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-03-02,55.0,1435.591,308.471,3.429,41.402,66.253,0.2723,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-03-12,60.5,1441.294,307.316,3.368,45.151,63.133,0.2349,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-03-22,66.0,1450.385,310.038,3.501,48.818,65.381,0.228,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-04-01,71.5,1437.872,309.744,3.429,53.301,67.117,0.191,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-04-11,77.0,1457.482,312.615,4.585,59.425,70.119,0.2245,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-04-21,82.5,1452.15,306.253,4.271,61.64,70.429,0.1951,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-05-01,88.0,1451.166,307.765,4.644,68.807,65.568,0.1924,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-05-11,93.5,1449.432,311.145,5.521,73.482,72.99,0.2087,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-05-21,99.0,1449.202,321.965,5.532,75.928,75.687,0.1909,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-05-31,104.5,1451.585,315.393,5.505,75.014,64.768,0.1872,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-06-10,110.0,1472.243,315.746,5.92,83.496,71.793,0.1871,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
EMB-06,125.0,2.0,2023-06-20,115.5,1457.437,318.165,6.109,82.98,73.542,0.1876,Clay (Mudstone Formation),low,University of Bath (synthetic reconstruction)
