case_id,soil_type,excavation_depth_m,excavation_width_m,prop_spacing_m,wall_thickness_m,stiffness_reduction_factor,max_wall_displacement_mm,toe_heave_mm,factor_of_safety,predicted_failure_mode,source_reference
LC-0396,London Clay,24,20,3.5,1.0,1.2,54.195,24.014,1.8604,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0397,London Clay,24,20,4.5,0.6,0.8,70.308,33.784,1.4507,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0398,London Clay,24,20,4.5,0.6,1.0,72.172,33.795,1.6311,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0399,London Clay,24,20,4.5,0.6,1.2,69.882,31.475,1.5136,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0400,London Clay,24,20,4.5,0.8,0.8,74.724,36.086,1.5982,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0401,London Clay,24,20,4.5,0.8,1.0,67.542,30.457,1.6605,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0402,London Clay,24,20,4.5,0.8,1.2,62.083,30.256,1.6575,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0403,London Clay,24,20,4.5,1.0,0.8,65.07,26.893,1.7067,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0404,London Clay,24,20,4.5,1.0,1.0,62.383,29.997,1.7038,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0405,London Clay,24,20,4.5,1.0,1.2,58.348,26.411,1.7815,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0406,London Clay,24,25,2.5,0.6,0.8,63.628,33.689,1.6001,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0407,London Clay,24,25,2.5,0.6,1.0,61.206,27.572,1.6145,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0408,London Clay,24,25,2.5,0.6,1.2,55.311,27.224,1.5962,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0409,London Clay,24,25,2.5,0.8,0.8,58.254,26.019,1.6996,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0410,London Clay,24,25,2.5,0.8,1.0,55.816,25.264,1.6445,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0411,London Clay,24,25,2.5,0.8,1.2,53.716,24.304,1.6937,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0412,London Clay,24,25,2.5,1.0,0.8,56.023,22.865,1.76,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0413,London Clay,24,25,2.5,1.0,1.0,52.841,23.555,1.7868,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0414,London Clay,24,25,2.5,1.0,1.2,47.21,20.491,1.8514,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0415,London Clay,24,25,3.5,0.6,0.8,74.733,36.241,1.5257,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0416,London Clay,24,25,3.5,0.6,1.0,69.333,32.168,1.5119,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0417,London Clay,24,25,3.5,0.6,1.2,66.42,32.771,1.5544,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0418,London Clay,24,25,3.5,0.8,0.8,68.428,32.901,1.5941,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0419,London Clay,24,25,3.5,0.8,1.0,66.244,30.437,1.6346,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0420,London Clay,24,25,3.5,0.8,1.2,55.334,25.953,1.6218,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0421,London Clay,24,25,3.5,1.0,0.8,63.08,27.023,1.6684,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0422,London Clay,24,25,3.5,1.0,1.0,62.35,29.256,1.7504,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0423,London Clay,24,25,3.5,1.0,1.2,55.238,25.38,1.7483,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0424,London Clay,24,25,4.5,0.6,0.8,76.862,33.866,1.4062,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0425,London Clay,24,25,4.5,0.6,1.0,71.132,35.141,1.5363,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0426,London Clay,24,25,4.5,0.6,1.2,69.734,33.325,1.4391,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0427,London Clay,24,25,4.5,0.8,0.8,74.197,34.041,1.5573,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0428,London Clay,24,25,4.5,0.8,1.0,70.609,32.664,1.5521,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0429,London Clay,24,25,4.5,0.8,1.2,65.58,27.879,1.5885,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0430,London Clay,24,25,4.5,1.0,0.8,70.19,29.655,1.6233,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0431,London Clay,24,25,4.5,1.0,1.0,60.328,28.408,1.6484,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0432,London Clay,24,25,4.5,1.0,1.2,64.597,30.138,1.7333,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0433,London Clay,28,10,2.5,0.6,0.8,60.99,31.029,1.701,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0434,London Clay,28,10,2.5,0.6,1.0,59.244,27.425,1.7573,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0435,London Clay,28,10,2.5,0.6,1.2,54.04,27.298,1.7881,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0436,London Clay,28,10,2.5,0.8,0.8,60.883,28.696,1.7508,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0437,London Clay,28,10,2.5,0.8,1.0,51.748,26.44,1.8644,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0438,London Clay,28,10,2.5,0.8,1.2,50.7,27.173,1.8692,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0439,London Clay,28,10,2.5,1.0,0.8,49.758,23.632,1.8752,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0440,London Clay,28,10,2.5,1.0,1.0,46.673,20.736,1.9123,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0441,London Clay,28,10,2.5,1.0,1.2,47.196,21.758,2.0218,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0442,London Clay,28,10,3.5,0.6,0.8,68.285,34.397,1.6626,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0443,London Clay,28,10,3.5,0.6,1.0,61.447,30.451,1.7036,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0444,London Clay,28,10,3.5,0.6,1.2,58.323,28.615,1.6446,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0445,London Clay,28,10,3.5,0.8,0.8,61.514,31.76,1.6667,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0446,London Clay,28,10,3.5,0.8,1.0,56.84,26.995,1.7668,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0447,London Clay,28,10,3.5,0.8,1.2,51.24,26.863,1.7923,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0448,London Clay,28,10,3.5,1.0,0.8,57.42,25.174,1.882,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0449,London Clay,28,10,3.5,1.0,1.0,56.445,26.802,1.8933,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0450,London Clay,28,10,3.5,1.0,1.2,49.698,22.662,1.8671,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0451,London Clay,28,10,4.5,0.6,0.8,76.796,37.56,1.6424,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0452,London Clay,28,10,4.5,0.6,1.0,75.218,33.454,1.6556,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0453,London Clay,28,10,4.5,0.6,1.2,67.044,32.848,1.6447,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0454,London Clay,28,10,4.5,0.8,0.8,68.182,34.119,1.6904,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0455,London Clay,28,10,4.5,0.8,1.0,65.722,31.66,1.7011,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0456,London Clay,28,10,4.5,0.8,1.2,64.981,26.055,1.7747,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0457,London Clay,28,10,4.5,1.0,0.8,66.699,28.962,1.7631,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0458,London Clay,28,10,4.5,1.0,1.0,60.998,26.932,1.8384,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0459,London Clay,28,10,4.5,1.0,1.2,57.474,26.573,1.8157,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0460,London Clay,28,15,2.5,0.6,0.8,64.4,32.915,1.637,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0461,London Clay,28,15,2.5,0.6,1.0,60.953,31.702,1.6425,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0462,London Clay,28,15,2.5,0.6,1.2,58.51,31.069,1.6256,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0463,London Clay,28,15,2.5,0.8,0.8,62.146,29.551,1.7125,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0464,London Clay,28,15,2.5,0.8,1.0,53.294,28.476,1.7665,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0465,London Clay,28,15,2.5,0.8,1.2,52.276,25.4,1.7803,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0466,London Clay,28,15,2.5,1.0,0.8,56.046,25.943,1.7898,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0467,London Clay,28,15,2.5,1.0,1.0,47.237,21.878,1.8525,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0468,London Clay,28,15,2.5,1.0,1.2,46.278,22.097,1.8771,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0469,London Clay,28,15,3.5,0.6,0.8,69.281,34.571,1.5897,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0470,London Clay,28,15,3.5,0.6,1.0,63.332,30.169,1.6309,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0471,London Clay,28,15,3.5,0.6,1.2,59.01,29.826,1.5984,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0472,London Clay,28,15,3.5,0.8,0.8,67.202,31.677,1.7005,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0473,London Clay,28,15,3.5,0.8,1.0,65.973,29.893,1.6552,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0474,London Clay,28,15,3.5,0.8,1.2,57.05,29.462,1.6987,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0475,London Clay,28,15,3.5,1.0,0.8,62.28,30.778,1.7936,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0476,London Clay,28,15,3.5,1.0,1.0,54.55,28.757,1.7352,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0477,London Clay,28,15,3.5,1.0,1.2,54.47,24.745,1.8335,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0478,London Clay,28,15,4.5,0.6,0.8,78.733,35.212,1.4534,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0479,London Clay,28,15,4.5,0.6,1.0,75.91,35.058,1.4815,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0480,London Clay,28,15,4.5,0.6,1.2,75.762,38.443,1.609,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0481,London Clay,28,15,4.5,0.8,0.8,75.851,33.813,1.5788,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0482,London Clay,28,15,4.5,0.8,1.0,65.213,34.226,1.6083,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0483,London Clay,28,15,4.5,0.8,1.2,65.17,31.158,1.6677,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0484,London Clay,28,15,4.5,1.0,0.8,71.376,32.4,1.7122,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0485,London Clay,28,15,4.5,1.0,1.0,66.125,30.725,1.7153,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0486,London Clay,28,15,4.5,1.0,1.2,60.844,27.052,1.7371,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0487,London Clay,28,20,2.5,0.6,0.8,69.551,35.305,1.5263,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0488,London Clay,28,20,2.5,0.6,1.0,64.314,32.544,1.5209,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0489,London Clay,28,20,2.5,0.6,1.2,58.721,28.494,1.5893,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0490,London Clay,28,20,2.5,0.8,0.8,65.489,31.896,1.6005,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0491,London Clay,28,20,2.5,0.8,1.0,61.748,27.871,1.6944,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0492,London Clay,28,20,2.5,0.8,1.2,57.844,26.575,1.6617,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0493,London Clay,28,20,2.5,1.0,0.8,62.41,28.552,1.7263,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0494,London Clay,28,20,2.5,1.0,1.0,54.481,25.037,1.6239,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0495,London Clay,28,20,2.5,1.0,1.2,51.586,24.06,1.7651,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0496,London Clay,28,20,3.5,0.6,0.8,73.955,35.906,1.462,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0497,London Clay,28,20,3.5,0.6,1.0,73.062,35.182,1.4189,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0498,London Clay,28,20,3.5,0.6,1.2,69.244,31.875,1.526,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0499,London Clay,28,20,3.5,0.8,0.8,69.768,30.384,1.5128,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0500,London Clay,28,20,3.5,0.8,1.0,68.548,32.819,1.5587,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0501,London Clay,28,20,3.5,0.8,1.2,64.958,29.264,1.6506,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0502,London Clay,28,20,3.5,1.0,0.8,66.339,29.692,1.58,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0503,London Clay,28,20,3.5,1.0,1.0,59.446,27.191,1.6597,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0504,London Clay,28,20,3.5,1.0,1.2,58.101,27.118,1.7417,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0505,London Clay,28,20,4.5,0.6,0.8,80.193,40.573,1.3826,Basal heave,Zenodo / Imperial College London (synthetic reconstruction)
LC-0506,London Clay,28,20,4.5,0.6,1.0,77.412,38.055,1.3863,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0507,London Clay,28,20,4.5,0.6,1.2,75.244,38.627,1.4643,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0508,London Clay,28,20,4.5,0.8,0.8,75.601,35.548,1.5154,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0509,London Clay,28,20,4.5,0.8,1.0,75.271,33.193,1.5468,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0510,London Clay,28,20,4.5,0.8,1.2,69.079,32.6,1.5417,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0511,London Clay,28,20,4.5,1.0,0.8,74.486,35.49,1.6206,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0512,London Clay,28,20,4.5,1.0,1.0,67.253,29.352,1.6238,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0513,London Clay,28,20,4.5,1.0,1.2,65.765,33.408,1.6393,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0514,London Clay,28,25,2.5,0.6,0.8,76.448,38.104,1.4534,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0515,London Clay,28,25,2.5,0.6,1.0,71.186,34.54,1.4931,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0516,London Clay,28,25,2.5,0.6,1.2,63.99,32.122,1.3932,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0517,London Clay,28,25,2.5,0.8,0.8,66.741,32.917,1.5556,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0518,London Clay,28,25,2.5,0.8,1.0,61.322,28.626,1.5826,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0519,London Clay,28,25,2.5,0.8,1.2,56.618,24.612,1.5489,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0520,London Clay,28,25,2.5,1.0,0.8,64.178,26.832,1.6506,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0521,London Clay,28,25,2.5,1.0,1.0,55.804,24.813,1.6758,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0522,London Clay,28,25,2.5,1.0,1.2,54.277,21.48,1.7204,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0523,London Clay,28,25,3.5,0.6,0.8,76.027,38.656,1.4428,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0524,London Clay,28,25,3.5,0.6,1.0,69.918,37.695,1.4116,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0525,London Clay,28,25,3.5,0.6,1.2,73.901,34.274,1.4619,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0526,London Clay,28,25,3.5,0.8,0.8,67.641,32.267,1.4244,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0527,London Clay,28,25,3.5,0.8,1.0,68.622,30.471,1.4587,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0528,London Clay,28,25,3.5,0.8,1.2,69.738,30.894,1.4977,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0529,London Clay,28,25,3.5,1.0,0.8,70.981,32.549,1.6229,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0530,London Clay,28,25,3.5,1.0,1.0,67.995,27.923,1.6021,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0531,London Clay,28,25,3.5,1.0,1.2,60.169,27.573,1.6171,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0532,London Clay,28,25,4.5,0.6,0.8,88.612,44.165,1.3045,Basal heave,Zenodo / Imperial College London (synthetic reconstruction)
LC-0533,London Clay,28,25,4.5,0.6,1.0,81.438,35.295,1.3232,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0534,London Clay,28,25,4.5,0.6,1.2,80.217,35.853,1.2957,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0535,London Clay,28,25,4.5,0.8,0.8,83.001,41.012,1.3225,Basal heave,Zenodo / Imperial College London (synthetic reconstruction)
LC-0536,London Clay,28,25,4.5,0.8,1.0,72.269,35.843,1.3835,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0537,London Clay,28,25,4.5,0.8,1.2,76.641,36.385,1.459,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0538,London Clay,28,25,4.5,1.0,0.8,77.677,36.093,1.5574,Excessive wall deflection,Zenodo / Imperial College London (synthetic reconstruction)
LC-0539,London Clay,28,25,4.5,1.0,1.0,67.655,32.344,1.5278,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
LC-0540,London Clay,28,25,4.5,1.0,1.2,69.644,30.566,1.6297,Serviceable,Zenodo / Imperial College London (synthetic reconstruction)
