sample_id,peak_temp_c,ramp_rate_c_per_min,hold_time_min,cool_rate_c_per_min,pressure_mpa,atmosphere,green_rel_density,green_porosity_pct,powder_particle_size_d50_um,green_pore_size_d50_um,grain_size_d10_um,grain_size_d50_um,grain_size_d90_um,pore_size_d10_um,pore_size_d50_um,pore_size_d90_um,gb_high_angle_fraction,gb_mean_misorientation_deg,relative_density_final,final_porosity_pct
SPM-42-0264,1235.5261,18.979,146,16.4721,0.0,argon,0.5107,48.9314,1.7631,1.4279,2.9608,4.8175,7.8385,0.469,0.6954,1.0311,0.6735,32.293,0.854,14.5962
SPM-42-0265,1449.6827,13.0937,50,7.6239,35.1892,nitrogen,0.58,41.9977,1.4451,1.24,3.2307,4.3171,5.7687,0.3757,0.5769,0.886,0.6089,32.0555,0.8812,11.8843
SPM-42-0266,1556.4308,9.0574,170,14.5931,0.0,air,0.6291,37.0881,1.0864,0.9906,3.1314,4.7155,7.101,0.3036,0.4522,0.6735,0.7127,35.5332,0.897,10.3047
SPM-42-0267,1251.0591,10.2975,61,12.6296,29.6577,vacuum,0.6461,35.3916,1.2702,1.7675,1.8733,2.695,3.8772,0.5535,0.8365,1.2642,0.543,32.1722,0.8813,11.8708
SPM-42-0268,1565.4316,12.3354,151,10.7593,0.0,nitrogen,0.5488,45.1193,0.7567,0.7254,1.7161,2.7269,4.3331,0.2046,0.2876,0.4043,0.7192,36.6049,0.8954,10.4584
SPM-42-0269,1390.3839,15.5898,37,16.5771,25.3838,nitrogen,0.5437,45.6275,1.8271,1.2205,3.7956,5.1114,6.8832,0.3969,0.4894,0.6035,0.6073,33.9844,0.8991,10.0908
SPM-42-0270,1405.7454,11.1876,75,17.2575,0.0,nitrogen,0.6352,36.4839,0.898,0.6873,1.738,2.6304,3.9811,0.2535,0.396,0.6185,0.6566,36.7659,0.8541,14.5894
SPM-42-0271,1521.6638,8.4852,73,9.5102,35.153,argon,0.5201,47.9858,2.2531,1.4511,5.0183,7.122,10.1077,0.3552,0.4633,0.6044,0.6549,37.2566,0.9411,5.8933
SPM-42-0272,1376.025,10.1008,47,8.3955,0.0,hydrogen,0.5011,49.8886,1.4903,1.461,2.8351,4.6346,7.5763,0.5285,0.7107,0.9557,0.6399,35.5923,0.8496,15.0422
SPM-42-0273,1465.0927,11.4753,71,17.4683,0.0,air,0.5117,48.8265,1.3564,1.6998,3.0939,4.9011,7.7639,0.5783,0.759,0.9962,0.6237,34.2941,0.8766,12.3367
SPM-42-0274,1466.9073,9.5783,75,19.2905,0.0,air,0.5053,49.4701,2.4506,1.6175,5.686,9.0795,14.498,0.3692,0.4945,0.6624,0.6934,31.9646,0.9397,6.0261
SPM-42-0275,1238.9244,4.3857,65,7.0575,0.0,vacuum,0.5167,48.3268,0.7071,0.6119,1.2845,2.135,3.5487,0.1776,0.2594,0.3789,0.6073,32.7481,0.8424,15.7603
SPM-42-0276,1142.2007,4.6113,39,18.811,38.8743,nitrogen,0.5619,43.8058,1.0839,1.2045,1.3844,1.9102,2.6358,0.4174,0.6526,1.0203,0.5051,29.8528,0.8702,12.9782
SPM-42-0277,1574.1259,18.6043,174,6.2059,26.3565,hydrogen,0.5218,47.8228,3.1168,2.373,8.2997,10.8462,14.1741,0.4764,0.6892,0.9973,0.7142,34.8798,0.9382,6.1792
SPM-42-0278,1233.5439,3.769,100,13.7782,0.0,nitrogen,0.6013,39.8706,0.7139,1.2152,1.4429,2.271,3.5743,0.3674,0.5814,0.9199,0.6388,31.7717,0.8788,12.1235
SPM-42-0279,1275.7582,15.0545,8,6.5341,0.0,hydrogen,0.5138,48.6209,2.3438,1.516,2.868,4.313,6.486,0.6389,0.8807,1.214,0.5438,35.12,0.8191,18.0918
SPM-42-0280,1568.091,13.498,70,18.6085,36.15,air,0.6001,39.9863,2.1141,1.9062,6.0066,8.3306,11.5537,0.6864,1.0311,1.5488,0.6379,36.0852,0.8817,11.8298
SPM-42-0281,1296.3172,13.6187,138,3.9517,14.8274,air,0.5965,40.3499,1.641,1.1981,3.6336,4.8539,6.4839,0.3701,0.5219,0.736,0.6004,29.8849,0.8923,10.7656
SPM-42-0282,1387.3201,11.2769,125,18.9184,0.0,argon,0.5606,43.9413,4.7127,3.033,9.0216,14.6233,23.7032,0.9761,1.5056,2.3223,0.6785,35.3501,0.8742,12.5765
SPM-42-0283,1598.5079,13.6473,87,8.5764,0.0,nitrogen,0.5689,43.1054,3.0631,2.1747,8.8116,13.3531,20.2354,0.6033,0.8842,1.2959,0.6783,33.1492,0.9049,9.5097
SPM-42-0284,1169.9715,5.4757,151,14.9553,0.0,vacuum,0.5583,44.1685,3.2545,2.3484,6.5268,10.0331,15.423,0.835,1.2097,1.7524,0.5948,34.5901,0.8615,13.8546
SPM-42-0285,1361.5598,18.9216,137,17.6636,0.0,air,0.5869,41.3098,0.5647,0.6012,1.1769,1.8077,2.7766,0.1722,0.2541,0.375,0.6644,38.6143,0.9077,9.2312
SPM-42-0286,1328.0923,5.0724,27,12.6388,0.0,vacuum,0.5892,41.0753,1.6853,1.2445,2.6633,4.3512,7.1089,0.4984,0.7122,1.0178,0.5734,34.8188,0.8477,15.2331
SPM-42-0287,1122.7933,5.1221,70,3.138,0.0,air,0.5623,43.7727,2.2709,1.511,4.2903,7.0196,11.4851,0.5311,0.7435,1.0407,0.5923,34.0716,0.8249,17.5135
SPM-42-0288,1103.1748,5.2294,166,3.6045,0.0,air,0.5426,45.744,3.612,2.5542,7.9062,12.4013,19.452,0.9668,1.3805,1.9712,0.5613,32.6631,0.8384,16.1628
SPM-42-0289,1144.0106,16.8767,107,7.4216,0.0,vacuum,0.5353,46.4654,0.6958,0.6044,1.1409,1.7748,2.7608,0.2502,0.3399,0.4618,0.5886,35.0658,0.8115,18.8451
SPM-42-0290,1498.3065,14.3344,121,19.4343,0.0,hydrogen,0.524,47.6036,1.2755,0.9488,3.0398,4.9803,8.1597,0.2907,0.4124,0.5852,0.7205,35.6473,0.8914,10.8634
SPM-42-0291,1217.6499,10.0068,107,12.4357,0.0,vacuum,0.6015,39.8472,0.7127,0.745,1.5035,2.2913,3.4919,0.242,0.3927,0.6371,0.5614,33.6385,0.8573,14.2669
SPM-42-0292,1172.4706,18.702,99,10.1898,0.0,air,0.5687,43.1339,0.9565,0.8377,1.4757,2.3884,3.8657,0.356,0.4888,0.6713,0.6193,34.7004,0.8264,17.3581
SPM-42-0293,1178.3941,16.3022,43,19.1497,0.0,air,0.5829,41.7087,0.9723,1.067,1.0453,1.6487,2.6003,0.4021,0.6082,0.9201,0.5713,32.3435,0.8466,15.3364
SPM-42-0294,1317.1244,6.0033,38,18.6946,45.4213,vacuum,0.5627,43.7334,2.3392,1.7487,3.9659,5.3935,7.3349,0.5324,0.7703,1.1145,0.496,30.7528,0.8892,11.0824
SPM-42-0295,1279.2028,6.3031,4,19.9811,0.0,hydrogen,0.5457,45.4275,5.787,3.7876,6.8041,11.0685,18.0058,1.1636,1.802,2.7906,0.5103,29.2563,0.8444,15.5585
SPM-42-0296,1135.3493,18.0818,8,7.9923,0.0,nitrogen,0.6129,38.7067,2.4296,1.906,2.2627,3.6959,6.0368,0.7019,1.1669,1.9399,0.4853,33.5682,0.8,20.0
SPM-42-0297,1332.6764,2.7357,165,8.5958,0.0,hydrogen,0.5101,48.9949,1.9229,1.318,4.1864,6.2557,9.3478,0.3759,0.5837,0.9063,0.6764,37.3711,0.8833,11.6711
SPM-42-0298,1233.6789,14.2441,16,6.9886,0.0,vacuum,0.5679,43.2138,1.5121,1.2778,2.104,3.1693,4.774,0.5207,0.7315,1.0275,0.4692,32.3433,0.8409,15.9067
SPM-42-0299,1541.9895,3.5716,45,9.0323,0.0,hydrogen,0.6435,35.6506,0.9016,1.1809,2.0181,3.1383,4.8804,0.3132,0.5649,1.0188,0.6426,34.5789,0.8778,12.2206
