x_um,y_um,porosity_fraction
55.0,13.0,0.0886
55.0,15.0,0.1287
55.0,17.0,0.1213
55.0,19.0,0.1172
55.0,21.0,0.0931
55.0,23.0,0.1312
55.0,25.0,0.1214
55.0,27.0,0.1324
55.0,29.0,0.102
55.0,31.0,0.1371
55.0,33.0,0.1269
55.0,35.0,0.0994
55.0,37.0,0.1133
55.0,39.0,0.1498
55.0,41.0,0.1331
55.0,43.0,0.1257
55.0,45.0,0.121
55.0,47.0,0.1364
55.0,49.0,0.1325
55.0,51.0,0.1325
55.0,53.0,0.1391
55.0,55.0,0.1172
55.0,57.0,0.1141
55.0,59.0,0.1165
55.0,61.0,0.1098
55.0,63.0,0.1336
55.0,65.0,0.1019
55.0,67.0,0.083
55.0,69.0,0.1056
55.0,71.0,0.1026
55.0,73.0,0.0878
55.0,75.0,0.0846
55.0,77.0,0.087
55.0,79.0,0.0925
55.0,81.0,0.0647
55.0,83.0,0.0686
55.0,85.0,0.0581
55.0,87.0,0.0761
55.0,89.0,0.078
55.0,91.0,0.0583
55.0,93.0,0.0505
55.0,95.0,0.0506
55.0,97.0,0.0431
55.0,99.0,0.0597
55.0,101.0,0.0509
55.0,103.0,0.0534
55.0,105.0,0.0243
55.0,107.0,0.0257
55.0,109.0,0.0221
55.0,111.0,0.0352
55.0,113.0,0.0361
55.0,115.0,0.0257
55.0,117.0,0.0139
55.0,119.0,0.0218
55.0,121.0,0.0331
55.0,123.0,0.043
55.0,125.0,0.0205
55.0,127.0,0.0171
55.0,129.0,0.0381
55.0,131.0,0.0235
55.0,133.0,0.038
55.0,135.0,0.027
55.0,137.0,0.0257
55.0,139.0,0.0408
55.0,141.0,0.0523
55.0,143.0,0.0354
55.0,145.0,0.0541
55.0,147.0,0.0423
55.0,149.0,0.0371
55.0,151.0,0.0591
55.0,153.0,0.061
55.0,155.0,0.0835
55.0,157.0,0.0626
55.0,159.0,0.0754
57.0,1.0,0.0737
57.0,3.0,0.0818
57.0,5.0,0.0937
57.0,7.0,0.0814
57.0,9.0,0.0816
57.0,11.0,0.1102
57.0,13.0,0.1037
57.0,15.0,0.1124
57.0,17.0,0.0981
57.0,19.0,0.1028
57.0,21.0,0.1199
57.0,23.0,0.1273
57.0,25.0,0.1172
57.0,27.0,0.1174
57.0,29.0,0.1305
57.0,31.0,0.1403
57.0,33.0,0.1244
57.0,35.0,0.1369
57.0,37.0,0.1368
57.0,39.0,0.1288
57.0,41.0,0.125
57.0,43.0,0.1573
57.0,45.0,0.1298
57.0,47.0,0.1166
57.0,49.0,0.1052
57.0,51.0,0.1229
57.0,53.0,0.1165
57.0,55.0,0.1083
57.0,57.0,0.1185
57.0,59.0,0.0972
57.0,61.0,0.0964
57.0,63.0,0.1113
57.0,65.0,0.11
57.0,67.0,0.1127
57.0,69.0,0.0875
57.0,71.0,0.0927
57.0,73.0,0.0898
57.0,75.0,0.0956
57.0,77.0,0.1053
57.0,79.0,0.0972
57.0,81.0,0.0778
57.0,83.0,0.0695
57.0,85.0,0.0707
57.0,87.0,0.0555
57.0,89.0,0.048
57.0,91.0,0.0624
57.0,93.0,0.058
57.0,95.0,0.0569
57.0,97.0,0.055
57.0,99.0,0.035
57.0,101.0,0.0427
57.0,103.0,0.0434
57.0,105.0,0.0377
57.0,107.0,0.0342
57.0,109.0,0.0341
57.0,111.0,0.0498
57.0,113.0,0.0382
57.0,115.0,0.0273
57.0,117.0,0.0345
57.0,119.0,0.0344
57.0,121.0,0.053
57.0,123.0,0.0248
57.0,125.0,0.0301
57.0,127.0,0.0225
57.0,129.0,0.0454
57.0,131.0,0.0568
57.0,133.0,0.0208
57.0,135.0,0.0459
57.0,137.0,0.0435
57.0,139.0,0.0552
57.0,141.0,0.057
57.0,143.0,0.04
57.0,145.0,0.0519
57.0,147.0,0.0475
57.0,149.0,0.0754
57.0,151.0,0.0552
57.0,153.0,0.0852
57.0,155.0,0.0629
57.0,157.0,0.0599
57.0,159.0,0.0669
59.0,1.0,0.0674
59.0,3.0,0.0795
59.0,5.0,0.0763
59.0,7.0,0.0823
59.0,9.0,0.1004
59.0,11.0,0.0991
59.0,13.0,0.1021
59.0,15.0,0.1193
59.0,17.0,0.1008
59.0,19.0,0.1091
59.0,21.0,0.1207
59.0,23.0,0.108
59.0,25.0,0.1129
59.0,27.0,0.1007
59.0,29.0,0.1329
59.0,31.0,0.1153
59.0,33.0,0.1222
59.0,35.0,0.1077
59.0,37.0,0.1224
59.0,39.0,0.1172
59.0,41.0,0.1286
59.0,43.0,0.1398
59.0,45.0,0.1072
59.0,47.0,0.1304
59.0,49.0,0.1219
59.0,51.0,0.1202
59.0,53.0,0.1343
59.0,55.0,0.1086
59.0,57.0,0.1347
59.0,59.0,0.1091
59.0,61.0,0.1104
59.0,63.0,0.1007
59.0,65.0,0.1118
59.0,67.0,0.1051
59.0,69.0,0.1082
59.0,71.0,0.1065
59.0,73.0,0.0836
59.0,75.0,0.0993
59.0,77.0,0.082
59.0,79.0,0.076
59.0,81.0,0.0756
59.0,83.0,0.0835
59.0,85.0,0.0636
59.0,87.0,0.058
59.0,89.0,0.0549
59.0,91.0,0.0532
59.0,93.0,0.0652
59.0,95.0,0.0594
59.0,97.0,0.0521
59.0,99.0,0.0501
59.0,101.0,0.0444
59.0,103.0,0.0579
59.0,105.0,0.0417
59.0,107.0,0.0743
59.0,109.0,0.0206
59.0,111.0,0.0353
59.0,113.0,0.0368
59.0,115.0,0.0208
59.0,117.0,0.0333
59.0,119.0,0.0341
59.0,121.0,0.0376
59.0,123.0,0.037
59.0,125.0,0.0454
59.0,127.0,0.0468
59.0,129.0,0.044
59.0,131.0,0.0293
59.0,133.0,0.0516
59.0,135.0,0.044
59.0,137.0,0.0466
59.0,139.0,0.0559
59.0,141.0,0.0325
59.0,143.0,0.0346
59.0,145.0,0.0573
59.0,147.0,0.0639
59.0,149.0,0.0546
59.0,151.0,0.067
59.0,153.0,0.0626
59.0,155.0,0.0604
59.0,157.0,0.0729
59.0,159.0,0.0711
61.0,1.0,0.0685
61.0,3.0,0.0865
61.0,5.0,0.0779
61.0,7.0,0.1087
61.0,9.0,0.0839
61.0,11.0,0.1024
61.0,13.0,0.1127
61.0,15.0,0.0949
61.0,17.0,0.0967
61.0,19.0,0.1061
61.0,21.0,0.118
61.0,23.0,0.1249
61.0,25.0,0.1222
61.0,27.0,0.1196
61.0,29.0,0.131
61.0,31.0,0.1005
61.0,33.0,0.1393
61.0,35.0,0.1136
61.0,37.0,0.1468
61.0,39.0,0.1051
61.0,41.0,0.1188
61.0,43.0,0.1313
61.0,45.0,0.1296
61.0,47.0,0.1226
61.0,49.0,0.1168
61.0,51.0,0.1135
61.0,53.0,0.1062
61.0,55.0,0.1217
61.0,57.0,0.1353
61.0,59.0,0.11
61.0,61.0,0.1093
61.0,63.0,0.1207
61.0,65.0,0.0931
61.0,67.0,0.1073
61.0,69.0,0.0951
61.0,71.0,0.0853
61.0,73.0,0.106
61.0,75.0,0.0778
61.0,77.0,0.0782
61.0,79.0,0.0847
61.0,81.0,0.0793
61.0,83.0,0.0772
61.0,85.0,0.0588
61.0,87.0,0.0872
61.0,89.0,0.0684
61.0,91.0,0.0519
61.0,93.0,0.0712
61.0,95.0,0.0463
61.0,97.0,0.0494
61.0,99.0,0.0502
61.0,101.0,0.0415
61.0,103.0,0.0372
61.0,105.0,0.0453
61.0,107.0,0.0475
61.0,109.0,0.0558
61.0,111.0,0.0359
61.0,113.0,0.0293
61.0,115.0,0.03
61.0,117.0,0.0271
61.0,119.0,0.0316
61.0,121.0,0.0626
61.0,123.0,0.0426
61.0,125.0,0.0422
61.0,127.0,0.0419
61.0,129.0,0.0243
61.0,131.0,0.0582
61.0,133.0,0.036
61.0,135.0,0.0234
61.0,137.0,0.0404
61.0,139.0,0.0395
61.0,141.0,0.0554
61.0,143.0,0.0538
61.0,145.0,0.0498
61.0,147.0,0.0454
61.0,149.0,0.0683
61.0,151.0,0.0625
61.0,153.0,0.0624
61.0,155.0,0.0679
61.0,157.0,0.0854
61.0,159.0,0.0777
63.0,1.0,0.0731
63.0,3.0,0.0872
63.0,5.0,0.0703
63.0,7.0,0.0982
63.0,9.0,0.0874
63.0,11.0,0.101
63.0,13.0,0.112
63.0,15.0,0.1194
63.0,17.0,0.0862
63.0,19.0,0.0973
63.0,21.0,0.0966
63.0,23.0,0.1149
63.0,25.0,0.1129
63.0,27.0,0.1165
63.0,29.0,0.1131
63.0,31.0,0.1256
63.0,33.0,0.1103
63.0,35.0,0.1147
63.0,37.0,0.1089
63.0,39.0,0.1043
63.0,41.0,0.1177
63.0,43.0,0.1438
63.0,45.0,0.1144
63.0,47.0,0.1164
63.0,49.0,0.1211
63.0,51.0,0.1175
63.0,53.0,0.1203
63.0,55.0,0.0931
63.0,57.0,0.1045
63.0,59.0,0.1016
63.0,61.0,0.0904
63.0,63.0,0.0995
63.0,65.0,0.1054
63.0,67.0,0.0794
63.0,69.0,0.0954
63.0,71.0,0.0865
63.0,73.0,0.0849
63.0,75.0,0.0815
63.0,77.0,0.0788
63.0,79.0,0.0743
63.0,81.0,0.0919
63.0,83.0,0.0753
63.0,85.0,0.0766
63.0,87.0,0.0752
63.0,89.0,0.0647
63.0,91.0,0.0669
63.0,93.0,0.0667
63.0,95.0,0.0528
63.0,97.0,0.0665
63.0,99.0,0.0468
63.0,101.0,0.0694
63.0,103.0,0.0479
63.0,105.0,0.0507
63.0,107.0,0.0592
63.0,109.0,0.0432
63.0,111.0,0.0458
63.0,113.0,0.041
63.0,115.0,0.034
63.0,117.0,0.0291
63.0,119.0,0.0329
63.0,121.0,0.049
63.0,123.0,0.0307
63.0,125.0,0.0333
63.0,127.0,0.0508
63.0,129.0,0.0548
63.0,131.0,0.0481
63.0,133.0,0.0508
63.0,135.0,0.0468
63.0,137.0,0.0567
63.0,139.0,0.0377
63.0,141.0,0.0589
63.0,143.0,0.0563
63.0,145.0,0.058
63.0,147.0,0.0569
63.0,149.0,0.0647
63.0,151.0,0.0703
63.0,153.0,0.0684
63.0,155.0,0.0702
63.0,157.0,0.0697
63.0,159.0,0.0719
65.0,1.0,0.0697
65.0,3.0,0.0695
65.0,5.0,0.1012
65.0,7.0,0.0766
65.0,9.0,0.0727
65.0,11.0,0.0964
65.0,13.0,0.0916
65.0,15.0,0.1147
65.0,17.0,0.0921
65.0,19.0,0.1168
65.0,21.0,0.1149
65.0,23.0,0.1099
65.0,25.0,0.1099
65.0,27.0,0.1002
65.0,29.0,0.1074
65.0,31.0,0.1202
65.0,33.0,0.093
65.0,35.0,0.1172
65.0,37.0,0.1116
65.0,39.0,0.1038
65.0,41.0,0.0934
65.0,43.0,0.1232
65.0,45.0,0.1336
65.0,47.0,0.1242
65.0,49.0,0.1064
65.0,51.0,0.1306
65.0,53.0,0.0915
65.0,55.0,0.1065
65.0,57.0,0.1252
65.0,59.0,0.1015
65.0,61.0,0.1202
65.0,63.0,0.092
65.0,65.0,0.1134
65.0,67.0,0.1042
65.0,69.0,0.0986
65.0,71.0,0.0991
65.0,73.0,0.1123
65.0,75.0,0.1044
65.0,77.0,0.0663
65.0,79.0,0.087
65.0,81.0,0.0899
65.0,83.0,0.0858
65.0,85.0,0.0567
65.0,87.0,0.0618
65.0,89.0,0.0995
65.0,91.0,0.0568
65.0,93.0,0.0724
65.0,95.0,0.0638
65.0,97.0,0.0572
65.0,99.0,0.0505
65.0,101.0,0.0472
65.0,103.0,0.0427
65.0,105.0,0.0465
65.0,107.0,0.0396
65.0,109.0,0.04
65.0,111.0,0.0308
65.0,113.0,0.0624
65.0,115.0,0.0481
65.0,117.0,0.0494
65.0,119.0,0.0557
65.0,121.0,0.0395
65.0,123.0,0.0412
65.0,125.0,0.0511
65.0,127.0,0.039
65.0,129.0,0.0709
65.0,131.0,0.0279
65.0,133.0,0.0294
65.0,135.0,0.0535
65.0,137.0,0.0453
65.0,139.0,0.0376
65.0,141.0,0.0492
65.0,143.0,0.0427
65.0,145.0,0.0508
65.0,147.0,0.061
65.0,149.0,0.0747
65.0,151.0,0.0687
65.0,153.0,0.0727
65.0,155.0,0.0802
65.0,157.0,0.0645
65.0,159.0,0.0886
67.0,1.0,0.0831
67.0,3.0,0.0851
67.0,5.0,0.0614
67.0,7.0,0.1131
67.0,9.0,0.0924
67.0,11.0,0.1031
67.0,13.0,0.0864
67.0,15.0,0.0974
67.0,17.0,0.1234
67.0,19.0,0.0834
67.0,21.0,0.0874
67.0,23.0,0.1129
67.0,25.0,0.1044
67.0,27.0,0.105
67.0,29.0,0.1038
67.0,31.0,0.0999
67.0,33.0,0.1255
67.0,35.0,0.104
67.0,37.0,0.1182
67.0,39.0,0.092
67.0,41.0,0.122
67.0,43.0,0.1062
67.0,45.0,0.1048
67.0,47.0,0.1113
67.0,49.0,0.0918
67.0,51.0,0.0967
67.0,53.0,0.1014
67.0,55.0,0.1001
67.0,57.0,0.0909
67.0,59.0,0.0912
67.0,61.0,0.0951
67.0,63.0,0.102
67.0,65.0,0.0911
67.0,67.0,0.0966
67.0,69.0,0.0933
67.0,71.0,0.1023
67.0,73.0,0.0983
67.0,75.0,0.0743
67.0,77.0,0.0874
67.0,79.0,0.0868
67.0,81.0,0.0714
67.0,83.0,0.0683
67.0,85.0,0.0768
67.0,87.0,0.0888
67.0,89.0,0.0785
67.0,91.0,0.0692
67.0,93.0,0.0852
67.0,95.0,0.0691
67.0,97.0,0.0637
67.0,99.0,0.0665
67.0,101.0,0.0539
67.0,103.0,0.064
67.0,105.0,0.0582
67.0,107.0,0.0435
67.0,109.0,0.0525
67.0,111.0,0.0412
67.0,113.0,0.0409
67.0,115.0,0.062
67.0,117.0,0.0641
67.0,119.0,0.0458
67.0,121.0,0.0376
67.0,123.0,0.0439
67.0,125.0,0.0424
67.0,127.0,0.0397
67.0,129.0,0.0526
67.0,131.0,0.0319
67.0,133.0,0.0291
67.0,135.0,0.0788
67.0,137.0,0.063
67.0,139.0,0.0516
67.0,141.0,0.0795
67.0,143.0,0.0458
67.0,145.0,0.051
67.0,147.0,0.0709
67.0,149.0,0.0783
67.0,151.0,0.0552
67.0,153.0,0.085
67.0,155.0,0.0791
67.0,157.0,0.0587
67.0,159.0,0.0851
69.0,1.0,0.0932
69.0,3.0,0.0832
69.0,5.0,0.0865
69.0,7.0,0.0851
69.0,9.0,0.099
69.0,11.0,0.0918
69.0,13.0,0.089
69.0,15.0,0.0889
69.0,17.0,0.0907
69.0,19.0,0.1016
69.0,21.0,0.1031
69.0,23.0,0.1035
69.0,25.0,0.0974
69.0,27.0,0.0992
69.0,29.0,0.105
69.0,31.0,0.1191
69.0,33.0,0.1052
69.0,35.0,0.1204
69.0,37.0,0.1106
69.0,39.0,0.0997
69.0,41.0,0.1055
69.0,43.0,0.0773
69.0,45.0,0.1074
69.0,47.0,0.1069
69.0,49.0,0.1042
69.0,51.0,0.0955
69.0,53.0,0.1159
69.0,55.0,0.1071
69.0,57.0,0.0911
69.0,59.0,0.0785
69.0,61.0,0.0875
69.0,63.0,0.093
69.0,65.0,0.1073
69.0,67.0,0.092
69.0,69.0,0.0918
69.0,71.0,0.0829
69.0,73.0,0.1052
69.0,75.0,0.0835
69.0,77.0,0.0632
69.0,79.0,0.0764
69.0,81.0,0.0826
69.0,83.0,0.0715
69.0,85.0,0.068
69.0,87.0,0.0613
69.0,89.0,0.0735
69.0,91.0,0.0798
69.0,93.0,0.0702
69.0,95.0,0.0801
69.0,97.0,0.0688
69.0,99.0,0.0788
69.0,101.0,0.0289
69.0,103.0,0.0617
69.0,105.0,0.0417
69.0,107.0,0.0375
69.0,109.0,0.0547
69.0,111.0,0.06
69.0,113.0,0.0572
69.0,115.0,0.0583
69.0,117.0,0.0633
69.0,119.0,0.0605
69.0,121.0,0.0584
69.0,123.0,0.0531
69.0,125.0,0.0389
69.0,127.0,0.0473
69.0,129.0,0.0548
69.0,131.0,0.0433
69.0,133.0,0.0723
69.0,135.0,0.0547
69.0,137.0,0.0563
69.0,139.0,0.0605
69.0,141.0,0.0473
69.0,143.0,0.0628
69.0,145.0,0.0671
69.0,147.0,0.0677
69.0,149.0,0.0529
69.0,151.0,0.0554
69.0,153.0,0.0693
69.0,155.0,0.0731
69.0,157.0,0.0685
69.0,159.0,0.0743
71.0,1.0,0.0763
71.0,3.0,0.093
71.0,5.0,0.08
71.0,7.0,0.0772
71.0,9.0,0.0744
71.0,11.0,0.0877
71.0,13.0,0.088
71.0,15.0,0.0958
71.0,17.0,0.0912
71.0,19.0,0.0907
71.0,21.0,0.1147
71.0,23.0,0.0989
71.0,25.0,0.094
71.0,27.0,0.0846
71.0,29.0,0.1095
71.0,31.0,0.1104
71.0,33.0,0.0949
71.0,35.0,0.0943
71.0,37.0,0.1034
71.0,39.0,0.0951
71.0,41.0,0.09
71.0,43.0,0.1018
71.0,45.0,0.0942
71.0,47.0,0.0995
71.0,49.0,0.0909
71.0,51.0,0.1029
71.0,53.0,0.105
71.0,55.0,0.0756
71.0,57.0,0.1133
71.0,59.0,0.091
71.0,61.0,0.0944
71.0,63.0,0.1184
71.0,65.0,0.0833
71.0,67.0,0.0929
71.0,69.0,0.0918
71.0,71.0,0.0998
71.0,73.0,0.0912
71.0,75.0,0.0953
71.0,77.0,0.0911
71.0,79.0,0.0968
71.0,81.0,0.0679
71.0,83.0,0.0896
71.0,85.0,0.0586
71.0,87.0,0.0768
71.0,89.0,0.0603
71.0,91.0,0.0559
71.0,93.0,0.0777
71.0,95.0,0.0679
71.0,97.0,0.0556
71.0,99.0,0.0691
71.0,101.0,0.085
71.0,103.0,0.0452
71.0,105.0,0.0635
71.0,107.0,0.0789
71.0,109.0,0.0542
71.0,111.0,0.0515
71.0,113.0,0.0313
71.0,115.0,0.069
71.0,117.0,0.0585
71.0,119.0,0.0624
71.0,121.0,0.0538
71.0,123.0,0.0616
71.0,125.0,0.0519
71.0,127.0,0.0633
71.0,129.0,0.0623
71.0,131.0,0.0383
71.0,133.0,0.0732
71.0,135.0,0.0519
71.0,137.0,0.0618
71.0,139.0,0.0588
71.0,141.0,0.0551
71.0,143.0,0.0649
71.0,145.0,0.068
71.0,147.0,0.0678
71.0,149.0,0.0573
71.0,151.0,0.086
71.0,153.0,0.067
71.0,155.0,0.0769
71.0,157.0,0.0805
71.0,159.0,0.0682
73.0,1.0,0.0881
73.0,3.0,0.0907
73.0,5.0,0.0765
73.0,7.0,0.0937
73.0,9.0,0.11
73.0,11.0,0.0914
73.0,13.0,0.0912
73.0,15.0,0.0826
73.0,17.0,0.0854
73.0,19.0,0.1155
73.0,21.0,0.1006
73.0,23.0,0.0876
73.0,25.0,0.1177
73.0,27.0,0.0954
73.0,29.0,0.0987
73.0,31.0,0.1023
73.0,33.0,0.0888
73.0,35.0,0.0803
73.0,37.0,0.0948
73.0,39.0,0.096
73.0,41.0,0.125
73.0,43.0,0.1027
73.0,45.0,0.0947
73.0,47.0,0.1161
73.0,49.0,0.1082
73.0,51.0,0.0998
73.0,53.0,0.0874
73.0,55.0,0.1126
73.0,57.0,0.0914
73.0,59.0,0.099
73.0,61.0,0.1038
73.0,63.0,0.0933
73.0,65.0,0.0919
73.0,67.0,0.0884
73.0,69.0,0.0703
73.0,71.0,0.0768
73.0,73.0,0.1067
73.0,75.0,0.0736
73.0,77.0,0.0742
73.0,79.0,0.0806
73.0,81.0,0.0826
73.0,83.0,0.0672
73.0,85.0,0.082
73.0,87.0,0.0597
73.0,89.0,0.0822
73.0,91.0,0.0663
73.0,93.0,0.0826
73.0,95.0,0.0604
73.0,97.0,0.0602
73.0,99.0,0.0731
73.0,101.0,0.064
73.0,103.0,0.0778
73.0,105.0,0.0797
73.0,107.0,0.0779
73.0,109.0,0.0617
73.0,111.0,0.0492
73.0,113.0,0.0691
73.0,115.0,0.0662
73.0,117.0,0.0692
73.0,119.0,0.0764
73.0,121.0,0.0646
73.0,123.0,0.07
73.0,125.0,0.0613
73.0,127.0,0.0691
73.0,129.0,0.0405
73.0,131.0,0.0705
73.0,133.0,0.0418
73.0,135.0,0.0616
73.0,137.0,0.0793
73.0,139.0,0.0669
73.0,141.0,0.0762
73.0,143.0,0.0559
73.0,145.0,0.0614
73.0,147.0,0.0829
73.0,149.0,0.0844
73.0,151.0,0.0734
73.0,153.0,0.0722
73.0,155.0,0.0825
73.0,157.0,0.0922
73.0,159.0,0.0651
75.0,1.0,0.0657
75.0,3.0,0.0884
75.0,5.0,0.0863
75.0,7.0,0.0979
75.0,9.0,0.087
75.0,11.0,0.0855
75.0,13.0,0.0801
75.0,15.0,0.0808
75.0,17.0,0.0842
75.0,19.0,0.0748
75.0,21.0,0.0975
75.0,23.0,0.092
75.0,25.0,0.102
75.0,27.0,0.0972
75.0,29.0,0.0772
75.0,31.0,0.1103
75.0,33.0,0.0974
75.0,35.0,0.0936
75.0,37.0,0.0969
75.0,39.0,0.1007
75.0,41.0,0.0988
75.0,43.0,0.0908
75.0,45.0,0.1
75.0,47.0,0.0912
75.0,49.0,0.1005
75.0,51.0,0.1051
75.0,53.0,0.0971
75.0,55.0,0.0809
75.0,57.0,0.0815
75.0,59.0,0.0858
75.0,61.0,0.077
75.0,63.0,0.0775
75.0,65.0,0.0738
75.0,67.0,0.0793
75.0,69.0,0.0902
75.0,71.0,0.0784
75.0,73.0,0.0838
75.0,75.0,0.073
75.0,77.0,0.0817
75.0,79.0,0.084
75.0,81.0,0.0724
75.0,83.0,0.0685
75.0,85.0,0.0851
75.0,87.0,0.0791
75.0,89.0,0.0726
75.0,91.0,0.0809
75.0,93.0,0.0653
75.0,95.0,0.0822
75.0,97.0,0.0735
75.0,99.0,0.0601
75.0,101.0,0.0885
75.0,103.0,0.0697
75.0,105.0,0.0853
75.0,107.0,0.0629
75.0,109.0,0.0709
75.0,111.0,0.0779
75.0,113.0,0.0654
75.0,115.0,0.0743
75.0,117.0,0.0756
75.0,119.0,0.0817
75.0,121.0,0.0615
75.0,123.0,0.0706
75.0,125.0,0.0555
75.0,127.0,0.0619
75.0,129.0,0.0836
75.0,131.0,0.0695
75.0,133.0,0.058
75.0,135.0,0.0665
75.0,137.0,0.0692
75.0,139.0,0.059
75.0,141.0,0.0753
75.0,143.0,0.0723
75.0,145.0,0.0617
75.0,147.0,0.0757
75.0,149.0,0.0756
75.0,151.0,0.0793
75.0,153.0,0.0789
75.0,155.0,0.0716
75.0,157.0,0.0992
75.0,159.0,0.0575
77.0,1.0,0.0695
77.0,3.0,0.0901
77.0,5.0,0.0697
77.0,7.0,0.0825
77.0,9.0,0.0773
77.0,11.0,0.0852
77.0,13.0,0.097
77.0,15.0,0.0817
77.0,17.0,0.0824
77.0,19.0,0.1011
77.0,21.0,0.0976
77.0,23.0,0.0823
77.0,25.0,0.0698
77.0,27.0,0.0776
77.0,29.0,0.1116
77.0,31.0,0.077
77.0,33.0,0.0869
77.0,35.0,0.0749
77.0,37.0,0.0762
77.0,39.0,0.0965
77.0,41.0,0.0907
77.0,43.0,0.1021
77.0,45.0,0.0864
77.0,47.0,0.084
77.0,49.0,0.0961
77.0,51.0,0.072
77.0,53.0,0.0869
77.0,55.0,0.0803
77.0,57.0,0.09
77.0,59.0,0.088
77.0,61.0,0.09
77.0,63.0,0.098
77.0,65.0,0.0903
77.0,67.0,0.0828
77.0,69.0,0.0757
77.0,71.0,0.0985
77.0,73.0,0.0781
77.0,75.0,0.0783
77.0,77.0,0.0661
77.0,79.0,0.0834
77.0,81.0,0.0769
77.0,83.0,0.0719
77.0,85.0,0.0578
77.0,87.0,0.0822
77.0,89.0,0.0908
77.0,91.0,0.0493
77.0,93.0,0.0756
77.0,95.0,0.1138
77.0,97.0,0.0702
77.0,99.0,0.0739
77.0,101.0,0.0701
77.0,103.0,0.0677
77.0,105.0,0.062
77.0,107.0,0.0721
77.0,109.0,0.0519
77.0,111.0,0.0902
77.0,113.0,0.0613
77.0,115.0,0.0597
77.0,117.0,0.1004
77.0,119.0,0.0497
77.0,121.0,0.0685
77.0,123.0,0.0694
77.0,125.0,0.0543
77.0,127.0,0.0873
77.0,129.0,0.0684
77.0,131.0,0.0601
77.0,133.0,0.0679
77.0,135.0,0.0671
77.0,137.0,0.0719
77.0,139.0,0.0756
77.0,141.0,0.0687
77.0,143.0,0.0565
77.0,145.0,0.0707
77.0,147.0,0.0628
77.0,149.0,0.073
77.0,151.0,0.0692
77.0,153.0,0.0723
77.0,155.0,0.0746
77.0,157.0,0.0749
77.0,159.0,0.0768
79.0,1.0,0.0609
79.0,3.0,0.0708
79.0,5.0,0.0773
79.0,7.0,0.0887
79.0,9.0,0.083
79.0,11.0,0.0759
79.0,13.0,0.0919
79.0,15.0,0.0806
79.0,17.0,0.0684
79.0,19.0,0.0717
79.0,21.0,0.1022
79.0,23.0,0.0892
79.0,25.0,0.0851
79.0,27.0,0.0834
79.0,29.0,0.0903
79.0,31.0,0.0792
79.0,33.0,0.0687
79.0,35.0,0.0807
79.0,37.0,0.0719
79.0,39.0,0.0852
79.0,41.0,0.081
79.0,43.0,0.0745
79.0,45.0,0.0828
79.0,47.0,0.086
79.0,49.0,0.0806
79.0,51.0,0.0886
79.0,53.0,0.1055
79.0,55.0,0.0736
79.0,57.0,0.1044
79.0,59.0,0.0808
79.0,61.0,0.0927
79.0,63.0,0.0857
79.0,65.0,0.0806
79.0,67.0,0.0745
79.0,69.0,0.0748
79.0,71.0,0.0954
79.0,73.0,0.0752
79.0,75.0,0.0765
79.0,77.0,0.0923
79.0,79.0,0.0638
79.0,81.0,0.0853
79.0,83.0,0.0787
79.0,85.0,0.0989
79.0,87.0,0.065
79.0,89.0,0.0555
79.0,91.0,0.0774
79.0,93.0,0.0873
79.0,95.0,0.0549
79.0,97.0,0.0749
79.0,99.0,0.0934
79.0,101.0,0.0863
79.0,103.0,0.0741
79.0,105.0,0.0678
79.0,107.0,0.0833
79.0,109.0,0.0783
79.0,111.0,0.0889
79.0,113.0,0.0801
79.0,115.0,0.0696
79.0,117.0,0.0833
79.0,119.0,0.077
79.0,121.0,0.0762
79.0,123.0,0.0697
79.0,125.0,0.0652
79.0,127.0,0.0714
79.0,129.0,0.0887
79.0,131.0,0.069
79.0,133.0,0.0888
79.0,135.0,0.0633
79.0,137.0,0.088
79.0,139.0,0.0715
79.0,141.0,0.0842
79.0,143.0,0.0785
79.0,145.0,0.0868
79.0,147.0,0.0707
79.0,149.0,0.0826
79.0,151.0,0.0829
79.0,153.0,0.0896
79.0,155.0,0.0825
79.0,157.0,0.0993
79.0,159.0,0.0609
81.0,1.0,0.0834
81.0,3.0,0.0812
81.0,5.0,0.0711
81.0,7.0,0.0735
81.0,9.0,0.0792
81.0,11.0,0.0756
81.0,13.0,0.0876
81.0,15.0,0.0712
81.0,17.0,0.0856
81.0,19.0,0.0739
81.0,21.0,0.0855
81.0,23.0,0.0951
81.0,25.0,0.0675
81.0,27.0,0.0721
81.0,29.0,0.0789
81.0,31.0,0.0835
81.0,33.0,0.079
81.0,35.0,0.082
81.0,37.0,0.0902
81.0,39.0,0.0626
81.0,41.0,0.0874
81.0,43.0,0.0896
81.0,45.0,0.0936
81.0,47.0,0.0704
81.0,49.0,0.0721
81.0,51.0,0.075
81.0,53.0,0.0777
81.0,55.0,0.0802
81.0,57.0,0.0986
81.0,59.0,0.0704
81.0,61.0,0.0874
81.0,63.0,0.0689
81.0,65.0,0.0833
81.0,67.0,0.0834
81.0,69.0,0.0866
81.0,71.0,0.0688
81.0,73.0,0.0873
81.0,75.0,0.0798
81.0,77.0,0.0803
81.0,79.0,0.0815
81.0,81.0,0.0733
81.0,83.0,0.0911
81.0,85.0,0.091
81.0,87.0,0.0778
81.0,89.0,0.089
81.0,91.0,0.0806
81.0,93.0,0.0836
81.0,95.0,0.0788
81.0,97.0,0.0799
81.0,99.0,0.0874
