FirmID,Year,Size,Subsector,Ownership,FDI_Presence,Knowledge_Absorption,Task_Performance,Innovation_Score,Skilled_Labor_Ratio,IoT_Use,RD_Spend_Ratio,Liquidity_Ratio,Tax_Incentives,Regulatory_Stability,Infrastructure_Support,Corruption_Experience,Policy_Effectiveness_Index,ROI,ROA,Export_Intensity,Market_Share,Operational_Efficiency,Employees,Assets_MUSD,Age,FDI_Total_Nigeria_USD_Bn,FDI_Lagos_USD_Bn,FDI_Sector_Food_Bev_Tob_USD_Bn,FDI_Type_Greenfield_pct,FDI_Type_MA_pct,Top_Origin_Countries,Ease_Doing_Business_Index,Regulatory_Quality_Index,Corruption_Perception_Index,EEG_Disbursement_USD_M,Tax_Incentive_Spend_USD_M,Power_Supply_Stability_Index,Logistics_Performance_Index,Port_Dwell_Time_Days,Food_Sector_GDP_Contribution_USD_Bn,Food_Sector_Employment_Thousands,Food_Sector_Output_Growth_pct,Food_Sector_Exports_USD_Bn,Lagos_GDP_USD_Bn,Lagos_Manufacturing_Employment_Thousands
FIRM_222,2024,Large,Grain milling,Joint Venture,1,4.03,4.17,3.35,0.291,0,0.25,2.14,5.62,4.27,2.51,5.62,3.86,0.2048,0.1175,0.149,0.0536,4.17,720,9.65,9,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_224,2022,Large,Dairy processing,Domestic,1,4.44,4.53,2.63,0.485,1,0.185,1.51,4.22,1.6,3.8,4.68,3.3,0.1289,0.086,0.364,0.0585,3.37,1692,7.86,14,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_225,2024,SME,Fish processing,Domestic,1,3.54,3.47,1.61,0.518,1,0.085,1.02,2.84,3.05,2.59,3.04,3.14,0.171,0.1371,0.343,0.15,4.09,146,0.68,34,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_226,2022,SME,Dairy processing,Domestic,0,3.22,2.83,3.49,0.737,1,0.035,1.28,5.38,3.29,4.15,3.54,4.35,0.1158,0.1097,0.315,0.15,3.6,128,3.25,11,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_227,2022,SME,Fruit & vegetable processing,Domestic,1,4.46,4.5,5.0,0.688,1,0.25,1.08,5.0,4.01,3.57,4.32,4.12,0.1608,0.1796,0.215,0.0727,3.02,149,4.36,45,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_230,2022,Large,Grain milling,Domestic,0,3.13,2.5,4.02,0.778,0,0.097,1.49,4.59,5.03,3.53,1.72,4.64,0.0117,0.1402,0.031,0.15,4.18,625,11.08,28,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_232,2024,SME,Fruit & vegetable processing,Domestic,0,2.21,2.35,3.61,0.834,0,0.097,1.42,4.79,2.67,2.34,6.51,3.03,0.1234,0.062,0.14,0.15,2.82,32,9.18,10,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_233,2024,SME,Dairy processing,Domestic,0,2.43,3.8,2.63,0.884,0,0.205,1.68,6.63,3.0,3.98,5.03,4.38,0.179,0.128,0.019,0.1321,3.51,140,4.55,27,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_234,2023,Large,Dairy processing,Domestic,1,4.66,3.81,4.43,0.744,1,0.25,1.18,6.6,3.08,5.69,5.67,4.81,0.1361,0.0772,0.728,0.15,4.89,1798,13.89,17,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_235,2024,SME,Bakery products,Foreign,1,5.0,4.55,4.8,0.36,1,0.209,1.51,3.44,2.74,2.29,2.3,3.26,0.1718,0.146,0.187,0.0416,4.75,133,4.19,29,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_237,2023,SME,Bakery products,Domestic,0,4.14,1.8,3.12,0.131,0,0.11,0.75,5.79,3.18,2.83,5.99,3.68,0.0947,0.0665,0.206,0.15,3.57,55,18.4,33,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_238,2023,SME,Fish processing,Domestic,0,3.39,2.32,1.93,0.852,0,0.183,1.58,4.42,4.52,3.45,7.0,3.64,0.1458,0.0483,0.204,0.15,3.25,57,3.51,40,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_240,2024,SME,Grain milling,Domestic,0,2.24,3.31,2.55,0.419,0,0.06,1.51,4.55,2.34,4.07,2.91,3.93,0.1194,0.1044,0.132,0.15,4.1,176,5.32,22,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_242,2022,Large,Fish processing,Domestic,1,3.99,4.09,5.0,0.567,0,0.25,1.7,2.34,4.21,2.78,5.13,3.02,0.123,0.0094,0.223,0.1404,4.51,242,20.56,22,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_243,2023,Large,Fruit & vegetable processing,Domestic,0,4.45,3.89,2.93,0.229,1,0.188,1.3,3.81,1.56,1.0,4.5,2.36,0.1984,0.0255,0.1,0.1073,3.13,1693,20.88,45,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_244,2024,SME,Fruit & vegetable processing,Domestic,0,3.69,3.42,1.0,0.891,1,0.204,1.47,3.11,2.93,4.7,2.65,3.87,0.1704,0.0866,0.175,0.15,2.97,38,4.84,26,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_245,2024,SME,Beverages,Domestic,0,3.03,3.42,1.68,0.517,0,0.042,1.94,4.91,3.2,4.04,5.09,3.92,0.0965,0.097,0.053,0.15,2.03,118,4.26,24,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_248,2024,SME,Beverages,Domestic,0,3.7,3.03,2.62,0.696,0,0.086,1.19,5.18,5.61,1.28,5.5,3.72,0.1554,0.0773,0.139,0.15,3.63,133,2.45,7,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_249,2024,SME,Bakery products,Domestic,0,2.18,4.41,3.93,0.396,1,0.08,1.36,1.72,3.27,2.53,3.78,2.73,0.1626,0.0345,0.204,0.15,3.37,108,2.29,29,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_250,2022,Large,Grain milling,Domestic,1,3.44,3.03,3.45,0.847,1,0.25,1.07,4.18,1.06,5.13,5.6,3.41,0.1959,0.0794,0.035,0.0732,4.8,1543,39.61,33,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_251,2024,SME,Beverages,Domestic,0,2.33,3.55,3.95,0.229,1,0.181,0.95,5.23,1.2,4.79,2.5,4.13,0.0511,0.1099,0.083,0.1128,3.69,39,8.77,19,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_252,2023,Large,Confectionery,Foreign,1,4.38,3.11,3.23,0.242,0,0.25,1.54,3.99,3.74,4.43,2.41,4.3,0.2132,0.1357,0.769,0.0779,5.0,1598,15.73,27,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_253,2024,SME,Grain milling,Domestic,0,3.77,3.67,1.23,0.443,1,0.101,1.74,4.8,4.34,3.01,4.66,3.93,0.0964,0.094,0.057,0.0994,3.04,99,2.26,36,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_254,2023,SME,Confectionery,Domestic,0,3.08,2.57,2.56,0.248,0,0.1,1.2,4.39,4.05,3.29,4.53,3.84,0.1123,0.1366,0.368,0.15,4.28,18,5.19,18,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_255,2023,SME,Grain milling,Domestic,1,3.3,4.32,4.01,0.54,0,0.25,1.41,4.58,3.9,3.26,3.34,4.02,0.2979,0.1332,0.094,0.15,3.63,96,4.92,18,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_256,2023,SME,Beverages,Domestic,0,3.18,3.38,3.24,0.556,0,0.162,1.14,3.7,4.99,4.44,5.47,4.07,0.148,0.0636,0.208,0.15,4.04,162,3.53,36,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_257,2023,SME,Grain milling,Joint Venture,0,2.81,4.52,1.87,0.278,1,0.25,1.09,2.66,2.95,2.24,5.14,2.64,0.1082,0.0869,0.303,0.15,2.45,142,5.67,48,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_260,2022,Large,Dairy processing,Domestic,0,2.56,3.1,2.68,0.249,0,0.161,1.42,2.77,4.67,2.31,5.53,3.06,0.0205,0.0363,0.101,0.142,3.62,2115,21.54,10,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_261,2024,Large,Meat processing,Foreign,1,4.27,4.1,5.0,0.501,1,0.123,0.9,4.98,1.74,4.51,4.05,3.88,0.2395,0.1121,0.199,0.15,2.67,343,10.19,39,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_262,2024,SME,Meat processing,Joint Venture,0,2.59,2.75,1.89,0.456,0,0.061,1.81,4.02,2.51,3.15,5.22,3.2,0.0603,0.1355,0.063,0.0812,3.27,230,20.05,15,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_263,2022,SME,Beverages,Domestic,1,2.75,3.6,4.29,0.462,0,0.097,1.23,4.05,1.53,4.92,3.67,3.72,0.117,0.1418,0.298,0.15,4.27,91,2.49,19,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_264,2024,SME,Meat processing,Domestic,0,2.12,3.37,1.11,0.59,0,0.201,1.59,3.53,3.27,2.46,6.96,2.77,0.1079,0.1496,0.015,0.15,3.06,64,11.24,41,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_265,2023,SME,Bakery products,Domestic,1,2.72,2.73,4.48,0.746,0,0.25,0.99,3.86,3.64,3.34,3.22,3.79,0.2387,0.0988,0.418,0.15,3.23,123,10.53,18,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_266,2023,Large,Fruit & vegetable processing,Foreign,1,4.2,2.81,2.9,0.566,1,0.25,1.77,5.35,3.84,2.39,6.73,3.47,0.2002,0.1651,0.367,0.0876,4.64,643,11.4,14,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_267,2022,Large,Bakery products,Joint Venture,1,4.12,4.22,4.06,0.465,1,0.25,1.77,3.83,3.77,3.41,4.24,3.68,0.1584,0.1091,0.187,0.0789,3.97,1428,13.94,27,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_271,2024,Large,Fish processing,Joint Venture,0,3.28,3.2,1.84,0.707,0,0.25,1.45,2.52,2.49,1.57,2.85,2.62,0.1428,0.1517,0.518,0.0944,3.15,1673,14.79,28,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_275,2024,SME,Beverages,Domestic,0,3.67,2.88,3.26,0.242,0,0.096,0.9,4.82,3.37,2.66,6.14,3.37,0.103,0.0907,0.088,0.1436,3.55,178,5.73,48,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_276,2023,SME,Bakery products,Domestic,1,4.95,3.28,2.88,0.527,1,0.123,1.6,3.97,1.9,1.82,4.35,2.76,0.1685,0.1414,0.45,0.15,5.0,31,2.54,46,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_277,2023,SME,Fish processing,Foreign,1,3.53,3.31,3.06,0.343,0,0.25,1.03,4.23,5.34,4.16,5.22,4.27,0.1659,0.1722,0.233,0.0566,4.82,51,4.51,31,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_278,2022,Large,Fish processing,Domestic,0,3.53,3.38,3.4,0.233,0,0.174,1.2,5.77,3.24,3.99,5.97,4.04,0.182,0.0858,0.159,0.1048,4.33,900,42.35,36,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_279,2023,SME,Fish processing,Domestic,0,1.94,3.61,2.61,0.101,0,0.144,1.71,3.98,3.01,1.3,4.91,2.8,0.1788,0.1032,0.111,0.15,3.72,61,5.06,49,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_281,2022,SME,Fruit & vegetable processing,Domestic,0,4.3,1.84,3.34,0.193,0,0.171,1.62,4.32,5.51,4.67,3.79,4.7,0.1581,0.1389,0.087,0.0312,3.67,130,5.95,8,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_282,2022,Large,Beverages,Domestic,1,3.0,4.79,3.53,0.43,1,0.25,1.51,2.9,2.21,6.15,5.37,3.66,0.146,0.1138,0.239,0.0848,2.3,1821,15.98,8,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_283,2024,SME,Bakery products,Domestic,0,2.63,4.24,3.06,0.593,0,0.25,0.91,3.76,2.25,3.25,4.5,3.19,0.1693,0.0441,0.004,0.0786,2.98,56,3.12,6,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_284,2024,SME,Dairy processing,Domestic,1,3.52,2.17,4.1,0.461,0,0.25,1.76,4.87,2.38,2.69,5.02,3.31,0.1618,0.1944,0.124,0.0874,3.67,193,8.06,43,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_287,2023,SME,Fish processing,Domestic,1,2.78,4.56,3.38,0.256,1,0.25,1.51,2.49,3.62,6.51,1.62,4.56,0.1094,0.0995,0.474,0.15,2.65,71,6.1,26,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_288,2022,Large,Bakery products,Domestic,0,3.23,4.04,2.1,0.498,0,0.225,0.37,4.22,4.12,1.75,5.04,3.27,0.1082,0.1025,0.032,0.119,2.68,448,19.13,46,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_289,2023,SME,Fish processing,Domestic,0,3.37,3.3,2.52,0.207,0,0.184,1.61,4.11,4.49,3.22,3.73,3.96,0.1343,0.1394,0.018,0.0868,2.12,90,5.27,45,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_290,2024,Large,Grain milling,Domestic,1,3.85,2.89,4.78,0.5,1,0.187,1.49,4.25,6.79,3.6,6.18,4.32,0.2146,0.0872,0.565,0.15,4.0,688,14.84,20,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_291,2024,SME,Dairy processing,Domestic,0,1.97,4.01,3.1,0.343,0,0.213,1.78,5.14,1.0,4.68,5.25,3.61,0.1232,0.0557,0.318,0.15,3.99,166,10.26,5,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_294,2024,SME,Meat processing,Domestic,0,4.79,3.13,2.24,0.365,0,0.059,0.86,4.37,4.33,3.6,4.79,3.95,0.0685,0.1027,0.055,0.15,4.36,216,14.18,26,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_296,2023,SME,Bakery products,Domestic,0,3.64,3.68,3.36,0.371,1,0.25,0.2,5.63,2.93,2.65,5.08,3.65,0.1363,0.023,0.256,0.0291,3.81,36,10.03,30,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_298,2024,SME,Meat processing,Foreign,0,5.0,4.85,3.42,0.668,0,0.066,1.41,2.91,2.9,2.15,3.3,2.95,0.1394,0.0879,0.097,0.15,2.93,78,6.07,45,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_299,2022,Large,Meat processing,Domestic,1,3.36,3.98,4.17,0.545,1,0.25,1.62,4.35,2.96,3.02,6.15,3.23,0.176,0.1257,0.127,0.1434,2.65,727,21.11,30,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_300,2023,SME,Beverages,Domestic,0,3.97,2.66,2.12,0.291,1,0.082,0.62,4.09,2.51,2.09,6.89,2.65,0.1745,0.0798,0.194,0.15,2.31,91,4.97,40,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_301,2023,SME,Fruit & vegetable processing,Domestic,0,3.82,3.06,2.39,0.261,0,0.189,0.91,2.82,5.62,3.25,4.97,3.68,0.1805,0.0305,0.083,0.0984,2.64,47,6.92,32,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_303,2023,SME,Dairy processing,Domestic,0,2.97,2.75,2.39,0.514,0,0.133,2.4,5.05,4.61,2.58,6.41,3.68,0.0999,0.1548,0.102,0.1487,2.86,23,3.81,33,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_305,2024,Large,Beverages,Foreign,0,4.33,3.6,2.68,0.668,0,0.052,1.18,6.56,3.63,1.56,3.82,3.97,0.0999,0.0986,0.167,0.15,3.45,837,28.18,9,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_309,2024,SME,Fruit & vegetable processing,Domestic,1,3.68,3.24,4.19,0.164,1,0.25,1.79,4.18,5.32,4.78,3.24,4.73,0.1147,0.1702,0.516,0.104,3.31,34,7.11,27,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_310,2022,Large,Meat processing,Domestic,1,3.71,3.47,3.97,0.306,1,0.174,1.24,4.76,1.88,2.85,4.25,3.32,0.2008,0.1035,0.09,0.0807,4.26,1994,20.81,18,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_311,2022,SME,Beverages,Domestic,0,1.0,2.4,3.34,0.381,0,0.23,0.46,4.09,2.0,1.81,5.02,2.72,0.2058,0.0544,0.3,0.0945,3.2,234,4.9,7,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_312,2023,SME,Beverages,Domestic,0,3.53,3.21,4.22,0.173,0,0.135,1.23,3.22,1.0,3.01,4.03,2.71,0.1211,0.1036,0.412,0.15,3.52,232,5.06,44,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_313,2022,SME,Grain milling,Domestic,0,2.14,3.42,3.62,0.375,0,0.172,1.19,2.0,2.76,3.28,5.15,2.7,0.1224,0.0851,0.334,0.15,4.23,21,8.17,26,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_314,2023,SME,Dairy processing,Domestic,0,2.76,1.42,2.87,0.457,0,0.076,1.14,3.22,3.79,1.28,4.87,2.77,0.2048,0.0386,0.265,0.15,2.64,206,2.16,12,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_315,2024,SME,Beverages,Domestic,1,3.18,3.98,2.63,0.677,0,0.173,1.45,2.67,3.82,3.76,3.0,3.64,0.1858,0.1747,0.369,0.1113,4.28,49,2.04,5,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_316,2024,Large,Fruit & vegetable processing,Domestic,0,2.91,3.27,2.36,0.507,0,0.103,1.41,5.87,3.78,2.05,5.12,3.75,0.1512,0.0682,0.284,0.15,3.46,1767,22.82,11,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_319,2024,SME,Confectionery,Joint Venture,1,4.36,3.26,3.46,0.556,1,0.25,1.44,4.07,2.01,5.28,5.24,3.72,0.1043,0.0394,0.179,0.15,3.83,56,2.71,48,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_321,2024,Large,Bakery products,Domestic,1,4.01,5.0,4.45,0.799,0,0.25,0.99,3.82,4.66,3.98,4.41,4.04,0.2017,0.1731,0.41,0.15,4.66,1332,6.72,29,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_322,2023,SME,Bakery products,Domestic,0,3.77,3.97,2.98,0.191,0,0.083,1.49,4.98,3.89,2.76,5.88,3.61,0.0854,0.0757,0.284,0.1291,4.14,24,7.99,35,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_324,2022,Large,Bakery products,Joint Venture,0,4.21,2.53,2.41,0.716,1,0.25,0.52,2.77,4.48,2.38,3.04,3.41,0.0729,0.0658,0.257,0.1134,2.89,1176,10.29,11,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_325,2023,SME,Grain milling,Domestic,1,3.7,4.39,3.04,0.631,1,0.067,0.68,3.36,1.43,3.28,4.76,2.84,0.1448,0.0469,0.537,0.15,3.89,169,6.14,31,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_326,2023,SME,Confectionery,Domestic,0,2.82,4.17,2.94,0.181,0,0.066,1.6,4.07,3.97,3.87,3.1,4.11,0.1025,0.1663,0.155,0.0539,3.67,144,4.55,17,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_327,2024,SME,Beverages,Domestic,0,3.97,3.39,3.8,0.288,0,0.076,1.5,5.13,2.17,3.17,3.16,3.76,0.1241,0.042,0.103,0.1159,3.35,161,1.82,49,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
FIRM_328,2022,SME,Beverages,Joint Venture,0,4.03,3.55,4.43,0.658,1,0.06,1.28,4.55,3.12,2.96,3.74,3.67,0.0657,0.0966,0.035,0.15,3.95,96,7.42,33,4.1,2.1,0.55,62,38,"UK, USA, China",56.9,-0.65,24,120,310,38,2.31,19.0,48.2,2100,2.1,1.1,130,820
FIRM_329,2023,SME,Bakery products,Domestic,0,3.79,3.54,2.81,0.589,0,0.052,0.74,4.27,4.24,3.26,3.37,4.02,0.1792,0.1307,0.33,0.15,3.72,63,4.35,29,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_330,2023,Large,Dairy processing,Domestic,1,3.24,2.34,3.66,0.43,1,0.25,1.22,4.29,3.81,2.74,3.54,3.73,0.221,0.1262,0.359,0.1332,5.0,1519,16.09,6,3.8,1.9,0.52,58,42,"USA, Netherlands, China",58.1,-0.61,24,95,295,41,2.35,18.2,49.0,2120,2.4,1.2,134,830
FIRM_331,2024,Large,Bakery products,Foreign,1,4.34,3.67,2.61,0.5,0,0.217,1.39,4.64,2.68,3.02,3.94,3.58,0.0631,0.1123,0.356,0.15,2.99,984,8.99,48,4.5,2.4,0.63,65,35,"UK, South Africa, China",58.7,-0.59,25,140,330,44,2.4,17.5,50.5,2145,2.6,1.35,140,845
