FirmID,Year,Size,Employees,Assets_USD_millions,Age_Years,Subsector,Ownership_Type,FDI_Presence,FDI_Equity_Share_percent,Knowledge_Absorption_1_5,Task_Performance_1_5,Innovation_1_5,Firm_Resources_1_5,Skilled_Labor_Ratio,IoT_Use,RD_Spend_percent_of_Revenue,Liquidity_Ratio,Tax_Incentives_1_7,Regulatory_Stability_1_7,Infrastructure_Support_1_7,Corruption_Experience_1_7,Govt_Policy_Score_1_7,ROI_Self_percent,ROA_Self_percent,Export_Intensity_percent,Market_Share_percent,Operational_Efficiency_Index_0_100,Revenue_USD_millions,Assets_Verified_USD_millions,Export_Value_USD_millions,ROI_Verified_percent,ROA_Verified_percent,Country,Region,FDI_Inflow_Total_USD_billion,FDI_Inflow_Manufacturing_USD_billion,FDI_Inflow_FoodProcessing_USD_billion,FDI_Inflow_Lagos_USD_billion,FDI_Type_Share_Greenfield_percent,FDI_Type_Share_MA_percent,Ease_of_Doing_Business_Score,EEG_Disbursement_USD_billion,Regulatory_Quality_Index,Corruption_Perception_Index_0_100,Power_Supply_Reliability_Hours_per_Day,Logistics_Quality_Index_1_5,Food_Sector_GDP_Contribution_percent,Sector_Employment_thousands,Sector_Output_Growth_percent,Sector_Export_Value_USD_billion,Top_Origin_Countries,FDI_x_Policy,Innovation_x_Policy
FIRM_001,2024,Large,1498,30.11,15,Ready Meals,Domestic,0,0.0,2.8,5.0,3.4,3.6,0.56,1,2.02,2.35,4.0,5.9,2.7,2.3,4.6,5.71,5.42,9.07,4.94,81.6,89.74,27.27,8.14,5.26,5.49,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,15.639999999999999
FIRM_108,2024,SME,64,0.87,38,Oils & Fats,Domestic,0,0.0,3.6,3.8,3.1,2.6,0.6,0,1.28,1.06,4.4,3.9,3.4,3.0,4.2,4.91,5.69,12.49,0.85,47.0,4.81,0.4,0.6,4.94,5.9,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.020000000000001
FIRM_109,2024,SME,119,3.62,49,Dairy,Domestic,0,0.0,3.1,5.0,3.3,3.0,0.46,0,2.12,0.79,2.9,5.3,4.2,5.1,3.8,8.76,3.8,12.16,0.93,61.8,8.31,2.49,1.01,8.19,4.96,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.54
FIRM_110,2024,Large,1598,26.03,6,Grains & Cereals,Foreign,1,57.0,3.8,4.8,3.9,3.1,0.61,1,2.18,1.43,2.6,3.9,3.5,5.6,3.1,16.06,5.92,18.11,9.0,57.3,27.55,27.15,4.99,15.77,6.23,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.1,12.09
FIRM_111,2024,Large,1655,23.53,38,Beverages,Foreign,1,70.0,3.2,4.8,3.4,1.8,0.58,1,3.98,1.98,5.9,3.5,2.6,4.6,3.8,6.73,2.54,13.8,2.87,64.0,70.6,26.0,9.74,3.57,3.29,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.8,12.92
FIRM_112,2024,Large,556,40.88,5,Fruits & Vegetables,Joint Venture,1,34.0,3.2,4.9,4.0,3.1,0.94,0,2.2,2.44,4.1,3.0,2.3,2.1,3.8,7.12,7.08,14.27,6.96,59.6,72.43,38.57,10.34,6.59,7.31,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.8,15.2
FIRM_113,2024,SME,112,2.24,17,Beverages,Domestic,0,0.0,2.4,5.0,3.0,3.4,0.57,0,1.66,1.99,3.6,4.5,2.7,3.1,3.9,1.92,1.51,2.58,1.29,59.0,2.63,1.21,0.07,0.72,2.19,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.7
FIRM_114,2024,SME,14,3.65,9,Ready Meals,Joint Venture,1,27.0,3.6,4.6,4.3,2.1,0.58,0,2.42,0.87,3.9,5.0,3.7,5.0,3.9,12.35,4.59,15.38,1.91,50.2,4.16,3.85,0.64,13.15,3.23,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.9,16.77
FIRM_115,2024,Large,720,22.75,9,Bakery,Domestic,0,0.0,3.4,4.9,3.0,2.9,0.54,0,4.59,1.48,2.7,3.7,3.5,4.3,3.4,6.63,5.5,6.9,5.9,74.3,61.1,22.38,4.22,7.52,5.19,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.2
FIRM_116,2024,SME,20,3.54,9,Ready Meals,Domestic,0,0.0,3.3,4.3,2.3,3.5,0.43,0,2.73,1.73,5.6,5.1,3.7,1.1,5.3,8.34,3.9,4.22,2.56,66.1,11.0,5.25,0.46,8.73,3.66,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.19
FIRM_117,2024,Large,1837,25.7,3,Oils & Fats,Domestic,0,0.0,3.4,3.7,3.3,3.0,0.73,1,2.64,1.69,3.8,1.8,4.1,5.8,3.0,6.26,3.88,7.53,5.78,56.4,58.7,32.57,4.42,6.43,3.46,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.899999999999999
FIRM_118,2024,SME,43,3.65,42,Seafood Processing,Domestic,0,0.0,2.6,4.3,3.8,2.9,0.57,0,3.18,1.87,5.6,3.7,2.8,4.5,3.9,8.62,4.44,5.77,2.11,65.6,6.57,4.49,0.38,6.52,4.64,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.819999999999999
FIRM_119,2024,Large,209,17.48,4,Seafood Processing,Domestic,0,0.0,3.0,4.6,3.6,2.6,0.64,1,4.1,1.14,4.3,3.8,5.1,3.3,4.5,6.14,3.51,2.8,3.0,71.9,84.02,16.01,2.35,6.55,3.88,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,16.2
FIRM_120,2024,SME,20,3.28,20,Dairy,Domestic,0,0.0,2.7,4.9,3.3,3.8,0.42,1,3.3,1.63,5.6,3.1,3.2,5.5,3.6,5.52,4.64,12.35,2.37,69.4,1.06,0.69,0.13,5.98,4.79,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.879999999999999
FIRM_121,2024,SME,91,1.29,35,Ready Meals,Foreign,1,54.0,3.4,4.9,3.1,2.7,0.43,0,1.17,1.81,4.5,6.2,3.0,3.5,4.6,8.47,4.37,13.18,3.28,70.7,6.71,0.64,0.88,9.66,4.01,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.6,14.26
FIRM_122,2024,SME,122,3.54,50,Fruits & Vegetables,Domestic,0,0.0,4.0,5.0,3.8,2.9,0.54,0,1.21,2.01,5.1,3.7,4.0,3.5,4.3,6.91,8.83,7.21,1.76,66.0,12.73,1.66,0.92,9.15,7.97,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,16.34
FIRM_123,2024,SME,108,2.03,43,Ready Meals,Domestic,0,0.0,1.9,5.0,2.5,3.3,0.38,0,2.12,1.2,4.9,3.4,1.5,4.7,3.3,7.82,0.28,0.0,1.57,67.3,4.53,2.97,0.0,5.49,1.07,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,8.25
FIRM_124,2024,SME,139,1.46,7,Seafood Processing,Domestic,0,0.0,2.7,4.1,2.6,3.0,0.43,0,1.7,1.43,4.8,3.8,2.6,6.4,3.2,4.2,4.53,7.12,0.84,62.2,9.27,2.36,0.66,3.43,4.64,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,8.32
FIRM_125,2024,Large,1965,39.36,50,Fruits & Vegetables,Domestic,0,0.0,3.7,4.5,3.5,2.9,0.69,1,1.76,0.4,4.5,1.8,4.6,6.2,3.2,10.16,4.57,15.02,3.58,64.9,52.15,38.43,7.83,8.97,3.45,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.200000000000001
FIRM_126,2024,Large,1643,30.29,33,Meat Processing,Domestic,0,0.0,2.3,3.9,2.3,2.7,0.66,0,3.97,1.29,4.0,3.0,1.6,4.7,3.0,0.97,2.02,1.53,9.52,52.6,58.62,34.26,0.9,0.88,1.65,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,6.8999999999999995
FIRM_127,2024,SME,167,2.26,9,Dairy,Domestic,0,0.0,2.5,4.7,3.6,2.9,0.41,0,1.68,1.34,6.1,4.8,4.7,4.9,4.7,3.25,4.16,10.42,1.5,76.5,10.57,0.79,1.1,2.97,2.39,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,16.92
FIRM_128,2024,Large,629,6.19,23,Dairy,Domestic,0,0.0,2.8,4.6,3.6,2.7,0.7,0,4.1,1.09,3.3,3.2,5.2,5.2,3.6,5.66,5.02,14.66,8.67,56.6,25.17,5.95,3.69,5.08,4.85,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.96
FIRM_129,2024,Large,718,21.82,46,Meat Processing,Foreign,1,54.0,3.5,2.9,4.5,2.1,0.53,1,4.25,1.68,4.2,3.0,3.1,2.8,3.9,13.34,4.91,10.0,2.58,59.2,52.71,23.1,5.27,14.27,4.53,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.9,17.55
FIRM_130,2024,SME,105,3.04,20,Seafood Processing,Joint Venture,1,54.0,2.7,5.0,4.1,2.6,0.33,0,3.5,1.57,4.2,5.1,3.8,5.1,4.0,7.57,6.68,27.68,0.01,67.3,11.05,4.82,3.06,5.95,5.96,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.0,16.4
FIRM_131,2024,Large,641,26.19,10,Fruits & Vegetables,Domestic,0,0.0,3.2,5.0,3.1,2.4,0.51,1,1.26,0.47,4.6,5.1,4.7,3.4,4.8,3.43,5.7,22.17,8.05,66.5,48.89,28.75,10.84,1.88,6.93,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.879999999999999
FIRM_132,2024,SME,176,2.26,44,Grains & Cereals,Domestic,0,0.0,3.2,4.5,3.0,3.9,0.46,1,4.92,1.71,3.8,4.3,3.0,4.7,3.6,8.49,4.21,0.0,0.82,58.3,9.9,3.12,0.0,6.96,2.97,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.8
FIRM_133,2024,Large,1405,23.34,48,Beverages,Joint Venture,1,53.0,4.0,5.0,3.8,3.1,0.7,0,4.27,1.14,4.5,3.3,4.5,4.0,4.1,13.65,7.51,16.51,4.44,61.5,41.21,25.44,6.8,12.92,7.95,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.1,15.579999999999998
FIRM_134,2024,SME,171,2.36,49,Fruits & Vegetables,Joint Venture,1,43.0,3.1,4.1,3.1,2.2,0.4,0,1.88,1.84,4.0,3.6,2.8,4.9,3.4,10.28,2.56,9.56,2.97,52.9,10.77,1.03,1.03,8.51,4.33,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.4,10.54
FIRM_135,2024,SME,111,2.51,48,Confectionery,Domestic,0,0.0,2.9,4.3,3.3,2.3,0.39,0,2.2,0.96,2.6,3.0,3.0,4.4,3.0,6.01,2.07,5.73,1.24,45.1,7.26,4.35,0.42,5.65,2.84,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.899999999999999
FIRM_136,2024,SME,18,4.64,44,Ready Meals,Joint Venture,1,73.0,3.1,4.3,4.3,2.1,0.43,1,2.48,1.62,4.2,2.8,2.6,1.0,4.2,11.24,8.13,16.86,2.96,60.2,7.93,6.45,1.34,10.74,7.9,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.2,18.06
FIRM_137,2024,SME,103,1.75,23,Oils & Fats,Joint Venture,1,74.0,3.5,5.0,4.5,2.4,0.64,0,2.68,1.46,3.1,2.8,3.9,4.5,3.3,12.09,4.44,21.91,0.81,64.0,7.05,4.78,1.54,10.85,3.22,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.3,14.85
FIRM_138,2024,SME,44,0.5,10,Confectionery,Foreign,1,100.0,4.7,4.6,4.1,3.4,0.56,0,4.48,1.75,2.5,3.2,4.8,5.1,3.4,11.39,7.23,16.09,3.72,69.9,5.14,0.4,0.83,12.14,5.8,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.4,13.939999999999998
FIRM_139,2024,Large,1723,25.06,31,Ready Meals,Domestic,0,0.0,3.0,4.9,3.9,4.3,0.55,1,4.12,1.66,4.3,2.8,3.3,4.8,3.4,7.82,8.35,5.4,5.92,71.0,56.95,23.25,3.08,7.45,7.78,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.26
FIRM_140,2024,Large,1457,29.48,12,Grains & Cereals,Domestic,0,0.0,2.3,5.0,3.2,3.2,0.52,0,4.36,1.47,4.7,2.2,2.1,4.2,3.2,2.39,3.52,6.24,6.2,40.8,51.52,31.13,3.21,3.37,2.7,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.240000000000002
FIRM_141,2024,SME,53,2.51,24,Ready Meals,Domestic,0,0.0,2.9,4.7,3.0,3.0,0.43,1,2.43,0.83,4.7,4.0,2.3,6.3,3.2,2.43,6.22,8.97,2.14,69.9,9.68,0.4,0.87,1.9,5.37,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.600000000000001
FIRM_142,2024,SME,57,0.68,33,Meat Processing,Domestic,0,0.0,2.2,4.5,3.1,2.6,0.52,0,0.47,0.86,4.8,4.0,3.9,4.7,4.0,5.56,0.89,2.43,0.07,56.5,5.95,1.66,0.14,5.23,0.4,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,12.4
FIRM_143,2024,SME,132,2.63,48,Dairy,Domestic,0,0.0,2.3,5.0,3.2,2.7,0.55,1,3.05,1.31,2.3,5.5,5.5,4.8,4.1,4.93,2.17,0.67,0.77,72.9,2.08,4.75,0.01,3.95,1.88,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.12
FIRM_144,2024,SME,118,2.66,15,Grains & Cereals,Domestic,0,0.0,2.3,5.0,3.4,3.7,0.37,0,3.59,1.6,2.8,3.1,3.9,5.6,3.1,6.62,2.45,17.56,2.16,61.2,1.49,1.51,0.26,6.31,2.69,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.54
FIRM_145,2024,SME,190,2.77,13,Dairy,Domestic,0,0.0,2.7,4.8,2.4,2.7,0.48,0,1.26,1.3,6.2,4.1,3.1,4.7,4.2,-3.0,1.79,3.09,0.01,61.9,1.34,1.91,0.04,-2.45,0.48,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.08
FIRM_146,2024,SME,89,1.66,37,Dairy,Domestic,0,0.0,3.2,4.9,2.6,3.5,0.24,0,2.19,1.91,3.2,4.1,4.3,3.2,4.1,11.68,0.94,6.11,1.45,62.9,8.53,0.4,0.52,10.89,0.13,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,10.66
FIRM_147,2024,SME,63,3.7,1,Seafood Processing,Joint Venture,1,29.0,3.9,5.0,3.8,3.5,0.51,0,0.3,1.46,4.8,3.5,3.2,1.4,4.5,11.2,9.2,15.81,2.23,65.3,3.12,2.66,0.49,11.52,8.86,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.5,17.099999999999998
FIRM_148,2024,Large,424,33.66,29,Oils & Fats,Domestic,0,0.0,3.3,5.0,3.9,2.5,0.69,1,3.76,1.12,3.5,4.5,3.1,3.7,3.8,12.84,4.74,13.49,2.28,79.2,22.85,32.67,3.08,11.56,4.36,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.819999999999999
FIRM_149,2024,SME,11,1.21,38,Beverages,Domestic,0,0.0,2.3,4.1,2.7,2.4,0.45,0,3.35,1.46,4.3,4.6,2.4,5.2,3.5,-1.01,0.88,14.81,0.01,56.9,6.99,0.4,1.04,-0.4,2.33,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.450000000000001
FIRM_150,2024,SME,80,3.84,28,Seafood Processing,Foreign,1,55.0,3.5,4.5,3.9,2.7,0.7,0,1.69,1.71,3.6,4.1,5.0,3.9,4.2,8.8,5.82,20.45,3.09,70.3,6.51,2.36,1.33,7.8,5.83,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.2,16.38
FIRM_151,2024,SME,185,5.46,20,Bakery,Joint Venture,1,74.0,3.6,3.7,3.4,2.9,0.37,1,0.98,1.76,4.8,3.5,1.0,5.3,3.0,3.19,3.64,5.81,1.35,65.7,8.01,4.92,0.47,3.91,1.99,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.0,10.2
FIRM_152,2024,Large,1542,37.0,42,Beverages,Joint Venture,1,28.0,3.2,4.1,4.1,2.9,0.4,1,3.8,2.54,4.3,3.4,4.4,4.5,3.9,11.38,7.22,10.73,9.45,68.6,49.94,36.43,5.36,11.15,7.4,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.9,15.989999999999998
FIRM_153,2024,SME,179,2.6,19,Oils & Fats,Joint Venture,1,43.0,3.4,4.4,4.3,4.3,0.48,0,1.63,1.27,3.8,2.4,3.0,5.8,2.8,9.6,5.56,14.16,0.82,42.5,0.8,6.35,0.11,11.13,5.85,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,2.8,12.04
FIRM_154,2024,SME,29,2.83,36,Meat Processing,Joint Venture,1,12.0,3.8,4.2,4.0,2.2,0.47,0,1.68,1.56,3.1,3.0,3.0,3.9,3.3,6.92,6.3,14.76,0.93,66.0,5.67,2.04,0.84,5.24,5.99,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,3.3,13.2
FIRM_155,2024,SME,27,3.74,24,Oils & Fats,Domestic,0,0.0,2.7,5.0,3.5,2.9,0.47,0,3.01,1.81,4.5,3.2,5.4,4.9,4.1,2.72,6.36,1.34,1.32,60.6,7.91,4.43,0.11,0.65,5.07,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,14.349999999999998
FIRM_156,2024,SME,168,0.92,2,Seafood Processing,Domestic,0,0.0,3.0,4.7,4.1,3.4,0.49,1,0.92,1.59,3.0,2.7,2.7,4.9,2.9,10.97,7.34,13.75,0.11,69.6,11.78,0.4,1.62,9.93,8.72,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.889999999999999
FIRM_157,2024,SME,30,3.2,27,Bakery,Domestic,0,0.0,3.8,4.1,2.8,3.2,0.58,1,1.2,1.35,4.6,4.2,2.8,6.1,3.4,9.64,2.2,0.67,1.59,54.0,11.63,2.02,0.08,7.68,1.04,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,9.52
FIRM_158,2024,Large,479,0.5,3,Bakery,Domestic,0,0.0,3.1,4.7,2.6,3.3,0.86,0,2.51,0.83,6.8,5.0,3.4,2.3,5.2,10.47,2.39,16.47,2.68,56.3,33.29,0.4,5.48,8.51,2.78,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,13.520000000000001
FIRM_159,2024,SME,86,5.22,47,Ready Meals,Joint Venture,1,37.0,4.2,5.0,3.4,2.3,0.48,0,3.27,1.34,5.6,2.9,4.0,3.7,4.2,9.03,7.03,24.9,0.83,80.4,5.72,2.08,1.42,9.48,7.01,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,4.2,14.28
FIRM_160,2024,SME,185,2.79,31,Fruits & Vegetables,Domestic,0,0.0,3.2,5.0,3.1,2.9,0.58,0,3.56,1.06,4.9,4.1,3.0,5.3,3.7,7.06,3.42,6.51,0.58,55.4,1.82,0.4,0.12,6.75,3.76,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,11.47
FIRM_161,2024,Large,295,29.78,19,Fruits & Vegetables,Domestic,0,0.0,2.2,4.3,2.0,3.1,0.51,0,3.07,0.74,4.1,2.8,1.8,6.2,2.6,-1.06,-1.36,3.89,1.95,64.8,83.91,30.15,3.26,-1.94,-0.02,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,5.2
FIRM_162,2024,SME,28,1.68,25,Grains & Cereals,Domestic,0,0.0,2.4,4.2,3.1,3.0,0.57,0,3.23,1.2,2.3,3.5,2.5,4.6,2.9,3.93,2.95,0.0,0.78,56.8,9.64,3.83,0.0,3.17,3.26,Nigeria,Lagos,3.6,0.95,0.22,2.1,60.0,40.0,56.0,0.15,-0.8,24,15.5,2.5,4.1,820,3.2,0.78,Netherlands; United Kingdom; United States; China; South Africa,0.0,8.99
