hour,mode,current_density_A_cm2,price_USD_MWh
4406,SOFC,0.4,63.53
4407,standby,0.0,49.64
4408,SOFC,0.4,62.04
4409,standby,0.0,41.3
4410,standby,0.0,50.19
4411,standby,0.0,38.05
4412,standby,0.0,52.73
4413,SOFC,0.4,64.08
4414,SOFC,0.4,60.76
4415,SOFC,0.4,73.39
4416,standby,0.0,56.54
4417,SOFC,0.4,74.9
4418,SOFC,0.4,73.05
4419,SOFC,0.4,69.29
4420,SOFC,0.4,80.8
4421,SOFC,0.4,93.23
4422,SOFC,0.4,83.04
4423,SOFC,0.4,87.52
4424,SOFC,0.4,73.52
4425,SOFC,0.4,83.92
4426,SOFC,0.4,72.76
4427,SOFC,0.4,66.78
4428,SOFC,0.4,63.93
4429,SOFC,0.4,74.11
4430,SOFC,0.4,62.4
4431,standby,0.0,38.82
4432,standby,0.0,45.59
4433,standby,0.0,37.61
4434,standby,0.0,39.69
4435,standby,0.0,36.04
4436,standby,0.0,43.11
4437,standby,0.0,56.01
4438,standby,0.0,36.95
4439,standby,0.0,49.18
4440,standby,0.0,54.78
4441,standby,0.0,55.1
4442,SOFC,0.4,61.75
4443,standby,0.0,59.79
4444,SOFC,0.4,79.11
4445,SOFC,0.4,61.63
4446,SOFC,0.4,90.94
4447,SOFC,0.4,70.39
4448,SOFC,0.4,62.33
4449,standby,0.0,57.37
4450,SOFC,0.4,65.88
4451,standby,0.0,53.29
4452,SOFC,0.4,66.49
4453,standby,0.0,41.15
4454,standby,0.0,47.1
4455,SOEC,-0.4,32.16
4456,SOEC,-0.4,23.98
4457,SOEC,-0.4,34.03
4458,standby,0.0,38.28
4459,SOEC,-0.4,17.84
4460,SOEC,-0.4,16.41
4461,SOEC,-0.4,28.6
4462,SOEC,-0.4,10.05
4463,standby,0.0,39.69
4464,SOEC,-0.4,34.61
4465,standby,0.0,44.02
4466,standby,0.0,52.37
4467,SOFC,0.4,69.36
4468,SOFC,0.4,60.92
4469,SOFC,0.4,76.97
4470,SOFC,0.4,68.76
4471,SOFC,0.4,62.67
4472,SOFC,0.4,74.2
4473,standby,0.0,57.4
4474,standby,0.0,51.45
4475,standby,0.0,49.38
4476,standby,0.0,58.2
4477,standby,0.0,35.71
4478,SOEC,-0.4,27.37
4479,SOEC,-0.4,8.88
4480,SOEC,-0.4,22.82
4481,SOEC,-0.4,9.49
4482,SOEC,-0.4,2.73
4483,SOEC,-0.4,15.08
4484,SOEC,-0.4,30.91
4485,SOEC,-0.4,29.72
4486,SOEC,-0.4,31.74
4487,standby,0.0,39.52
4488,SOEC,-0.4,21.29
4489,SOEC,-0.4,34.74
4490,standby,0.0,47.43
4491,standby,0.0,40.23
4492,standby,0.0,55.38
4493,standby,0.0,50.81
4494,SOFC,0.4,67.49
4495,standby,0.0,41.2
4496,standby,0.0,37.28
4497,standby,0.0,57.57
4498,standby,0.0,46.53
4499,standby,0.0,49.95
4500,SOEC,-0.4,27.83
4501,standby,0.0,46.69
4502,SOEC,-0.4,32.13
4503,SOEC,-0.4,20.01
4504,SOEC,-0.4,18.71
4505,SOEC,-0.4,14.43
4506,SOEC,-0.4,9.92
4507,SOEC,-0.4,15.12
4508,SOEC,-0.4,21.4
4509,SOEC,-0.4,21.86
4510,SOEC,-0.4,14.35
4511,standby,0.0,40.08
4512,SOEC,-0.4,17.8
4513,SOEC,-0.4,28.86
4514,standby,0.0,52.98
4515,standby,0.0,51.3
4516,SOFC,0.4,63.07
4517,standby,0.0,57.8
4518,SOFC,0.4,72.39
4519,standby,0.0,52.85
4520,SOFC,0.4,62.65
4521,SOFC,0.4,67.43
4522,standby,0.0,55.87
4523,standby,0.0,55.48
4524,standby,0.0,46.31
4525,standby,0.0,45.42
4526,SOEC,-0.4,25.41
4527,SOEC,-0.4,33.18
4528,SOEC,-0.4,26.46
4529,SOEC,-0.4,24.24
4530,SOEC,-0.4,11.07
4531,SOEC,-0.4,34.23
4532,standby,0.0,36.65
4533,standby,0.0,43.02
4534,standby,0.0,35.33
4535,standby,0.0,36.22
4536,standby,0.0,57.57
4537,standby,0.0,50.89
4538,standby,0.0,57.08
4539,SOFC,0.4,68.19
4540,SOFC,0.4,61.73
4541,SOFC,0.4,66.6
4542,SOFC,0.4,72.58
4543,SOFC,0.4,83.25
4544,SOFC,0.4,66.02
4545,SOFC,0.4,66.5
4546,SOFC,0.4,77.49
4547,SOFC,0.4,61.92
4548,standby,0.0,59.07
4549,standby,0.0,56.9
4550,standby,0.0,42.88
4551,standby,0.0,54.9
4552,standby,0.0,45.42
4553,standby,0.0,39.62
4554,standby,0.0,36.96
4555,SOEC,-0.4,32.96
4556,standby,0.0,43.0
4557,standby,0.0,47.11
4558,standby,0.0,47.94
4559,SOFC,0.4,64.25
4560,SOFC,0.4,62.28
4561,SOFC,0.4,72.15
4562,SOFC,0.4,71.58
4563,SOFC,0.4,83.22
4564,SOFC,0.4,79.68
4565,SOFC,0.4,86.86
4566,SOFC,0.4,70.22
4567,SOFC,0.4,79.85
4568,SOFC,0.4,80.42
4569,SOFC,0.4,84.06
4570,SOFC,0.4,73.05
4571,SOFC,0.4,65.9
4572,SOFC,0.4,68.07
4573,standby,0.0,57.25
4574,SOFC,0.4,64.96
4575,standby,0.0,54.2
4576,standby,0.0,47.96
4577,standby,0.0,39.58
4578,standby,0.0,35.18
4579,standby,0.0,42.41
4580,standby,0.0,52.11
4581,standby,0.0,55.07
4582,standby,0.0,58.49
4583,standby,0.0,57.92
4584,SOFC,0.4,72.05
4585,SOFC,0.4,66.3
4586,SOFC,0.4,65.84
4587,SOFC,0.4,72.54
4588,SOFC,0.4,82.72
4589,SOFC,0.4,83.44
4590,SOFC,0.4,94.67
4591,SOFC,0.4,90.77
4592,SOFC,0.4,71.58
4593,SOFC,0.4,72.2
4594,SOFC,0.4,72.31
4595,standby,0.0,57.19
4596,standby,0.0,57.91
4597,SOFC,0.4,60.02
4598,standby,0.0,54.49
4599,standby,0.0,49.86
4600,standby,0.0,43.09
4601,standby,0.0,51.53
4602,SOEC,-0.4,28.67
4603,standby,0.0,47.19
4604,standby,0.0,44.78
4605,standby,0.0,45.45
4606,standby,0.0,47.63
4607,standby,0.0,52.5
4608,standby,0.0,40.86
4609,standby,0.0,58.66
4610,SOFC,0.4,71.29
4611,standby,0.0,57.64
4612,SOFC,0.4,80.44
4613,SOFC,0.4,76.89
4614,SOFC,0.4,86.83
4615,SOFC,0.4,70.03
4616,SOFC,0.4,69.68
4617,SOFC,0.4,63.63
4618,standby,0.0,50.72
4619,standby,0.0,57.37
4620,standby,0.0,54.98
4621,SOFC,0.4,60.57
4622,standby,0.0,37.99
4623,SOEC,-0.4,26.76
4624,SOEC,-0.4,28.46
4625,SOEC,-0.4,24.7
4626,standby,0.0,40.61
4627,SOEC,-0.4,21.45
4628,standby,0.0,35.99
4629,SOEC,-0.4,33.4
4630,standby,0.0,43.87
4631,standby,0.0,35.94
4632,SOEC,-0.4,34.1
4633,SOFC,0.4,63.88
4634,standby,0.0,56.41
4635,SOFC,0.4,69.36
4636,SOFC,0.4,72.66
4637,standby,0.0,56.1
4638,SOFC,0.4,65.45
4639,SOFC,0.4,65.53
4640,standby,0.0,57.43
4641,SOFC,0.4,60.55
4642,standby,0.0,58.93
4643,standby,0.0,38.22
4644,standby,0.0,52.28
4645,SOEC,-0.4,34.49
4646,SOEC,-0.4,26.92
4647,SOEC,-0.4,20.82
4648,SOEC,-0.4,10.01
4649,SOEC,-0.4,29.81
4650,SOEC,-0.4,15.75
4651,SOEC,-0.4,8.0
4652,SOEC,-0.4,26.03
4653,SOEC,-0.4,13.15
4654,SOEC,-0.4,22.33
4655,SOEC,-0.4,31.2
4656,SOEC,-0.4,18.15
4657,standby,0.0,46.17
4658,standby,0.0,47.56
4659,standby,0.0,40.45
4660,SOFC,0.4,70.65
4661,standby,0.0,48.92
4662,standby,0.0,38.29
4663,standby,0.0,51.84
4664,standby,0.0,47.44
4665,standby,0.0,51.76
4666,standby,0.0,39.77
4667,standby,0.0,39.97
4668,standby,0.0,41.29
4669,SOEC,-0.4,29.22
4670,SOEC,-0.4,18.94
4671,SOEC,-0.4,23.06
4672,SOEC,-0.4,15.29
4673,SOEC,-0.4,21.68
4674,SOEC,-0.4,8.41
4675,SOEC,-0.4,14.54
4676,SOEC,-0.4,22.69
4677,SOEC,-0.4,26.36
4678,standby,0.0,35.17
4679,SOEC,-0.4,27.43
4680,SOEC,-0.4,27.91
4681,standby,0.0,57.44
4682,standby,0.0,41.41
4683,standby,0.0,49.23
4684,SOFC,0.4,60.98
4685,SOFC,0.4,60.84
4686,SOFC,0.4,62.4
4687,standby,0.0,53.0
4688,standby,0.0,53.42
4689,standby,0.0,57.88
4690,standby,0.0,58.47
4691,standby,0.0,41.58
4692,standby,0.0,41.68
4693,standby,0.0,37.58
4694,SOEC,-0.4,31.49
4695,SOEC,-0.4,21.54
4696,SOEC,-0.4,31.6
4697,SOEC,-0.4,19.01
4698,SOEC,-0.4,33.68
4699,SOEC,-0.4,21.68
4700,standby,0.0,44.93
4701,standby,0.0,37.82
4702,SOEC,-0.4,27.7
4703,standby,0.0,43.72
4704,standby,0.0,48.88
4705,standby,0.0,54.18
4706,SOFC,0.4,73.94
4707,SOFC,0.4,79.51
4708,SOFC,0.4,66.8
4709,SOFC,0.4,84.28
4710,SOFC,0.4,68.85
4711,SOFC,0.4,64.34
4712,SOFC,0.4,79.48
4713,SOFC,0.4,65.01
4714,SOFC,0.4,70.41
4715,SOFC,0.4,64.4
4716,standby,0.0,52.02
4717,standby,0.0,55.92
4718,standby,0.0,59.79
4719,standby,0.0,42.28
4720,standby,0.0,44.17
4721,SOEC,-0.4,34.59
4722,standby,0.0,45.16
4723,SOEC,-0.4,31.58
4724,standby,0.0,45.36
4725,standby,0.0,40.45
4726,standby,0.0,48.11
4727,standby,0.0,41.42
4728,standby,0.0,53.5
4729,standby,0.0,55.2
4730,SOFC,0.4,68.04
4731,SOFC,0.4,79.34
4732,SOFC,0.4,73.11
4733,SOFC,0.4,73.19
4734,SOFC,0.4,78.19
4735,SOFC,0.4,85.17
4736,SOFC,0.4,70.39
4737,SOFC,0.4,75.36
4738,SOFC,0.4,85.46
4739,SOFC,0.4,66.73
4740,SOFC,0.4,71.01
4741,standby,0.0,50.63
4742,SOFC,0.4,66.9
4743,SOEC,-0.4,32.82
4744,SOEC,-0.4,28.12
4745,standby,0.0,48.98
4746,standby,0.0,42.88
4747,standby,0.0,45.96
4748,standby,0.0,41.93
4749,standby,0.0,55.8
4750,standby,0.0,43.0
4751,SOFC,0.4,67.96
4752,SOFC,0.4,80.97
4753,standby,0.0,54.0
4754,SOFC,0.4,79.45
4755,SOFC,0.4,93.2
4756,SOFC,0.4,84.08
4757,SOFC,0.4,79.24
4758,SOFC,0.4,76.22
4759,SOFC,0.4,85.27
4760,SOFC,0.4,85.12
4761,SOFC,0.4,68.53
4762,SOFC,0.4,79.17
4763,SOFC,0.4,68.74
4764,standby,0.0,43.5
4765,SOFC,0.4,60.25
4766,standby,0.0,35.04
4767,standby,0.0,42.36
4768,standby,0.0,52.57
4769,standby,0.0,42.74
4770,SOEC,-0.4,33.2
4771,standby,0.0,44.91
4772,standby,0.0,37.25
4773,standby,0.0,52.0
4774,standby,0.0,41.78
4775,standby,0.0,47.96
4776,standby,0.0,58.98
4777,SOFC,0.4,72.25
4778,SOFC,0.4,66.29
4779,SOFC,0.4,72.51
4780,SOFC,0.4,71.54
4781,SOFC,0.4,84.06
4782,standby,0.0,59.37
4783,standby,0.0,59.98
4784,SOFC,0.4,61.96
4785,SOFC,0.4,73.1
4786,SOFC,0.4,64.62
4787,SOFC,0.4,64.45
4788,standby,0.0,52.92
4789,standby,0.0,52.72
4790,standby,0.0,42.72
4791,standby,0.0,39.1
4792,SOEC,-0.4,16.81
4793,standby,0.0,38.72
4794,SOEC,-0.4,27.61
4795,standby,0.0,37.18
4796,standby,0.0,38.29
4797,SOEC,-0.4,32.48
4798,SOEC,-0.4,29.67
4799,standby,0.0,47.62
4800,standby,0.0,36.18
4801,standby,0.0,50.8
4802,standby,0.0,36.1
4803,standby,0.0,58.97
4804,SOFC,0.4,65.77
4805,SOFC,0.4,65.87
4806,standby,0.0,57.54
4807,standby,0.0,54.24
4808,SOFC,0.4,62.88
4809,SOFC,0.4,63.47
4810,SOEC,-0.4,33.49
4811,standby,0.0,41.91
4812,standby,0.0,38.59
4813,SOEC,-0.4,26.34
4814,standby,0.0,36.6
4815,SOEC,-0.4,25.35
4816,SOEC,-0.4,20.05
4817,SOEC,-0.4,14.34
4818,SOEC,-0.4,19.22
4819,SOEC,-0.4,14.16
4820,SOEC,-0.4,11.69
4821,SOEC,-0.4,17.38
4822,SOEC,-0.4,19.05
4823,SOEC,-0.4,29.59
4824,standby,0.0,42.3
4825,SOEC,-0.4,28.39
4826,standby,0.0,46.33
4827,SOFC,0.4,67.36
4828,standby,0.0,56.11
4829,standby,0.0,55.96
4830,SOFC,0.4,67.88
4831,standby,0.0,36.93
4832,SOFC,0.4,65.59
4833,standby,0.0,42.66
4834,standby,0.0,47.86
4835,SOEC,-0.4,29.75
4836,SOEC,-0.4,23.63
4837,SOEC,-0.4,27.88
4838,SOEC,-0.4,26.49
4839,SOEC,-0.4,23.52
4840,SOEC,-0.4,29.25
4841,SOEC,-0.4,0.97
4842,SOEC,-0.4,14.35
4843,SOEC,-0.4,4.26
4844,SOEC,-0.4,19.73
4845,standby,0.0,40.63
4846,standby,0.0,38.21
4847,SOEC,-0.4,24.0
4848,standby,0.0,39.32
4849,standby,0.0,39.17
4850,SOFC,0.4,62.01
4851,standby,0.0,58.87
4852,standby,0.0,47.27
4853,SOFC,0.4,62.07
4854,SOFC,0.4,62.51
4855,SOFC,0.4,62.85
4856,standby,0.0,59.98
4857,SOFC,0.4,64.78
4858,standby,0.0,58.19
4859,standby,0.0,49.8
4860,standby,0.0,40.47
4861,standby,0.0,38.38
4862,SOEC,-0.4,31.16
4863,SOEC,-0.4,24.45
4864,SOEC,-0.4,18.79
4865,SOEC,-0.4,30.08
4866,standby,0.0,37.41
4867,SOEC,-0.4,31.2
4868,SOEC,-0.4,22.29
4869,SOEC,-0.4,26.78
4870,standby,0.0,44.89
4871,standby,0.0,39.14
4872,standby,0.0,49.2
4873,standby,0.0,53.14
4874,standby,0.0,49.86
4875,SOFC,0.4,69.91
4876,SOFC,0.4,65.35
4877,SOFC,0.4,60.16
4878,SOFC,0.4,74.29
4879,SOFC,0.4,73.29
4880,SOFC,0.4,84.94
4881,SOFC,0.4,68.57
4882,standby,0.0,48.59
4883,SOFC,0.4,71.87
4884,SOFC,0.4,61.24
4885,standby,0.0,45.97
4886,SOFC,0.4,66.41
4887,standby,0.0,40.36
4888,standby,0.0,52.81
4889,standby,0.0,41.12
4890,standby,0.0,51.32
4891,SOEC,-0.4,34.78
4892,standby,0.0,41.18
4893,standby,0.0,43.45
4894,standby,0.0,41.19
4895,standby,0.0,47.82
4896,standby,0.0,47.03
4897,SOFC,0.4,73.57
4898,SOFC,0.4,79.73
4899,SOFC,0.4,85.79
4900,SOFC,0.4,75.74
4901,SOFC,0.4,70.96
4902,SOFC,0.4,74.75
4903,SOFC,0.4,86.2
4904,SOFC,0.4,77.27
4905,SOFC,0.4,68.33
4906,SOFC,0.4,86.54
4907,SOFC,0.4,63.38
4908,SOFC,0.4,76.38
4909,standby,0.0,54.49
4910,standby,0.0,50.56
4911,standby,0.0,49.89
4912,standby,0.0,46.85
4913,standby,0.0,49.99
4914,standby,0.0,47.45
4915,standby,0.0,53.88
4916,standby,0.0,37.34
4917,standby,0.0,42.93
4918,SOFC,0.4,62.06
4919,standby,0.0,51.53
4920,SOFC,0.4,63.42
4921,standby,0.0,59.44
4922,SOFC,0.4,81.26
4923,SOFC,0.4,66.28
4924,SOFC,0.4,77.95
4925,SOFC,0.4,74.73
4926,SOFC,0.4,86.14
4927,SOFC,0.4,85.5
4928,SOFC,0.4,91.01
4929,SOFC,0.4,78.99
4930,SOFC,0.4,66.26
4931,SOFC,0.4,68.04
4932,SOFC,0.4,66.04
4933,SOFC,0.4,62.91
4934,standby,0.0,50.84
4935,standby,0.0,54.01
4936,standby,0.0,42.27
4937,SOEC,-0.4,31.72
4938,SOEC,-0.4,31.62
4939,standby,0.0,38.08
4940,standby,0.0,39.36
4941,standby,0.0,43.48
4942,SOFC,0.4,60.13
4943,standby,0.0,52.72
4944,SOFC,0.4,63.23
4945,SOFC,0.4,64.75
4946,SOFC,0.4,70.93
4947,SOFC,0.4,61.26
4948,SOFC,0.4,74.67
4949,SOFC,0.4,84.86
4950,SOFC,0.4,68.32
4951,SOFC,0.4,67.48
4952,SOFC,0.4,65.83
4953,SOFC,0.4,72.42
4954,standby,0.0,54.79
4955,standby,0.0,52.02
4956,standby,0.0,45.41
4957,standby,0.0,36.8
4958,SOEC,-0.4,27.89
4959,SOEC,-0.4,33.54
4960,standby,0.0,37.62
4961,SOEC,-0.4,15.88
4962,SOEC,-0.4,27.99
4963,standby,0.0,43.32
4964,SOEC,-0.4,23.85
4965,SOEC,-0.4,33.87
4966,standby,0.0,37.46
4967,SOEC,-0.4,31.45
4968,standby,0.0,44.08
4969,standby,0.0,36.81
4970,standby,0.0,52.05
4971,SOFC,0.4,71.76
4972,SOFC,0.4,76.78
4973,standby,0.0,48.63
4974,standby,0.0,50.63
4975,SOFC,0.4,67.06
4976,standby,0.0,56.73
4977,standby,0.0,59.17
4978,standby,0.0,51.57
4979,standby,0.0,38.26
4980,standby,0.0,49.73
4981,SOEC,-0.4,20.07
4982,SOEC,-0.4,25.23
4983,SOEC,-0.4,21.71
4984,SOEC,-0.4,12.0
4985,SOEC,-0.4,14.06
4986,SOEC,-0.4,18.2
4987,SOEC,-0.4,18.68
4988,SOEC,-0.4,25.07
4989,standby,0.0,37.53
4990,SOEC,-0.4,26.89
4991,SOEC,-0.4,28.98
4992,SOEC,-0.4,34.16
4993,SOEC,-0.4,29.54
4994,standby,0.0,50.33
4995,standby,0.0,45.02
4996,SOFC,0.4,64.55
4997,standby,0.0,48.47
4998,standby,0.0,56.4
4999,SOFC,0.4,63.58
5000,standby,0.0,53.6
5001,standby,0.0,52.65
5002,standby,0.0,51.1
5003,standby,0.0,35.38
5004,standby,0.0,51.17
5005,SOEC,-0.4,16.46
5006,SOEC,-0.4,24.63
5007,SOEC,-0.4,20.6
5008,SOEC,-0.4,26.99
5009,SOEC,-0.4,14.88
5010,SOEC,-0.4,5.69
5011,SOEC,-0.4,17.8
5012,SOEC,-0.4,23.28
5013,SOEC,-0.4,17.64
5014,SOEC,-0.4,20.72
5015,SOEC,-0.4,31.98
5016,SOEC,-0.4,28.17
5017,standby,0.0,46.93
5018,standby,0.0,46.84
5019,standby,0.0,49.36
5020,SOFC,0.4,66.04
5021,SOFC,0.4,65.73
5022,standby,0.0,51.43
5023,standby,0.0,58.09
5024,standby,0.0,57.02
5025,SOFC,0.4,63.95
5026,standby,0.0,52.64
5027,standby,0.0,49.34
5028,standby,0.0,43.16
5029,standby,0.0,43.32
5030,SOEC,-0.4,21.64
5031,standby,0.0,40.66
5032,SOEC,-0.4,29.73
5033,SOEC,-0.4,16.84
5034,SOEC,-0.4,15.22
5035,SOEC,-0.4,28.64
5036,SOEC,-0.4,28.5
5037,SOEC,-0.4,31.89
5038,standby,0.0,39.93
5039,standby,0.0,50.47
5040,standby,0.0,44.2
5041,standby,0.0,39.12
5042,SOFC,0.4,61.47
5043,SOFC,0.4,66.09
5044,SOFC,0.4,70.72
5045,SOFC,0.4,67.36
5046,SOFC,0.4,73.97
5047,SOFC,0.4,83.77
5048,SOFC,0.4,67.74
5049,SOFC,0.4,64.98
5050,SOFC,0.4,66.35
5051,SOFC,0.4,69.44
5052,standby,0.0,49.95
5053,standby,0.0,53.63
5054,standby,0.0,38.4
5055,standby,0.0,53.34
5056,SOEC,-0.4,32.08
5057,SOEC,-0.4,32.11
5058,SOEC,-0.4,33.65
5059,standby,0.0,39.28
5060,SOEC,-0.4,30.89
5061,standby,0.0,56.41
5062,standby,0.0,50.09
5063,standby,0.0,52.75
5064,SOFC,0.4,62.62
5065,SOFC,0.4,72.23
5066,SOFC,0.4,66.37
5067,SOFC,0.4,86.72
5068,SOFC,0.4,79.45
5069,SOFC,0.4,74.84
5070,SOFC,0.4,70.93
5071,SOFC,0.4,78.11
5072,SOFC,0.4,68.06
5073,SOFC,0.4,66.87
5074,SOFC,0.4,66.61
5075,SOFC,0.4,81.07
5076,SOFC,0.4,75.04
5077,SOFC,0.4,60.18
5078,standby,0.0,49.52
5079,standby,0.0,57.26
5080,standby,0.0,50.03
5081,standby,0.0,48.37
5082,standby,0.0,46.93
5083,standby,0.0,53.7
5084,standby,0.0,43.41
5085,standby,0.0,51.84
5086,standby,0.0,58.44
5087,standby,0.0,52.11
5088,SOFC,0.4,76.32
5089,SOFC,0.4,63.37
5090,SOFC,0.4,72.55
5091,SOFC,0.4,79.32
5092,SOFC,0.4,80.14
5093,SOFC,0.4,74.12
5094,SOFC,0.4,86.53
5095,SOFC,0.4,73.04
5096,SOFC,0.4,85.3
5097,SOFC,0.4,91.18
5098,SOFC,0.4,77.02
5099,SOFC,0.4,63.94
5100,SOFC,0.4,73.7
5101,standby,0.0,46.74
5102,standby,0.0,46.6
5103,standby,0.0,53.87
5104,standby,0.0,44.87
5105,standby,0.0,45.42
5106,SOEC,-0.4,32.93
5107,SOEC,-0.4,29.19
5108,standby,0.0,39.28
5109,standby,0.0,40.58
5110,standby,0.0,48.78
5111,standby,0.0,59.05
5112,standby,0.0,51.29
5113,standby,0.0,58.97
5114,SOFC,0.4,68.5
5115,standby,0.0,52.57
5116,SOFC,0.4,77.76
5117,standby,0.0,58.15
5118,SOFC,0.4,65.11
5119,SOFC,0.4,85.11
5120,SOFC,0.4,73.19
5121,SOFC,0.4,72.11
5122,standby,0.0,53.96
5123,standby,0.0,51.24
5124,standby,0.0,47.09
5125,standby,0.0,47.5
5126,standby,0.0,44.49
5127,standby,0.0,38.74
5128,SOEC,-0.4,31.51
5129,SOEC,-0.4,28.38
5130,SOEC,-0.4,25.88
5131,SOEC,-0.4,23.4
5132,SOEC,-0.4,16.36
5133,SOEC,-0.4,26.99
5134,standby,0.0,47.84
5135,standby,0.0,36.48
5136,standby,0.0,40.8
5137,standby,0.0,46.04
5138,standby,0.0,48.54
5139,standby,0.0,53.88
5140,standby,0.0,51.95
5141,SOFC,0.4,61.41
5142,SOFC,0.4,65.92
5143,standby,0.0,51.93
5144,SOFC,0.4,63.26
5145,standby,0.0,56.34
5146,standby,0.0,38.98
5147,standby,0.0,50.94
5148,standby,0.0,40.6
5149,SOEC,-0.4,24.75
5150,SOEC,-0.4,25.39
5151,SOEC,-0.4,30.92
5152,SOEC,-0.4,20.65
5153,SOEC,-0.4,13.31
5154,SOEC,-0.4,18.17
5155,SOEC,-0.4,12.0
5156,SOEC,-0.4,16.54
5157,SOEC,-0.4,21.3
5158,standby,0.0,38.48
5159,SOEC,-0.4,24.23
5160,standby,0.0,44.8
5161,SOEC,-0.4,18.8
5162,standby,0.0,43.87
5163,standby,0.0,51.69
5164,standby,0.0,58.94
5165,standby,0.0,58.28
5166,SOEC,-0.4,33.01
5167,SOFC,0.4,64.18
5168,standby,0.0,44.32
5169,standby,0.0,42.26
5170,SOEC,-0.4,32.58
5171,standby,0.0,44.78
5172,standby,0.0,38.92
5173,SOEC,-0.4,27.18
5174,SOEC,-0.4,16.88
5175,SOEC,-0.4,23.44
5176,SOEC,-0.4,4.86
5177,standby,0.0,39.8
5178,SOEC,-0.4,17.25
5179,SOEC,-0.4,28.44
5180,SOEC,-0.4,25.34
5181,SOEC,-0.4,21.49
5182,SOEC,-0.4,21.93
5183,standby,0.0,40.46
5184,standby,0.0,38.43
5185,standby,0.0,52.03
5186,standby,0.0,48.16
5187,SOFC,0.4,67.46
5188,SOFC,0.4,60.75
5189,standby,0.0,53.37
5190,SOFC,0.4,68.55
5191,SOFC,0.4,62.88
5192,standby,0.0,54.5
5193,standby,0.0,53.55
5194,standby,0.0,46.21
5195,standby,0.0,42.08
5196,standby,0.0,48.8
5197,standby,0.0,50.55
5198,standby,0.0,37.88
5199,SOEC,-0.4,29.74
5200,SOEC,-0.4,26.55
5201,SOEC,-0.4,28.71
5202,SOEC,-0.4,29.86
5203,SOEC,-0.4,19.61
5204,SOEC,-0.4,28.51
5205,standby,0.0,37.2
5206,SOEC,-0.4,31.41
5207,standby,0.0,56.36
5208,SOFC,0.4,71.47
5209,SOFC,0.4,64.36
5210,standby,0.0,53.83
5211,SOFC,0.4,70.41
5212,SOFC,0.4,74.61
5213,SOFC,0.4,66.32
5214,SOFC,0.4,68.38
5215,SOFC,0.4,66.68
5216,SOFC,0.4,68.54
5217,standby,0.0,59.54
5218,SOFC,0.4,61.29
5219,SOFC,0.4,66.43
5220,standby,0.0,49.82
5221,standby,0.0,59.41
5222,standby,0.0,39.07
5223,standby,0.0,49.31
5224,standby,0.0,45.5
5225,standby,0.0,39.43
5226,standby,0.0,36.92
5227,standby,0.0,41.05
5228,standby,0.0,49.34
5229,standby,0.0,38.74
5230,standby,0.0,51.11
5231,standby,0.0,52.71
5232,SOFC,0.4,62.45
5233,SOFC,0.4,64.59
5234,SOFC,0.4,79.03
5235,SOFC,0.4,65.63
5236,SOFC,0.4,78.41
5237,SOFC,0.4,82.88
5238,SOFC,0.4,76.25
5239,SOFC,0.4,70.54
5240,SOFC,0.4,88.53
5241,SOFC,0.4,75.11
5242,SOFC,0.4,67.25
5243,SOFC,0.4,70.69
5244,standby,0.0,59.64
5245,standby,0.0,54.07
5246,standby,0.0,53.43
5247,standby,0.0,47.75
5248,standby,0.0,57.9
5249,standby,0.0,48.55
5250,standby,0.0,38.17
5251,standby,0.0,56.05
5252,standby,0.0,45.4
5253,SOFC,0.4,63.79
5254,standby,0.0,47.23
5255,standby,0.0,54.83
5256,standby,0.0,52.38
5257,SOFC,0.4,64.94
5258,SOFC,0.4,102.78
5259,SOFC,0.4,76.35
5260,SOFC,0.4,85.67
5261,SOFC,0.4,77.8
5262,SOFC,0.4,82.2
5263,SOFC,0.4,83.39
5264,SOFC,0.4,87.1
5265,SOFC,0.4,74.37
5266,SOFC,0.4,80.78
5267,SOFC,0.4,61.38
5268,SOFC,0.4,60.69
5269,standby,0.0,53.25
5270,standby,0.0,54.09
5271,standby,0.0,48.9
5272,standby,0.0,55.61
5273,standby,0.0,48.11
5274,standby,0.0,39.84
5275,standby,0.0,35.57
5276,standby,0.0,38.71
5277,standby,0.0,39.06
5278,standby,0.0,46.84
5279,SOFC,0.4,62.27
5280,SOFC,0.4,65.4
5281,SOFC,0.4,72.87
5282,standby,0.0,57.24
5283,SOFC,0.4,76.55
5284,SOFC,0.4,64.97
5285,SOFC,0.4,76.5
5286,SOFC,0.4,71.13
5287,SOFC,0.4,76.02
5288,SOFC,0.4,79.73
5289,SOFC,0.4,64.13
5290,standby,0.0,55.78
5291,standby,0.0,51.07
5292,standby,0.0,59.52
5293,standby,0.0,47.02
5294,SOEC,-0.4,31.28
5295,standby,0.0,37.29
5296,standby,0.0,36.74
5297,standby,0.0,49.95
5298,SOEC,-0.4,17.86
5299,SOEC,-0.4,27.7
5300,SOEC,-0.4,22.63
5301,standby,0.0,40.9
5302,SOEC,-0.4,29.81
5303,SOEC,-0.4,34.42
5304,standby,0.0,46.49
5305,standby,0.0,44.63
5306,SOFC,0.4,63.33
5307,SOFC,0.4,72.61
5308,standby,0.0,49.83
5309,SOFC,0.4,66.79
5310,SOFC,0.4,69.78
5311,standby,0.0,55.14
5312,SOFC,0.4,62.76
5313,SOFC,0.4,63.4
5314,standby,0.0,43.3
5315,standby,0.0,38.16
5316,standby,0.0,36.45
