hour,thermal_power_MWth,He_outlet_temp_C,steam_outlet_temp_C
4341,604.99,800.01,748.79
4342,597.85,800.09,746.39
4343,596.91,802.52,753.79
4344,599.85,802.69,755.13
4345,599.7,799.14,751.77
4346,598.25,802.75,754.81
4347,599.63,800.52,751.92
4348,601.71,800.62,749.67
4349,595.29,802.03,753.7
4350,594.5,799.73,750.6
4351,603.16,800.42,745.69
4352,602.34,800.84,749.18
4353,598.59,803.08,754.34
4354,597.48,796.37,747.24
4355,604.25,800.51,748.59
4356,594.37,798.15,747.28
4357,594.57,802.6,751.55
4358,596.4,797.84,747.93
4359,587.99,802.35,755.3
4360,610.13,799.03,754.05
4361,593.68,804.15,755.38
4362,605.3,798.18,741.66
4363,601.62,800.47,747.47
4364,602.06,801.05,750.82
4365,608.47,799.74,753.58
4366,602.42,797.38,751.71
4367,599.87,800.81,754.56
4368,607.56,796.53,744.88
4369,589.37,800.7,749.96
4370,606.5,800.42,753.37
4371,600.58,798.97,742.02
4372,599.68,795.09,743.14
4373,598.85,795.76,750.39
4374,601.84,798.22,749.38
4375,597.58,799.53,749.24
4376,595.24,800.94,751.66
4377,600.41,800.31,756.46
4378,603.56,797.3,748.49
4379,599.39,803.0,755.87
4380,602.42,802.35,755.62
4381,603.59,799.72,757.92
4382,603.3,801.79,751.76
4383,602.82,798.3,749.67
4384,603.06,799.36,751.56
4385,601.4,795.93,743.07
4386,589.28,798.49,753.88
4387,596.33,799.27,748.46
4388,598.56,801.52,748.82
4389,604.02,801.63,752.42
4390,597.48,797.64,743.71
4391,604.78,798.12,747.06
4392,607.04,799.23,750.42
4393,610.85,802.61,747.57
4394,603.01,801.83,752.45
4395,596.51,800.6,747.04
4396,601.78,800.81,751.23
4397,603.97,800.16,750.75
4398,592.31,800.73,750.63
4399,605.77,798.22,748.09
4400,597.25,798.75,752.4
4401,600.79,798.22,742.31
4402,594.63,802.25,751.84
4403,605.09,803.36,755.04
4404,590.47,799.89,755.27
4405,599.43,803.1,751.38
4406,597.22,801.39,751.41
4407,603.64,799.7,754.0
4408,597.58,795.98,745.41
4409,605.92,804.43,757.66
4410,598.23,801.82,754.4
4411,602.71,799.75,753.83
4412,603.16,800.03,748.24
4413,601.58,802.84,751.24
4414,602.34,799.24,743.99
4415,591.68,797.02,745.34
4416,596.74,802.69,753.56
4417,597.11,798.71,752.28
4418,602.91,798.97,749.75
4419,605.47,796.46,747.98
4420,600.96,802.73,749.74
4421,598.04,801.68,745.6
4422,599.67,796.28,750.11
4423,601.06,801.75,753.79
4424,599.11,801.3,753.98
4425,596.2,802.36,747.69
4426,593.72,798.68,746.56
4427,594.45,796.26,743.47
4428,593.74,798.74,747.63
4429,600.32,796.84,748.8
4430,596.28,802.05,754.72
4431,602.61,794.89,746.7
4432,588.33,799.26,747.25
4433,595.39,797.84,747.63
4434,598.54,798.55,749.86
4435,600.26,799.21,745.38
4436,599.79,800.63,749.32
4437,604.27,799.84,749.51
4438,606.8,799.68,750.46
4439,601.65,799.22,750.37
4440,599.97,802.36,747.51
4441,602.03,801.23,747.35
4442,598.83,798.43,744.72
4443,605.32,796.97,749.15
4444,599.1,800.1,747.31
4445,598.34,800.0,748.08
4446,601.77,798.17,742.98
4447,595.94,798.29,750.36
4448,606.96,800.57,750.37
4449,591.73,804.16,759.79
4450,594.08,802.45,743.81
4451,604.72,798.14,744.09
4452,607.38,799.89,751.04
4453,609.16,800.52,755.86
4454,596.52,800.9,747.06
4455,598.78,803.13,746.98
4456,600.8,799.2,748.89
4457,601.43,797.94,745.75
4458,604.53,800.06,750.81
4459,601.41,797.96,753.07
4460,612.12,799.84,748.22
4461,604.76,798.4,747.61
4462,605.21,801.12,750.17
4463,594.77,802.38,754.03
4464,603.69,797.48,747.09
4465,604.89,797.68,744.81
4466,603.86,797.67,750.85
4467,590.69,799.05,744.97
4468,595.35,801.52,750.08
4469,595.4,796.7,745.85
4470,598.31,800.27,746.02
4471,597.67,803.01,756.29
4472,614.66,797.88,745.85
4473,596.71,798.39,745.31
4474,599.41,798.41,752.91
4475,602.33,802.58,753.24
4476,599.72,799.91,747.76
4477,608.84,801.39,750.97
4478,601.75,798.45,748.83
4479,597.89,801.44,751.69
4480,597.7,799.4,750.47
4481,603.98,803.04,753.29
4482,605.8,801.36,756.4
4483,602.15,802.97,754.12
4484,596.6,801.83,753.03
4485,596.28,797.89,744.59
4486,602.22,802.95,752.89
4487,607.26,802.93,748.52
4488,603.04,796.92,749.05
4489,597.45,799.48,750.12
4490,598.29,798.06,748.57
4491,589.08,800.36,753.1
4492,604.81,799.97,753.64
4493,593.27,800.63,745.58
4494,604.72,798.35,746.86
4495,599.62,796.64,746.92
4496,609.44,797.27,743.87
4497,604.36,801.03,752.45
4498,600.87,797.91,749.78
4499,599.13,796.55,745.41
4500,595.92,797.84,749.84
4501,599.38,801.3,751.24
4502,598.41,797.75,744.62
4503,591.59,800.49,750.01
4504,605.38,799.58,744.86
4505,597.55,799.8,749.74
4506,597.41,800.32,752.26
4507,589.89,796.6,748.54
4508,596.79,800.09,749.33
4509,602.56,798.74,747.91
4510,595.02,798.82,751.43
4511,593.85,798.55,746.56
4512,597.51,798.95,746.09
4513,599.35,800.19,755.05
4514,603.8,801.01,749.07
4515,605.03,801.25,747.72
4516,598.32,806.32,757.55
4517,592.12,799.65,746.61
4518,595.79,801.94,755.13
4519,603.66,798.33,746.91
4520,592.98,797.67,746.45
4521,601.83,798.51,749.87
4522,610.28,797.78,752.7
4523,603.29,801.73,752.74
4524,600.34,803.02,753.88
4525,605.26,800.74,750.66
4526,600.63,799.42,755.2
4527,596.58,799.61,751.15
4528,599.52,800.19,747.18
4529,593.09,803.01,749.43
4530,592.0,801.45,753.06
4531,597.75,803.19,754.28
4532,594.88,798.96,748.17
4533,594.8,799.19,744.83
4534,593.09,800.12,751.02
4535,596.98,797.8,745.95
4536,594.76,801.26,748.74
4537,598.47,798.27,751.35
4538,594.98,796.9,745.84
4539,594.8,803.94,751.8
4540,597.27,802.1,751.82
4541,590.03,800.55,749.8
4542,593.85,801.22,753.11
4543,604.43,801.02,750.59
4544,601.65,799.18,748.17
4545,598.29,802.87,756.84
4546,590.67,802.2,753.57
4547,592.98,801.06,753.54
4548,596.93,796.57,749.03
4549,600.13,796.66,745.6
4550,595.05,800.48,750.26
4551,600.97,802.03,752.15
4552,597.35,797.22,752.45
4553,602.49,801.63,746.39
4554,600.25,798.29,747.84
4555,602.54,800.28,750.76
4556,598.17,799.09,745.18
4557,595.48,798.58,743.34
4558,602.35,799.04,747.23
4559,598.87,800.49,751.44
4560,599.02,802.27,754.49
4561,600.43,798.27,751.92
4562,603.86,798.7,749.75
4563,600.15,800.5,749.03
4564,603.31,800.43,750.4
4565,586.47,797.46,745.93
4566,600.57,794.61,745.67
4567,605.1,796.9,745.79
4568,603.29,798.24,747.81
4569,593.04,799.23,751.01
4570,594.68,801.09,748.68
4571,606.65,796.53,749.66
4572,610.0,798.89,745.16
4573,600.39,802.38,753.15
4574,615.61,798.19,745.77
4575,596.9,801.64,755.34
4576,604.19,801.07,750.5
4577,593.46,801.95,752.08
4578,600.34,798.02,747.37
4579,591.77,799.3,750.49
4580,601.08,798.41,747.88
4581,594.84,801.8,747.26
4582,593.14,799.28,748.54
4583,605.34,799.28,752.03
4584,600.73,794.38,744.6
4585,593.9,796.06,740.49
4586,594.52,801.34,751.73
4587,590.2,801.13,751.1
4588,594.62,799.68,751.57
4589,594.38,804.82,757.35
4590,599.75,798.74,746.42
4591,598.76,800.74,750.06
4592,592.98,800.45,747.74
4593,592.75,801.33,750.95
4594,606.74,800.88,749.43
4595,602.08,796.99,746.39
4596,602.34,797.15,745.97
4597,597.51,799.07,750.73
4598,591.8,800.64,756.01
4599,599.58,803.01,752.04
4600,594.58,800.7,752.57
4601,611.25,798.5,746.82
4602,593.81,798.89,738.66
4603,604.68,800.99,751.49
4604,596.24,798.62,749.16
4605,597.57,800.66,756.07
4606,604.79,795.28,746.97
4607,592.07,796.93,745.85
4608,603.83,800.25,745.02
4609,595.25,803.52,754.3
4610,600.92,798.01,750.73
4611,602.36,800.36,758.09
4612,601.51,802.04,752.34
4613,591.34,800.12,752.41
4614,595.14,799.19,749.35
4615,598.32,802.01,753.98
4616,592.52,796.77,747.7
4617,599.42,795.0,741.06
4618,602.72,796.41,746.53
4619,594.96,795.7,744.91
4620,602.03,797.41,747.93
4621,597.45,798.86,751.44
4622,598.75,798.02,750.44
4623,600.81,794.27,743.08
4624,603.34,798.61,749.14
4625,592.46,798.98,746.88
4626,602.03,800.49,746.85
4627,601.84,801.35,749.5
4628,598.17,800.46,749.77
4629,592.15,793.75,744.97
4630,599.97,797.67,756.23
4631,599.52,798.07,749.31
4632,596.35,796.84,743.53
4633,601.17,802.26,752.83
4634,593.96,798.23,747.65
4635,600.49,797.07,750.82
4636,597.57,800.09,748.29
4637,601.25,795.95,747.02
4638,590.69,797.13,750.42
4639,583.43,799.86,749.66
4640,590.76,797.13,745.24
4641,597.57,802.46,755.15
4642,607.26,800.26,749.57
4643,599.03,799.23,754.12
4644,604.59,799.61,749.23
4645,601.13,796.23,745.87
4646,587.0,798.96,750.77
4647,597.68,796.57,747.24
4648,593.98,801.49,748.04
4649,592.64,803.22,751.34
4650,597.38,796.53,744.75
4651,599.03,798.01,743.99
4652,588.39,799.39,747.06
4653,592.84,801.42,752.14
4654,594.13,803.07,755.04
4655,596.37,798.99,748.63
4656,600.75,801.96,754.56
4657,593.48,799.27,746.78
4658,599.43,798.22,753.77
4659,607.22,795.96,749.84
4660,597.16,797.63,749.81
4661,598.79,798.99,750.05
4662,595.79,798.13,743.03
4663,593.26,804.43,758.83
4664,594.31,799.55,747.33
4665,600.77,798.49,748.06
4666,591.43,795.93,744.46
4667,593.58,798.2,747.65
4668,593.88,797.83,747.8
4669,599.26,798.79,755.38
4670,595.33,802.78,752.25
4671,595.1,800.31,749.85
4672,595.25,799.64,751.39
4673,597.92,798.44,749.23
4674,603.36,798.23,750.31
4675,603.85,799.59,754.12
4676,590.96,800.14,749.04
4677,597.39,800.23,754.2
4678,600.84,800.69,750.74
4679,606.11,800.75,748.97
4680,591.2,796.25,743.84
4681,597.73,799.49,751.23
4682,601.57,801.28,752.55
4683,593.88,797.89,747.36
4684,594.15,797.27,748.66
4685,594.49,795.35,743.82
4686,598.58,797.07,752.02
4687,595.33,798.47,746.51
4688,599.07,801.15,751.27
4689,593.69,795.98,740.46
4690,602.73,801.22,755.43
4691,599.1,799.06,753.38
4692,587.77,795.9,745.34
4693,599.78,800.17,750.09
4694,589.11,800.21,746.28
4695,593.8,799.33,747.95
4696,596.24,799.71,749.7
4697,594.1,800.35,749.9
4698,600.11,799.22,743.45
4699,606.69,800.73,750.68
4700,586.28,796.4,744.85
4701,593.68,799.59,745.78
4702,597.49,799.61,746.1
4703,595.79,801.04,747.5
4704,586.98,800.25,752.11
4705,602.73,798.05,753.56
4706,597.25,800.04,760.17
4707,600.32,797.18,745.4
4708,599.32,796.99,742.16
4709,595.05,798.67,746.75
4710,590.06,796.83,743.39
4711,596.92,798.33,740.68
4712,589.73,800.14,751.57
4713,601.8,800.66,748.66
4714,602.34,796.69,746.57
4715,598.5,794.66,744.28
4716,595.53,796.88,745.04
4717,601.68,798.1,740.33
4718,602.66,803.4,750.15
4719,599.41,797.36,743.21
4720,602.96,802.28,749.25
4721,603.14,800.28,748.26
4722,604.04,798.67,749.53
4723,602.92,798.47,747.54
4724,583.24,801.14,748.88
4725,598.76,797.65,747.32
4726,597.05,802.6,752.23
4727,600.4,799.97,753.37
4728,588.78,798.17,756.43
4729,590.43,799.09,743.67
4730,605.45,801.03,752.67
4731,599.53,802.34,747.08
4732,597.88,799.57,751.05
4733,593.54,797.83,742.15
4734,591.17,799.28,747.91
4735,592.66,796.53,743.28
4736,592.68,800.27,750.1
4737,599.67,797.48,744.87
4738,597.8,797.84,747.34
4739,591.76,800.6,749.5
4740,600.81,800.51,752.72
4741,582.1,797.04,746.16
4742,582.1,799.25,754.68
4743,599.98,798.93,747.37
4744,604.73,797.49,748.57
4745,582.24,799.19,745.0
4746,593.65,798.71,748.18
4747,605.06,798.24,746.12
4748,588.08,800.55,752.74
4749,600.79,796.12,747.14
4750,594.38,797.92,747.93
4751,600.94,797.52,745.12
4752,602.14,796.09,748.16
4753,597.91,799.05,750.12
4754,591.72,796.95,751.13
4755,591.09,797.5,736.98
4756,593.52,800.01,751.81
4757,587.61,795.53,746.77
4758,599.71,799.79,749.33
4759,586.41,801.55,754.37
4760,603.42,799.29,751.19
4761,591.95,800.25,748.31
4762,594.67,803.92,749.97
4763,592.96,799.15,750.45
4764,604.39,799.48,751.64
4765,598.56,800.77,746.55
4766,601.18,797.67,747.13
4767,593.25,797.2,744.21
4768,599.46,798.6,751.25
4769,599.71,798.06,750.14
4770,596.18,796.21,745.25
4771,597.01,796.06,744.69
4772,597.36,795.88,747.26
4773,597.11,797.6,747.59
4774,599.84,796.46,745.08
4775,591.5,799.74,743.74
4776,580.95,801.47,748.52
4777,592.28,799.59,753.06
4778,592.46,797.17,752.07
4779,596.99,802.89,751.73
4780,596.2,797.42,748.01
4781,592.78,797.75,746.95
4782,586.27,798.05,746.3
4783,592.59,800.5,748.58
4784,597.41,796.95,741.87
4785,601.85,801.98,751.88
4786,592.11,794.79,745.66
4787,595.18,797.18,746.05
4788,594.2,800.37,753.63
4789,590.22,803.44,750.44
4790,599.75,801.72,749.19
4791,597.49,799.79,745.88
4792,608.57,796.96,751.53
4793,589.73,797.33,744.82
4794,594.79,800.13,749.77
4795,595.92,800.16,747.39
4796,591.49,797.75,750.14
4797,601.36,797.74,749.84
4798,593.65,800.75,750.82
4799,592.07,800.15,750.14
4800,599.94,799.33,750.16
4801,590.52,797.13,747.89
4802,596.82,799.42,751.79
4803,591.12,797.67,744.4
4804,593.76,798.5,751.11
4805,595.42,798.96,746.19
4806,598.47,799.7,749.69
4807,595.53,794.59,742.08
4808,592.66,800.6,750.43
4809,597.37,800.46,751.07
4810,590.91,799.98,752.16
4811,600.79,799.28,753.17
4812,609.68,795.92,746.52
4813,595.77,800.42,746.98
4814,598.03,797.41,745.25
4815,589.32,797.14,744.61
4816,595.02,802.43,755.13
4817,598.74,799.04,742.64
4818,597.39,797.99,747.66
4819,591.81,797.54,747.18
4820,592.78,798.84,751.78
4821,593.89,797.0,745.92
4822,593.88,793.57,742.0
4823,591.32,796.18,748.31
4824,601.07,798.43,749.57
4825,599.8,799.98,754.13
4826,588.99,799.72,748.88
4827,605.5,799.73,748.19
4828,599.36,796.65,744.57
4829,592.49,798.87,750.52
4830,594.11,799.78,754.17
4831,594.47,799.84,744.61
4832,589.38,797.33,748.77
4833,586.47,799.66,749.29
4834,592.12,798.66,748.79
4835,599.84,797.71,751.63
4836,587.01,796.27,749.08
4837,594.38,797.92,751.07
4838,593.34,797.1,748.31
4839,592.58,796.38,747.15
4840,593.35,797.71,749.67
4841,598.63,797.5,754.98
4842,590.67,802.84,753.15
4843,592.99,800.16,750.98
4844,597.41,797.09,745.08
4845,590.69,800.59,745.44
4846,598.73,799.22,752.91
4847,601.39,795.66,745.02
4848,592.2,798.52,750.44
4849,600.76,798.83,749.75
4850,591.14,797.8,752.17
4851,587.16,794.74,743.82
4852,603.33,794.09,739.99
4853,595.17,799.81,753.85
4854,596.01,798.48,749.34
4855,591.97,796.94,747.3
4856,590.19,800.44,744.03
4857,594.87,798.45,750.19
4858,605.54,795.94,740.63
4859,592.94,798.64,751.31
4860,600.23,800.04,749.08
4861,605.43,793.91,745.46
4862,594.19,800.44,750.48
4863,595.3,800.6,749.57
4864,593.37,799.41,747.04
4865,592.06,798.17,741.99
4866,592.18,798.82,748.2
4867,582.9,796.42,747.2
4868,592.55,796.54,747.72
4869,591.07,801.19,753.53
4870,595.2,797.19,748.36
4871,607.1,797.47,753.38
4872,597.08,799.71,748.16
4873,596.19,794.34,749.62
4874,592.67,797.08,747.61
4875,597.85,797.28,749.18
4876,594.86,798.32,751.2
4877,590.58,799.42,739.24
4878,596.97,798.08,753.08
4879,589.96,798.3,749.87
4880,592.95,795.32,743.17
4881,593.82,792.93,741.53
4882,593.35,797.72,750.19
4883,602.77,796.46,745.43
4884,599.6,797.67,745.67
4885,588.85,799.09,748.49
4886,589.94,795.57,742.86
4887,595.87,800.97,747.2
4888,601.85,799.36,749.16
4889,592.94,797.88,739.93
4890,587.97,798.89,750.19
4891,595.85,797.01,743.79
4892,593.01,796.97,753.0
4893,604.72,794.29,745.88
4894,590.48,793.4,745.97
4895,589.55,798.02,743.49
4896,592.33,794.77,747.7
4897,589.61,799.57,744.41
4898,596.4,797.67,746.66
4899,593.27,797.02,741.97
4900,599.57,796.72,745.95
4901,607.37,793.95,744.89
4902,593.07,799.11,748.24
4903,587.79,799.21,746.88
4904,592.1,795.67,747.69
4905,590.7,799.14,749.1
4906,597.89,795.47,745.02
4907,597.28,794.99,745.9
4908,597.31,800.74,747.36
4909,593.93,794.54,747.07
4910,592.84,794.44,747.0
4911,599.16,796.44,745.24
4912,599.95,799.15,750.01
4913,603.6,797.26,747.76
4914,599.8,800.17,753.36
4915,595.48,800.54,758.15
4916,589.96,797.95,752.09
4917,599.38,797.09,743.48
4918,594.44,799.86,752.47
4919,595.79,800.28,758.56
4920,594.45,795.61,742.62
4921,583.7,800.03,754.34
4922,598.79,797.11,749.13
4923,590.94,797.87,748.53
4924,595.92,800.0,750.83
4925,596.48,796.48,745.45
4926,592.28,800.27,745.83
4927,598.83,795.61,748.65
4928,604.23,798.16,743.02
4929,593.12,795.1,744.47
4930,592.42,797.23,747.31
4931,594.12,800.13,749.12
4932,597.01,794.37,744.99
4933,591.01,794.8,750.61
4934,591.61,800.03,750.72
4935,593.9,796.99,747.84
4936,590.68,797.48,750.49
4937,591.01,799.53,751.08
4938,596.77,799.4,749.79
4939,590.5,795.47,744.48
4940,595.52,797.87,748.2
4941,589.15,798.18,749.84
4942,594.84,797.7,749.34
4943,590.12,796.59,743.69
4944,593.63,798.73,744.51
4945,601.0,796.85,748.44
4946,590.23,798.27,745.9
4947,589.5,797.91,748.23
4948,595.36,798.84,748.12
4949,592.47,794.57,743.14
4950,608.57,798.35,749.99
4951,586.31,800.97,751.25
4952,594.03,800.25,753.95
4953,606.93,796.74,749.1
4954,595.5,798.69,746.05
4955,595.45,797.01,745.72
4956,586.27,796.58,745.84
4957,592.2,798.35,746.41
4958,594.36,797.51,751.03
4959,583.46,794.05,742.6
4960,598.57,799.85,749.8
4961,588.77,798.79,749.93
4962,600.14,799.67,746.27
4963,584.39,799.12,749.19
4964,596.92,800.22,755.09
4965,598.55,798.94,749.12
4966,588.33,795.74,744.76
4967,597.99,795.68,748.14
4968,592.93,797.06,749.45
4969,588.28,796.19,739.23
4970,588.49,793.32,742.91
4971,593.2,795.86,746.99
4972,594.54,800.18,752.72
4973,597.2,795.77,749.27
4974,593.17,798.4,747.6
4975,597.21,796.23,746.33
4976,594.85,797.96,745.97
4977,593.87,797.18,750.84
4978,587.3,796.37,739.95
4979,588.79,798.69,744.47
4980,594.25,796.87,751.64
4981,596.69,795.53,745.39
4982,599.89,797.69,746.36
4983,596.62,800.85,753.86
4984,597.37,796.42,741.35
4985,598.61,797.68,748.37
4986,592.68,799.37,751.54
4987,598.52,797.91,748.12
4988,597.21,794.92,734.79
4989,597.51,795.41,744.27
4990,594.82,794.07,741.11
4991,596.22,797.41,752.86
4992,594.62,795.13,748.41
4993,586.01,796.32,745.45
4994,600.86,798.36,742.94
4995,598.7,797.43,747.43
4996,594.68,794.4,740.86
4997,597.49,797.5,749.02
4998,591.01,797.62,748.57
4999,590.13,800.71,749.54
5000,591.61,798.07,749.16
5001,592.75,799.59,757.32
5002,593.76,801.55,746.6
5003,586.9,800.24,746.79
5004,583.77,795.58,746.36
5005,587.19,797.37,744.87
5006,589.46,803.52,754.69
5007,599.78,796.09,742.19
5008,583.91,797.66,747.82
5009,596.86,799.68,749.62
5010,588.27,798.59,750.54
5011,591.5,796.83,746.24
5012,594.44,799.72,752.76
5013,593.73,795.02,742.02
5014,596.74,796.98,747.96
5015,579.51,798.71,743.39
5016,603.56,795.68,738.88
5017,597.94,800.39,746.26
5018,589.95,799.13,755.26
5019,597.0,800.34,754.74
5020,599.81,801.71,752.8
5021,609.48,798.32,745.82
5022,597.8,795.0,747.68
5023,592.49,798.53,743.66
5024,592.2,798.38,742.33
5025,587.55,800.0,749.56
5026,599.13,796.21,746.05
5027,595.85,795.17,746.57
5028,596.33,797.11,745.11
5029,595.05,800.61,748.76
5030,580.6,798.27,753.63
5031,588.42,797.32,746.8
5032,579.24,797.56,745.9
5033,595.45,797.79,748.93
5034,589.76,800.03,748.53
5035,592.8,798.17,753.53
5036,592.09,801.44,752.44
5037,602.57,797.75,746.66
5038,590.45,797.65,745.2
5039,590.98,799.53,743.59
5040,588.27,797.8,748.48
5041,587.98,802.8,750.32
5042,591.3,796.49,741.12
5043,590.71,797.14,743.51
5044,594.5,794.27,748.1
5045,584.88,800.31,749.65
5046,587.12,801.48,752.06
5047,594.49,798.44,749.08
5048,586.66,800.67,756.31
5049,592.5,794.82,742.73
5050,594.19,799.34,748.97
5051,591.98,798.87,751.79
5052,591.54,801.7,751.7
5053,593.78,799.03,749.99
5054,588.58,798.98,748.49
5055,602.39,797.1,744.69
5056,589.38,799.69,753.06
5057,597.8,795.06,744.27
5058,596.67,796.96,748.34
5059,582.68,797.22,748.08
5060,586.97,793.86,732.82
5061,594.74,798.95,748.66
5062,603.82,794.6,744.77
5063,596.81,799.96,743.02
5064,599.53,795.67,741.69
5065,591.66,797.52,746.77
5066,600.92,799.28,747.8
5067,598.92,802.01,754.72
5068,576.66,796.61,751.17
5069,590.59,796.35,744.5
5070,589.59,799.85,747.18
5071,587.44,798.13,747.93
5072,593.93,798.88,752.02
5073,600.69,798.45,748.4
5074,591.95,797.56,750.74
5075,589.29,797.24,750.47
5076,594.17,801.02,752.8
5077,594.78,795.02,744.85
5078,594.47,794.77,741.53
5079,586.29,795.78,746.31
5080,599.14,801.1,749.29
5081,584.82,801.76,756.95
5082,587.23,799.49,752.79
5083,596.62,793.94,743.49
5084,599.17,798.99,748.67
5085,590.31,797.49,743.16
5086,589.62,795.77,744.33
5087,589.58,800.56,756.72
5088,587.07,800.47,751.64
5089,589.73,796.37,746.05
5090,588.04,799.69,750.95
5091,588.03,796.49,745.65
5092,590.99,797.83,747.71
5093,593.14,794.94,744.89
5094,596.37,796.1,751.31
5095,592.31,794.76,738.07
5096,592.53,796.73,744.56
5097,591.22,794.14,737.25
5098,588.08,803.01,751.66
5099,591.94,796.45,746.11
5100,595.13,798.3,750.13
5101,594.92,798.7,745.19
5102,589.15,794.43,741.81
5103,591.92,798.64,750.61
5104,596.49,796.15,747.6
5105,594.14,798.02,747.09
5106,588.96,797.47,740.4
5107,586.03,796.97,746.86
5108,579.97,796.01,746.61
5109,599.11,800.12,750.45
5110,603.98,800.49,745.54
5111,596.18,798.79,745.32
5112,588.18,798.3,750.88
5113,590.89,795.7,750.38
5114,589.29,798.48,750.95
5115,590.85,796.7,745.19
5116,594.01,793.95,742.93
5117,594.71,796.48,743.49
5118,587.65,797.18,748.57
5119,594.03,799.42,753.01
5120,579.01,797.9,750.22
5121,599.64,797.23,749.1
5122,585.52,797.27,745.06
5123,592.68,799.38,748.47
5124,594.89,795.47,743.97
5125,593.43,797.76,750.19
5126,594.92,799.76,749.84
5127,598.87,797.7,750.61
5128,589.27,797.1,748.3
5129,593.45,797.09,744.5
5130,589.13,793.7,739.19
5131,597.99,797.83,753.73
5132,591.54,794.97,743.7
5133,591.64,797.63,747.97
5134,591.15,796.29,751.52
5135,593.95,801.37,752.89
5136,591.79,796.81,743.71
5137,591.76,793.02,743.2
5138,590.28,797.28,751.71
5139,590.9,794.62,745.67
5140,592.68,798.25,758.36
5141,597.25,799.22,743.16
5142,593.94,795.49,744.33
5143,589.77,798.05,743.97
5144,590.18,797.89,750.06
5145,600.1,795.3,741.44
5146,584.48,796.42,744.06
5147,585.39,800.19,748.36
5148,588.34,797.05,747.59
5149,595.31,796.72,746.15
5150,587.67,797.71,750.63
5151,587.51,796.75,743.55
5152,596.87,797.06,748.26
5153,584.8,798.31,747.67
5154,595.54,797.69,741.89
5155,598.25,802.69,756.01
5156,595.71,800.65,748.44
5157,593.14,797.47,747.91
5158,595.61,797.94,745.18
5159,605.15,795.18,753.62
5160,592.22,796.13,750.99
5161,592.23,797.33,745.87
5162,602.68,799.42,750.24
5163,589.15,798.07,748.93
5164,590.75,797.84,743.62
5165,601.16,796.61,748.51
5166,596.78,794.85,744.97
5167,585.73,795.95,749.19
5168,592.56,796.23,745.76
5169,595.61,798.51,745.06
5170,591.58,800.43,748.13
5171,591.36,795.61,741.96
5172,585.38,797.61,748.05
5173,595.17,800.82,752.97
5174,602.4,796.96,742.7
5175,593.94,799.04,750.19
5176,596.72,794.66,746.83
5177,587.52,801.38,752.73
5178,586.57,795.99,741.92
5179,587.94,795.69,750.78
5180,593.37,800.89,751.94
5181,592.45,799.17,744.36
5182,583.76,795.67,743.95
5183,590.1,798.18,746.37
5184,592.06,798.43,747.71
5185,593.54,794.9,749.29
5186,592.16,795.09,745.83
5187,596.22,799.19,748.75
5188,584.96,798.59,753.31
5189,600.96,795.0,746.46
5190,581.69,797.05,753.39
5191,597.19,798.72,749.05
5192,598.51,797.57,752.41
5193,586.87,796.63,740.4
5194,601.35,795.73,747.97
5195,591.03,798.27,747.74
5196,590.87,797.08,747.92
5197,596.24,797.02,748.32
5198,592.38,797.45,749.44
5199,589.36,799.05,753.98
5200,590.02,793.27,744.98
5201,592.73,796.21,746.24
5202,588.73,797.89,749.42
5203,594.39,797.61,744.96
5204,589.17,801.14,756.92
5205,589.43,797.88,745.95
5206,589.51,799.73,752.15
5207,581.72,798.89,752.68
5208,590.21,799.47,751.28
5209,593.7,796.82,744.99
5210,599.97,794.98,742.89
5211,599.18,801.11,754.59
5212,591.65,797.36,748.59
5213,591.51,796.86,745.56
5214,588.15,795.11,742.72
5215,595.37,798.53,746.6
5216,585.27,791.73,742.32
5217,587.13,794.01,751.27
5218,584.0,793.77,740.13
5219,590.97,794.8,737.82
5220,592.49,796.51,746.62
5221,585.76,798.53,746.66
5222,586.71,796.67,745.59
5223,594.33,799.08,745.68
5224,590.25,801.64,755.49
5225,586.74,797.65,746.22
5226,588.36,799.23,750.7
5227,594.93,798.77,753.48
5228,594.36,797.98,747.3
5229,590.75,794.58,742.12
5230,586.1,797.15,746.75
5231,585.05,795.4,745.1
5232,582.46,798.0,749.58
5233,586.91,797.9,747.91
5234,594.51,796.24,746.53
5235,587.47,798.55,747.17
5236,586.25,796.44,747.05
5237,586.7,797.86,748.86
5238,589.11,794.78,746.43
5239,596.55,793.99,738.99
5240,586.72,800.11,746.56
5241,588.31,799.3,745.06
5242,585.37,798.13,750.99
5243,595.92,795.42,741.94
5244,591.06,795.24,743.94
5245,584.25,794.45,744.4
5246,585.97,796.82,742.47
5247,593.26,797.94,746.43
5248,596.62,796.16,753.75
5249,588.09,800.15,750.31
5250,594.54,792.7,748.07
5251,593.08,798.71,747.23
5252,600.62,796.83,748.74
5253,586.24,797.21,745.83
5254,600.16,791.32,742.06
5255,595.07,795.59,747.98
5256,586.63,794.65,743.29
5257,594.49,799.65,751.23
5258,587.32,795.81,744.85
5259,592.3,793.25,744.02
5260,594.09,797.69,750.73
5261,588.02,799.01,753.2
5262,600.23,798.39,751.53
5263,591.05,796.96,746.85
5264,591.36,798.54,752.4
5265,595.16,795.02,747.77
5266,594.8,797.61,746.14
5267,595.55,797.96,744.81
5268,594.64,797.03,741.92
5269,601.84,796.24,751.52
5270,592.3,795.12,740.47
