hour,grid_demand_MW,day_ahead_price_USD_MWh
2409,6064.1,71.99
2410,6284.7,66.8
2411,5912.4,52.32
2412,5927.7,68.66
2413,5874.3,56.64
2414,5662.8,51.48
2415,5767.3,61.78
2416,5549.7,37.84
2417,5626.4,26.32
2418,5886.6,43.09
2419,5817.1,44.53
2420,5825.2,22.9
2421,5925.1,31.01
2422,6058.6,52.15
2423,5655.4,50.56
2424,6030.5,63.08
2425,5915.8,61.76
2426,6030.8,67.77
2427,6011.2,72.71
2428,6565.5,72.48
2429,5992.1,70.89
2430,6310.6,67.68
2431,6531.3,79.86
2432,6233.9,85.04
2433,5795.6,72.88
2434,6469.1,55.17
2435,6361.7,47.34
2436,5827.8,38.87
2437,6071.3,43.21
2438,5885.6,39.59
2439,5565.4,30.56
2440,5881.8,38.35
2441,5617.0,26.3
2442,5696.4,26.27
2443,5801.3,19.48
2444,5803.1,34.19
2445,5857.7,27.71
2446,5659.2,14.19
2447,5495.1,46.92
2448,5871.0,33.06
2449,6193.2,37.98
2450,5949.9,41.02
2451,6177.4,59.74
2452,6284.4,49.81
2453,6257.0,62.11
2454,6482.1,58.99
2455,6189.2,61.67
2456,6221.7,69.06
2457,6230.8,63.68
2458,6155.4,48.6
2459,5830.4,61.37
2460,6200.2,35.78
2461,6056.5,23.21
2462,5698.1,16.79
2463,5851.5,27.39
2464,5664.0,9.99
2465,5821.7,20.6
2466,5905.6,22.69
2467,5446.8,18.64
2468,5990.1,19.07
2469,6016.4,22.3
2470,5685.0,22.34
2471,5541.6,39.42
2472,5986.3,39.84
2473,6108.0,32.81
2474,5978.7,26.53
2475,6059.2,62.22
2476,6338.0,59.56
2477,6267.2,62.05
2478,6167.9,44.65
2479,6380.8,46.24
2480,6249.0,57.54
2481,6489.7,46.82
2482,6467.5,43.9
2483,6094.9,50.89
2484,5959.5,36.07
2485,5910.2,32.07
2486,5725.0,33.28
2487,5831.2,13.95
2488,5584.3,20.92
2489,5723.1,32.51
2490,5571.4,25.81
2491,5567.7,14.16
2492,5643.9,21.24
2493,5694.8,17.35
2494,5879.8,26.52
2495,5959.2,28.55
2496,5981.6,37.07
2497,6089.8,50.77
2498,6200.9,42.61
2499,6061.0,62.86
2500,6250.9,71.08
2501,6227.7,47.43
2502,6166.0,61.88
2503,6402.7,61.66
2504,6518.5,64.23
2505,6363.2,57.1
2506,6252.6,51.78
2507,6102.8,61.77
2508,6010.1,54.33
2509,5950.2,36.43
2510,5893.9,35.87
2511,5934.8,35.76
2512,5675.0,18.17
2513,5703.6,33.36
2514,5841.2,14.61
2515,5591.0,35.03
2516,5638.5,27.2
2517,5679.1,25.93
2518,5768.7,41.25
2519,6043.1,45.76
2520,6261.5,35.19
2521,5939.4,41.07
2522,5905.9,59.64
2523,6101.7,50.79
2524,6245.4,65.42
2525,6202.8,78.75
2526,6332.8,76.91
2527,6243.9,68.86
2528,6375.3,68.4
2529,6243.1,72.85
2530,5746.1,60.35
2531,5881.2,47.08
2532,5926.4,51.16
2533,5664.2,55.16
2534,5888.2,36.49
2535,5890.0,51.6
2536,5747.7,35.29
2537,5643.0,55.73
2538,5641.3,35.77
2539,5568.1,50.5
2540,5694.9,42.98
2541,5591.7,34.57
2542,5748.7,52.77
2543,5779.8,45.21
2544,5859.1,49.48
2545,6370.5,73.55
2546,6074.6,75.31
2547,6240.1,71.43
2548,6211.4,79.16
2549,6092.7,79.93
2550,6305.3,78.43
2551,6050.2,78.26
2552,6259.6,79.97
2553,6219.8,75.98
2554,6086.4,71.98
2555,5880.6,71.33
2556,6064.3,74.0
2557,6106.4,70.11
2558,5493.0,60.66
2559,5634.7,55.19
2560,5546.2,43.76
2561,5575.2,37.84
2562,5603.5,43.73
2563,5643.2,47.66
2564,5977.6,42.85
2565,5697.7,38.32
2566,5885.7,64.38
2567,5922.2,58.3
2568,5968.7,73.53
2569,6171.0,68.56
2570,6069.8,82.14
2571,6308.7,81.94
2572,6482.1,89.98
2573,6111.5,88.65
2574,6404.0,82.29
2575,6295.3,82.53
2576,6270.5,94.06
2577,6144.2,74.6
2578,6242.1,75.94
2579,5810.0,71.4
2580,5938.7,67.22
2581,5696.7,54.65
2582,5526.2,59.28
2583,5906.5,46.89
2584,5489.1,29.17
2585,5903.1,41.08
2586,5729.7,42.19
2587,5690.5,37.09
2588,5580.5,41.28
2589,5878.4,44.87
2590,5969.3,56.31
2591,5889.7,55.2
2592,6193.9,69.35
2593,6022.1,53.83
2594,6056.5,60.12
2595,6201.2,74.28
2596,6468.2,76.99
2597,6125.8,80.83
2598,6418.5,70.77
2599,6329.9,65.59
2600,6310.9,67.07
2601,6135.4,47.3
2602,6016.6,68.36
2603,6085.6,51.11
2604,5861.3,43.19
2605,5905.5,45.32
2606,5773.9,49.5
2607,5830.6,39.03
2608,5803.9,28.18
2609,5803.3,32.8
2610,5637.0,30.27
2611,5801.8,39.73
2612,5878.8,36.94
2613,5552.5,28.38
2614,5855.7,34.86
2615,5647.3,40.52
2616,6122.2,28.29
2617,6379.1,23.83
2618,6139.0,53.59
2619,6111.2,62.39
2620,6221.3,81.13
2621,6166.4,59.31
2622,6071.4,58.62
2623,5909.7,69.17
2624,6086.7,48.72
2625,6110.9,68.6
2626,6016.9,41.74
2627,6023.2,47.26
2628,5956.0,39.12
2629,5750.6,22.18
2630,5790.0,24.36
2631,5741.1,15.24
2632,5645.0,15.85
2633,5763.5,26.29
2634,6038.5,1.65
2635,5782.3,0.71
2636,5659.0,17.95
2637,5596.5,11.44
2638,6180.5,31.66
2639,5963.8,30.11
2640,5941.8,42.63
2641,6141.0,26.04
2642,6141.4,46.7
2643,6276.0,70.43
2644,6228.8,57.79
2645,6099.1,59.36
2646,6211.7,62.98
2647,6039.6,50.16
2648,6297.3,48.64
2649,6241.8,39.4
2650,6216.5,46.73
2651,6177.8,61.27
2652,5562.6,40.55
2653,5824.0,17.85
2654,5757.1,20.46
2655,5653.2,27.35
2656,5686.9,20.97
2657,5486.9,15.43
2658,5824.5,10.48
2659,5378.6,8.27
2660,5470.2,8.4
2661,5556.0,35.14
2662,5877.1,29.67
2663,5752.3,41.1
2664,6103.7,39.7
2665,5833.3,45.48
2666,6075.5,47.73
2667,6197.1,50.43
2668,6256.5,47.12
2669,6062.5,53.85
2670,6248.7,47.41
2671,5911.6,51.1
2672,6588.8,59.13
2673,6306.9,52.57
2674,6227.6,51.87
2675,5973.4,57.83
2676,5917.9,49.15
2677,5955.4,40.71
2678,5749.8,24.12
2679,5809.5,21.88
2680,5896.2,22.93
2681,5486.8,20.73
2682,5784.9,10.24
2683,5509.3,40.09
2684,5535.7,32.31
2685,5719.0,38.99
2686,5854.1,35.91
2687,5606.7,46.58
2688,6120.7,49.15
2689,5851.2,63.86
2690,5706.1,66.92
2691,6060.5,63.72
2692,6018.0,58.2
2693,6226.3,62.44
2694,6264.7,69.2
2695,6019.8,73.95
2696,6159.7,62.2
2697,6300.0,66.71
2698,6398.0,73.37
2699,5964.9,68.06
2700,5976.0,53.59
2701,5721.8,51.7
2702,5746.4,57.04
2703,5893.4,54.99
2704,5605.9,43.61
2705,5521.5,46.44
2706,5609.0,46.51
2707,5517.7,38.63
2708,5560.1,38.2
2709,5746.9,53.43
2710,5644.9,61.84
2711,5473.3,51.34
2712,5839.8,56.15
2713,5909.0,63.08
2714,6081.7,58.02
2715,6216.6,63.27
2716,6194.6,68.42
2717,6103.5,80.81
2718,6260.6,79.04
2719,6317.9,77.81
2720,6079.5,79.26
2721,6100.1,89.09
2722,6349.2,76.11
2723,6103.9,68.83
2724,6131.4,68.9
2725,5879.8,53.31
2726,5678.5,54.42
2727,5818.6,43.9
2728,5601.8,32.57
2729,5440.2,43.31
2730,5496.7,44.23
2731,5691.7,41.71
2732,5649.8,56.53
2733,5659.8,51.1
2734,5714.0,59.39
2735,5834.7,48.91
2736,6109.1,73.76
2737,5725.3,73.13
2738,6110.4,87.21
2739,6303.1,87.33
2740,6215.1,66.05
2741,6282.8,73.7
2742,6384.2,74.83
2743,6082.0,83.76
2744,6203.4,88.09
2745,5954.4,74.79
2746,6185.9,74.77
2747,6238.4,59.78
2748,6017.2,56.26
2749,5694.8,59.53
2750,6150.8,58.37
2751,5868.1,50.65
2752,5541.6,37.41
2753,5655.3,34.41
2754,5550.2,34.02
2755,5634.3,40.88
2756,5787.7,54.18
2757,5648.1,42.35
2758,5596.5,48.12
2759,5641.4,59.94
2760,5914.3,60.99
2761,6117.9,66.55
2762,5816.7,65.56
2763,6117.1,72.32
2764,6177.5,73.21
2765,6101.1,61.25
2766,6022.4,65.35
2767,6233.3,68.75
2768,6224.2,63.97
2769,6117.6,60.23
2770,6063.8,77.29
2771,5939.9,58.27
2772,5886.3,59.62
2773,6112.4,26.21
2774,5797.8,52.77
2775,5819.3,25.44
2776,5521.4,43.19
2777,5491.4,23.2
2778,5630.9,17.6
2779,5516.9,31.52
2780,5505.4,17.38
2781,5577.1,29.07
2782,5681.9,22.4
2783,6164.3,58.21
2784,6200.2,36.06
2785,6168.9,53.42
2786,6235.9,54.77
2787,6245.7,60.9
2788,5954.4,55.39
2789,6319.4,63.3
2790,5959.9,77.17
2791,6430.9,58.99
2792,6245.1,52.43
2793,6000.3,46.44
2794,6118.9,50.79
2795,5832.8,40.61
2796,5881.4,34.05
2797,5818.1,32.87
2798,5706.8,21.2
2799,5963.1,22.93
2800,5739.8,12.53
2801,5703.0,26.06
2802,5532.0,5.94
2803,5577.2,11.96
2804,5795.7,32.94
2805,5614.1,16.67
2806,5676.3,21.02
2807,5845.5,28.28
2808,5944.8,41.65
2809,5935.1,27.6
2810,5996.6,48.24
2811,5915.7,36.89
2812,6273.7,65.43
2813,6089.1,50.34
2814,6194.6,31.95
2815,5816.6,67.07
2816,6266.5,60.29
2817,6273.9,43.3
2818,6159.0,36.2
2819,6091.7,31.4
2820,5861.3,27.34
2821,6099.7,33.97
2822,5714.6,31.7
2823,5908.7,3.27
2824,5565.0,16.53
2825,5884.0,18.83
2826,5607.3,6.65
2827,5472.7,24.27
2828,5318.2,2.6
2829,5611.4,18.05
2830,5890.5,33.86
2831,5700.3,30.95
2832,5662.6,29.71
2833,5945.2,46.46
2834,6296.1,39.27
2835,6356.1,60.49
2836,5663.2,46.66
2837,6272.0,68.77
2838,6265.6,68.5
2839,5967.3,77.0
2840,6148.0,54.51
2841,6377.7,57.89
2842,6097.7,42.15
2843,6162.2,59.5
2844,5695.3,41.72
2845,5948.2,50.29
2846,5728.5,43.23
2847,5627.1,29.39
2848,5507.5,28.22
2849,5510.6,26.08
2850,5594.0,26.43
2851,5516.7,27.89
2852,5761.9,21.78
2853,5360.8,35.61
2854,5881.7,41.75
2855,5552.1,32.05
2856,5757.3,62.05
2857,6100.4,38.35
2858,6177.8,64.04
2859,6160.8,60.76
2860,6291.2,61.16
2861,6219.3,69.33
2862,6158.4,67.6
2863,6120.6,81.69
2864,6128.1,55.42
2865,6107.3,61.0
2866,5994.6,65.74
2867,5836.6,51.77
2868,5651.9,54.99
2869,5666.2,55.53
2870,5885.2,38.25
2871,5635.6,34.66
2872,5543.6,29.35
2873,5733.3,29.56
2874,5568.7,44.72
2875,5655.4,38.29
2876,5564.3,35.76
2877,5622.7,33.94
2878,5562.6,45.41
2879,5799.5,51.87
2880,5765.3,45.56
2881,5820.4,68.77
2882,6050.6,64.31
2883,6103.2,69.41
2884,6021.9,78.36
2885,6123.7,85.96
2886,6158.2,69.14
2887,6341.3,75.75
2888,5901.4,74.56
2889,6273.1,65.0
2890,6174.7,80.78
2891,5956.3,74.03
2892,5942.4,60.41
2893,5875.2,56.1
2894,5515.9,65.62
2895,5700.4,42.09
2896,5553.8,38.0
2897,5303.3,49.13
2898,5454.6,35.98
2899,5747.6,46.09
2900,5583.6,40.56
2901,5796.9,45.78
2902,5761.8,52.89
2903,5592.0,45.74
2904,5988.3,75.51
2905,6074.2,71.48
2906,5945.5,69.07
2907,5860.2,68.19
2908,6104.4,64.73
2909,6067.6,89.6
2910,6152.2,82.71
2911,6345.3,63.62
2912,6288.3,83.12
2913,6203.7,77.94
2914,6099.9,86.69
2915,5922.1,86.71
2916,6049.8,64.07
2917,5656.3,68.87
2918,5616.2,54.94
2919,5728.5,47.34
2920,5930.8,35.22
2921,5551.9,45.86
2922,5732.4,40.17
2923,5413.0,38.52
2924,5644.2,45.52
2925,5749.1,41.11
2926,5840.0,35.7
2927,5747.8,43.63
2928,5772.0,54.1
2929,5774.6,59.75
2930,5989.7,68.61
2931,6326.9,67.24
2932,6078.7,76.69
2933,6525.4,77.27
2934,6165.7,80.23
2935,6278.1,54.11
2936,6449.5,72.44
2937,6094.8,77.45
2938,6295.8,63.57
2939,5949.9,51.35
2940,5832.0,56.68
2941,5802.6,56.04
2942,5484.7,45.27
2943,5517.8,15.95
2944,5441.8,36.11
2945,5569.3,30.06
2946,5647.2,21.31
2947,5484.4,38.3
2948,5972.2,17.07
2949,5408.4,35.48
2950,5525.9,39.13
2951,5887.8,36.26
2952,5801.0,46.58
2953,5629.5,63.66
2954,6073.7,52.33
2955,6117.7,55.12
2956,6145.8,57.26
2957,6136.1,51.87
2958,6149.8,61.4
2959,6393.0,50.08
2960,6267.2,54.87
2961,6175.5,58.12
2962,6165.7,49.38
2963,5918.2,32.28
2964,5900.0,36.69
2965,5296.5,38.22
2966,6080.8,22.05
2967,5643.9,27.49
2968,5766.5,13.97
2969,5695.8,28.57
2970,5668.7,15.92
2971,5511.7,24.46
2972,5786.0,23.24
2973,5759.6,35.64
2974,5525.3,34.32
2975,5796.2,32.71
2976,5863.7,33.67
2977,5858.7,31.68
2978,5828.7,35.16
2979,5914.5,42.83
2980,6202.3,41.4
2981,6076.3,49.35
2982,6221.1,49.41
2983,6112.3,60.42
2984,6085.9,59.05
2985,5917.0,39.21
2986,5901.9,31.23
2987,5907.8,35.39
2988,5595.0,37.75
2989,5798.7,14.19
2990,5678.8,42.7
2991,5397.6,24.62
2992,5564.0,16.8
2993,5137.4,7.22
2994,5469.3,22.99
2995,5561.3,12.88
2996,5715.3,6.78
2997,6022.0,19.26
2998,5715.6,31.09
2999,5803.6,35.08
3000,5596.9,47.88
3001,5886.4,39.38
3002,5916.1,44.11
3003,5792.0,51.87
3004,6354.6,52.07
3005,6190.6,62.37
3006,6215.6,54.27
3007,6374.3,53.35
3008,5881.5,59.14
3009,5853.4,58.66
3010,6193.0,44.07
3011,5762.3,47.0
3012,5934.9,52.42
3013,5797.6,57.63
3014,5982.3,42.92
3015,5843.4,29.09
3016,5801.9,25.92
3017,5289.2,32.77
3018,5631.6,29.76
3019,5697.6,27.59
3020,5567.1,17.31
3021,5524.7,36.86
3022,5658.4,40.46
3023,5880.3,40.73
3024,5638.5,55.58
3025,6170.5,61.98
3026,5696.6,51.83
3027,5935.9,69.98
3028,5902.8,79.56
3029,6118.2,75.88
3030,6048.8,78.96
3031,6310.2,67.81
3032,6050.5,68.73
3033,6082.2,71.46
3034,5954.1,67.56
3035,5853.0,52.28
3036,5851.9,58.73
3037,5547.3,53.49
3038,5528.0,39.23
3039,5442.3,48.32
3040,5607.1,34.99
3041,5551.6,41.14
3042,5552.2,33.13
3043,5534.6,37.86
3044,5620.4,40.72
3045,5542.3,46.76
3046,5646.7,36.66
3047,5797.6,60.21
3048,5705.7,69.45
3049,5967.9,55.22
3050,6140.0,82.92
3051,6058.3,89.99
3052,6292.9,59.96
3053,6089.0,70.29
3054,6280.0,96.5
3055,5983.2,78.31
3056,6121.7,72.32
3057,6111.1,82.78
3058,6112.2,66.22
3059,5968.0,71.26
3060,6047.2,77.45
3061,5847.9,46.09
3062,5674.8,55.99
3063,5616.6,41.37
3064,5458.4,56.43
3065,5483.2,46.24
3066,5487.6,49.17
3067,5555.5,42.92
3068,5528.3,57.7
3069,5391.1,40.62
3070,5843.7,61.89
3071,5409.6,72.4
3072,5678.4,75.01
3073,6076.2,80.74
3074,5837.1,69.87
3075,6169.0,81.3
3076,6103.1,97.87
3077,6175.7,93.49
3078,6044.0,91.72
3079,6054.7,86.17
3080,6163.3,68.52
3081,6027.4,60.06
3082,5883.5,80.22
3083,5876.1,63.83
3084,5758.4,68.89
3085,5534.1,54.04
3086,5664.8,48.81
3087,5693.6,38.12
3088,5538.9,31.47
3089,5489.4,60.03
3090,5548.2,37.32
3091,5356.1,41.21
3092,5243.1,52.97
3093,5728.2,54.93
3094,5738.4,43.98
3095,5419.2,50.45
3096,5772.0,53.06
3097,5872.3,59.42
3098,5879.8,67.26
3099,5875.9,71.14
3100,6045.8,79.71
3101,5968.7,68.17
3102,6086.1,67.73
3103,5876.9,66.69
3104,6130.2,78.25
3105,6245.2,66.45
3106,5948.1,74.22
3107,5976.9,57.7
3108,5755.5,58.32
3109,5946.0,53.14
3110,5539.5,37.87
3111,5339.2,35.55
3112,5313.2,25.3
3113,5366.0,22.76
3114,5513.4,25.59
3115,5452.1,30.59
3116,5827.7,25.27
3117,5612.3,30.54
3118,5652.3,27.35
3119,5729.3,45.45
3120,5981.3,36.19
3121,5609.5,58.33
3122,6029.3,47.24
3123,5857.1,60.58
3124,6092.2,57.73
3125,6022.4,57.42
3126,6097.3,58.91
3127,6147.1,64.44
3128,6176.0,49.64
3129,6068.5,50.08
3130,5952.6,66.72
3131,5932.6,60.14
3132,5773.2,42.74
3133,5785.6,31.77
3134,5805.3,35.17
3135,5839.1,17.92
3136,5695.3,33.14
3137,5705.1,32.95
3138,5349.2,24.66
3139,5626.9,16.9
3140,5552.4,11.39
3141,5442.2,12.41
3142,5531.0,32.2
3143,5862.8,33.27
3144,5921.7,43.51
3145,5685.4,44.72
3146,5905.7,61.48
3147,5790.9,54.68
3148,5975.9,45.59
3149,5959.7,50.16
3150,6067.9,67.45
3151,6179.0,56.39
3152,5911.8,54.93
3153,5831.3,38.98
3154,5921.7,40.47
3155,5846.3,56.87
3156,5583.6,41.48
3157,5774.1,37.13
3158,5483.5,20.28
3159,5760.2,14.42
3160,5620.5,17.12
3161,5665.1,20.13
3162,5432.7,11.01
3163,5707.0,16.31
3164,5583.2,21.4
3165,5694.8,9.48
3166,5774.9,32.88
3167,5806.8,24.39
3168,5590.6,46.78
3169,5794.3,38.84
3170,5946.4,38.03
3171,5859.9,42.59
3172,6091.0,44.85
3173,5933.2,49.89
3174,6155.5,56.31
3175,6223.3,67.96
3176,6336.2,38.43
3177,5946.8,48.01
3178,5952.1,69.66
3179,5798.9,44.25
3180,5878.9,47.71
3181,5679.7,42.92
3182,5557.0,28.87
3183,5850.1,27.05
3184,5630.6,36.58
3185,5270.4,38.83
3186,5391.2,14.02
3187,5506.1,37.17
3188,5547.9,15.62
3189,5289.9,41.96
3190,5574.7,47.74
3191,5914.8,46.81
3192,5888.6,49.11
3193,5952.1,67.92
3194,5589.3,57.38
3195,5680.4,68.26
3196,5990.3,64.27
3197,5909.4,83.49
3198,5978.6,73.44
3199,5953.4,78.62
3200,6028.2,53.58
3201,5888.6,65.36
3202,6125.9,58.76
3203,5456.3,53.93
3204,5818.1,62.61
3205,5635.6,43.7
3206,5647.2,47.56
3207,5590.2,61.08
3208,5366.6,40.34
3209,5436.7,28.33
3210,5527.0,48.33
3211,5356.2,36.68
3212,5575.6,41.49
3213,5670.4,35.35
3214,5378.1,62.34
3215,5523.0,65.74
3216,5383.7,68.02
3217,6016.3,78.93
3218,5778.8,76.34
3219,6231.9,69.21
3220,5951.0,72.23
3221,6336.2,82.39
3222,6013.1,84.16
3223,5845.8,82.47
3224,6002.3,64.97
3225,5876.1,80.76
3226,5841.8,62.98
3227,5971.8,76.58
3228,5848.0,54.48
3229,5696.3,67.5
3230,5534.9,56.45
3231,5472.2,43.68
3232,5565.4,51.41
3233,5701.5,56.89
3234,5597.1,47.56
3235,5231.7,37.2
3236,5613.1,44.01
3237,5441.7,47.64
3238,5561.3,48.63
3239,5799.0,45.69
3240,5744.0,79.79
3241,5943.0,63.76
3242,5842.5,60.53
3243,5692.5,67.96
3244,5897.1,74.68
3245,5747.1,57.15
3246,6089.3,89.64
3247,5949.2,87.1
3248,5936.3,81.91
3249,5896.0,66.77
3250,6007.6,78.75
3251,5872.6,64.71
3252,5248.9,72.6
3253,5292.2,38.98
3254,5727.5,43.49
3255,5551.5,37.69
3256,5431.0,32.73
3257,5436.0,44.55
3258,5441.1,48.86
3259,5436.5,45.61
3260,5567.7,41.18
3261,5346.3,45.91
3262,5519.0,51.86
3263,5629.6,44.59
3264,5743.1,58.04
3265,5766.3,59.98
3266,5840.4,51.56
3267,6005.5,86.71
3268,6130.1,74.72
3269,6040.1,65.02
3270,5825.1,69.61
3271,5937.0,76.18
3272,5727.2,71.61
3273,6014.3,64.45
3274,5826.4,73.04
3275,5939.9,53.14
3276,5759.0,56.24
3277,5701.8,52.54
3278,5366.0,46.17
3279,5355.4,31.6
3280,5410.3,20.02
3281,5345.1,10.11
3282,5362.7,26.81
3283,5266.5,28.7
3284,5529.2,22.22
3285,5466.2,31.75
3286,5705.6,42.34
3287,5412.0,30.31
3288,5924.0,37.51
3289,5763.1,35.03
3290,5727.1,48.6
3291,5876.6,60.95
3292,5835.4,55.14
3293,5951.8,59.32
3294,6159.0,50.95
3295,5942.8,70.41
3296,5977.9,64.0
3297,5854.0,45.21
3298,5815.0,50.04
3299,5716.9,47.6
3300,5510.6,54.11
3301,5891.3,39.59
3302,5598.3,36.82
3303,5752.9,22.51
3304,5533.0,19.88
3305,5139.9,19.78
3306,5451.3,13.18
3307,5402.4,25.64
3308,5398.3,16.39
3309,5434.4,25.14
3310,5740.5,15.25
3311,5447.9,22.72
3312,5652.6,30.27
3313,5841.5,43.64
3314,5745.0,54.36
3315,5931.5,39.26
3316,6113.8,47.7
3317,6072.3,56.7
3318,5699.8,57.57
3319,5864.2,66.17
3320,5816.4,57.06
3321,5996.4,50.27
3322,5762.4,45.83
3323,5771.2,46.52
3324,5603.2,59.81
3325,5586.7,36.87
3326,5804.7,36.51
3327,5821.7,30.17
3328,5465.1,19.33
3329,5243.1,2.19
3330,5417.2,13.28
3331,5623.0,18.13
3332,5461.8,24.21
3333,5219.7,29.33
3334,5507.0,33.3
3335,5406.1,13.07
3336,5537.8,37.78
3337,5739.1,41.73
3338,5703.5,40.24
3339,5963.0,55.8
3340,6081.4,60.84
3341,5777.0,52.93
3342,6122.5,67.78
3343,6093.8,47.77
3344,5949.1,51.95
3345,5936.9,63.18
3346,5916.6,58.16
3347,5908.2,54.95
3348,5422.6,47.17
3349,5733.3,38.29
3350,5691.6,28.66
3351,5494.2,29.01
3352,5540.0,42.77
3353,5085.1,42.0
3354,5499.6,24.23
3355,5200.9,42.27
3356,5558.8,51.93
3357,5754.5,23.57
3358,5770.8,38.37
3359,5827.5,36.46
3360,5634.3,64.49
3361,5914.5,47.82
3362,5784.4,58.87
3363,6096.1,68.5
3364,6000.1,69.12
3365,5596.9,63.46
3366,6091.3,67.13
3367,5724.9,67.86
3368,6206.7,62.3
3369,6000.6,74.37
3370,5793.5,70.0
3371,6006.6,57.98
3372,5697.2,54.23
3373,5450.0,48.11
3374,5552.3,36.49
3375,5708.9,43.94
3376,5471.6,44.99
3377,5083.6,28.34
3378,5404.9,32.98
3379,5439.6,52.18
3380,5419.1,48.39
3381,5057.4,46.43
3382,5389.9,51.7
3383,5655.2,54.76
3384,5890.6,69.81
3385,5595.3,62.15
3386,5683.0,68.04
3387,5734.7,74.45
3388,6001.5,82.89
3389,6031.3,94.61
3390,6041.8,69.25
3391,5875.9,82.52
3392,5817.0,73.17
3393,5950.3,85.67
3394,6012.3,66.02
3395,5765.2,81.67
3396,5713.2,68.71
3397,5444.9,71.68
3398,5331.0,54.53
3399,5524.3,46.7
3400,5326.8,51.34
3401,5357.9,45.05
3402,5470.8,44.73
3403,5431.1,56.59
3404,5300.2,39.86
3405,5542.8,54.96
3406,5641.5,63.97
3407,5781.3,56.72
3408,5603.2,79.25
3409,5696.1,56.62
3410,5652.9,71.56
3411,5975.3,72.07
3412,6036.7,66.14
3413,5949.0,89.81
3414,6180.3,94.7
3415,5987.2,87.5
3416,5785.5,88.02
3417,5874.8,77.61
3418,5761.2,60.66
3419,5794.7,62.94
3420,6025.4,61.64
3421,5786.5,52.84
3422,5660.7,57.33
3423,5221.5,28.76
3424,5586.3,65.37
3425,5459.0,35.22
3426,5548.9,47.54
3427,5090.0,39.49
3428,5267.0,34.04
3429,5524.5,42.63
3430,5243.4,49.34
3431,5783.6,72.88
3432,5724.5,50.87
3433,5732.9,62.15
3434,5650.1,59.47
3435,5742.6,74.06
3436,5722.4,64.27
3437,5883.2,76.18
3438,6061.7,66.1
3439,5864.3,73.09
3440,6021.9,62.57
3441,5633.9,67.69
3442,5503.3,52.39
3443,5877.3,72.89
3444,5523.3,49.89
3445,5520.8,27.64
3446,5342.1,50.88
3447,5448.7,28.75
3448,5615.8,42.87
3449,5213.9,22.72
3450,5083.0,14.62
3451,5153.4,23.46
3452,5365.1,29.54
3453,5227.9,18.62
3454,5336.0,35.17
3455,5224.1,39.11
3456,5658.2,34.13
3457,5805.3,35.85
3458,5631.7,52.45
3459,5721.9,65.77
3460,5902.1,56.15
3461,5983.1,65.14
3462,5922.4,59.16
3463,5916.2,61.06
3464,5815.0,67.77
3465,5918.8,53.63
3466,5828.8,52.18
3467,5557.1,29.79
3468,5552.7,30.21
3469,5616.1,21.5
3470,5540.4,30.55
3471,5241.7,16.96
3472,5338.6,25.01
3473,5254.2,9.9
3474,5022.7,11.17
3475,5547.5,23.42
3476,5289.1,19.09
3477,5270.5,18.67
3478,5445.7,26.87
3479,5455.8,35.71
3480,5802.8,26.87
3481,5850.4,34.98
3482,5745.8,50.63
3483,5948.0,39.7
3484,5861.8,62.61
3485,5636.1,53.77
3486,5900.1,55.54
3487,5803.0,60.8
3488,5746.9,53.04
3489,5895.0,37.17
3490,6057.4,43.51
3491,5556.5,42.23
3492,5630.4,41.92
3493,5528.9,20.6
3494,5735.2,18.3
3495,5315.1,10.81
3496,5588.9,17.53
3497,5026.4,14.87
3498,5195.6,9.35
3499,5428.8,18.7
3500,5011.1,3.0
3501,5335.0,20.26
3502,5230.4,33.3
3503,5303.7,37.83
3504,5844.8,49.12
3505,5814.8,51.64
3506,5761.4,50.67
3507,5988.0,43.29
3508,5917.7,53.18
3509,6019.8,55.8
3510,5926.9,70.75
3511,5813.5,68.25
3512,5735.3,50.8
3513,5759.3,74.66
3514,5486.0,51.19
3515,5676.0,43.27
3516,5808.3,38.94
3517,5374.1,27.31
3518,5411.4,28.36
3519,5045.2,45.39
3520,5331.6,36.78
3521,5730.4,28.42
3522,5303.3,36.4
3523,5434.6,25.1
3524,5242.9,34.44
3525,5453.2,39.39
3526,5331.5,52.0
3527,5528.0,50.65
3528,5320.0,38.67
3529,5818.9,66.57
3530,5796.7,59.5
3531,5891.7,60.78
3532,5767.0,48.47
3533,5932.4,58.57
3534,6090.3,76.05
3535,5746.6,68.19
3536,5942.8,63.39
3537,5778.7,71.2
3538,5951.4,65.5
3539,5536.0,58.44
3540,5487.5,40.2
3541,5635.5,47.11
3542,5391.0,37.23
3543,5427.0,46.71
3544,5418.6,35.87
3545,5305.9,33.02
3546,5005.6,55.79
3547,5372.7,34.02
3548,5203.9,46.71
3549,5125.2,31.3
3550,5671.4,52.17
3551,5657.0,60.4
3552,5378.8,54.89
3553,5285.7,66.16
3554,5672.9,72.07
3555,6021.0,80.78
3556,5669.6,85.22
3557,5779.6,86.19
3558,5692.1,84.54
3559,5894.4,76.97
3560,5798.9,69.97
3561,5648.1,94.7
3562,5479.6,77.29
3563,5666.3,60.67
3564,5681.4,78.33
3565,5388.1,49.18
3566,5497.1,54.5
3567,5328.3,48.01
3568,5591.3,53.64
3569,5464.7,44.37
3570,5313.8,41.72
3571,5270.6,52.54
3572,5304.6,39.63
