firm_id,subsector,ownership_type,foreign_ownership_percent,years_since_fdi,age_years,employees,assets_million_ngn,policy_tax_incentives,policy_regulatory_stability,policy_infrastructure_support,policy_corruption_experience,policy_effectiveness_index,policy_incentive_received,skilled_labor_ratio,iot_use,rd_spend_pct_revenue,liquidity_ratio,ka_i1,ka_i2,ka_i3,ka_i4,knowledge_absorption_index,tp_i1,tp_i2,tp_i3,task_performance_index,inn_i1,inn_i2,inn_i3,innovation_index,res_hr,res_tech,res_fin,firm_resources_index,roi_pct,roa_pct,export_intensity_pct,market_share_pct,operational_efficiency_index,fdi_presence
LAG-FP-0216,bakery,foreign,87.8,5,14,77,10.66,4,5,3,3,4.25,0,0.52,0,1.71,0.85,4,4,3,3,3.5,5,4,3,4.0,3,4,5,4.0,4,3,4,3.67,13.63,8.39,10.95,0.78,53.17,1
LAG-FP-0217,confectionery,domestic,0.0,0,5,39,5.62,7,3,7,4,5.25,1,0.23,1,0.0,1.33,4,3,4,5,4.0,2,3,4,3.0,3,3,5,3.67,2,2,1,1.67,10.05,7.98,5.98,0.97,49.99,0
LAG-FP-0218,dairy,domestic,0.0,0,27,103,19.44,3,5,2,5,3.25,0,0.45,1,1.84,0.82,5,3,3,2,3.25,3,3,4,3.33,2,3,5,3.33,3,4,3,3.33,9.07,6.11,1.72,1.15,45.15,0
LAG-FP-0219,dairy,domestic,0.0,0,43,100,31.46,2,6,5,1,5.0,1,0.33,0,2.45,2.03,4,3,5,5,4.25,3,2,4,3.0,3,4,4,3.67,5,3,4,4.0,11.99,5.77,3.13,0.93,62.91,0
LAG-FP-0220,bakery,joint_venture,54.78,11,16,49,13.92,5,4,3,3,4.25,1,0.38,0,1.73,1.27,4,3,3,4,3.5,3,5,2,3.33,4,4,5,4.33,3,5,4,4.0,11.7,5.12,9.2,0.0,57.67,1
LAG-FP-0221,beverages,foreign,88.01,2,14,108,32.55,7,5,5,5,5.0,1,0.27,0,2.63,0.73,1,3,4,4,3.0,4,2,3,3.0,3,3,3,3.0,4,5,5,4.67,7.84,3.5,10.88,0.04,60.64,1
LAG-FP-0222,confectionery,joint_venture,32.39,3,13,46,12.07,7,4,3,4,4.5,1,0.25,0,1.67,1.4,3,4,4,4,3.75,3,3,3,3.0,4,4,2,3.33,3,5,3,3.67,11.68,8.85,9.13,0.96,48.7,1
LAG-FP-0223,dairy,joint_venture,67.56,12,1,135,39.43,3,3,4,7,2.75,0,0.86,1,2.17,1.18,2,5,3,5,3.75,3,4,5,4.0,4,3,3,3.33,5,4,5,4.67,10.35,5.67,10.67,0.45,62.01,1
LAG-FP-0224,grains_cereals,joint_venture,60.48,1,13,134,34.22,6,4,4,5,4.25,1,0.67,0,1.54,1.58,5,4,5,4,4.5,4,4,3,3.67,3,4,4,3.67,4,4,3,3.67,11.62,5.04,9.81,0.0,53.42,1
LAG-FP-0225,bakery,foreign,70.0,8,3,98,30.11,5,5,5,2,5.25,1,0.5,0,1.52,1.7,4,3,3,4,3.5,4,3,3,3.33,2,4,3,3.0,4,3,3,3.33,10.45,5.63,12.8,0.0,64.56,1
LAG-FP-0226,meat,domestic,0.0,0,16,108,34.37,4,4,1,3,3.5,1,0.54,0,1.31,1.28,3,4,4,4,3.75,4,4,4,4.0,3,4,2,3.0,4,3,5,4.0,10.89,5.78,2.9,0.17,60.27,0
LAG-FP-0227,beverages,domestic,0.0,0,9,161,43.39,6,4,3,5,4.0,0,0.32,1,1.4,1.04,2,3,4,3,3.0,4,3,2,3.0,3,3,4,3.33,2,3,3,2.67,5.86,3.13,2.51,0.0,48.3,0
LAG-FP-0228,bakery,domestic,0.0,0,17,82,18.87,4,6,3,4,4.25,0,0.59,0,1.64,1.44,5,4,4,3,4.0,3,3,4,3.33,3,3,3,3.0,4,5,5,4.67,13.01,6.46,5.13,0.0,53.03,0
LAG-FP-0229,bakery,joint_venture,33.14,5,27,72,15.59,4,4,6,4,4.5,1,0.64,1,3.84,1.34,5,2,3,4,3.5,3,4,3,3.33,4,5,5,4.67,5,3,3,3.67,11.19,4.98,11.35,0.0,50.92,1
LAG-FP-0230,grains_cereals,domestic,0.0,0,11,115,16.81,3,5,5,3,4.5,0,0.31,1,1.08,0.99,3,3,3,2,2.75,3,3,4,3.33,3,4,5,4.0,4,3,3,3.33,10.7,5.48,0.44,0.19,56.09,0
LAG-FP-0231,dairy,foreign,80.05,7,22,141,38.42,4,3,5,5,3.75,1,0.41,0,2.85,2.33,3,4,2,4,3.25,2,5,2,3.0,3,4,4,3.67,3,5,4,4.0,9.92,6.79,10.03,0.0,46.65,1
LAG-FP-0232,bakery,foreign,77.44,9,22,65,13.48,4,4,7,2,5.25,1,0.59,0,1.15,1.19,3,3,5,5,4.0,3,4,3,3.33,2,4,3,3.0,4,5,2,3.67,11.04,4.9,9.45,0.72,60.56,1
LAG-FP-0233,beverages,domestic,0.0,0,23,209,50.38,3,7,4,3,4.75,0,0.5,0,1.71,0.96,4,3,4,3,3.5,4,4,3,3.67,1,5,3,3.0,4,4,4,4.0,11.36,5.52,6.25,1.17,68.51,0
LAG-FP-0234,beverages,joint_venture,68.39,7,9,114,30.15,2,7,4,4,4.25,0,0.61,0,1.98,1.62,3,5,4,3,3.75,5,5,3,4.33,4,3,3,3.33,4,4,2,3.33,11.91,8.16,13.25,0.69,65.7,1
LAG-FP-0235,dairy,foreign,82.77,1,24,132,32.8,5,4,6,2,5.25,0,0.73,0,1.02,1.61,2,5,3,3,3.25,3,4,3,3.33,4,4,3,3.67,5,5,5,5.0,11.36,5.48,7.57,0.49,66.23,1
LAG-FP-0236,fruits_veg,domestic,0.0,0,17,63,8.09,6,7,4,3,5.5,0,0.45,1,3.22,1.71,4,3,3,3,3.25,4,3,2,3.0,5,4,4,4.33,4,4,3,3.67,12.89,8.23,1.87,0.92,57.74,0
LAG-FP-0237,bakery,domestic,0.0,0,23,12,9.97,6,7,7,1,6.75,1,0.2,0,1.99,1.57,3,2,3,2,2.5,2,3,3,2.67,5,4,1,3.33,3,3,2,2.67,7.37,4.81,4.02,0.85,64.92,0
LAG-FP-0238,meat,domestic,0.0,0,13,34,11.29,3,5,3,1,4.5,0,0.72,1,1.16,2.25,4,4,4,4,4.0,5,4,4,4.33,4,3,4,3.67,5,5,5,5.0,16.9,11.33,3.5,0.79,73.36,0
LAG-FP-0239,beverages,domestic,0.0,4,21,96,19.26,2,4,4,3,3.75,0,0.41,0,1.96,0.5,5,5,3,4,4.25,4,3,4,3.67,4,3,2,3.0,3,4,4,3.67,9.72,4.5,10.21,0.0,52.71,1
LAG-FP-0240,bakery,foreign,63.53,1,22,84,15.9,6,3,6,2,5.25,1,0.54,1,2.95,0.99,5,4,4,5,4.5,2,4,3,3.0,1,2,4,2.33,5,4,4,4.33,11.27,6.33,13.54,0.09,53.47,1
LAG-FP-0241,bakery,joint_venture,24.84,3,4,55,8.87,6,4,1,6,3.25,1,0.35,1,1.86,1.74,3,3,4,3,3.25,3,3,3,3.0,2,2,4,2.67,5,5,3,4.33,8.46,3.47,8.59,0.35,51.07,1
LAG-FP-0242,confectionery,domestic,0.0,0,1,66,16.82,4,5,4,5,4.0,1,0.44,0,1.32,2.26,3,3,4,3,3.25,4,3,3,3.33,5,3,4,4.0,5,1,5,3.67,11.45,6.24,5.21,0.0,49.51,0
LAG-FP-0243,oils_fats,joint_venture,65.62,9,13,124,22.28,4,7,4,3,5.0,1,0.36,0,2.64,1.45,3,3,4,4,3.5,4,3,3,3.33,4,3,4,3.67,3,3,3,3.0,8.0,4.43,12.85,0.24,59.1,1
LAG-FP-0244,bakery,domestic,0.0,0,42,80,19.87,3,3,7,3,4.5,0,0.15,0,0.62,2.02,4,5,5,3,4.25,3,2,5,3.33,4,4,4,4.0,5,3,5,4.33,14.31,8.53,6.68,0.0,59.69,0
LAG-FP-0245,bakery,domestic,0.0,0,18,52,15.0,6,5,3,5,4.25,1,0.43,0,0.43,0.92,5,2,2,3,3.0,3,2,2,2.33,4,2,4,3.33,2,5,5,4.0,7.96,4.83,0.14,0.0,49.15,0
LAG-FP-0246,grains_cereals,domestic,0.0,0,4,106,43.48,5,4,4,3,4.5,1,0.37,0,0.0,1.5,3,4,3,4,3.5,2,5,3,3.33,3,2,3,2.67,3,4,4,3.67,6.71,2.11,3.23,0.42,64.76,0
LAG-FP-0247,dairy,domestic,0.0,0,15,113,20.33,4,4,6,3,4.75,0,0.6,0,1.41,1.96,4,2,3,4,3.25,3,1,4,2.67,5,4,4,4.33,5,4,5,4.67,9.68,7.73,2.01,1.03,59.67,0
LAG-FP-0248,grains_cereals,domestic,0.0,11,4,83,34.51,1,6,3,5,3.25,0,0.74,0,2.21,1.47,5,5,5,3,4.5,2,3,4,3.0,4,2,4,3.33,4,3,5,4.0,12.77,6.7,10.64,0.0,49.36,1
LAG-FP-0249,confectionery,foreign,78.21,1,14,55,15.63,6,5,3,4,4.5,1,0.53,1,3.68,1.37,4,4,3,4,3.75,3,5,4,4.0,5,4,3,4.0,4,4,4,4.0,11.99,5.87,10.87,0.0,54.69,1
LAG-FP-0250,dairy,domestic,0.0,0,10,88,31.07,6,1,3,3,3.75,1,0.24,0,1.23,0.5,3,3,4,3,3.25,3,5,3,3.67,3,4,4,3.67,2,2,3,2.33,6.26,3.72,0.9,0.0,50.54,0
LAG-FP-0251,meat,joint_venture,49.32,9,12,130,16.5,5,5,3,1,5.0,1,0.84,1,0.92,1.2,4,5,3,3,3.75,5,5,4,4.67,3,3,2,2.67,3,5,5,4.33,12.03,7.45,11.22,0.56,63.37,1
LAG-FP-0252,meat,joint_venture,21.58,4,9,58,18.24,7,2,5,1,5.25,1,0.43,1,2.25,2.29,3,3,5,3,3.5,3,2,1,2.0,4,4,3,3.67,3,5,5,4.33,11.19,8.68,8.82,0.0,52.61,1
LAG-FP-0253,bakery,domestic,0.0,0,14,57,8.42,6,6,6,2,6.0,1,0.42,1,1.19,1.8,2,4,4,3,3.25,2,4,4,3.33,3,2,3,2.67,4,2,4,3.33,7.45,4.78,2.3,0.86,64.64,0
LAG-FP-0254,dairy,foreign,80.43,4,20,94,39.97,3,5,6,2,5.0,0,0.49,0,1.75,1.24,3,4,4,4,3.75,3,3,2,2.67,3,3,2,2.67,5,3,5,4.33,9.31,4.71,11.57,0.0,53.84,1
LAG-FP-0255,fruits_veg,domestic,0.0,3,36,105,40.16,7,4,2,4,4.25,1,0.6,0,3.61,1.67,5,5,2,5,4.25,3,4,4,3.67,3,3,4,3.33,4,2,4,3.33,9.77,6.72,8.75,0.0,58.18,1
LAG-FP-0256,dairy,joint_venture,46.64,2,9,130,17.3,5,6,4,6,4.25,1,0.67,1,2.74,2.03,5,3,4,5,4.25,5,3,3,3.67,3,2,1,2.0,5,4,4,4.33,10.2,7.66,12.43,0.0,67.08,1
LAG-FP-0257,bakery,domestic,0.0,0,13,76,21.06,3,4,3,3,3.75,0,0.57,0,1.1,0.76,5,4,4,1,3.5,4,3,4,3.67,2,4,3,3.0,3,3,5,3.67,8.11,6.24,6.02,0.0,54.83,0
LAG-FP-0258,dairy,domestic,0.0,0,1,67,15.39,5,2,1,5,2.75,1,0.54,0,0.95,1.81,4,5,4,3,4.0,3,2,4,3.0,3,1,2,2.0,5,5,4,4.67,8.85,7.25,4.68,0.66,56.35,0
LAG-FP-0259,fruits_veg,domestic,0.0,0,13,80,23.94,6,5,3,4,4.5,0,0.25,0,1.6,0.73,2,4,4,2,3.0,5,1,3,3.0,5,2,3,3.33,4,5,3,4.0,7.94,5.19,2.56,0.0,61.66,0
LAG-FP-0260,bakery,domestic,0.0,6,19,51,8.63,3,4,1,3,3.25,0,0.44,1,2.14,1.06,5,2,3,5,3.75,4,3,4,3.67,4,4,4,4.0,3,4,4,3.67,12.16,6.03,8.05,0.1,51.4,1
LAG-FP-0261,grains_cereals,domestic,0.0,0,20,126,22.24,5,4,6,5,4.5,0,0.67,0,0.23,1.19,3,4,4,3,3.5,4,2,2,2.67,4,2,2,2.67,2,4,3,3.0,5.04,1.91,1.6,0.01,51.18,0
LAG-FP-0262,beverages,domestic,0.0,0,21,120,41.39,3,4,6,3,4.5,0,0.68,0,2.14,2.46,3,4,4,4,3.75,4,4,4,4.0,3,5,4,4.0,5,4,3,4.0,15.08,8.73,6.42,0.36,58.2,0
LAG-FP-0263,oils_fats,domestic,0.0,0,23,136,18.91,5,4,5,1,5.25,1,0.53,0,2.75,1.68,4,2,5,3,3.5,3,4,4,3.67,5,3,3,3.67,4,5,3,4.0,11.0,6.78,1.52,0.0,70.62,0
LAG-FP-0264,grains_cereals,domestic,0.0,3,21,114,32.46,5,4,3,3,4.25,1,0.75,0,2.64,0.99,4,4,2,3,3.25,4,4,4,4.0,3,3,4,3.33,4,5,5,4.67,9.86,4.99,8.15,0.81,60.61,1
LAG-FP-0265,bakery,domestic,0.0,3,41,44,13.66,4,4,3,3,4.0,1,0.62,1,2.15,1.47,5,3,5,5,4.5,4,3,4,3.67,4,4,3,3.67,5,5,5,5.0,16.52,11.16,14.21,0.0,61.8,1
LAG-FP-0266,beverages,foreign,79.08,8,23,112,25.94,6,7,2,7,4.0,1,0.59,1,1.34,1.36,4,4,5,3,4.0,3,2,2,2.33,2,3,2,2.33,4,3,3,3.33,4.61,1.54,10.44,0.0,51.1,1
LAG-FP-0267,fruits_veg,domestic,0.0,0,10,85,17.9,5,3,2,5,3.25,0,0.55,0,0.0,1.11,5,5,3,4,4.25,3,3,4,3.33,5,3,4,4.0,3,3,3,3.0,12.06,6.66,4.34,0.0,46.3,0
LAG-FP-0268,bakery,domestic,0.0,5,14,75,17.71,7,5,4,3,5.25,1,0.7,0,1.98,1.2,5,2,5,5,4.25,2,5,3,3.33,4,3,4,3.67,5,4,3,4.0,14.37,8.14,10.09,0.0,67.52,1
LAG-FP-0269,dairy,domestic,0.0,0,24,87,30.77,7,6,6,4,5.75,1,0.41,0,1.41,1.22,3,3,1,2,2.25,3,3,4,3.33,5,2,3,3.33,4,2,3,3.0,5.41,1.96,4.44,0.0,62.54,0
LAG-FP-0270,dairy,domestic,0.0,0,1,107,17.27,4,5,5,1,5.25,1,0.38,0,1.88,1.82,5,2,3,3,3.25,5,3,5,4.33,4,3,3,3.33,4,4,3,3.67,10.95,8.49,4.03,0.88,73.38,0
LAG-FP-0271,meat,domestic,0.0,0,1,143,41.14,4,6,1,5,3.5,1,0.43,0,2.19,0.81,1,3,3,1,2.0,2,4,3,3.0,5,4,4,4.33,4,2,4,3.33,4.7,4.16,0.0,0.0,49.26,0
LAG-FP-0272,grains_cereals,foreign,58.35,1,1,144,29.76,2,4,2,4,3.0,1,0.45,0,2.19,1.8,4,2,2,3,2.75,3,4,3,3.33,4,2,3,3.0,2,4,4,3.33,7.57,5.27,7.79,0.12,56.03,1
LAG-FP-0273,bakery,joint_venture,46.13,4,27,59,20.13,5,6,2,3,4.5,0,0.66,0,0.61,2.3,5,2,5,4,4.0,3,3,3,3.0,2,2,4,2.67,4,5,3,4.0,9.28,6.66,9.9,1.14,61.39,1
LAG-FP-0274,confectionery,joint_venture,24.01,4,27,69,14.01,6,6,5,3,5.5,1,0.52,1,2.22,1.97,2,5,4,2,3.25,4,4,3,3.67,3,4,2,3.0,3,4,4,3.67,7.89,6.72,11.08,0.31,69.5,1
LAG-FP-0275,bakery,domestic,0.0,0,16,68,14.31,3,4,2,1,4.0,1,0.32,0,1.1,1.61,2,2,2,3,2.25,3,5,2,3.33,3,4,4,3.67,2,2,3,2.33,4.42,1.0,0.0,0.26,56.21,0
LAG-FP-0276,bakery,domestic,0.0,0,16,39,13.66,3,4,2,1,4.0,0,0.53,0,2.06,0.82,4,4,4,4,4.0,3,3,3,3.0,4,3,2,3.0,4,4,2,3.33,8.11,6.24,6.42,0.54,50.6,0
LAG-FP-0277,beverages,domestic,0.0,0,4,172,67.81,5,4,6,7,4.0,1,0.23,0,0.5,1.8,3,5,3,5,4.0,3,4,3,3.33,3,3,3,3.0,1,4,2,2.33,7.16,4.24,5.58,0.24,43.6,0
LAG-FP-0278,beverages,joint_venture,19.84,7,10,104,17.82,5,6,5,4,5.0,1,0.55,0,3.03,1.63,5,3,4,4,4.0,5,4,4,4.33,2,5,4,3.67,4,3,3,3.33,13.76,6.82,13.79,0.29,56.74,1
LAG-FP-0279,fruits_veg,domestic,0.0,10,17,20,2.0,5,5,6,4,5.0,0,0.59,1,2.66,0.94,5,4,3,3,3.75,4,5,4,4.33,5,5,3,4.33,2,3,4,3.0,12.65,9.31,14.3,0.51,60.77,1
LAG-FP-0280,bakery,domestic,0.0,0,18,78,16.62,2,4,6,3,4.25,0,0.35,1,2.29,1.09,3,3,4,4,3.5,5,2,4,3.67,1,3,2,2.0,3,5,3,3.67,6.13,3.33,6.35,0.46,50.03,0
LAG-FP-0281,fruits_veg,domestic,0.0,0,19,49,12.27,4,1,5,5,3.25,1,0.33,1,1.09,1.27,5,4,3,1,3.25,3,3,4,3.33,3,3,4,3.33,3,4,4,3.67,6.36,2.37,1.24,0.0,55.15,0
LAG-FP-0282,bakery,joint_venture,37.58,6,20,117,2.0,2,6,2,3,3.75,0,0.56,0,0.64,2.35,2,3,2,3,2.5,1,3,3,2.33,3,4,2,3.0,5,5,5,5.0,7.86,2.95,5.98,0.0,55.59,1
LAG-FP-0283,grains_cereals,foreign,67.57,5,8,87,31.67,6,5,6,7,4.5,1,0.43,1,1.42,0.5,2,5,3,4,3.5,2,5,2,3.0,3,2,4,3.0,5,3,4,4.0,7.01,5.68,9.74,0.96,62.55,1
LAG-FP-0284,grains_cereals,joint_venture,68.63,6,12,136,32.58,5,5,3,1,5.0,1,0.58,1,1.06,1.21,5,4,5,5,4.75,3,4,4,3.67,4,4,4,4.0,3,1,3,2.33,14.18,10.12,15.52,0.0,54.42,1
LAG-FP-0285,dairy,domestic,0.0,0,17,63,15.23,4,4,2,4,3.5,1,0.38,0,1.79,1.68,3,4,5,2,3.5,4,2,4,3.33,2,3,4,3.0,3,4,3,3.33,8.49,5.55,3.65,0.0,46.87,0
LAG-FP-0286,oils_fats,foreign,84.14,6,8,78,28.96,5,6,5,3,5.25,1,0.49,1,2.39,2.02,5,5,2,2,3.5,5,4,4,4.33,5,3,2,3.33,4,4,4,4.0,10.41,6.47,11.68,0.0,69.18,1
LAG-FP-0287,bakery,domestic,0.0,0,17,68,11.14,3,4,3,3,3.75,0,0.64,1,0.0,1.2,3,5,5,5,4.5,4,5,5,4.67,2,4,3,3.0,4,3,3,3.33,10.68,4.44,5.75,0.0,61.46,0
LAG-FP-0288,bakery,domestic,0.0,0,9,25,13.95,4,5,6,4,4.75,1,0.8,1,0.99,1.91,5,3,5,2,3.75,3,5,5,4.33,4,4,3,3.67,4,4,5,4.33,13.39,6.16,5.71,0.0,64.11,0
LAG-FP-0289,fruits_veg,joint_venture,35.77,15,1,83,18.35,7,5,5,2,5.75,1,0.56,1,3.43,2.07,3,4,3,3,3.25,4,4,3,3.67,5,3,2,3.33,4,5,4,4.33,10.03,6.39,8.52,0.27,75.46,1
LAG-FP-0290,dairy,joint_venture,56.34,4,15,137,30.06,4,7,1,2,4.5,1,0.62,0,2.05,1.62,2,4,5,5,4.0,3,3,4,3.33,3,4,4,3.67,4,3,3,3.33,10.38,7.3,13.93,0.87,49.12,1
LAG-FP-0291,grains_cereals,foreign,100.0,6,13,109,33.35,5,6,3,4,4.5,1,0.62,0,1.94,1.45,2,4,4,4,3.5,4,5,4,4.33,3,5,5,4.33,2,5,5,4.0,13.51,7.39,9.27,1.01,57.83,1
LAG-FP-0292,beverages,joint_venture,54.18,7,4,220,55.64,3,3,2,3,3.25,1,0.68,0,3.2,1.74,4,5,4,3,4.0,3,5,2,3.33,3,2,5,3.33,3,4,4,3.67,10.73,7.57,12.55,0.38,49.8,1
LAG-FP-0293,grains_cereals,domestic,0.0,0,11,118,10.38,4,4,3,6,3.25,0,0.24,1,0.38,2.04,3,3,1,3,2.5,4,4,3,3.67,5,3,3,3.67,3,2,4,3.0,6.11,4.38,0.0,0.89,56.47,0
LAG-FP-0294,oils_fats,domestic,0.0,0,17,82,10.52,4,4,4,6,3.5,0,0.36,0,0.86,0.93,3,2,5,4,3.5,3,3,3,3.0,3,3,4,3.33,3,4,4,3.67,8.63,4.73,1.98,0.0,46.72,0
LAG-FP-0295,fruits_veg,domestic,0.0,0,9,89,27.16,4,4,6,1,5.25,0,0.46,0,2.5,1.8,4,3,1,2,2.5,4,2,4,3.33,4,4,2,3.33,4,4,4,4.0,9.26,4.78,1.76,0.0,56.87,0
LAG-FP-0296,dairy,domestic,0.0,0,1,102,22.41,7,6,7,3,6.25,1,0.45,0,2.25,2.45,4,3,3,2,3.0,5,3,3,3.67,2,4,5,3.67,2,4,4,3.33,10.68,6.5,1.99,1.14,57.57,0
LAG-FP-0297,grains_cereals,domestic,0.0,0,11,58,12.76,2,4,2,4,3.0,0,0.38,0,0.98,1.58,2,4,2,4,3.0,4,2,5,3.67,4,4,2,3.33,5,4,4,4.33,10.47,7.8,3.17,0.58,52.23,0
LAG-FP-0298,fruits_veg,domestic,0.0,0,19,33,15.19,5,4,4,3,4.5,0,0.68,0,3.32,1.83,2,4,3,4,3.25,4,4,4,4.0,5,2,4,3.67,5,5,3,4.33,10.52,5.77,5.63,0.0,63.4,0
LAG-FP-0299,oils_fats,domestic,0.0,4,26,129,17.43,7,3,7,2,5.75,1,0.55,1,1.96,0.91,4,4,4,4,4.0,5,4,3,4.0,3,4,5,4.0,4,5,5,4.67,15.21,7.48,10.13,0.52,73.89,1
LAG-FP-0300,bakery,domestic,0.0,0,8,87,14.04,2,1,4,6,2.25,0,0.54,0,2.17,0.62,3,4,5,3,3.75,2,3,3,2.67,4,5,1,3.33,4,4,3,3.67,7.18,4.08,3.83,1.06,46.98,0
LAG-FP-0301,bakery,joint_venture,36.52,1,27,144,30.85,6,3,7,2,5.5,1,0.54,0,2.29,1.6,2,2,5,4,3.25,5,2,2,3.0,4,2,5,3.67,3,4,2,3.0,8.68,6.8,7.66,0.55,62.5,1
LAG-FP-0302,dairy,domestic,0.0,0,4,39,8.92,6,5,4,5,4.5,0,0.77,0,1.76,2.37,3,5,4,4,4.0,5,2,2,3.0,4,4,3,3.67,2,3,5,3.33,8.98,4.58,6.13,0.89,48.77,0
LAG-FP-0303,confectionery,foreign,87.05,9,1,42,15.61,1,4,4,3,3.5,1,0.65,0,0.77,2.21,4,3,5,4,4.0,4,4,5,4.33,3,4,5,4.0,4,3,3,3.33,14.15,9.76,11.68,0.0,54.13,1
LAG-FP-0304,bakery,domestic,0.0,0,18,59,18.07,6,4,4,5,4.25,1,0.4,0,1.87,1.33,4,3,3,4,3.5,5,4,3,4.0,2,3,3,2.67,3,4,4,3.67,7.5,4.14,6.57,0.07,54.97,0
LAG-FP-0305,meat,domestic,0.0,0,16,76,13.73,2,4,4,3,3.75,0,0.12,0,2.65,1.46,3,4,3,4,3.5,3,4,4,3.67,3,2,4,3.0,3,3,2,2.67,8.24,4.4,6.76,0.0,47.33,0
LAG-FP-0306,confectionery,foreign,75.76,6,29,94,25.35,4,5,4,5,4.0,1,0.52,0,2.09,1.8,2,5,2,4,3.25,3,4,3,3.33,4,5,5,4.67,3,4,4,3.67,12.52,6.61,9.57,1.11,56.34,1
LAG-FP-0307,bakery,joint_venture,32.39,4,7,78,25.94,5,6,2,6,3.75,1,0.66,1,1.02,0.83,3,3,2,4,3.0,4,2,3,3.0,2,3,3,2.67,4,3,5,4.0,5.87,4.8,8.66,0.57,52.43,1
LAG-FP-0308,meat,foreign,87.05,2,28,104,31.19,4,5,2,7,3.0,1,0.68,0,1.14,0.96,2,4,4,2,3.0,4,3,3,3.33,3,2,3,2.67,4,2,4,3.33,7.82,3.38,9.21,0.0,55.07,1
LAG-FP-0309,grains_cereals,domestic,0.0,0,28,16,8.36,6,3,6,4,4.75,1,0.52,0,1.42,1.87,3,3,2,4,3.0,3,3,2,2.67,4,4,2,3.33,2,4,5,3.67,7.76,5.4,1.22,0.0,53.57,0
LAG-FP-0310,grains_cereals,joint_venture,47.75,1,7,153,13.58,7,4,6,3,5.5,1,0.44,0,1.81,1.31,3,4,3,4,3.5,4,3,4,3.67,3,4,5,4.0,4,5,3,4.0,14.87,9.62,11.52,0.0,70.38,1
LAG-FP-0311,bakery,domestic,0.0,0,14,57,15.84,2,4,4,3,3.75,1,0.41,0,2.04,1.54,3,3,5,4,3.75,4,5,3,4.0,2,2,1,1.67,3,3,2,2.67,6.8,5.26,5.53,0.97,54.62,0
LAG-FP-0312,dairy,foreign,86.51,2,18,72,20.68,5,2,4,3,4.0,0,0.69,1,1.48,1.29,5,3,4,4,4.0,5,4,4,4.33,2,3,2,2.33,4,4,5,4.33,11.5,7.79,9.53,0.01,63.96,1
LAG-FP-0313,beverages,joint_venture,67.96,2,1,169,53.22,5,3,2,5,3.25,1,0.6,0,2.49,1.8,4,5,4,4,4.25,2,5,4,3.67,4,2,3,3.0,3,4,2,3.0,8.66,4.89,12.64,0.0,50.57,1
LAG-FP-0314,fruits_veg,foreign,97.8,1,21,87,8.12,7,6,4,2,5.75,1,0.37,1,2.26,1.28,3,5,3,3,3.5,3,2,3,2.67,3,3,3,3.0,2,4,2,2.67,7.11,3.81,10.05,0.0,54.05,1
LAG-FP-0315,beverages,domestic,0.0,0,21,64,14.13,7,5,2,5,4.25,1,0.39,0,2.11,1.7,5,5,4,4,4.5,3,5,3,3.67,5,4,4,4.33,3,4,4,3.67,13.14,6.99,4.22,0.04,58.17,0
LAG-FP-0316,dairy,joint_venture,49.15,7,18,200,2.0,4,4,6,6,4.0,1,0.41,1,2.35,0.89,3,3,2,3,2.75,2,4,4,3.33,3,5,2,3.33,3,3,3,3.0,7.3,4.02,9.72,0.06,45.58,1
LAG-FP-0317,meat,domestic,0.0,0,11,122,26.19,5,4,5,1,5.25,1,0.26,1,1.92,1.97,4,2,5,3,3.5,3,3,2,2.67,4,5,3,4.0,4,4,3,3.67,11.82,8.62,3.43,0.0,59.91,0
LAG-FP-0318,grains_cereals,domestic,0.0,10,18,77,12.57,5,6,6,5,5.0,1,0.63,0,2.42,1.11,4,4,4,4,4.0,4,4,5,4.33,2,5,3,3.33,5,5,5,5.0,15.23,8.75,9.19,0.0,76.82,1
LAG-FP-0319,meat,domestic,0.0,0,1,108,31.45,5,3,3,2,4.25,0,0.07,0,1.62,1.57,4,2,3,3,3.0,2,2,3,2.33,4,3,4,3.67,3,2,3,2.67,8.06,4.09,1.12,0.0,40.33,0
LAG-FP-0320,bakery,domestic,0.0,0,8,57,10.18,4,3,6,3,4.5,0,0.49,0,1.03,1.61,5,4,5,5,4.75,2,4,3,3.0,4,4,2,3.33,4,4,3,3.67,12.26,6.76,5.79,0.0,55.16,0
LAG-FP-0321,fruits_veg,foreign,81.94,6,16,52,14.15,5,7,2,6,4.0,1,0.64,0,1.47,1.92,3,4,2,3,3.0,2,4,5,3.67,2,3,4,3.0,5,3,3,3.67,9.73,5.77,7.03,0.55,53.08,1
LAG-FP-0322,oils_fats,joint_venture,35.94,11,23,93,27.64,5,4,3,3,4.25,1,0.3,0,0.49,0.54,3,3,3,3,3.0,4,4,4,4.0,1,2,3,2.0,5,2,3,3.33,5.13,2.84,8.47,0.0,57.61,1
LAG-FP-0323,dairy,joint_venture,23.41,1,13,217,76.59,5,3,2,5,3.25,1,0.69,0,2.34,1.65,4,4,4,3,3.75,4,2,4,3.33,3,3,3,3.0,4,3,4,3.67,9.94,6.78,7.06,0.65,59.22,1
LAG-FP-0324,bakery,domestic,0.0,0,13,77,25.8,5,4,5,6,4.0,0,0.58,0,2.12,1.92,2,4,4,4,3.5,3,3,4,3.33,2,4,3,3.0,4,5,4,4.33,9.25,7.13,1.68,0.27,56.48,0
