condition_id,fixture_type,boundary_constraint,stack_pressure_value,stack_pressure_units,load_type,applied_force_value,applied_force_units,applied_moment_value,applied_moment_units,normal_force_direction,shear_plane,temperature_celsius,notes,source_metadata,created_utc
MBC-00078,custom_fixture,fixed_free,4.556,MPa,bending,,,420.09,N*m,,,95.2,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00079,three_point_bending,clamped,6.305,MPa,bending,,,39.66,N*m,,,47.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00080,three_point_bending,fixed_free,3.425,MPa,shear,412.08,N,,,,xy,109.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00081,four_point_bending,pinned_fixed,7.094,MPa,tensile,2043.92,N,,,+x,,26.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00082,custom_fixture,pinned_fixed,2.148,MPa,compressive,4525.14,N,,,+x,,62.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00083,uniaxial_compression_fixture,clamped,4.822,MPa,bending,,,150.01,N*m,,,114.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00084,shear_fixture_double_lap,pinned_fixed,7.5,MPa,torsional,,,302.02,N*m,,,74.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00085,four_point_bending,pinned_fixed,2.802,MPa,tensile,1950.4,N,,,-x,,68.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00086,shear_fixture_double_lap,simply_supported,8.421,MPa,tensile,4903.8,N,,,+x,,112.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00087,uniaxial_compression_fixture,pinned_fixed,5.687,MPa,torsional,,,321.73,N*m,,,22.7,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00088,triaxial_cell,pinned_fixed,0.598,MPa,tensile,1066.18,N,,,+y,,57.9,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00089,shear_fixture_single_lap,pinned_fixed,7.545,MPa,shear,1268.83,N,,,,xy,103.2,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00090,custom_fixture,fixed_fixed,0.616,MPa,torsional,,,112.89,N*m,,,115.2,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00091,biaxial_fixture,simply_supported,7.567,MPa,compressive,1004.81,N,,,+z,,115.0,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00092,triaxial_cell,fixed_free,4.788,MPa,tensile,4739.31,N,,,-y,,31.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00093,three_point_bending,pinned_pinned,6.098,MPa,tensile,3594.6,N,,,-z,,116.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00094,three_point_bending,fixed_fixed,0.354,MPa,torsional,,,339.0,N*m,,,51.2,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00095,shear_fixture_double_lap,pinned_fixed,0.852,MPa,tensile,3139.94,N,,,+z,,89.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00096,three_point_bending,simply_supported,8.075,MPa,torsional,,,283.4,N*m,,,99.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00097,uniaxial_compression_fixture,pinned_pinned,4.341,MPa,torsional,,,253.47,N*m,,,57.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00098,shear_fixture_single_lap,fixed_fixed,8.241,MPa,bending,,,480.43,N*m,,,30.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00099,custom_fixture,simply_supported,4.411,MPa,tensile,4827.71,N,,,+y,,93.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00100,custom_fixture,pinned_fixed,8.275,MPa,bending,,,161.83,N*m,,,79.2,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00101,four_point_bending,fixed_fixed,8.828,MPa,shear,2328.9,N,,,,zx,44.4,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00102,shear_fixture_double_lap,pinned_pinned,4.994,MPa,compressive,2442.87,N,,,+y,,52.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00103,three_point_bending,pinned_pinned,8.815,MPa,shear,1388.58,N,,,,xy,90.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00104,four_point_bending,fixed_fixed,7.229,MPa,tensile,3793.24,N,,,-x,,68.9,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00105,custom_fixture,simply_supported,4.537,MPa,bending,,,147.82,N*m,,,21.7,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00106,shear_fixture_double_lap,simply_supported,3.131,MPa,tensile,2371.57,N,,,+x,,78.2,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00107,shear_fixture_single_lap,pinned_fixed,3.375,MPa,torsional,,,136.19,N*m,,,90.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00108,three_point_bending,fixed_free,7.241,MPa,compressive,3716.98,N,,,-x,,51.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00109,triaxial_cell,fixed_free,7.412,MPa,tensile,2952.04,N,,,+x,,47.6,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00110,three_point_bending,fixed_fixed,3.033,MPa,tensile,1518.32,N,,,-x,,56.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00111,triaxial_cell,pinned_pinned,9.746,MPa,compressive,3490.11,N,,,-z,,75.3,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00112,custom_fixture,fixed_fixed,5.783,MPa,compressive,2207.94,N,,,-z,,66.9,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00113,uniaxial_compression_fixture,pinned_pinned,1.229,MPa,bending,,,246.38,N*m,,,26.5,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00114,uniaxial_compression_fixture,fixed_free,8.13,MPa,tensile,435.05,N,,,-z,,114.9,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00115,biaxial_fixture,clamped,6.103,MPa,bending,,,113.62,N*m,,,99.1,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
MBC-00116,shear_fixture_double_lap,pinned_fixed,3.044,MPa,bending,,,214.99,N*m,,,78.9,synthetic sample generated,"{""source"":""experimental_setup_details"",""schema_version"":""1.0"",""fixture_vocab"":[""uniaxial_compression_fixture"",""biaxial_fixture"",""triaxial_cell"",""four_point_bending"",""three_point_bending"",""shear_fixture_single_lap"",""shear_fixture_double_lap"",""custom_fixture""],""boundary_constraints_vocab"":[""fixed_fixed"",""fixed_free"",""pinned_pinned"",""pinned_fixed"",""clamped"",""simply_supported""],""load_types_vocab"":[""compressive"",""tensile"",""shear"",""bending"",""torsional""],""units"":{""stack_pressure"":""MPa"",""force"":""N"",""moment"":""N*m""}}",2025-10-09T04:23:38Z
