sample_id,ramp_up_rate_c_per_min,peak_temperature_c,hold_time_min,cool_rate_c_per_min,applied_pressure_mpa,atmosphere,initial_relative_density,initial_median_pore_diameter_um,initial_pore_size_lognormal_sigma,grain_size_mean_um,grain_size_std_um,porosity_percent,pore_median_diameter_um,pore_size_lognormal_sigma,hag_boundary_fraction_percent,avg_misorientation_deg,relative_density,sintering_index_model
334,8.517,1019.27,141.15,15.806,0.0,vacuum,0.5417,0.7167,0.5297,1.9667,0.546,0.1,0.3465,0.4507,52.23,25.22,0.999,1.55408
335,15.934,1235.43,136.59,20.947,0.0,nitrogen,0.5715,0.6852,0.4902,2.3459,0.6421,0.1,0.3498,0.3817,60.01,26.03,0.999,2.01464
336,5.557,1395.22,133.16,17.132,11.897,air,0.6401,0.4927,0.4844,2.0171,0.5439,0.1,0.2592,0.408,65.88,31.47,0.999,2.52562
337,18.788,1131.86,159.83,11.531,12.851,nitrogen,0.5158,0.5562,0.5343,2.0976,0.4313,0.1,0.258,0.4169,56.94,26.39,0.999,2.07289
338,10.167,1268.87,139.93,19.603,29.116,nitrogen,0.6076,0.5672,0.4958,1.7474,0.4816,0.1,0.2537,0.4074,60.45,27.63,0.999,2.52465
339,5.001,1186.25,130.76,18.164,0.0,air,0.6439,0.7872,0.4731,2.3604,0.4822,0.1,0.4417,0.3622,60.01,24.09,0.999,1.79741
340,4.014,1443.39,69.51,8.77,14.527,vacuum,0.5969,0.3738,0.3921,2.131,0.6031,0.1,0.1816,0.3004,64.17,34.95,0.999,2.29328
341,8.385,1329.59,161.16,15.468,12.739,hydrogen,0.6103,0.9153,0.458,2.6413,0.718,0.1,0.4714,0.3437,65.21,32.98,0.999,2.83951
342,18.563,965.71,115.53,2.737,0.0,nitrogen,0.6201,1.5543,0.399,2.6185,0.7339,0.1,0.8193,0.3429,49.99,26.97,0.999,1.12336
343,9.66,990.19,95.85,2.944,18.674,nitrogen,0.5682,0.3858,0.4637,1.5984,0.3237,0.1,0.1914,0.3921,44.9,23.15,0.999,1.1557
344,5.761,1010.18,134.62,16.725,0.0,air,0.6049,0.2852,0.3455,1.3267,0.3718,0.1,0.1506,0.2313,47.23,24.89,0.999,1.37318
345,17.142,1004.98,165.24,11.445,31.948,argon,0.5441,0.5766,0.347,1.5434,0.4667,0.1,0.2867,0.2521,52.8,29.44,0.999,1.97294
346,7.59,1263.41,165.14,22.354,0.0,nitrogen,0.5506,0.5782,0.3158,1.9739,0.5123,0.1,0.2733,0.206,62.63,32.9,0.999,2.34526
347,12.563,1056.23,144.8,24.434,37.558,hydrogen,0.5737,0.2778,0.3297,1.4157,0.2904,0.1,0.1353,0.2795,51.3,28.97,0.999,2.10032
348,7.447,989.33,127.75,16.607,0.0,vacuum,0.5698,0.8503,0.3901,2.0434,0.5641,0.1,0.3999,0.2913,45.57,24.9,0.999,1.35491
349,14.027,1170.55,116.65,24.583,0.0,air,0.5765,0.6162,0.51,2.0985,0.4206,0.1,0.3261,0.3954,55.21,29.38,0.999,1.63282
350,16.377,1277.76,153.4,6.42,30.392,air,0.646,0.3378,0.2953,2.021,0.6024,0.1,0.1722,0.2113,64.8,31.05,0.999,2.59634
351,7.253,1086.19,80.47,24.411,0.0,air,0.6207,0.3427,0.4751,1.6336,0.3694,0.1,0.2047,0.3771,54.47,28.39,0.999,1.13208
352,15.611,1123.14,78.77,10.359,43.004,argon,0.6037,0.9024,0.3327,1.9604,0.5322,0.1,0.5085,0.2581,56.47,27.34,0.999,1.57672
353,11.279,1437.65,161.66,17.268,0.0,hydrogen,0.6377,0.6455,0.525,2.7666,0.7382,0.1,0.3203,0.4327,70.78,31.44,0.999,2.9421
354,17.827,1246.78,118.03,3.452,0.0,nitrogen,0.5266,0.4456,0.3108,2.3516,0.5191,0.1,0.2372,0.2309,52.51,24.3,0.999,1.88593
355,16.286,1368.33,103.87,19.249,14.038,air,0.5419,0.6513,0.4415,1.7823,0.4392,0.1,0.3188,0.3258,53.27,29.68,0.999,2.20282
356,7.349,989.77,143.25,9.805,0.0,air,0.6407,0.4438,0.5407,1.7579,0.3874,0.1,0.2419,0.4072,42.31,22.31,0.999,1.39014
357,3.346,1215.88,112.69,20.154,0.0,vacuum,0.5023,0.3189,0.5273,1.4496,0.3097,0.1,0.1523,0.4339,57.84,35.34,0.999,1.85269
358,5.578,1346.26,164.14,15.126,0.0,nitrogen,0.5589,0.3948,0.523,1.7285,0.3946,0.1,0.2038,0.4193,54.61,30.94,0.999,2.55786
359,7.554,1185.44,56.97,4.466,0.0,air,0.533,0.6283,0.3015,1.8996,0.4823,0.1,0.3523,0.2266,53.93,29.84,0.999,1.19885
360,14.628,989.19,156.67,8.904,21.764,vacuum,0.6003,1.3037,0.3929,2.5465,0.6728,0.1,0.6022,0.2614,51.31,24.89,0.999,1.80217
361,15.63,1333.46,89.3,5.948,0.0,air,0.6334,0.8026,0.3237,2.2456,0.5916,0.1,0.4167,0.208,65.31,33.64,0.999,1.82749
362,11.364,1439.24,154.24,22.447,14.541,vacuum,0.5988,0.7985,0.3273,2.3695,0.6853,0.1,0.421,0.2092,63.96,30.91,0.999,3.07304
363,6.862,1104.36,156.34,13.554,0.0,argon,0.5666,0.6851,0.2682,2.2657,0.5272,0.1,0.3461,0.1977,51.52,23.36,0.999,1.86627
364,5.516,1147.24,159.51,12.132,0.0,argon,0.5303,1.4106,0.286,3.3039,0.9746,0.1,0.6718,0.1975,61.07,33.82,0.999,2.00844
365,11.386,995.13,160.85,8.428,0.0,argon,0.5472,0.731,0.4256,1.8788,0.3877,0.1,0.3897,0.3704,50.06,27.27,0.999,1.60669
366,15.39,1269.13,152.36,14.864,0.0,vacuum,0.5901,0.5711,0.4023,1.8828,0.4878,0.1,0.2742,0.3287,56.17,30.25,0.999,2.32522
367,7.685,960.22,89.56,3.417,27.927,air,0.5138,0.2366,0.3924,1.0644,0.304,0.1,0.1462,0.3472,44.3,22.18,0.999,1.02712
368,2.485,1433.65,78.51,14.278,44.857,air,0.5321,0.8133,0.5192,2.3173,0.5589,0.1,0.4028,0.4091,68.07,32.25,0.999,2.55732
369,14.623,1291.44,125.78,18.014,0.0,argon,0.601,0.6579,0.388,1.8761,0.4573,0.1,0.3129,0.3202,55.5,29.66,0.999,2.09827
370,7.834,1167.63,89.21,5.65,45.979,hydrogen,0.6104,0.4257,0.5459,1.758,0.4917,0.1,0.2065,0.4442,63.13,30.96,0.999,1.97062
371,14.386,1342.97,119.67,9.941,27.514,air,0.5431,0.2949,0.2523,1.5979,0.4226,0.1,0.12,0.1663,57.14,31.09,0.999,2.4458
372,10.017,1317.43,159.41,22.81,0.0,argon,0.5094,0.6468,0.4175,2.2606,0.6052,0.1,0.3274,0.3104,57.13,26.85,0.999,2.46592
373,2.284,1434.69,143.4,23.64,5.44,air,0.6097,0.3694,0.2906,1.5664,0.4095,0.1,0.2023,0.2121,65.27,35.4,0.999,2.62519
374,7.618,1087.6,99.36,10.617,0.0,argon,0.6406,0.8091,0.3145,2.135,0.5518,0.1,0.3965,0.2014,48.26,21.56,0.999,1.34155
375,19.798,1200.56,122.62,5.374,33.722,air,0.5116,0.442,0.4882,1.4833,0.3733,0.1,0.2111,0.3952,55.76,28.57,0.999,2.09522
376,9.009,1084.47,141.7,9.638,23.139,air,0.5341,0.6143,0.5476,1.9479,0.4117,0.1,0.3522,0.4058,50.8,30.17,0.999,1.84784
377,4.585,1154.43,165.97,18.675,0.0,air,0.6373,0.8632,0.3039,2.2168,0.5916,0.1,0.4054,0.2116,55.42,25.5,0.999,1.99972
378,2.223,1143.3,101.37,19.972,5.414,air,0.5073,0.659,0.3031,1.9025,0.432,0.1,0.3099,0.213,49.16,27.88,0.999,1.4958
379,12.56,1374.88,144.11,8.534,42.744,nitrogen,0.6199,0.9154,0.3999,2.4049,0.5606,0.1,0.4248,0.3182,67.26,34.88,0.999,3.08812
380,4.112,1290.16,61.97,7.998,49.748,nitrogen,0.5566,0.6032,0.5335,1.6246,0.5076,0.1,0.345,0.409,57.75,27.47,0.999,2.02154
381,18.483,1193.94,138.35,7.026,20.687,nitrogen,0.5065,0.6745,0.4479,2.0832,0.4589,0.1,0.3512,0.3388,55.55,24.55,0.999,2.14945
382,6.915,1216.5,158.44,3.542,0.0,vacuum,0.594,0.7949,0.3323,2.3436,0.4702,0.1,0.427,0.2372,59.96,29.27,0.999,2.25091
383,6.809,1292.21,102.53,5.454,0.0,nitrogen,0.5212,0.4141,0.494,2.0746,0.4856,0.1,0.2389,0.4179,65.84,32.74,0.999,1.90031
384,11.196,1239.21,138.58,18.114,49.188,air,0.565,0.5271,0.3949,1.656,0.4168,0.1,0.2703,0.2956,47.29,28.66,0.999,2.58252
385,4.973,1189.51,123.31,23.732,24.189,argon,0.506,0.6517,0.4615,1.6954,0.3975,0.1,0.3432,0.3901,57.94,30.61,0.999,2.0814
386,12.007,1246.95,104.2,12.385,0.0,air,0.6076,0.9896,0.4099,2.2501,0.5216,0.1,0.4922,0.3083,62.72,31.41,0.999,1.73449
387,10.704,1346.75,153.66,4.606,49.149,argon,0.5487,1.1081,0.4726,2.6441,0.7557,0.1,0.5875,0.3796,65.7,40.29,0.999,3.22936
388,10.581,1171.01,118.15,13.462,0.0,nitrogen,0.5951,0.8876,0.522,1.9777,0.5318,0.1,0.4318,0.4454,51.17,31.58,0.999,1.70579
389,19.716,1269.07,148.15,19.454,0.0,vacuum,0.5043,0.9083,0.3582,2.1776,0.5118,0.1,0.4022,0.3007,58.38,32.3,0.999,2.27389
390,12.936,1300.73,136.11,7.536,0.0,nitrogen,0.5107,0.6568,0.5018,2.1274,0.5062,0.1,0.2923,0.3856,57.1,24.53,0.999,2.19316
391,10.0,1412.89,58.98,24.002,0.0,air,0.6268,0.4456,0.2756,2.0482,0.5087,0.1,0.2185,0.1548,64.79,34.82,0.999,1.80343
392,7.068,1315.51,41.64,5.591,31.698,vacuum,0.5924,1.308,0.3148,2.6727,0.6451,0.1,0.6857,0.2518,59.87,29.25,0.999,1.80103
393,7.12,1411.37,144.25,3.856,32.39,vacuum,0.5929,0.3857,0.4149,2.086,0.4953,0.1,0.2401,0.2883,61.59,34.2,0.999,3.18694
394,4.417,1037.73,137.39,12.068,0.0,hydrogen,0.5258,0.3885,0.5186,1.5224,0.38,0.1,0.1843,0.4033,49.9,28.43,0.999,1.60293
395,17.541,1068.32,92.32,20.814,0.0,air,0.5727,0.4594,0.4075,1.3969,0.408,0.1,0.2883,0.3128,53.85,30.41,0.999,1.16827
396,14.236,1294.43,147.79,15.15,24.978,air,0.5051,0.7588,0.2504,2.3341,0.5799,0.1,0.3493,0.1574,56.12,31.31,0.999,2.53065
397,16.559,953.75,104.33,8.743,37.829,argon,0.6194,0.4672,0.3509,1.2904,0.2947,0.1,0.2596,0.2682,40.04,26.53,0.999,1.2427
398,18.884,1071.22,69.13,24.695,0.0,argon,0.6374,0.9359,0.4238,1.6622,0.3503,0.1,0.6138,0.3859,54.96,29.6,0.999,1.0291
399,2.676,1267.48,47.91,21.536,33.125,vacuum,0.6411,0.7523,0.3111,1.4986,0.4213,0.1,0.4077,0.224,61.53,30.22,0.999,1.71944
400,16.936,1312.54,162.5,7.663,44.072,hydrogen,0.6419,0.8571,0.3172,2.2381,0.4967,0.1,0.4313,0.2131,66.14,32.02,0.999,3.25523
401,14.681,1250.15,134.3,3.459,0.0,vacuum,0.6453,1.1778,0.4125,2.976,0.8682,0.1,0.5532,0.3106,63.49,30.74,0.999,2.12002
402,6.78,1390.27,153.59,14.457,0.0,argon,0.5367,0.2706,0.2702,1.6451,0.4535,0.1,0.1303,0.1753,60.17,30.6,0.999,2.61318
403,8.139,1227.05,126.85,18.035,0.0,air,0.5125,0.766,0.541,2.2081,0.6585,0.1,0.4015,0.4411,54.32,32.2,0.999,1.87134
404,18.826,1427.26,142.54,2.36,0.0,vacuum,0.5165,0.2067,0.3163,2.0037,0.5152,0.1,0.099,0.2022,72.24,34.97,0.999,2.6619
405,17.812,1187.51,92.89,18.635,12.96,air,0.5664,0.3379,0.3345,1.3471,0.3289,0.1,0.1576,0.2189,55.84,27.47,0.999,1.59189
406,12.026,1031.75,105.26,5.559,0.0,vacuum,0.5348,0.5118,0.3421,1.463,0.3228,0.1,0.2796,0.2512,48.84,27.91,0.999,1.27376
407,14.084,1007.39,125.71,15.08,0.0,vacuum,0.58,0.4326,0.5325,1.9197,0.4326,0.1,0.2133,0.4541,46.68,23.31,0.999,1.37882
408,8.932,1366.84,160.65,15.812,0.0,air,0.5925,0.7076,0.2684,2.1054,0.4542,0.1,0.3401,0.1596,64.82,25.51,0.999,2.50615
409,11.325,1200.78,121.46,21.723,38.426,argon,0.5333,0.4169,0.2838,1.3153,0.2818,0.1,0.2162,0.1748,55.08,33.4,0.999,2.25038
410,17.288,1024.0,149.09,13.969,40.5,argon,0.5285,0.9367,0.4763,2.815,0.7803,0.1,0.5269,0.3753,58.35,30.11,0.999,1.95331
411,15.533,1026.71,98.29,9.54,0.0,vacuum,0.6216,0.5583,0.3767,1.4108,0.3333,0.1,0.3545,0.3144,51.36,28.38,0.999,1.19327
412,9.06,1269.37,97.75,19.623,0.0,argon,0.5328,1.0387,0.3801,2.2677,0.6207,0.1,0.525,0.2667,58.74,28.57,0.999,1.81757
413,11.437,1393.9,122.25,12.975,0.0,nitrogen,0.6134,0.6395,0.5376,2.372,0.4939,0.1,0.3127,0.4512,61.39,30.76,0.999,2.33078
414,3.076,1155.53,149.2,13.837,0.0,argon,0.6396,0.6144,0.5324,1.7827,0.5342,0.1,0.3214,0.4339,60.21,29.79,0.999,1.94399
415,10.618,1004.27,134.61,19.083,0.0,argon,0.5074,0.3636,0.3497,1.435,0.3029,0.1,0.2154,0.2763,56.47,30.28,0.999,1.41249
416,5.146,1025.52,113.69,24.991,0.0,air,0.5438,0.4751,0.2708,1.4752,0.3722,0.1,0.2345,0.1931,52.47,30.31,0.999,1.24367
417,7.67,1219.26,152.67,22.254,0.0,nitrogen,0.5923,0.3914,0.5406,2.0828,0.519,0.1,0.2013,0.4168,57.6,32.22,0.999,2.12361
418,15.905,1128.93,158.08,17.646,45.862,argon,0.572,0.9707,0.3047,2.2387,0.6563,0.1,0.5156,0.1722,47.93,24.87,0.999,2.46088
419,10.572,1214.55,80.21,22.378,10.678,air,0.5114,0.3296,0.4947,1.4216,0.3872,0.1,0.1733,0.3739,54.1,25.39,0.999,1.55433
420,15.649,1064.74,99.38,23.307,0.0,hydrogen,0.6195,0.7852,0.2788,2.1598,0.6164,0.1,0.4065,0.1976,50.48,26.38,0.999,1.33214
421,13.931,1304.8,154.79,15.885,0.0,vacuum,0.6406,0.5663,0.392,2.2472,0.4936,0.1,0.2515,0.3032,65.67,30.65,0.999,2.44963
422,7.466,996.69,125.12,8.678,14.842,argon,0.5898,0.6897,0.3241,2.2177,0.6509,0.1,0.3509,0.2065,52.61,30.43,0.999,1.43048
423,2.706,1337.56,121.08,22.362,17.427,vacuum,0.6486,0.5142,0.3098,1.6405,0.4016,0.1,0.2285,0.2242,68.9,34.66,0.999,2.49947
424,6.836,1352.47,64.61,23.45,49.606,argon,0.5586,0.6531,0.297,1.9622,0.5125,0.1,0.3551,0.1906,64.57,34.21,0.999,2.28702
425,18.651,979.72,142.34,15.413,0.0,nitrogen,0.6036,0.7491,0.3773,1.846,0.4887,0.1,0.3797,0.273,48.1,30.44,0.999,1.3806
426,6.244,1135.24,84.48,23.606,0.0,air,0.6495,0.5122,0.3995,1.47,0.4059,0.1,0.2541,0.3069,46.48,27.12,0.999,1.29137
427,17.646,1198.21,131.63,14.023,0.0,air,0.6017,0.8677,0.3271,2.368,0.5954,0.1,0.4982,0.1944,55.57,30.62,0.999,1.81433
428,7.416,1131.21,103.26,16.458,0.0,air,0.59,0.5105,0.3919,1.6008,0.4192,0.1,0.284,0.3062,47.82,27.43,0.999,1.43275
429,11.619,1186.79,159.58,8.552,0.0,air,0.5446,0.4827,0.3133,2.3015,0.6505,0.1,0.2493,0.2491,53.26,23.76,0.999,2.02683
430,13.399,1414.08,154.78,22.376,0.0,air,0.5456,0.4515,0.5469,2.0529,0.6052,0.1,0.2019,0.4768,66.67,36.47,0.999,2.56773
431,7.671,1363.52,88.38,24.138,0.0,nitrogen,0.6128,0.8372,0.4406,2.1903,0.5931,0.1,0.3979,0.3403,63.04,31.58,0.999,1.97255
432,16.47,1316.4,144.73,6.495,0.0,nitrogen,0.5324,0.3957,0.5101,1.8482,0.479,0.1,0.1966,0.4365,57.39,31.7,0.999,2.294
433,10.163,1067.12,90.89,12.644,0.0,air,0.6034,0.5269,0.5306,1.4902,0.4596,0.1,0.3105,0.4087,41.11,21.64,0.999,1.16669
434,7.823,1341.16,154.36,15.8,0.0,argon,0.5182,0.3731,0.3943,2.0501,0.4876,0.1,0.1763,0.2723,71.16,35.62,0.999,2.48739
435,10.42,1316.3,103.21,16.259,0.0,argon,0.6143,0.3848,0.387,1.8394,0.4535,0.1,0.187,0.2843,65.79,35.82,0.999,1.98867
436,4.595,950.37,165.48,18.959,26.684,air,0.5913,1.194,0.3547,2.0264,0.5195,0.1,0.6104,0.2556,45.19,27.67,0.999,1.70294
437,12.818,1254.72,140.07,24.917,0.0,vacuum,0.5832,0.4285,0.2961,1.8817,0.5401,0.1,0.2352,0.1946,58.76,25.82,0.999,2.18841
438,14.578,1415.56,97.72,12.003,0.0,vacuum,0.5515,0.6381,0.4248,1.8406,0.4779,0.1,0.3187,0.3353,61.86,29.52,0.999,2.26109
439,13.435,964.15,140.43,24.143,0.0,nitrogen,0.5975,0.4716,0.3743,1.3844,0.405,0.1,0.2699,0.3008,51.33,30.28,0.999,1.33441
440,13.581,959.33,149.45,11.649,40.642,argon,0.5897,0.6939,0.4964,1.8147,0.509,0.1,0.314,0.3734,46.74,27.99,0.999,1.7539
441,9.014,1208.5,166.41,17.453,0.0,vacuum,0.6052,0.4426,0.4723,1.7357,0.4477,0.1,0.2183,0.3621,60.22,32.13,0.999,2.29779
442,4.257,1057.37,102.73,21.697,21.129,argon,0.5633,0.4486,0.2706,1.7196,0.4951,0.1,0.2381,0.1857,52.13,30.2,0.999,1.45184
443,17.495,1194.32,160.36,11.672,28.45,air,0.6103,0.4531,0.3721,1.6721,0.5164,0.1,0.2262,0.291,55.6,31.13,0.999,2.38169
444,15.658,965.69,151.17,20.816,0.0,argon,0.5197,0.3224,0.4632,1.767,0.4623,0.1,0.1871,0.4086,48.13,27.34,0.999,1.43697
445,9.855,1093.38,147.1,24.529,29.87,hydrogen,0.5074,0.4675,0.4467,1.8311,0.4613,0.1,0.2332,0.3631,57.45,29.43,0.999,2.17684
446,2.625,1326.82,156.68,7.419,0.0,nitrogen,0.5806,0.4373,0.4663,1.7844,0.5159,0.1,0.2424,0.3422,62.11,31.22,0.999,2.44385
447,11.316,1036.45,131.39,5.329,18.844,vacuum,0.5767,0.5039,0.5318,1.8389,0.4431,0.1,0.2811,0.4123,57.16,30.72,0.999,1.68533
448,18.954,979.63,157.0,13.839,33.563,argon,0.5516,0.7991,0.2672,1.9466,0.4097,0.1,0.3372,0.1915,44.06,24.04,0.999,1.8204
449,18.252,1324.2,98.06,16.122,39.708,argon,0.5961,0.4717,0.4869,1.7727,0.5075,0.1,0.2486,0.3879,63.48,33.79,0.999,2.40653
450,6.454,1114.86,161.71,10.538,29.138,air,0.5732,0.2805,0.5455,1.591,0.3865,0.1,0.1469,0.4365,47.43,23.11,0.999,2.18862
451,17.622,1142.35,115.97,2.277,0.0,nitrogen,0.6176,0.471,0.5032,1.9185,0.5774,0.1,0.2251,0.4066,54.68,30.01,0.999,1.59425
452,15.646,1332.72,142.94,11.56,33.041,air,0.6344,0.93,0.5351,2.4369,0.638,0.1,0.4461,0.4525,71.86,31.03,0.999,2.70261
453,8.014,1095.92,113.48,20.096,0.0,nitrogen,0.5312,0.6556,0.5121,2.1609,0.5347,0.1,0.3288,0.4029,50.52,26.3,0.999,1.46812
454,4.662,1215.37,146.32,21.103,0.0,hydrogen,0.6216,0.4632,0.5006,1.7559,0.4141,0.1,0.2376,0.4177,68.3,29.82,0.999,2.18394
455,16.688,1259.55,98.19,8.751,33.158,argon,0.6133,0.6821,0.3949,1.9194,0.4514,0.1,0.3063,0.276,60.5,30.07,0.999,2.13031
456,15.577,1343.51,164.98,14.145,15.052,air,0.5163,0.4661,0.3524,1.9046,0.5716,0.1,0.2484,0.2597,62.4,28.24,0.999,2.68222
457,10.169,1102.29,129.29,16.523,0.0,air,0.6255,0.4014,0.4842,1.76,0.5183,0.1,0.2352,0.4116,49.86,28.2,0.999,1.56795
458,6.545,1141.18,106.17,19.538,7.532,hydrogen,0.6243,0.6472,0.5114,1.8317,0.4282,0.1,0.3502,0.3697,62.84,34.73,0.999,1.69276
459,3.977,1264.04,124.77,11.859,42.688,air,0.6347,0.8209,0.2706,1.8948,0.582,0.1,0.4275,0.1743,57.65,31.48,0.999,2.44971
460,8.612,1152.99,143.35,6.225,36.078,argon,0.6413,0.6716,0.5493,2.0262,0.4195,0.1,0.3204,0.4851,58.05,28.24,0.999,2.29659
461,9.765,954.02,83.37,3.904,0.0,hydrogen,0.6463,0.5461,0.4742,1.5571,0.4086,0.1,0.3109,0.3499,59.47,31.57,0.999,0.88913
462,4.946,1381.34,163.76,7.383,8.576,air,0.6107,0.6002,0.4347,2.0064,0.5541,0.1,0.2852,0.3294,66.07,33.74,0.999,2.70097
463,13.272,1407.22,118.56,15.374,10.384,argon,0.559,0.3471,0.2592,1.5302,0.3582,0.1,0.1677,0.1714,63.85,30.55,0.999,2.49895
464,18.889,1001.66,108.97,19.596,0.0,air,0.5589,0.9016,0.4957,2.2567,0.5191,0.1,0.4589,0.4278,48.36,24.84,0.999,1.12855
465,5.707,1146.47,64.88,3.015,0.0,air,0.613,0.3609,0.3926,1.1652,0.3439,0.1,0.2305,0.3052,54.7,27.35,0.999,1.16198
466,18.739,1080.06,139.1,20.029,0.0,vacuum,0.5477,0.929,0.5452,2.4229,0.6612,0.1,0.4593,0.4729,57.97,31.37,0.999,1.68255
467,13.0,1405.63,97.62,16.63,22.449,nitrogen,0.5027,0.5174,0.4098,2.0244,0.4828,0.1,0.2543,0.3348,68.92,34.61,0.999,2.442
468,4.233,1306.88,138.15,4.503,0.0,nitrogen,0.646,1.1399,0.5221,3.0778,0.8563,0.1,0.494,0.4214,64.65,26.76,0.999,2.23626
469,7.818,994.27,96.25,18.534,0.0,nitrogen,0.593,0.4877,0.501,1.3506,0.3988,0.1,0.3134,0.4355,45.38,21.27,0.999,1.05347
470,7.641,1126.25,114.99,5.861,0.0,air,0.6244,0.7698,0.3698,1.8271,0.4978,0.1,0.3726,0.286,54.02,29.0,0.999,1.51474
471,16.397,1191.03,134.3,8.5,0.0,hydrogen,0.6475,0.621,0.4236,2.1263,0.6349,0.1,0.3069,0.336,63.65,31.03,0.999,1.98968
472,5.816,1160.27,74.78,24.818,0.0,hydrogen,0.5206,0.5967,0.3393,1.9578,0.4067,0.1,0.2902,0.2517,57.04,29.78,0.999,1.39625
473,12.126,1335.18,123.38,3.29,15.004,nitrogen,0.5247,0.3686,0.549,1.8883,0.4665,0.1,0.1746,0.433,62.02,34.1,0.999,2.37807
474,8.415,978.72,95.54,12.359,0.0,nitrogen,0.5775,1.0009,0.5339,2.2807,0.6148,0.1,0.5641,0.4938,44.43,25.34,0.999,1.00609
475,2.374,1038.62,90.31,11.48,0.0,air,0.5935,0.6088,0.2941,1.5876,0.4778,0.1,0.3066,0.1976,47.87,27.35,0.999,1.08857
476,8.435,1028.98,150.67,14.395,28.001,hydrogen,0.6191,0.6618,0.5158,2.0037,0.607,0.1,0.3443,0.4385,54.33,29.66,0.999,1.98036
477,5.1,1172.78,164.08,16.386,30.32,nitrogen,0.5454,0.7914,0.4112,2.0885,0.5845,0.1,0.4035,0.2856,63.54,32.38,0.999,2.47582
478,7.718,1440.53,138.56,22.273,0.0,air,0.5648,0.889,0.3302,2.6269,0.5576,0.1,0.4635,0.2428,63.35,32.59,0.999,2.5182
479,6.739,1325.66,116.43,16.239,0.0,hydrogen,0.639,0.5007,0.438,2.167,0.5205,0.1,0.2644,0.3217,67.04,34.46,0.999,2.23166
480,11.634,1250.0,155.18,6.894,34.499,hydrogen,0.541,0.5933,0.471,1.9702,0.5983,0.1,0.2723,0.3698,68.67,32.69,0.999,2.84163
481,18.935,1407.2,147.54,14.755,0.0,hydrogen,0.5076,0.7737,0.4197,2.2746,0.6175,0.1,0.4096,0.3567,71.6,36.91,0.999,2.70027
482,4.081,1177.84,108.34,14.604,0.0,vacuum,0.5622,1.154,0.4705,2.5635,0.6775,0.1,0.5505,0.3743,65.16,30.61,0.999,1.70949
483,7.792,1444.53,150.73,12.659,0.0,argon,0.628,0.5016,0.4867,2.15,0.5288,0.1,0.2524,0.3747,65.78,29.2,0.999,2.73524
484,8.454,1069.45,155.98,10.499,16.152,argon,0.6107,0.7333,0.3473,2.2055,0.5047,0.1,0.3718,0.2518,51.15,32.16,0.999,1.94068
485,13.297,1290.82,118.05,4.125,0.0,argon,0.6085,0.7995,0.4484,2.4713,0.5514,0.1,0.452,0.3756,71.66,32.48,0.999,2.03608
486,13.596,1314.7,157.92,22.336,0.0,nitrogen,0.5694,0.3017,0.2839,1.5886,0.3431,0.1,0.1828,0.166,61.95,29.03,0.999,2.4088
487,13.678,1348.59,110.65,13.791,46.971,argon,0.6088,1.3621,0.3645,3.1008,0.9606,0.1,0.7133,0.2743,62.22,28.84,0.999,2.72734
488,16.744,1272.79,78.01,22.438,0.0,argon,0.5759,0.5294,0.3567,1.5981,0.4644,0.1,0.2643,0.2812,63.01,28.27,0.999,1.64383
489,4.45,1201.26,82.8,9.956,38.661,argon,0.5857,0.8588,0.4367,1.9498,0.4028,0.1,0.4068,0.3246,57.94,28.48,0.999,1.85817
490,15.528,1333.22,150.6,16.287,32.259,hydrogen,0.5762,0.4829,0.4027,2.006,0.5059,0.1,0.2337,0.3382,64.91,33.74,0.999,3.02409
491,13.259,1419.32,145.61,16.89,0.0,nitrogen,0.5129,0.4975,0.3566,1.7914,0.4388,0.1,0.2151,0.2487,70.46,34.34,0.999,2.58557
492,10.063,1056.32,145.65,8.028,0.0,air,0.5389,0.2854,0.5242,1.4825,0.4436,0.1,0.1452,0.4118,53.79,30.1,0.999,1.58154
493,4.87,1120.4,88.91,15.586,8.86,air,0.5148,0.3683,0.3986,1.6544,0.4981,0.1,0.1954,0.3304,57.93,30.22,0.999,1.3573
494,14.92,1259.06,156.3,9.324,0.0,air,0.6226,0.5579,0.5388,2.3233,0.5393,0.1,0.2758,0.4611,50.43,24.11,0.999,2.17602
495,6.235,1119.05,70.28,15.535,0.0,nitrogen,0.5934,0.6362,0.4488,1.8621,0.5559,0.1,0.3785,0.3564,61.47,31.67,0.999,1.1698
496,17.436,1122.27,137.66,23.293,24.35,hydrogen,0.5439,0.5942,0.2798,1.8465,0.5684,0.1,0.281,0.1721,55.52,27.94,0.999,2.09015
497,16.786,1310.83,86.96,7.788,0.0,argon,0.6287,0.6856,0.506,2.4495,0.5295,0.1,0.3423,0.4088,61.99,34.12,0.999,1.8197
498,2.02,1259.42,158.24,17.65,16.053,air,0.6272,0.6,0.2752,1.7897,0.45,0.1,0.328,0.2081,60.03,31.25,0.999,2.42155
499,19.112,1140.2,151.18,18.059,44.659,hydrogen,0.525,0.267,0.2528,1.2756,0.2604,0.1,0.1312,0.15,62.81,32.75,0.999,2.51924
500,13.997,1042.55,131.44,16.426,44.878,air,0.5121,0.4206,0.328,1.5042,0.3602,0.1,0.2307,0.2368,47.4,22.89,0.999,1.80569
501,10.781,1039.03,142.78,19.524,0.0,nitrogen,0.5647,0.6102,0.4253,1.9566,0.5629,0.1,0.3007,0.3554,48.48,28.37,0.999,1.55875
