Sample_ID,Mix_ID,Temperature,Rubber_Content,Replicate,Field_Of_View,Analysis_Type,Measurement_Scale,Magnification,Porosity_Percent,Pore_Mean_Diameter_um,Pore_Diameter_StdDev_um,Pore_Count_Per_mm2,Crack_Density_mm_per_mm2,Crack_Mean_Width_um,Interface_Quality_Score,Aggregate_Bond_Quality_Score,Rubber_Particle_Count,Rubber_Morphology,CH_Crystallinity_Percent,CSH_Integrity_Score,Microcrack_Density_per_mm2,Surface_Roughness_Ra_um
C-30-28-R-600-Furnace-Rep2,C-30,600,30,2,3,SEM,Micro,1000,30.94,169.61,68.79,3093,3.256,1.53,42.8,70.7,112,Fully Volatilized,34.1,79.7,5.58,4.15
C-30-28-R-600-Furnace-Rep2,C-30,600,30,2,4,SEM,Micro,1000,30.68,170.69,67.9,3068,2.848,1.44,43.5,70.2,112,Fully Volatilized,40.3,72.7,5.96,3.78
C-30-28-R-600-Furnace-Rep2,C-30,600,30,2,5,SEM,Micro,2000,30.84,168.06,68.64,3084,2.964,1.54,43.9,68.6,112,Fully Volatilized,50.7,75.0,6.42,3.35
C-30-28-R-600-Furnace-Rep3,C-30,600,30,3,1,SEM,Micro,1000,31.2,168.79,67.95,3120,3.141,1.43,42.3,69.8,112,Fully Volatilized,38.4,76.3,5.82,3.85
C-30-28-R-600-Furnace-Rep3,C-30,600,30,3,2,SEM,Micro,500,30.64,171.68,69.04,3063,3.241,1.67,47.6,69.7,112,Fully Volatilized,35.6,74.6,6.3,4.55
C-30-28-R-600-Furnace-Rep3,C-30,600,30,3,3,SEM,Micro,500,31.16,169.66,67.06,3116,2.596,1.79,42.0,73.1,112,Fully Volatilized,38.6,75.3,5.43,3.7
C-30-28-R-600-Furnace-Rep3,C-30,600,30,3,4,SEM,Micro,1000,30.63,168.53,67.04,3063,3.092,1.41,44.3,70.7,112,Fully Volatilized,43.6,70.4,5.45,4.11
C-30-28-R-600-Furnace-Rep3,C-30,600,30,3,5,SEM,Micro,5000,30.86,172.66,67.87,3085,3.268,1.67,47.4,69.2,112,Fully Volatilized,46.4,80.6,5.69,5.15
C-30-28-R-800-Furnace-Rep1,C-30,800,30,1,1,SEM,Micro,5000,36.52,200.02,82.11,3652,3.964,2.31,31.7,63.9,0,Fully Volatilized,2.8,72.3,8.33,4.64
C-30-28-R-800-Furnace-Rep1,C-30,800,30,1,2,SEM,Micro,1000,37.29,199.21,79.23,3729,4.268,2.44,38.4,68.2,0,Fully Volatilized,4.6,59.8,8.91,5.34
C-30-28-R-800-Furnace-Rep1,C-30,800,30,1,3,SEM,Micro,2000,36.97,202.32,79.66,3697,3.624,2.41,32.7,66.2,0,Fully Volatilized,1.9,62.9,7.58,5.62
C-30-28-R-800-Furnace-Rep1,C-30,800,30,1,4,SEM,Micro,1000,37.39,199.92,79.55,3738,3.392,2.14,38.8,62.4,0,Fully Volatilized,0.9,68.0,7.37,5.63
C-30-28-R-800-Furnace-Rep1,C-30,800,30,1,5,SEM,Micro,1000,36.79,197.66,79.39,3679,3.983,2.27,37.4,65.3,0,Fully Volatilized,1.3,64.0,7.47,4.86
C-30-28-R-800-Furnace-Rep2,C-30,800,30,2,1,SEM,Micro,5000,36.5,202.07,82.73,3650,4.073,2.32,35.3,67.4,0,Fully Volatilized,5.8,64.7,8.13,4.88
C-30-28-R-800-Furnace-Rep2,C-30,800,30,2,2,SEM,Micro,500,37.07,199.55,80.37,3707,3.951,2.14,35.2,64.6,0,Fully Volatilized,0.0,55.4,7.89,4.56
C-30-28-R-800-Furnace-Rep2,C-30,800,30,2,3,SEM,Micro,500,37.44,201.44,79.66,3744,4.407,2.48,35.3,65.2,0,Fully Volatilized,2.8,62.4,8.02,5.78
C-30-28-R-800-Furnace-Rep2,C-30,800,30,2,4,SEM,Micro,1000,36.46,199.13,77.24,3645,3.761,2.27,31.1,64.2,0,Fully Volatilized,0.0,64.2,8.6,5.57
C-30-28-R-800-Furnace-Rep2,C-30,800,30,2,5,SEM,Micro,1000,36.6,199.2,78.76,3660,4.098,2.56,36.4,67.1,0,Fully Volatilized,4.1,65.0,8.54,5.06
C-30-28-R-800-Furnace-Rep3,C-30,800,30,3,1,SEM,Micro,1000,36.91,202.25,81.63,3691,3.976,2.01,33.7,66.4,0,Fully Volatilized,1.4,60.5,7.97,4.51
C-30-28-R-800-Furnace-Rep3,C-30,800,30,3,2,SEM,Micro,5000,37.56,204.64,82.05,3756,3.729,2.07,35.5,67.2,0,Fully Volatilized,2.4,65.0,7.71,5.79
C-30-28-R-800-Furnace-Rep3,C-30,800,30,3,3,SEM,Micro,500,36.2,198.07,79.65,3619,4.012,2.36,33.6,67.3,0,Fully Volatilized,0.2,67.1,7.81,4.92
C-30-28-R-800-Furnace-Rep3,C-30,800,30,3,4,SEM,Micro,2000,37.38,202.02,82.03,3738,3.648,2.51,33.8,60.5,0,Fully Volatilized,0.0,65.7,7.51,5.53
C-30-28-R-800-Furnace-Rep3,C-30,800,30,3,5,SEM,Micro,1000,36.74,198.39,79.29,3673,3.707,2.3,34.7,67.1,0,Fully Volatilized,7.6,69.4,7.74,5.09
