Mix_ID,Temperature_C,Data_Type,Property_Type,O2_Diffusivity_Mean_m2_s,O2_Diffusivity_Std_m2_s,CO2_Diffusivity_Mean_m2_s,CO2_Diffusivity_Std_m2_s,O2_Permeability_m2_s_Pa,CO2_Permeability_m2_s_Pa,Rubber_Content_Percent,Particle_Size
R10L,470,Calibration,Transport,5.88e-04,1.18e-04,8.35e-04,1.67e-04,8.24e-07,2.76e-05,10.0,large
R10L,480,Calibration,Transport,6.26e-04,1.25e-04,8.93e-04,1.79e-04,8.76e-07,2.95e-05,10.0,large
R10L,490,Validation,Transport,6.64e-04,1.33e-04,9.55e-04,1.91e-04,9.30e-07,3.15e-05,10.0,large
R10L,500,Validation,Transport,7.04e-04,1.41e-04,1.02e-03,2.04e-04,9.86e-07,3.36e-05,10.0,large
R10L,510,Calibration,Transport,7.46e-04,1.49e-04,1.09e-03,2.17e-04,1.04e-06,3.58e-05,10.0,large
R10L,520,Calibration,Transport,7.89e-04,1.58e-04,1.15e-03,2.31e-04,1.11e-06,3.81e-05,10.0,large
R10L,530,Calibration,Transport,8.34e-04,1.67e-04,1.23e-03,2.45e-04,1.17e-06,4.05e-05,10.0,large
R10L,540,Validation,Transport,8.81e-04,1.76e-04,1.30e-03,2.61e-04,1.23e-06,4.30e-05,10.0,large
R10L,550,Validation,Transport,9.29e-04,1.86e-04,1.38e-03,2.76e-04,1.30e-06,4.56e-05,10.0,large
R10L,560,Calibration,Transport,9.79e-04,1.96e-04,1.46e-03,2.93e-04,1.37e-06,4.83e-05,10.0,large
R10L,570,Calibration,Transport,1.03e-03,2.06e-04,1.55e-03,3.10e-04,1.44e-06,5.11e-05,10.0,large
R10L,580,Validation,Transport,1.08e-03,2.17e-04,1.64e-03,3.27e-04,1.52e-06,5.40e-05,10.0,large
R10L,590,Validation,Transport,1.14e-03,2.28e-04,1.73e-03,3.46e-04,1.59e-06,5.70e-05,10.0,large
R10L,600,Calibration,Transport,1.20e-03,2.39e-04,1.82e-03,3.65e-04,1.67e-06,6.02e-05,10.0,large
R10L,610,Calibration,Transport,1.25e-03,2.51e-04,1.92e-03,3.84e-04,1.76e-06,6.34e-05,10.0,large
R10L,620,Calibration,Transport,1.31e-03,2.63e-04,2.02e-03,4.05e-04,1.84e-06,6.68e-05,10.0,large
R10L,630,Calibration,Transport,1.38e-03,2.75e-04,2.13e-03,4.26e-04,1.93e-06,7.03e-05,10.0,large
R10L,640,Calibration,Transport,1.44e-03,2.88e-04,2.24e-03,4.48e-04,2.02e-06,7.39e-05,10.0,large
R10L,650,Calibration,Transport,1.51e-03,3.01e-04,2.35e-03,4.70e-04,2.11e-06,7.76e-05,10.0,large
R10L,660,Validation,Transport,1.58e-03,3.15e-04,2.47e-03,4.93e-04,2.21e-06,8.14e-05,10.0,large
R10L,670,Calibration,Transport,1.65e-03,3.29e-04,2.59e-03,5.18e-04,2.30e-06,8.54e-05,10.0,large
R10L,680,Validation,Transport,1.72e-03,3.43e-04,2.71e-03,5.42e-04,2.40e-06,8.95e-05,10.0,large
R10L,690,Calibration,Transport,1.79e-03,3.58e-04,2.84e-03,5.68e-04,2.51e-06,9.37e-05,10.0,large
R10L,700,Calibration,Transport,1.87e-03,3.73e-04,2.97e-03,5.94e-04,2.61e-06,9.81e-05,10.0,large
R10L,710,Calibration,Transport,1.94e-03,3.89e-04,3.11e-03,6.21e-04,2.72e-06,1.03e-04,10.0,large
R10L,720,Calibration,Transport,2.03e-03,4.05e-04,3.25e-03,6.49e-04,2.84e-06,1.07e-04,10.0,large
R10L,730,Validation,Transport,2.11e-03,4.21e-04,3.39e-03,6.78e-04,2.95e-06,1.12e-04,10.0,large
R10L,740,Validation,Transport,2.19e-03,4.38e-04,3.54e-03,7.08e-04,3.07e-06,1.17e-04,10.0,large
R10L,750,Calibration,Transport,2.28e-03,4.56e-04,3.69e-03,7.38e-04,3.19e-06,1.22e-04,10.0,large
R10L,760,Calibration,Transport,2.37e-03,4.73e-04,3.85e-03,7.70e-04,3.31e-06,1.27e-04,10.0,large
R10L,770,Validation,Transport,2.46e-03,4.91e-04,4.01e-03,8.02e-04,3.44e-06,1.32e-04,10.0,large
R10L,780,Calibration,Transport,2.55e-03,5.10e-04,4.17e-03,8.35e-04,3.57e-06,1.38e-04,10.0,large
R10L,790,Calibration,Transport,2.65e-03,5.29e-04,4.34e-03,8.69e-04,3.70e-06,1.43e-04,10.0,large
R10L,800,Validation,Transport,2.74e-03,5.49e-04,4.52e-03,9.04e-04,3.84e-06,1.49e-04,10.0,large
