FirmID,Year,Size,Employees,Assets_USD_millions,Age_Years,Subsector,Ownership_Type,FDI_Presence,FDI_Equity_Share_percent,Knowledge_Absorption_1_5,Task_Performance_1_5,Innovation_1_5,Firm_Resources_1_5,Skilled_Labor_Ratio,IoT_Use,RD_Spend_percent_of_Revenue,Liquidity_Ratio,Tax_Incentives_1_7,Regulatory_Stability_1_7,Infrastructure_Support_1_7,Corruption_Experience_1_7,Govt_Policy_Score_1_7,ROI_Self_percent,ROA_Self_percent,Export_Intensity_percent,Market_Share_percent,Operational_Efficiency_Index_0_100
FIRM_247,2024,Large,1059,33.06,35,Oils & Fats,Domestic,0,0.0,3.5,4.3,3.1,3.3,0.85,1,2.56,1.49,4.7,3.3,3.4,5.3,3.5,8.04,1.33,6.88,0.1,58.3
FIRM_248,2024,SME,28,0.5,5,Grains & Cereals,Foreign,1,89.0,4.3,5.0,3.3,2.7,0.63,0,2.89,2.17,4.1,3.4,3.0,3.2,3.8,4.41,5.7,8.48,1.07,60.2
FIRM_249,2024,SME,128,4.2,38,Ready Meals,Joint Venture,1,75.0,3.4,5.0,4.2,4.0,0.64,0,2.62,1.61,2.3,3.3,2.0,3.0,3.2,9.45,6.84,24.38,2.07,55.6
FIRM_250,2024,SME,147,4.43,6,Bakery,Foreign,1,52.0,3.8,5.0,3.9,2.2,0.36,1,1.11,1.35,4.6,4.9,5.6,6.2,4.2,10.74,5.96,23.32,2.78,67.3
FIRM_251,2024,SME,120,1.78,3,Dairy,Domestic,0,0.0,3.1,4.4,3.1,3.1,0.6,0,0.55,2.04,2.3,4.7,3.8,4.4,3.6,8.74,2.62,7.39,1.83,63.5
FIRM_252,2024,SME,26,0.77,6,Ready Meals,Joint Venture,1,14.0,2.7,4.4,4.3,2.3,0.47,0,1.42,2.09,3.3,3.9,4.0,3.6,3.9,3.76,4.36,12.58,1.69,59.1
FIRM_253,2024,Large,831,17.38,23,Beverages,Domestic,0,0.0,4.0,4.7,2.8,3.4,0.65,0,4.57,2.26,5.6,3.4,2.7,3.6,4.0,7.75,7.61,14.98,3.2,47.3
FIRM_254,2024,SME,187,4.12,31,Meat Processing,Foreign,1,82.0,2.9,5.0,3.5,3.0,0.54,0,2.96,2.04,6.0,4.8,4.3,3.5,4.9,12.59,6.97,15.72,2.49,60.7
FIRM_255,2024,Large,1262,19.62,21,Oils & Fats,Joint Venture,1,38.0,3.9,5.0,4.1,3.5,0.66,1,3.56,2.14,3.0,3.8,3.1,3.4,3.6,9.18,6.84,11.52,5.22,55.6
FIRM_256,2024,SME,36,3.62,7,Dairy,Foreign,1,71.0,3.8,4.6,3.2,2.3,0.49,0,1.12,1.97,3.9,3.0,3.2,2.8,3.8,9.37,5.0,5.49,1.25,63.0
FIRM_257,2024,SME,192,2.55,10,Fruits & Vegetables,Domestic,0,0.0,3.2,5.0,3.4,2.6,0.65,0,1.4,1.73,4.2,2.1,4.2,2.5,4.0,6.76,3.52,6.17,0.49,68.0
FIRM_258,2024,SME,192,1.93,43,Beverages,Domestic,0,0.0,2.7,5.0,2.9,3.3,0.52,0,1.81,1.64,6.0,3.4,1.7,4.1,3.8,9.9,1.8,0.0,1.67,65.5
FIRM_259,2024,SME,42,3.01,49,Dairy,Domestic,0,0.0,3.4,4.9,2.6,4.0,0.55,1,0.7,1.48,3.7,4.6,5.3,3.6,4.5,7.34,3.37,4.49,0.97,63.6
FIRM_260,2024,SME,162,2.64,38,Ready Meals,Domestic,0,0.0,2.0,5.0,3.1,3.2,0.38,1,0.64,0.99,3.7,6.1,3.7,5.6,4.0,3.74,3.49,12.07,0.16,71.0
FIRM_261,2024,SME,87,1.78,6,Dairy,Domestic,0,0.0,3.1,5.0,3.0,2.6,0.74,0,1.3,1.12,5.7,3.9,4.9,4.7,4.4,7.66,2.25,6.92,0.01,61.4
FIRM_262,2024,Large,769,49.45,41,Bakery,Domestic,0,0.0,2.8,5.0,3.6,3.3,0.76,0,3.09,1.46,3.8,3.0,2.3,4.6,3.1,4.0,2.38,10.08,2.26,52.2
FIRM_263,2024,SME,94,5.14,35,Confectionery,Domestic,0,0.0,2.6,5.0,3.3,4.4,0.57,1,0.9,1.72,4.9,2.6,2.5,3.4,3.6,7.64,4.57,4.63,0.56,73.7
FIRM_264,2024,SME,158,4.36,27,Seafood Processing,Foreign,1,95.0,3.6,4.4,3.9,2.6,0.29,0,2.07,2.32,2.7,4.4,2.2,4.2,3.3,8.49,5.74,16.08,2.06,64.8
FIRM_265,2024,SME,199,1.89,8,Dairy,Joint Venture,1,88.0,4.0,4.6,4.2,3.7,0.38,1,3.36,1.58,4.0,2.0,3.8,4.7,3.3,12.85,4.95,26.4,2.79,72.1
FIRM_266,2024,Large,1189,29.11,50,Oils & Fats,Domestic,0,0.0,3.1,4.7,3.2,2.9,0.93,0,4.37,2.1,2.5,4.4,3.6,5.2,3.3,8.6,3.44,5.56,6.22,55.2
FIRM_267,2024,SME,186,3.77,23,Fruits & Vegetables,Foreign,1,66.0,4.0,5.0,3.5,3.1,0.51,1,1.97,2.14,3.1,4.6,3.0,4.2,3.6,12.46,7.88,16.87,1.76,77.2
FIRM_268,2024,Large,976,29.45,3,Seafood Processing,Domestic,0,0.0,3.0,4.8,3.2,3.2,0.56,0,2.16,1.48,5.0,4.2,2.4,5.6,3.5,4.91,4.38,0.0,2.21,57.4
FIRM_269,2024,SME,27,4.5,11,Dairy,Domestic,0,0.0,2.5,4.7,2.8,3.1,0.6,0,1.74,1.9,4.2,3.6,2.1,4.3,3.4,4.9,5.6,13.7,1.3,65.6
FIRM_270,2024,SME,58,3.76,21,Ready Meals,Domestic,0,0.0,2.7,4.4,3.8,2.3,0.41,0,1.57,1.48,3.9,4.4,3.4,5.3,3.6,9.43,4.8,7.61,1.99,55.1
FIRM_271,2024,SME,147,3.89,4,Confectionery,Foreign,1,82.0,3.6,4.3,4.5,2.6,0.65,0,3.48,2.26,3.5,4.0,3.0,3.7,3.7,9.37,8.91,23.9,0.74,57.1
FIRM_272,2024,SME,122,3.76,17,Seafood Processing,Joint Venture,1,56.0,3.2,4.6,3.9,3.3,0.47,0,1.86,1.92,4.0,3.0,2.7,2.1,3.9,11.13,10.55,16.33,2.26,41.9
FIRM_273,2024,SME,19,3.41,24,Meat Processing,Foreign,1,72.0,3.8,5.0,4.0,3.4,0.5,0,3.41,1.0,4.5,5.7,5.2,4.6,4.7,13.24,9.48,21.96,2.63,63.7
FIRM_274,2024,SME,28,0.86,48,Ready Meals,Joint Venture,1,20.0,3.8,5.0,3.9,4.0,0.62,1,2.67,1.68,5.2,3.4,3.4,5.2,3.7,13.03,8.2,19.91,1.65,68.8
FIRM_275,2024,SME,108,3.1,5,Confectionery,Joint Venture,1,21.0,2.7,4.5,3.0,3.5,0.37,0,1.82,2.42,1.6,4.6,4.9,5.0,3.5,3.4,5.69,10.74,1.69,56.2
FIRM_276,2024,SME,127,2.33,29,Dairy,Domestic,0,0.0,2.0,4.3,3.0,2.7,0.36,0,2.73,1.51,3.4,1.4,2.9,4.8,2.7,6.59,0.4,10.86,1.33,69.9
FIRM_277,2024,Large,1205,39.45,46,Ready Meals,Domestic,0,0.0,3.2,4.3,3.2,2.8,0.62,0,3.22,1.82,4.4,5.1,3.8,3.9,4.4,4.6,3.7,5.71,2.75,51.7
FIRM_278,2024,SME,42,5.02,41,Oils & Fats,Domestic,0,0.0,2.6,5.0,3.3,3.6,0.58,0,3.32,1.87,4.1,5.3,3.4,3.3,4.4,9.32,2.7,13.74,1.47,60.7
FIRM_279,2024,SME,34,5.07,47,Meat Processing,Joint Venture,1,31.0,3.6,5.0,3.8,2.9,0.32,0,1.6,1.08,4.6,3.8,1.6,5.0,3.2,8.27,6.29,13.25,2.25,54.4
FIRM_280,2024,SME,117,4.63,9,Fruits & Vegetables,Domestic,0,0.0,3.1,5.0,3.7,2.3,0.28,1,2.25,1.86,4.5,4.4,5.1,4.8,4.3,4.89,2.45,12.8,0.21,65.4
FIRM_281,2024,SME,11,3.31,41,Meat Processing,Domestic,0,0.0,2.3,4.6,2.7,2.4,0.58,0,2.13,0.9,3.9,4.4,3.4,3.6,4.0,5.64,-0.06,4.64,1.79,69.9
FIRM_282,2024,SME,118,4.62,49,Fruits & Vegetables,Joint Venture,1,88.0,2.8,4.7,3.4,2.9,0.41,0,2.97,1.29,3.7,3.2,4.3,5.6,3.4,9.82,4.71,14.45,2.73,72.2
FIRM_283,2024,SME,100,3.01,17,Ready Meals,Domestic,0,0.0,3.7,4.5,3.7,2.6,0.43,0,1.07,2.14,4.0,4.3,2.7,3.2,4.0,8.95,4.54,5.08,1.15,55.4
FIRM_284,2024,SME,98,3.24,25,Seafood Processing,Foreign,1,77.0,3.6,4.8,4.4,2.8,0.26,1,3.32,1.78,5.3,3.0,3.3,3.6,4.0,13.92,4.25,20.14,0.6,62.0
FIRM_285,2024,SME,139,1.69,27,Beverages,Domestic,0,0.0,2.6,4.5,2.9,3.2,0.4,0,2.71,1.45,3.5,3.2,2.5,6.3,2.7,4.47,0.49,5.27,0.91,47.8
FIRM_286,2024,SME,109,3.48,25,Ready Meals,Joint Venture,1,23.0,3.1,4.8,3.4,3.2,0.48,0,0.75,1.82,4.1,4.9,4.9,5.3,4.2,9.7,4.0,13.1,1.96,73.9
FIRM_287,2024,SME,148,3.07,15,Grains & Cereals,Joint Venture,1,83.0,3.4,4.9,3.8,3.6,0.59,0,3.53,1.57,4.4,4.8,3.8,3.9,4.3,10.49,5.97,17.12,0.88,73.3
FIRM_288,2024,Large,766,39.35,49,Oils & Fats,Domestic,0,0.0,2.6,4.8,3.2,2.6,0.89,1,1.98,1.61,5.8,3.1,3.9,4.6,4.1,7.0,2.96,9.57,3.62,67.3
FIRM_289,2024,SME,184,2.94,48,Oils & Fats,Foreign,1,97.0,4.2,4.6,4.2,3.4,0.68,1,3.3,1.93,3.9,3.1,5.0,4.5,3.9,12.25,8.79,14.92,0.67,55.1
FIRM_290,2024,SME,161,2.9,20,Grains & Cereals,Domestic,0,0.0,2.4,4.8,4.5,3.0,0.4,0,3.77,1.24,5.2,3.2,4.8,1.0,5.0,11.42,5.79,14.61,1.49,55.3
FIRM_291,2024,Large,891,29.33,41,Grains & Cereals,Domestic,0,0.0,3.7,5.0,3.3,2.4,0.77,0,3.47,1.62,5.4,4.5,4.3,3.2,4.8,6.44,5.12,5.62,4.05,67.8
FIRM_292,2024,SME,103,4.07,20,Grains & Cereals,Domestic,0,0.0,2.8,5.0,3.2,2.7,0.66,0,0.37,1.44,4.1,2.8,1.9,4.2,3.1,5.45,4.39,18.63,0.01,65.7
FIRM_293,2024,SME,54,3.01,40,Seafood Processing,Joint Venture,1,64.0,3.1,3.9,2.6,2.4,0.51,0,0.17,0.81,4.0,4.2,2.7,3.9,3.7,7.8,4.14,17.3,2.08,40.0
FIRM_294,2024,Large,408,20.92,30,Meat Processing,Domestic,0,0.0,2.6,3.9,2.8,2.6,0.33,0,2.39,1.14,3.9,4.5,2.4,4.6,3.6,3.96,2.13,7.87,5.12,53.6
FIRM_295,2024,SME,36,3.05,24,Beverages,Domestic,0,0.0,1.6,4.3,3.6,3.6,0.46,0,1.55,2.38,3.9,3.7,4.3,5.7,3.6,4.24,4.11,15.16,1.41,71.5
FIRM_296,2024,SME,186,2.76,7,Meat Processing,Foreign,1,86.0,3.7,5.0,3.7,4.0,0.64,0,1.19,1.79,5.1,4.8,3.7,3.9,4.4,13.43,9.6,7.35,1.49,63.5
FIRM_297,2024,SME,170,1.7,33,Dairy,Domestic,0,0.0,2.9,5.0,1.1,2.9,0.66,1,2.13,0.94,4.4,3.5,2.0,3.0,3.7,3.82,1.01,0.0,0.36,80.0
FIRM_298,2024,SME,32,2.82,17,Meat Processing,Domestic,0,0.0,3.2,4.8,3.5,2.9,0.38,0,2.88,0.83,4.4,3.6,3.3,4.7,3.6,5.69,5.96,6.95,0.38,66.8
FIRM_299,2024,SME,159,2.1,11,Dairy,Domestic,0,0.0,1.9,4.5,3.8,3.0,0.47,0,0.6,1.54,3.1,2.8,1.9,3.9,3.0,4.72,-1.04,1.91,0.57,49.3
FIRM_300,2024,SME,32,1.5,10,Bakery,Domestic,0,0.0,3.5,4.9,2.2,3.3,0.49,1,1.71,2.38,3.2,4.8,3.4,4.1,3.8,6.09,2.88,3.62,1.02,65.5
